cohort,draw,alpha,stratum,n_lesions,n_patients,rate,cp_lo,cp_hi,boot_lo,boot_hi
hiba,38,0.15,B,207,76,0.11594202898550725,0.07571592180080428,0.1675871323090397,0.04868824110671937,0.16106874447391686
pad,38,0.05,M1,27,17,0.0,0.0,0.12770286761543234,0.0,0.0
pad,38,0.05,M2,167,113,0.0,0.0,0.021846920830611804,0.0,0.0
pad,38,0.05,M3,82,56,0.0,0.0,0.04398945418684236,0.0,0.0
pad,38,0.05,B,15,14,0.0,0.0,0.218019360910534,0.0,0.0
pad,38,0.1,M1,27,17,0.0,0.0,0.12770286761543234,0.0,0.0
pad,38,0.1,M2,167,113,0.0,0.0,0.021846920830611804,0.0,0.0
pad,38,0.1,M3,82,56,0.0,0.0,0.04398945418684236,0.0,0.0
pad,38,0.1,B,15,14,0.06666666666666667,0.0016864302413527026,0.3194845665783034,0.0,0.21428571428571427
pad,38,0.15,M1,27,17,0.0,0.0,0.12770286761543234,0.0,0.0
pad,38,0.15,M2,167,113,0.0,0.0,0.021846920830611804,0.0,0.0
pad,38,0.15,M3,82,56,0.0,0.0,0.04398945418684236,0.0,0.0
pad,38,0.15,B,15,14,0.13333333333333333,0.016575913440083627,0.40460269660337206,0.0,0.35714285714285715
hiba,39,0.05,M1,11,7,0.0,0.0,0.2849141529181544,0.0,0.0
hiba,39,0.05,M2,115,90,0.0,0.0,0.03156819598824707,0.0,0.0
hiba,39,0.05,M3,17,10,0.0,0.0,0.19506432296909318,0.0,0.0
hiba,39,0.05,B,224,77,0.0,0.0,0.016333352162105623,0.0,0.0
hiba,39,0.1,M1,11,7,0.0,0.0,0.2849141529181544,0.0,0.0
hiba,39,0.1,M2,115,90,0.0,0.0,0.03156819598824707,0.0,0.0
hiba,39,0.1,M3,17,10,0.0,0.0,0.19506432296909318,0.0,0.0
hiba,39,0.1,B,224,77,0.004464285714285714,0.000113019541311679,0.024621064254776552,0.0,0.015176071195673017
hiba,39,0.15,M1,11,7,0.0,0.0,0.2849141529181544,0.0,0.0
hiba,39,0.15,M2,115,90,0.017391304347826087,0.002113150822261538,0.061412332558722825,0.0,0.050644495086170055
hiba,39,0.15,M3,17,10,0.0,0.0,0.19506432296909318,0.0,0.0
hiba,39,0.15,B,224,77,0.18303571428571427,0.13466776953070675,0.2400041806384807,0.09286154320036963,0.2440881866997108
pad,39,0.05,M1,31,18,0.0,0.0,0.11218874692236996,0.0,0.0
pad,39,0.05,M2,164,116,0.0,0.0,0.022242082203801514,0.0,0.0
pad,39,0.05,M3,77,45,0.0,0.0,0.046778068160404106,0.0,0.0
pad,39,0.05,B,16,15,0.0,0.0,0.2059072142078227,0.0,0.0
pad,39,0.1,M1,31,18,0.0,0.0,0.11218874692236996,0.0,0.0
pad,39,0.1,M2,164,116,0.0,0.0,0.022242082203801514,0.0,0.0
pad,39,0.1,M3,77,45,0.0,0.0,0.046778068160404106,0.0,0.0
pad,39,0.1,B,16,15,0.0,0.0,0.2059072142078227,0.0,0.0
pad,39,0.15,M1,31,18,0.0,0.0,0.11218874692236996,0.0,0.0
pad,39,0.15,M2,164,116,0.0,0.0,0.022242082203801514,0.0,0.0
pad,39,0.15,M3,77,45,0.0,0.0,0.046778068160404106,0.0,0.0
pad,39,0.15,B,16,15,0.0,0.0,0.2059072142078227,0.0,0.0
hiba,40,0.05,M1,21,10,0.0,0.0,0.1610976152190796,0.0,0.0
hiba,40,0.05,M2,116,92,0.0,0.0,0.03130036074328996,0.0,0.0
hiba,40,0.05,M3,12,9,0.0,0.0,0.26464846939705117,0.0,0.0
hiba,40,0.05,B,218,82,0.0,0.0,0.016779101523217443,0.0,0.0
hiba,40,0.1,M1,21,10,0.0,0.0,0.1610976152190796,0.0,0.0
hiba,40,0.1,M2,116,92,0.0,0.0,0.03130036074328996,0.0,0.0
hiba,40,0.1,M3,12,9,0.0,0.0,0.26464846939705117,0.0,0.0
hiba,40,0.1,B,218,82,0.009174311926605505,0.0011129892260285696,0.032746002853576615,0.0,0.019187062937062935
hiba,40,0.15,M1,21,10,0.0,0.0,0.1610976152190796,0.0,0.0
hiba,40,0.15,M2,116,92,0.0,0.0,0.03130036074328996,0.0,0.0
hiba,40,0.15,M3,12,9,0.0,0.0,0.26464846939705117,0.0,0.0
hiba,40,0.15,B,218,82,0.06880733944954129,0.03901961922756044,0.11094839371020346,0.031814727242019926,0.11453161592505853
pad,40,0.05,M1,30,16,0.0,0.0,0.11570330822202779,0.0,0.0
pad,40,0.05,M2,152,108,0.0,0.0,0.02397682090379162,0.0,0.0
pad,40,0.05,M3,71,49,0.0,0.0,0.050629407954403696,0.0,0.0
pad,40,0.05,B,15,15,0.0,0.0,0.218019360910534,0.0,0.0
pad,40,0.1,M1,30,16,0.0,0.0,0.11570330822202779,0.0,0.0
pad,40,0.1,M2,152,108,0.0,0.0,0.02397682090379162,0.0,0.0
pad,40,0.1,M3,71,49,0.0,0.0,0.050629407954403696,0.0,0.0
pad,40,0.1,B,15,15,0.0,0.0,0.218019360910534,0.0,0.0
pad,40,0.15,M1,30,16,0.0,0.0,0.11570330822202779,0.0,0.0
pad,40,0.15,M2,152,108,0.0,0.0,0.02397682090379162,0.0,0.0
pad,40,0.15,M3,71,49,0.0,0.0,0.050629407954403696,0.0,0.0
pad,40,0.15,B,15,15,0.0,0.0,0.218019360910534,0.0,0.0
hiba,41,0.05,M1,18,11,0.0,0.0,0.1853019681378522,0.0,0.0
hiba,41,0.05,M2,112,91,0.0,0.0,0.03239992593135989,0.0,0.0
hiba,41,0.05,M3,17,11,0.0,0.0,0.19506432296909318,0.0,0.0
hiba,41,0.05,B,216,73,0.0,0.0,0.01693314073693567,0.0,0.0
hiba,41,0.1,M1,18,11,0.0,0.0,0.1853019681378522,0.0,0.0
hiba,41,0.1,M2,112,91,0.0,0.0,0.03239992593135989,0.0,0.0
hiba,41,0.1,M3,17,11,0.0,0.0,0.19506432296909318,0.0,0.0
hiba,41,0.1,B,216,73,0.06018518518518518,0.03243193096142846,0.10071966912219471,0.02665362731152205,0.08293910671450101
hiba,41,0.15,M1,18,11,0.0,0.0,0.1853019681378522,0.0,0.0
hiba,41,0.15,M2,112,91,0.0,0.0,0.03239992593135989,0.0,0.0
hiba,41,0.15,M3,17,11,0.0,0.0,0.19506432296909318,0.0,0.0
hiba,41,0.15,B,216,73,0.18518518518518517,0.13571793856564704,0.24351519300734117,0.08601842471824743,0.24241223014043178
pad,41,0.05,M1,26,17,0.0,0.0,0.1322746044977541,0.0,0.0
pad,41,0.05,M2,151,107,0.0,0.0,0.024133676190225724,0.0,0.0
pad,41,0.05,M3,80,52,0.0,0.0,0.045064035067692285,0.0,0.0
pad,41,0.05,B,23,21,0.0,0.0,0.14818512891522437,0.0,0.0
pad,41,0.1,M1,26,17,0.0,0.0,0.1322746044977541,0.0,0.0
pad,41,0.1,M2,151,107,0.0,0.0,0.024133676190225724,0.0,0.0
pad,41,0.1,M3,80,52,0.0,0.0,0.045064035067692285,0.0,0.0
pad,41,0.1,B,23,21,0.0,0.0,0.14818512891522437,0.0,0.0
pad,41,0.15,M1,26,17,0.0,0.0,0.1322746044977541,0.0,0.0
pad,41,0.15,M2,151,107,0.0,0.0,0.024133676190225724,0.0,0.0
pad,41,0.15,M3,80,52,0.0,0.0,0.045064035067692285,0.0,0.0
pad,41,0.15,B,23,21,0.043478260869565216,0.0011001686304415005,0.2194866074534804,0.0,0.13636363636363635
hiba,42,0.05,M1,32,17,0.0,0.0,0.10888116067935288,0.0,0.0
hiba,42,0.05,M2,106,91,0.0,0.0,0.034202167276350295,0.0,0.0
hiba,42,0.05,M3,11,8,0.0,0.0,0.2849141529181544,0.0,0.0
hiba,42,0.05,B,156,70,0.0,0.0,0.023369271591380202,0.0,0.0
hiba,42,0.1,M1,32,17,0.0,0.0,0.10888116067935288,0.0,0.0
hiba,42,0.1,M2,106,91,0.0,0.0,0.034202167276350295,0.0,0.0
hiba,42,0.1,M3,11,8,0.0,0.0,0.2849141529181544,0.0,0.0
hiba,42,0.1,B,156,70,0.07051282051282051,0.035723241072724524,0.12266313150645239,0.017564056390203746,0.12827633468215635
hiba,42,0.15,M1,32,17,0.03125,0.0007908685979525579,0.16217099418151154,0.0,0.09533770161290316
hiba,42,0.15,M2,106,91,0.009433962264150943,0.00023881872340238036,0.05144307953988381,0.0,0.03389830508474576
hiba,42,0.15,M3,11,8,0.0,0.0,0.2849141529181544,0.0,0.0
hiba,42,0.15,B,156,70,0.23717948717948717,0.1728257197908154,0.3117914347273171,0.0860411547911548,0.40159835805756305
pad,42,0.05,M1,29,15,0.0,0.0,0.11944486906950269,0.0,0.0
pad,42,0.05,M2,158,111,0.0,0.0,0.023076897989719514,0.0,0.0
pad,42,0.05,M3,79,57,0.0,0.0,0.045621252758611106,0.0,0.0
pad,42,0.05,B,20,17,0.05,0.0012650894979498047,0.24873276277202777,0.0,0.16666666666666666
pad,42,0.1,M1,29,15,0.0,0.0,0.11944486906950269,0.0,0.0
pad,42,0.1,M2,158,111,0.0,0.0,0.023076897989719514,0.0,0.0
pad,42,0.1,M3,79,57,0.0,0.0,0.045621252758611106,0.0,0.0
pad,42,0.1,B,20,17,0.2,0.05733399705003278,0.4366140029966683,0.051250000000000004,0.40388888888888874
pad,42,0.15,M1,29,15,0.0,0.0,0.11944486906950269,0.0,0.0
pad,42,0.15,M2,158,111,0.0,0.0,0.023076897989719514,0.0,0.0
pad,42,0.15,M3,79,57,0.0,0.0,0.045621252758611106,0.0,0.0
pad,42,0.15,B,20,17,0.2,0.05733399705003278,0.4366140029966683,0.0,0.375
hiba,43,0.05,M1,20,13,0.0,0.0,0.1684334709830853,0.0,0.0
hiba,43,0.05,M2,111,90,0.0,0.0,0.032686994023947695,0.0,0.0
hiba,43,0.05,M3,11,9,0.0,0.0,0.2849141529181544,0.0,0.0
hiba,43,0.05,B,174,82,0.005747126436781609,0.00014549405830062922,0.03160343344421703,0.0,0.015426249008723235
hiba,43,0.1,M1,20,13,0.0,0.0,0.1684334709830853,0.0,0.0
hiba,43,0.1,M2,111,90,0.036036036036036036,0.009904365895060442,0.08969989106579195,0.0,0.08482506589983223
hiba,43,0.1,M3,11,9,0.0,0.0,0.2849141529181544,0.0,0.0
hiba,43,0.1,B,174,82,0.10344827586206896,0.06247174639155881,0.1585606107511028,0.030997596153846157,0.1951418960717599
hiba,43,0.15,M1,20,13,0.0,0.0,0.1684334709830853,0.0,0.0
hiba,43,0.15,M2,111,90,0.04504504504504504,0.014785567688502673,0.10199332558883982,0.008617614269788184,0.08715840080971657
hiba,43,0.15,M3,11,9,0.0,0.0,0.2849141529181544,0.0,0.0
hiba,43,0.15,B,174,82,0.1781609195402299,0.12437815072801586,0.24324969725082732,0.08938503025519601,0.25672227335480896
pad,43,0.05,M1,24,13,0.0,0.0,0.14247359772252563,0.0,0.0
pad,43,0.05,M2,170,118,0.0,0.0,0.02146555498094456,0.0,0.0
pad,43,0.05,M3,87,53,0.0,0.0,0.041514565992637815,0.0,0.0
pad,43,0.05,B,18,15,0.0,0.0,0.1853019681378522,0.0,0.0
pad,43,0.1,M1,24,13,0.0,0.0,0.14247359772252563,0.0,0.0
pad,43,0.1,M2,170,118,0.0,0.0,0.02146555498094456,0.0,0.0
pad,43,0.1,M3,87,53,0.0,0.0,0.041514565992637815,0.0,0.0
pad,43,0.1,B,18,15,0.0,0.0,0.1853019681378522,0.0,0.0
pad,43,0.15,M1,24,13,0.0,0.0,0.14247359772252563,0.0,0.0
pad,43,0.15,M2,170,118,0.0,0.0,0.02146555498094456,0.0,0.0
pad,43,0.15,M3,87,53,0.0,0.0,0.041514565992637815,0.0,0.0
pad,43,0.15,B,18,15,0.0,0.0,0.1853019681378522,0.0,0.0
hiba,44,0.05,M1,15,8,0.0,0.0,0.218019360910534,0.0,0.0
hiba,44,0.05,M2,120,94,0.0,0.0,0.03027297257742007,0.0,0.0
hiba,44,0.05,M3,13,12,0.0,0.0,0.24705263800047095,0.0,0.0
hiba,44,0.05,B,227,71,0.004405286343612335,0.00011152597427949516,0.02429894765932004,0.0,0.01574553632274771
hiba,44,0.1,M1,15,8,0.0,0.0,0.218019360910534,0.0,0.0
hiba,44,0.1,M2,120,94,0.0,0.0,0.03027297257742007,0.0,0.0
hiba,44,0.1,M3,13,12,0.0,0.0,0.24705263800047095,0.0,0.0
hiba,44,0.1,B,227,71,0.06607929515418502,0.037452701284144116,0.10664638172497017,0.017356711915535446,0.09672790176396062
hiba,44,0.15,M1,15,8,0.06666666666666667,0.0016864302413527026,0.3194845665783034,0.0,0.2727272727272727
hiba,44,0.15,M2,120,94,0.016666666666666666,0.002024822337693082,0.05890921946702682,0.0,0.043859649122807015
hiba,44,0.15,M3,13,12,0.0,0.0,0.24705263800047095,0.0,0.0
hiba,44,0.15,B,227,71,0.21145374449339208,0.16021790256641757,0.2703924132814535,0.06503382352941177,0.3007931531757477
pad,44,0.05,M1,26,15,0.0,0.0,0.1322746044977541,0.0,0.0
pad,44,0.05,M2,148,97,0.0,0.0,0.024616801578984306,0.0,0.0
pad,44,0.05,M3,70,44,0.0,0.0,0.05133379715102374,0.0,0.0
pad,44,0.05,B,20,16,0.0,0.0,0.1684334709830853,0.0,0.0
pad,44,0.1,M1,26,15,0.0,0.0,0.1322746044977541,0.0,0.0
pad,44,0.1,M2,148,97,0.0,0.0,0.024616801578984306,0.0,0.0
pad,44,0.1,M3,70,44,0.0,0.0,0.05133379715102374,0.0,0.0
pad,44,0.1,B,20,16,0.0,0.0,0.1684334709830853,0.0,0.0
pad,44,0.15,M1,26,15,0.0,0.0,0.1322746044977541,0.0,0.0
pad,44,0.15,M2,148,97,0.0,0.0,0.024616801578984306,0.0,0.0
pad,44,0.15,M3,70,44,0.0,0.0,0.05133379715102374,0.0,0.0
pad,44,0.15,B,20,16,0.0,0.0,0.1684334709830853,0.0,0.0
hiba,45,0.05,M1,13,7,0.0,0.0,0.24705263800047095,0.0,0.0
hiba,45,0.05,M2,134,105,0.0,0.0,0.027153482879800184,0.0,0.0
hiba,45,0.05,M3,5,5,0.0,0.0,0.5218237501049814,0.0,0.0
hiba,45,0.05,B,119,71,0.0,0.0,0.03052344485379618,0.0,0.0
hiba,45,0.1,M1,13,7,0.0,0.0,0.24705263800047095,0.0,0.0
hiba,45,0.1,M2,134,105,0.0,0.0,0.027153482879800184,0.0,0.0
hiba,45,0.1,M3,5,5,0.0,0.0,0.5218237501049814,0.0,0.0
hiba,45,0.1,B,119,71,0.07563025210084033,0.03516540219760033,0.13871711947964577,0.017543859649122806,0.14584763377966836
hiba,45,0.15,M1,13,7,0.0,0.0,0.24705263800047095,0.0,0.0
hiba,45,0.15,M2,134,105,0.014925373134328358,0.0018126705890603907,0.05287465320433985,0.0,0.03676470588235294
hiba,45,0.15,M3,5,5,0.0,0.0,0.5218237501049814,0.0,0.0
hiba,45,0.15,B,119,71,0.14285714285714285,0.08547680237964399,0.21884839420605046,0.06270149953139643,0.22746674057649666
pad,45,0.05,M1,30,15,0.0,0.0,0.11570330822202779,0.0,0.0
pad,45,0.05,M2,152,104,0.0,0.0,0.02397682090379162,0.0,0.0
pad,45,0.05,M3,66,45,0.0,0.0,0.054358847170121974,0.0,0.0
pad,45,0.05,B,23,19,0.0,0.0,0.14818512891522437,0.0,0.0
pad,45,0.1,M1,30,15,0.0,0.0,0.11570330822202779,0.0,0.0
pad,45,0.1,M2,152,104,0.0,0.0,0.02397682090379162,0.0,0.0
pad,45,0.1,M3,66,45,0.0,0.0,0.054358847170121974,0.0,0.0
pad,45,0.1,B,23,19,0.0,0.0,0.14818512891522437,0.0,0.0
pad,45,0.15,M1,30,15,0.0,0.0,0.11570330822202779,0.0,0.0
pad,45,0.15,M2,152,104,0.0,0.0,0.02397682090379162,0.0,0.0
pad,45,0.15,M3,66,45,0.0,0.0,0.054358847170121974,0.0,0.0
pad,45,0.15,B,23,19,0.043478260869565216,0.0011001686304415005,0.2194866074534804,0.0,0.14285714285714285
hiba,46,0.05,M1,16,10,0.0,0.0,0.2059072142078227,0.0,0.0
hiba,46,0.05,M2,120,94,0.0,0.0,0.03027297257742007,0.0,0.0
hiba,46,0.05,M3,13,12,0.0,0.0,0.24705263800047095,0.0,0.0
hiba,46,0.05,B,197,67,0.0,0.0,0.018551047617369316,0.0,0.0
hiba,46,0.1,M1,16,10,0.0,0.0,0.2059072142078227,0.0,0.0
hiba,46,0.1,M2,120,94,0.0,0.0,0.03027297257742007,0.0,0.0
hiba,46,0.1,M3,13,12,0.0,0.0,0.24705263800047095,0.0,0.0
hiba,46,0.1,B,197,67,0.01015228426395939,0.0012318621403146993,0.036190433405023766,0.0,0.019755645515290444
hiba,46,0.15,M1,16,10,0.0,0.0,0.2059072142078227,0.0,0.0
hiba,46,0.15,M2,120,94,0.0,0.0,0.03027297257742007,0.0,0.0
hiba,46,0.15,M3,13,12,0.0,0.0,0.24705263800047095,0.0,0.0
hiba,46,0.15,B,197,67,0.14720812182741116,0.10085694542113122,0.2045259316940371,0.08197004862953139,0.20692333113020484
pad,46,0.05,M1,29,15,0.0,0.0,0.11944486906950269,0.0,0.0
pad,46,0.05,M2,151,110,0.0,0.0,0.024133676190225724,0.0,0.0
pad,46,0.05,M3,70,49,0.0,0.0,0.05133379715102374,0.0,0.0
pad,46,0.05,B,16,13,0.0,0.0,0.2059072142078227,0.0,0.0
pad,46,0.1,M1,29,15,0.0,0.0,0.11944486906950269,0.0,0.0
pad,46,0.1,M2,151,110,0.0,0.0,0.024133676190225724,0.0,0.0
pad,46,0.1,M3,70,49,0.0,0.0,0.05133379715102374,0.0,0.0
pad,46,0.1,B,16,13,0.0625,0.0015811117227658884,0.3023207384345319,0.0,0.21428571428571427
pad,46,0.15,M1,29,15,0.0,0.0,0.11944486906950269,0.0,0.0
pad,46,0.15,M2,151,110,0.0,0.0,0.024133676190225724,0.0,0.0
pad,46,0.15,M3,70,49,0.0,0.0,0.05133379715102374,0.0,0.0
pad,46,0.15,B,16,13,0.1875,0.0404737339059459,0.4564565462316117,0.0,0.38685897435897426
hiba,47,0.05,M1,18,10,0.0,0.0,0.1853019681378522,0.0,0.0
hiba,47,0.05,M2,116,95,0.008620689655172414,0.00021823314906306462,0.04709553622664744,0.0,0.026673119469026542
hiba,47,0.05,M3,8,8,0.0,0.0,0.3694166475528192,0.0,0.0
hiba,47,0.05,B,159,73,0.0,0.0,0.02293343743096093,0.0,0.0
hiba,47,0.1,M1,18,10,0.0,0.0,0.1853019681378522,0.0,0.0
hiba,47,0.1,M2,116,95,0.034482758620689655,0.009473865093176157,0.08593831005795627,0.008095659585628115,0.08333333333333333
hiba,47,0.1,M3,8,8,0.0,0.0,0.3694166475528192,0.0,0.0
hiba,47,0.1,B,159,73,0.0880503144654088,0.04897622393701695,0.14332042100338718,0.04961461813492762,0.1254346026490066
hiba,47,0.15,M1,18,10,0.0,0.0,0.1853019681378522,0.0,0.0
hiba,47,0.15,M2,116,95,0.05172413793103448,0.01921581370621808,0.1091847719666255,0.008849557522123894,0.10833333333333334
hiba,47,0.15,M3,8,8,0.0,0.0,0.3694166475528192,0.0,0.0
hiba,47,0.15,B,159,73,0.14465408805031446,0.09396128300327222,0.20910570562455408,0.0751013930523717,0.2131065127140633
pad,47,0.05,M1,27,18,0.0,0.0,0.12770286761543234,0.0,0.0
pad,47,0.05,M2,153,105,0.0,0.0,0.023821991293435516,0.0,0.0
pad,47,0.05,M3,68,46,0.0,0.0,0.05280304279363979,0.0,0.0
pad,47,0.05,B,18,16,0.0,0.0,0.1853019681378522,0.0,0.0
pad,47,0.1,M1,27,18,0.0,0.0,0.12770286761543234,0.0,0.0
pad,47,0.1,M2,153,105,0.0,0.0,0.023821991293435516,0.0,0.0
pad,47,0.1,M3,68,46,0.0,0.0,0.05280304279363979,0.0,0.0
pad,47,0.1,B,18,16,0.0,0.0,0.1853019681378522,0.0,0.0
pad,47,0.15,M1,27,18,0.0,0.0,0.12770286761543234,0.0,0.0
pad,47,0.15,M2,153,105,0.0,0.0,0.023821991293435516,0.0,0.0
pad,47,0.15,M3,68,46,0.0,0.0,0.05280304279363979,0.0,0.0
pad,47,0.15,B,18,16,0.0,0.0,0.1853019681378522,0.0,0.0
hiba,48,0.05,M1,14,11,0.0,0.0,0.23163576165011648,0.0,0.0
hiba,48,0.05,M2,126,102,0.0,0.0,0.028852406856721004,0.0,0.0
hiba,48,0.05,M3,14,13,0.0,0.0,0.23163576165011648,0.0,0.0
hiba,48,0.05,B,119,59,0.0,0.0,0.03052344485379618,0.0,0.0
hiba,48,0.1,M1,14,11,0.0,0.0,0.23163576165011648,0.0,0.0
hiba,48,0.1,M2,126,102,0.015873015873015872,0.0019281097679825687,0.056162211334477206,0.0,0.04049468922108575
hiba,48,0.1,M3,14,13,0.0,0.0,0.23163576165011648,0.0,0.0
hiba,48,0.1,B,119,59,0.0,0.0,0.03052344485379618,0.0,0.0
hiba,48,0.15,M1,14,11,0.0,0.0,0.23163576165011648,0.0,0.0
hiba,48,0.15,M2,126,102,0.031746031746031744,0.008716160791083907,0.0792880056526208,0.0,0.07780630457466081
hiba,48,0.15,M3,14,13,0.0,0.0,0.23163576165011648,0.0,0.0
hiba,48,0.15,B,119,59,0.13445378151260504,0.07884729031057801,0.20914478484153762,0.0610846650799048,0.22620337701612903
pad,48,0.05,M1,29,18,0.0,0.0,0.11944486906950269,0.0,0.0
pad,48,0.05,M2,162,106,0.0,0.0,0.022513561452805492,0.0,0.0
pad,48,0.05,M3,63,46,0.0,0.0,0.05687235233201624,0.0,0.0
pad,48,0.05,B,14,12,0.0,0.0,0.23163576165011648,0.0,0.0
pad,48,0.1,M1,29,18,0.0,0.0,0.11944486906950269,0.0,0.0
pad,48,0.1,M2,162,106,0.0,0.0,0.022513561452805492,0.0,0.0
pad,48,0.1,M3,63,46,0.0,0.0,0.05687235233201624,0.0,0.0
pad,48,0.1,B,14,12,0.0,0.0,0.23163576165011648,0.0,0.0
pad,48,0.15,M1,29,18,0.0,0.0,0.11944486906950269,0.0,0.0
pad,48,0.15,M2,162,106,0.0,0.0,0.022513561452805492,0.0,0.0
pad,48,0.15,M3,63,46,0.0,0.0,0.05687235233201624,0.0,0.0
pad,48,0.15,B,14,12,0.0,0.0,0.23163576165011648,0.0,0.0
hiba,49,0.05,M1,19,11,0.0,0.0,0.17646691180696533,0.0,0.0
hiba,49,0.05,M2,116,92,0.0,0.0,0.03130036074328996,0.0,0.0
hiba,49,0.05,M3,16,11,0.0,0.0,0.2059072142078227,0.0,0.0
hiba,49,0.05,B,187,72,0.0,0.0,0.019533331286935237,0.0,0.0
hiba,49,0.1,M1,19,11,0.0,0.0,0.17646691180696533,0.0,0.0
hiba,49,0.1,M2,116,92,0.008620689655172414,0.00021823314906306462,0.04709553622664744,0.0,0.02654867256637168
hiba,49,0.1,M3,16,11,0.0,0.0,0.2059072142078227,0.0,0.0
hiba,49,0.1,B,187,72,0.0053475935828877,0.0001353801827854688,0.029433221363264244,0.0,0.018925333969465642
hiba,49,0.15,M1,19,11,0.0,0.0,0.17646691180696533,0.0,0.0
hiba,49,0.15,M2,116,92,0.02586206896551724,0.005365468346042136,0.07372130513576362,0.0,0.07079646017699115
hiba,49,0.15,M3,16,11,0.0,0.0,0.2059072142078227,0.0,0.0
hiba,49,0.15,B,187,72,0.026737967914438502,0.008737531868112033,0.06129143872642517,0.006775625690099375,0.05211654062439402
pad,49,0.05,M1,30,18,0.0,0.0,0.11570330822202779,0.0,0.0
pad,49,0.05,M2,155,112,0.0,0.0,0.023518254148532765,0.0,0.0
pad,49,0.05,M3,60,38,0.0,0.0,0.059629492286166916,0.0,0.0
pad,49,0.05,B,15,13,0.0,0.0,0.218019360910534,0.0,0.0
pad,49,0.1,M1,30,18,0.0,0.0,0.11570330822202779,0.0,0.0
pad,49,0.1,M2,155,112,0.0,0.0,0.023518254148532765,0.0,0.0
pad,49,0.1,M3,60,38,0.0,0.0,0.059629492286166916,0.0,0.0
pad,49,0.1,B,15,13,0.0,0.0,0.218019360910534,0.0,0.0
pad,49,0.15,M1,30,18,0.0,0.0,0.11570330822202779,0.0,0.0
pad,49,0.15,M2,155,112,0.0,0.0,0.023518254148532765,0.0,0.0
pad,49,0.15,M3,60,38,0.0,0.0,0.059629492286166916,0.0,0.0
pad,49,0.15,B,15,13,0.0,0.0,0.218019360910534,0.0,0.0
hiba,50,0.05,M1,13,6,0.0,0.0,0.24705263800047095,0.0,0.0
hiba,50,0.05,M2,137,105,0.0,0.0,0.026566851096283282,0.0,0.0
hiba,50,0.05,M3,17,9,0.0,0.0,0.19506432296909318,0.0,0.0
hiba,50,0.05,B,240,65,0.0,0.0,0.015252810401278714,0.0,0.0
hiba,50,0.1,M1,13,6,0.0,0.0,0.24705263800047095,0.0,0.0
hiba,50,0.1,M2,137,105,0.021897810218978103,0.004538822663707423,0.06265998626088798,0.0,0.05471220167246534
hiba,50,0.1,M3,17,9,0.0,0.0,0.19506432296909318,0.0,0.0
hiba,50,0.1,B,240,65,0.04583333333333333,0.02309876714805481,0.08052719124440051,0.016750437062937062,0.07361522198731497
hiba,50,0.15,M1,13,6,0.0,0.0,0.24705263800047095,0.0,0.0
hiba,50,0.15,M2,137,105,0.021897810218978103,0.004538822663707423,0.06265998626088798,0.0,0.05777291210509852
hiba,50,0.15,M3,17,9,0.0,0.0,0.19506432296909318,0.0,0.0
hiba,50,0.15,B,240,65,0.1875,0.14017473428590663,0.24272516234645666,0.04610243635700833,0.27106292334157617
pad,50,0.05,M1,35,22,0.0,0.0,0.10003243557210503,0.0,0.0
pad,50,0.05,M2,145,98,0.0,0.0,0.025119664131802152,0.0,0.0
pad,50,0.05,M3,53,37,0.0,0.0,0.06723454630630114,0.0,0.0
pad,50,0.05,B,16,13,0.0,0.0,0.2059072142078227,0.0,0.0
pad,50,0.1,M1,35,22,0.0,0.0,0.10003243557210503,0.0,0.0
pad,50,0.1,M2,145,98,0.0,0.0,0.025119664131802152,0.0,0.0
pad,50,0.1,M3,53,37,0.0,0.0,0.06723454630630114,0.0,0.0
pad,50,0.1,B,16,13,0.0,0.0,0.2059072142078227,0.0,0.0
pad,50,0.15,M1,35,22,0.0,0.0,0.10003243557210503,0.0,0.0
pad,50,0.15,M2,145,98,0.0,0.0,0.025119664131802152,0.0,0.0
pad,50,0.15,M3,53,37,0.0,0.0,0.06723454630630114,0.0,0.0
pad,50,0.15,B,16,13,0.1875,0.0404737339059459,0.4564565462316117,0.0,0.38095238095238093
hiba,51,0.05,M1,3,3,0.0,0.0,0.7075982261787133,0.0,0.0
hiba,51,0.05,M2,141,110,0.0,0.0,0.025822998663865577,0.0,0.0
hiba,51,0.05,M3,8,8,0.0,0.0,0.3694166475528192,0.0,0.0
hiba,51,0.05,B,161,63,0.0,0.0,0.02265180141364231,0.0,0.0
hiba,51,0.1,M1,3,3,0.0,0.0,0.7075982261787133,0.0,0.0
hiba,51,0.1,M2,141,110,0.0,0.0,0.025822998663865577,0.0,0.0
hiba,51,0.1,M3,8,8,0.0,0.0,0.3694166475528192,0.0,0.0
hiba,51,0.1,B,161,63,0.018633540372670808,0.0038592926189038204,0.053487354259741375,0.0,0.03787878787878788
hiba,51,0.15,M1,3,3,0.0,0.0,0.7075982261787133,0.0,0.0
hiba,51,0.15,M2,141,110,0.0070921985815602835,0.00017954280213601281,0.03888051367149244,0.0,0.022388059701492536
hiba,51,0.15,M3,8,8,0.0,0.0,0.3694166475528192,0.0,0.0
hiba,51,0.15,B,161,63,0.14285714285714285,0.09276468055329191,0.20660683824577064,0.039425923040972116,0.2516910999502285
pad,51,0.05,M1,32,21,0.0,0.0,0.10888116067935288,0.0,0.0
pad,51,0.05,M2,157,108,0.0,0.0,0.023222164603325136,0.0,0.0
