cohort,head,draw,alpha,stratum,degenerate,coverage,miss_rate,referral,set_size,n_test
hiba,pad_only,22,0.05,M3,False,1.0,0.0,1.0,7.833333333333333,18
hiba,pad_only,22,0.05,B,False,0.9782608695652174,,1.0,6.521739130434782,184
hiba,primary,22,0.05,M1,False,1.0,0.0,1.0,6.35,20
hiba,primary,22,0.05,M2,False,0.9380530973451328,0.0,1.0,6.672566371681416,113
hiba,primary,22,0.05,M3,False,1.0,0.0,1.0,6.777777777777778,18
hiba,primary,22,0.05,B,False,0.9945652173913043,,1.0,5.913043478260869,184
hiba,pad_only,22,0.1,M1,False,1.0,0.0,1.0,6.8,20
hiba,pad_only,22,0.1,M2,False,0.911504424778761,0.0,1.0,6.424778761061947,113
hiba,pad_only,22,0.1,M3,False,1.0,0.0,1.0,7.722222222222222,18
hiba,pad_only,22,0.1,B,False,0.9782608695652174,,1.0,6.043478260869565,184
hiba,primary,22,0.1,M1,False,0.8,0.0,1.0,4.85,20
hiba,primary,22,0.1,M2,False,0.9026548672566371,0.0,1.0,5.3097345132743365,113
hiba,primary,22,0.1,M3,False,1.0,0.0,1.0,5.277777777777778,18
hiba,primary,22,0.1,B,False,0.9619565217391305,,0.9891304347826086,4.2771739130434785,184
hiba,pad_only,22,0.15,M1,False,1.0,0.0,1.0,5.4,20
hiba,pad_only,22,0.15,M2,False,0.8672566371681416,0.0,1.0,4.964601769911504,113
hiba,pad_only,22,0.15,M3,False,0.9444444444444444,0.0,1.0,5.333333333333333,18
hiba,pad_only,22,0.15,B,False,0.9239130434782609,,1.0,4.413043478260869,184
hiba,primary,22,0.15,M1,False,0.8,0.0,1.0,4.35,20
hiba,primary,22,0.15,M2,False,0.8938053097345132,0.008849557522123894,0.9911504424778761,4.353982300884955,113
hiba,primary,22,0.15,M3,False,1.0,0.0,1.0,4.555555555555555,18
hiba,primary,22,0.15,B,False,0.9565217391304348,,0.9239130434782609,3.2989130434782608,184
pad,pad_only,23,0.05,M1,False,1.0,0.0,1.0,6.615384615384615,26
pad,pad_only,23,0.05,M2,False,0.9731543624161074,0.0,1.0,6.295302013422819,149
pad,pad_only,23,0.05,M3,False,0.9538461538461539,0.0,1.0,6.415384615384616,65
pad,pad_only,23,0.05,B,False,1.0,,1.0,6.071428571428571,14
pad,primary,23,0.05,M1,False,1.0,0.0,1.0,4.461538461538462,26
pad,primary,23,0.05,M2,False,0.959731543624161,0.0,1.0,4.154362416107382,149
pad,primary,23,0.05,M3,False,0.9846153846153847,0.0,1.0,4.338461538461538,65
pad,primary,23,0.05,B,False,1.0,,1.0,4.5,14
pad,pad_only,23,0.1,M1,False,0.9230769230769231,0.0,1.0,3.0384615384615383,26
pad,pad_only,23,0.1,M2,False,0.8926174496644296,0.0,1.0,2.966442953020134,149
pad,pad_only,23,0.1,M3,False,0.9538461538461539,0.0,1.0,3.169230769230769,65
pad,pad_only,23,0.1,B,False,0.9285714285714286,,0.9285714285714286,3.2857142857142856,14
pad,primary,23,0.1,M1,False,1.0,0.0,1.0,3.6538461538461537,26
pad,primary,23,0.1,M2,False,0.9328859060402684,0.0,1.0,3.2818791946308723,149
pad,primary,23,0.1,M3,False,0.9538461538461539,0.0,1.0,3.1538461538461537,65
pad,primary,23,0.1,B,False,0.9285714285714286,,1.0,3.5714285714285716,14
pad,pad_only,23,0.15,M1,False,0.9230769230769231,0.0,1.0,2.923076923076923,26
pad,pad_only,23,0.15,M2,False,0.8322147651006712,0.0,1.0,2.530201342281879,149
pad,pad_only,23,0.15,M3,False,0.9230769230769231,0.0,1.0,2.876923076923077,65
pad,pad_only,23,0.15,B,False,0.9285714285714286,,0.7857142857142857,2.857142857142857,14
pad,primary,23,0.15,M1,False,0.9615384615384616,0.0,1.0,3.0384615384615383,26
pad,primary,23,0.15,M2,False,0.8859060402684564,0.0,1.0,2.865771812080537,149
pad,primary,23,0.15,M3,False,0.9076923076923077,0.0,1.0,2.876923076923077,65
pad,primary,23,0.15,B,False,0.8571428571428571,,1.0,3.142857142857143,14
hiba,pad_only,23,0.05,M1,False,1.0,0.0,1.0,7.842105263157895,19
hiba,pad_only,23,0.05,M2,False,0.9732142857142857,0.0,1.0,7.535714285714286,112
hiba,pad_only,23,0.05,M3,False,1.0,0.0,1.0,7.75,8
hiba,pad_only,23,0.05,B,False,1.0,,1.0,7.306569343065694,137
hiba,primary,23,0.05,M1,False,1.0,0.0,1.0,7.473684210526316,19
hiba,primary,23,0.05,M2,False,0.9375,0.0,1.0,6.973214285714286,112
hiba,primary,23,0.05,M3,False,1.0,0.0,1.0,6.875,8
hiba,primary,23,0.05,B,False,1.0,,1.0,6.211678832116788,137
hiba,pad_only,23,0.1,M1,False,1.0,0.0,1.0,7.368421052631579,19
hiba,pad_only,23,0.1,M2,False,0.9017857142857143,0.0,1.0,6.544642857142857,112
hiba,pad_only,23,0.1,M3,False,1.0,0.0,1.0,6.625,8
hiba,pad_only,23,0.1,B,False,0.9927007299270073,,1.0,6.094890510948905,137
hiba,primary,23,0.1,M1,False,1.0,0.0,1.0,5.7894736842105265,19
hiba,primary,23,0.1,M2,False,0.9196428571428571,0.0,1.0,5.098214285714286,112
hiba,primary,23,0.1,M3,False,1.0,0.0,1.0,5.125,8
hiba,primary,23,0.1,B,False,0.948905109489051,,0.9854014598540146,4.226277372262774,137
hiba,pad_only,23,0.15,M1,False,1.0,0.0,1.0,6.7894736842105265,19
hiba,pad_only,23,0.15,M2,False,0.875,0.0,1.0,6.232142857142857,112
hiba,pad_only,23,0.15,M3,False,1.0,0.0,1.0,5.375,8
hiba,pad_only,23,0.15,B,False,0.9927007299270073,,1.0,5.510948905109489,137
hiba,primary,23,0.15,M1,False,1.0,0.0,1.0,4.526315789473684,19
hiba,primary,23,0.15,M2,False,0.8928571428571429,0.008928571428571428,0.9910714285714286,4.125,112
hiba,primary,23,0.15,M3,False,1.0,0.0,1.0,4.25,8
hiba,primary,23,0.15,B,False,0.9124087591240876,,0.927007299270073,3.197080291970803,137
pad,pad_only,24,0.05,M1,False,1.0,0.0,1.0,4.962962962962963,27
pad,pad_only,24,0.05,M2,False,0.9448275862068966,0.0,1.0,4.86896551724138,145
pad,pad_only,24,0.05,M3,False,0.9878048780487805,0.012195121951219513,0.9878048780487805,5.134146341463414,82
pad,pad_only,24,0.05,B,False,0.9545454545454546,,1.0,4.136363636363637,22
pad,primary,24,0.05,M1,False,1.0,0.0,1.0,4.111111111111111,27
pad,primary,24,0.05,M2,False,0.9862068965517241,0.0,1.0,4.055172413793104,145
pad,primary,24,0.05,M3,False,0.9878048780487805,0.0,1.0,4.280487804878049,82
pad,primary,24,0.05,B,False,1.0,,1.0,3.909090909090909,22
pad,pad_only,24,0.1,M1,False,0.9629629629629629,0.0,1.0,2.8518518518518516,27
pad,pad_only,24,0.1,M2,False,0.903448275862069,0.0,1.0,2.8275862068965516,145
pad,pad_only,24,0.1,M3,False,0.8780487804878049,0.012195121951219513,0.9878048780487805,2.6097560975609757,82
pad,pad_only,24,0.1,B,False,0.9090909090909091,,0.8181818181818182,2.409090909090909,22
pad,primary,24,0.1,M1,False,1.0,0.0,1.0,3.925925925925926,27
pad,primary,24,0.1,M2,False,0.9310344827586207,0.0,1.0,3.6,145
pad,primary,24,0.1,M3,False,0.9512195121951219,0.0,1.0,3.6097560975609757,82
pad,primary,24,0.1,B,False,1.0,,0.9545454545454546,3.4545454545454546,22
pad,pad_only,24,0.15,M1,False,0.9629629629629629,0.0,1.0,2.740740740740741,27
pad,pad_only,24,0.15,M2,False,0.8827586206896552,0.0,1.0,2.593103448275862,145
pad,pad_only,24,0.15,M3,False,0.8780487804878049,0.012195121951219513,0.9878048780487805,2.475609756097561,82
pad,pad_only,24,0.15,B,False,0.9090909090909091,,0.8181818181818182,2.3636363636363638,22
pad,primary,24,0.15,M1,False,1.0,0.0,1.0,3.3333333333333335,27
pad,primary,24,0.15,M2,False,0.8896551724137931,0.0,1.0,2.9034482758620688,145
pad,primary,24,0.15,M3,False,0.8414634146341463,0.0,1.0,2.8536585365853657,82
pad,primary,24,0.15,B,False,1.0,,0.9545454545454546,3.272727272727273,22
hiba,pad_only,24,0.05,M1,False,1.0,0.0,1.0,7.25,12
hiba,pad_only,24,0.05,M2,False,0.9375,0.0,1.0,6.785714285714286,112
hiba,pad_only,24,0.05,M3,False,1.0,0.0,1.0,7.181818181818182,11
hiba,pad_only,24,0.05,B,False,0.9761904761904762,,1.0,6.4523809523809526,168
hiba,primary,24,0.05,M1,False,0.9166666666666666,0.0,1.0,5.416666666666667,12
hiba,primary,24,0.05,M2,False,0.9107142857142857,0.0,1.0,5.892857142857143,112
hiba,primary,24,0.05,M3,False,0.9090909090909091,0.0,1.0,5.090909090909091,11
hiba,primary,24,0.05,B,False,0.9523809523809523,,1.0,4.660714285714286,168
hiba,pad_only,24,0.1,M1,False,0.9166666666666666,0.0,1.0,6.5,12
hiba,pad_only,24,0.1,M2,False,0.9017857142857143,0.0,1.0,6.383928571428571,112
hiba,pad_only,24,0.1,M3,False,0.7272727272727273,0.0,1.0,5.454545454545454,11
hiba,pad_only,24,0.1,B,False,0.9761904761904762,,0.9940476190476191,5.410714285714286,168
hiba,primary,24,0.1,M1,False,0.9166666666666666,0.0,1.0,4.083333333333333,12
hiba,primary,24,0.1,M2,False,0.8303571428571429,0.026785714285714284,0.9732142857142857,4.392857142857143,112
hiba,primary,24,0.1,M3,False,0.8181818181818182,0.0,1.0,4.0,11
hiba,primary,24,0.1,B,False,0.9047619047619048,,0.9285714285714286,3.2142857142857144,168
hiba,pad_only,24,0.15,M1,False,0.9166666666666666,0.0,1.0,4.916666666666667,12
hiba,pad_only,24,0.15,M2,False,0.8571428571428571,0.0,1.0,4.705357142857143,112
hiba,pad_only,24,0.15,M3,False,0.7272727272727273,0.09090909090909091,0.9090909090909091,4.090909090909091,11
hiba,pad_only,24,0.15,B,False,0.9166666666666666,,0.9940476190476191,4.071428571428571,168
hiba,primary,24,0.15,M1,False,0.9166666666666666,0.0,1.0,3.6666666666666665,12
hiba,primary,24,0.15,M2,False,0.8035714285714286,0.05357142857142857,0.9464285714285714,3.75,112
hiba,primary,24,0.15,M3,False,0.8181818181818182,0.0,1.0,3.727272727272727,11
hiba,primary,24,0.15,B,False,0.8809523809523809,,0.875,2.8095238095238093,168
pad,pad_only,25,0.05,M1,False,1.0,0.0,1.0,6.642857142857143,28
pad,pad_only,25,0.05,M2,False,0.9675324675324676,0.0,1.0,6.253246753246753,154
pad,pad_only,25,0.05,M3,False,0.8970588235294118,0.0,1.0,5.9411764705882355,68
pad,pad_only,25,0.05,B,False,1.0,,1.0,5.1875,16
pad,primary,25,0.05,M1,False,1.0,0.0,1.0,4.285714285714286,28
pad,primary,25,0.05,M2,False,0.948051948051948,0.0,1.0,4.01948051948052,154
pad,primary,25,0.05,M3,False,0.9558823529411765,0.0,1.0,3.926470588235294,68
pad,primary,25,0.05,B,False,1.0,,0.9375,3.5,16
pad,pad_only,25,0.1,M1,False,0.9642857142857143,0.0,1.0,2.7857142857142856,28
pad,pad_only,25,0.1,M2,False,0.9545454545454546,0.0,1.0,3.227272727272727,154
pad,pad_only,25,0.1,M3,False,0.8676470588235294,0.014705882352941176,0.9852941176470589,2.911764705882353,68
pad,pad_only,25,0.1,B,False,0.9375,,0.6875,2.25,16
pad,primary,25,0.1,M1,False,1.0,0.0,1.0,3.7857142857142856,28
pad,primary,25,0.1,M2,False,0.8181818181818182,0.0,1.0,2.935064935064935,154
pad,primary,25,0.1,M3,False,0.9264705882352942,0.0,1.0,2.985294117647059,68
pad,primary,25,0.1,B,False,0.9375,,0.9375,2.8125,16
pad,pad_only,25,0.15,M1,False,0.7857142857142857,0.0,1.0,2.0,28
pad,pad_only,25,0.15,M2,False,0.935064935064935,0.0,1.0,2.7337662337662336,154
pad,pad_only,25,0.15,M3,False,0.8529411764705882,0.014705882352941176,0.9852941176470589,2.588235294117647,68
pad,pad_only,25,0.15,B,False,0.9375,,0.625,2.1875,16
pad,primary,25,0.15,M1,False,0.9285714285714286,0.0,1.0,3.25,28
pad,primary,25,0.15,M2,False,0.7727272727272727,0.0,1.0,2.6103896103896105,154
pad,primary,25,0.15,M3,False,0.8823529411764706,0.0,1.0,2.7058823529411766,68
pad,primary,25,0.15,B,False,0.8125,,0.8125,2.5,16
hiba,pad_only,25,0.05,M1,False,1.0,0.0,1.0,7.285714285714286,14
hiba,pad_only,25,0.05,M2,False,0.9818181818181818,0.0,1.0,7.154545454545454,110
hiba,pad_only,25,0.05,M3,False,1.0,0.0,1.0,7.666666666666667,9
hiba,pad_only,25,0.05,B,False,0.9841269841269841,,1.0,7.037037037037037,189
hiba,primary,25,0.05,M1,False,1.0,0.0,1.0,5.785714285714286,14
hiba,primary,25,0.05,M2,False,0.9727272727272728,0.0,1.0,6.445454545454545,110
hiba,primary,25,0.05,M3,False,0.8888888888888888,0.0,1.0,5.666666666666667,9
hiba,primary,25,0.05,B,False,0.9788359788359788,,1.0,5.582010582010582,189
hiba,pad_only,25,0.1,M1,False,1.0,0.0,1.0,7.142857142857143,14
hiba,pad_only,25,0.1,M2,False,0.9363636363636364,0.0,1.0,6.536363636363636,110
hiba,pad_only,25,0.1,M3,False,0.7777777777777778,0.0,1.0,6.111111111111111,9
hiba,pad_only,25,0.1,B,False,0.9841269841269841,,1.0,5.804232804232805,189
hiba,primary,25,0.1,M1,False,1.0,0.0,1.0,5.0,14
hiba,primary,25,0.1,M2,False,0.9,0.00909090909090909,0.990909090909091,4.836363636363636,110
hiba,primary,25,0.1,M3,False,0.6666666666666666,0.0,1.0,3.6666666666666665,9
hiba,primary,25,0.1,B,False,0.9682539682539683,,0.9894179894179894,3.9682539682539684,189
hiba,pad_only,25,0.15,M1,False,1.0,0.0,1.0,5.071428571428571,14
hiba,pad_only,25,0.15,M2,False,0.8272727272727273,0.00909090909090909,0.990909090909091,4.627272727272727,110
hiba,pad_only,25,0.15,M3,False,0.7777777777777778,0.0,1.0,4.111111111111111,9
hiba,pad_only,25,0.15,B,False,0.9576719576719577,,1.0,4.28042328042328,189
hiba,primary,25,0.15,M1,False,1.0,0.0,1.0,4.214285714285714,14
hiba,primary,25,0.15,M2,False,0.8,0.03636363636363636,0.9636363636363636,3.8181818181818183,110
hiba,primary,25,0.15,M3,False,0.6666666666666666,0.0,1.0,3.111111111111111,9
hiba,primary,25,0.15,B,False,0.9470899470899471,,0.8941798941798942,2.984126984126984,189
pad,pad_only,26,0.05,M1,False,0.9615384615384616,0.0,1.0,4.653846153846154,26
pad,pad_only,26,0.05,M2,False,0.9320987654320988,0.006172839506172839,0.9938271604938271,4.672839506172839,162
pad,pad_only,26,0.05,M3,False,0.9459459459459459,0.013513513513513514,0.9864864864864865,5.04054054054054,74
pad,pad_only,26,0.05,B,False,0.9375,,1.0,3.5625,16
pad,primary,26,0.05,M1,False,1.0,0.0,1.0,4.269230769230769,26
pad,primary,26,0.05,M2,False,0.9753086419753086,0.0,1.0,4.074074074074074,162
pad,primary,26,0.05,M3,False,0.972972972972973,0.0,1.0,4.054054054054054,74
pad,primary,26,0.05,B,False,1.0,,1.0,3.75,16
pad,pad_only,26,0.1,M1,False,0.9230769230769231,0.0,1.0,2.8076923076923075,26
pad,pad_only,26,0.1,M2,False,0.8703703703703703,0.0,1.0,2.734567901234568,162
pad,pad_only,26,0.1,M3,False,0.8918918918918919,0.0,1.0,2.864864864864865,74
pad,pad_only,26,0.1,B,False,0.875,,0.5,2.1875,16
pad,primary,26,0.1,M1,False,1.0,0.0,1.0,4.1923076923076925,26
pad,primary,26,0.1,M2,False,0.9506172839506173,0.0,1.0,3.8395061728395063,162
pad,primary,26,0.1,M3,False,0.9324324324324325,0.0,1.0,3.608108108108108,74
pad,primary,26,0.1,B,False,1.0,,0.9375,3.25,16
pad,pad_only,26,0.15,M1,False,0.9230769230769231,0.0,1.0,2.6923076923076925,26
pad,pad_only,26,0.15,M2,False,0.845679012345679,0.0,1.0,2.4876543209876543,162
pad,pad_only,26,0.15,M3,False,0.8648648648648649,0.0,1.0,2.6486486486486487,74
pad,pad_only,26,0.15,B,False,0.8125,,0.5625,2.125,16
pad,primary,26,0.15,M1,False,0.9615384615384616,0.0,1.0,3.423076923076923,26
pad,primary,26,0.15,M2,False,0.8641975308641975,0.0,1.0,2.9135802469135803,162
pad,primary,26,0.15,M3,False,0.918918918918919,0.0,1.0,3.0135135135135136,74
pad,primary,26,0.15,B,False,1.0,,0.9375,2.9375,16
hiba,pad_only,26,0.05,M1,False,1.0,0.0,1.0,7.176470588235294,17
hiba,pad_only,26,0.05,M2,False,0.9844961240310077,0.0,1.0,6.961240310077519,129
hiba,pad_only,26,0.05,M3,False,1.0,0.0,1.0,7.454545454545454,11
hiba,pad_only,26,0.05,B,False,0.967741935483871,,1.0,7.133064516129032,248
hiba,primary,26,0.05,M1,False,1.0,0.0,1.0,6.0,17
hiba,primary,26,0.05,M2,False,0.9457364341085271,0.0,1.0,5.961240310077519,129
hiba,primary,26,0.05,M3,False,1.0,0.0,1.0,6.0,11
hiba,primary,26,0.05,B,False,0.967741935483871,,1.0,5.217741935483871,248
hiba,pad_only,26,0.1,M1,False,1.0,0.0,1.0,7.117647058823529,17
hiba,pad_only,26,0.1,M2,False,0.9612403100775194,0.0,1.0,6.37984496124031,129
hiba,pad_only,26,0.1,M3,False,1.0,0.0,1.0,7.2727272727272725,11
hiba,pad_only,26,0.1,B,False,0.967741935483871,,1.0,6.44758064516129,248
hiba,primary,26,0.1,M1,False,1.0,0.0,1.0,5.176470588235294,17
hiba,primary,26,0.1,M2,False,0.9147286821705426,0.023255813953488372,0.9767441860465116,4.883720930232558,129
hiba,primary,26,0.1,M3,False,1.0,0.0,1.0,4.7272727272727275,11
hiba,primary,26,0.1,B,False,0.9516129032258065,,0.9717741935483871,3.806451612903226,248
hiba,pad_only,26,0.15,M1,False,1.0,0.0,1.0,5.764705882352941,17
hiba,pad_only,26,0.15,M2,False,0.9302325581395349,0.0,1.0,4.922480620155039,129
hiba,pad_only,26,0.15,M3,False,0.7272727272727273,0.09090909090909091,0.9090909090909091,4.363636363636363,11
hiba,pad_only,26,0.15,B,False,0.9354838709677419,,0.9556451612903226,4.298387096774194,248
hiba,primary,26,0.15,M1,False,0.8823529411764706,0.0,1.0,4.0,17
hiba,primary,26,0.15,M2,False,0.875968992248062,0.023255813953488372,0.9767441860465116,3.9767441860465116,129
hiba,primary,26,0.15,M3,False,0.7272727272727273,0.0,1.0,3.0,11
hiba,primary,26,0.15,B,False,0.8991935483870968,,0.8145161290322581,2.721774193548387,248
pad,pad_only,27,0.05,M1,False,1.0,0.0,1.0,5.0476190476190474,21
pad,pad_only,27,0.05,M2,False,0.9551282051282052,0.01282051282051282,0.9871794871794872,4.608974358974359,156
pad,pad_only,27,0.05,M3,False,1.0,0.0,1.0,5.209677419354839,62
pad,pad_only,27,0.05,B,False,0.9473684210526315,,1.0,4.473684210526316,19
pad,primary,27,0.05,M1,False,0.9523809523809523,0.0,1.0,3.761904761904762,21
pad,primary,27,0.05,M2,False,0.9102564102564102,0.0,1.0,3.91025641025641,156
pad,primary,27,0.05,M3,False,1.0,0.0,1.0,4.370967741935484,62
pad,primary,27,0.05,B,False,0.9473684210526315,,1.0,4.052631578947368,19
pad,pad_only,27,0.1,M1,False,1.0,0.0,1.0,3.0952380952380953,21
pad,pad_only,27,0.1,M2,False,0.8910256410256411,0.0,1.0,2.5448717948717947,156
pad,pad_only,27,0.1,M3,False,0.9516129032258065,0.0,1.0,2.870967741935484,62
pad,pad_only,27,0.1,B,False,0.7894736842105263,,0.6842105263157895,2.473684210526316,19
pad,primary,27,0.1,M1,False,0.8571428571428571,0.0,1.0,3.142857142857143,21
pad,primary,27,0.1,M2,False,0.8717948717948718,0.0,1.0,3.0,156
pad,primary,27,0.1,M3,False,0.967741935483871,0.0,1.0,3.032258064516129,62
pad,primary,27,0.1,B,False,0.9473684210526315,,1.0,3.263157894736842,19
pad,pad_only,27,0.15,M1,False,1.0,0.0,1.0,2.9523809523809526,21
pad,pad_only,27,0.15,M2,False,0.8397435897435898,0.0,1.0,2.326923076923077,156
pad,pad_only,27,0.15,M3,False,0.9354838709677419,0.0,1.0,2.5806451612903225,62
pad,pad_only,27,0.15,B,False,0.7368421052631579,,0.7368421052631579,2.4210526315789473,19
pad,primary,27,0.15,M1,False,0.7619047619047619,0.0,1.0,2.5238095238095237,21
pad,primary,27,0.15,M2,False,0.8525641025641025,0.0,1.0,2.673076923076923,156
pad,primary,27,0.15,M3,False,0.9354838709677419,0.0,1.0,2.7419354838709675,62
pad,primary,27,0.15,B,False,0.8421052631578947,,1.0,2.9473684210526314,19
hiba,pad_only,27,0.05,M1,False,1.0,0.0,1.0,7.5,16
hiba,pad_only,27,0.05,M2,False,0.9416666666666667,0.0,1.0,6.8,120
hiba,pad_only,27,0.05,M3,False,1.0,0.0,1.0,7.4,10
hiba,pad_only,27,0.05,B,False,0.9802371541501976,,1.0,6.679841897233201,253
hiba,primary,27,0.05,M1,False,1.0,0.0,1.0,6.75,16
hiba,primary,27,0.05,M2,False,0.8666666666666667,0.0,1.0,6.375,120
hiba,primary,27,0.05,M3,False,1.0,0.0,1.0,6.6,10
hiba,primary,27,0.05,B,False,0.9881422924901185,,1.0,5.375494071146245,253
hiba,pad_only,27,0.1,M1,False,1.0,0.0,1.0,7.4375,16
hiba,pad_only,27,0.1,M2,False,0.9,0.0,1.0,6.475,120
hiba,pad_only,27,0.1,M3,False,1.0,0.0,1.0,7.4,10
hiba,pad_only,27,0.1,B,False,0.9802371541501976,,1.0,6.41106719367589,253
hiba,primary,27,0.1,M1,False,0.875,0.0,1.0,3.8125,16
hiba,primary,27,0.1,M2,False,0.8333333333333334,0.016666666666666666,0.9833333333333333,4.425,120
hiba,primary,27,0.1,M3,False,1.0,0.0,1.0,4.9,10
hiba,primary,27,0.1,B,False,0.9525691699604744,,0.9367588932806324,3.411067193675889,253
hiba,pad_only,27,0.15,M1,False,1.0,0.0,1.0,5.3125,16
hiba,pad_only,27,0.15,M2,False,0.85,0.008333333333333333,0.9916666666666667,4.725,120
hiba,pad_only,27,0.15,M3,False,1.0,0.0,1.0,4.7,10
hiba,pad_only,27,0.15,B,False,0.9367588932806324,,0.9802371541501976,4.2687747035573125,253
hiba,primary,27,0.15,M1,False,0.875,0.0625,0.9375,3.3125,16
hiba,primary,27,0.15,M2,False,0.7916666666666666,0.025,0.975,3.816666666666667,120
hiba,primary,27,0.15,M3,False,0.9,0.0,1.0,3.7,10
hiba,primary,27,0.15,B,False,0.9288537549407114,,0.8063241106719368,2.616600790513834,253
pad,pad_only,28,0.05,M1,False,0.9428571428571428,0.0,1.0,6.085714285714285,35
pad,pad_only,28,0.05,M2,False,0.9748427672955975,0.0,1.0,6.339622641509434,159
pad,pad_only,28,0.05,M3,False,0.9864864864864865,0.0,1.0,6.162162162162162,74
pad,pad_only,28,0.05,B,False,1.0,,1.0,6.176470588235294,17
pad,primary,28,0.05,M1,False,1.0,0.0,1.0,4.0285714285714285,35
pad,primary,28,0.05,M2,False,0.9874213836477987,0.0,1.0,4.069182389937107,159
pad,primary,28,0.05,M3,False,0.9324324324324325,0.0,1.0,3.27027027027027,74
pad,primary,28,0.05,B,False,0.8823529411764706,,1.0,4.0,17
pad,pad_only,28,0.1,M1,False,0.9142857142857143,0.0,1.0,3.0285714285714285,35
pad,pad_only,28,0.1,M2,False,0.9371069182389937,0.0,1.0,3.150943396226415,159
pad,pad_only,28,0.1,M3,False,0.9594594594594594,0.0,1.0,3.0135135135135136,74
pad,pad_only,28,0.1,B,False,0.9411764705882353,,0.9411764705882353,3.6470588235294117,17
pad,primary,28,0.1,M1,False,1.0,0.0,1.0,4.0,35
pad,primary,28,0.1,M2,False,0.9182389937106918,0.0,1.0,3.2830188679245285,159
pad,primary,28,0.1,M3,False,0.8918918918918919,0.0,1.0,2.9594594594594597,74
pad,primary,28,0.1,B,False,0.8823529411764706,,0.9411764705882353,3.6470588235294117,17
pad,pad_only,28,0.15,M1,False,0.9142857142857143,0.0,1.0,2.8857142857142857,35
pad,pad_only,28,0.15,M2,False,0.9056603773584906,0.0,1.0,2.641509433962264,159
pad,pad_only,28,0.15,M3,False,0.8783783783783784,0.0,1.0,2.5,74
pad,pad_only,28,0.15,B,False,0.8823529411764706,,0.8235294117647058,3.2941176470588234,17
pad,primary,28,0.15,M1,False,1.0,0.0,1.0,3.8,35
pad,primary,28,0.15,M2,False,0.8364779874213837,0.0,1.0,2.8238993710691824,159
pad,primary,28,0.15,M3,False,0.8378378378378378,0.0,1.0,2.527027027027027,74
pad,primary,28,0.15,B,False,0.8235294117647058,,0.9411764705882353,3.411764705882353,17
hiba,pad_only,28,0.05,M1,False,0.9583333333333334,0.0,1.0,7.833333333333333,24
hiba,pad_only,28,0.05,M2,False,1.0,0.0,1.0,7.8861788617886175,123
hiba,pad_only,28,0.05,M3,False,1.0,0.0,1.0,7.9375,16
hiba,pad_only,28,0.05,B,False,1.0,,1.0,7.8133333333333335,150
hiba,primary,28,0.05,M1,False,1.0,0.0,1.0,6.333333333333333,24
hiba,primary,28,0.05,M2,False,0.967479674796748,0.0,1.0,6.739837398373984,123
hiba,primary,28,0.05,M3,False,1.0,0.0,1.0,6.5625,16
hiba,primary,28,0.05,B,False,0.98,,1.0,6.08,150
hiba,pad_only,28,0.1,M1,False,0.9583333333333334,0.0,1.0,6.583333333333333,24
hiba,pad_only,28,0.1,M2,False,0.9512195121951219,0.0,1.0,6.634146341463414,123
hiba,pad_only,28,0.1,M3,False,1.0,0.0,1.0,7.25,16
hiba,pad_only,28,0.1,B,False,0.9733333333333334,,1.0,6.473333333333334,150
hiba,primary,28,0.1,M1,False,0.9166666666666666,0.0,1.0,4.583333333333333,24
hiba,primary,28,0.1,M2,False,0.9186991869918699,0.0,1.0,5.317073170731708,123
hiba,primary,28,0.1,M3,False,1.0,0.0,1.0,4.75,16
hiba,primary,28,0.1,B,False,0.9733333333333334,,0.9933333333333333,4.46,150
hiba,pad_only,28,0.15,M1,False,0.9166666666666666,0.0,1.0,6.208333333333333,24
hiba,pad_only,28,0.15,M2,False,0.926829268292683,0.0,1.0,6.235772357723577,123
hiba,pad_only,28,0.15,M3,False,0.6875,0.0,1.0,5.4375,16
hiba,pad_only,28,0.15,B,False,0.9733333333333334,,1.0,5.72,150
hiba,primary,28,0.15,M1,False,0.7916666666666666,0.0,1.0,3.625,24
hiba,primary,28,0.15,M2,False,0.8699186991869918,0.032520325203252036,0.967479674796748,4.040650406504065,123
hiba,primary,28,0.15,M3,False,0.6875,0.0,1.0,3.1875,16
hiba,primary,28,0.15,B,False,0.94,,0.8866666666666667,3.3933333333333335,150
pad,pad_only,29,0.05,M1,False,1.0,0.0,1.0,6.7727272727272725,22
pad,pad_only,29,0.05,M2,False,0.9530201342281879,0.0,1.0,6.181208053691275,149
pad,pad_only,29,0.05,M3,False,0.9882352941176471,0.0,1.0,6.435294117647059,85
pad,pad_only,29,0.05,B,False,1.0,,1.0,4.833333333333333,24
pad,primary,29,0.05,M1,False,1.0,0.0,1.0,4.181818181818182,22
pad,primary,29,0.05,M2,False,0.9530201342281879,0.0,1.0,4.10738255033557,149
pad,primary,29,0.05,M3,False,0.9882352941176471,0.0,1.0,4.235294117647059,85
pad,primary,29,0.05,B,False,0.9583333333333334,,1.0,3.5416666666666665,24
pad,pad_only,29,0.1,M1,False,1.0,0.0,1.0,4.318181818181818,22
pad,pad_only,29,0.1,M2,False,0.8926174496644296,0.013422818791946308,0.9865771812080537,4.523489932885906,149
pad,pad_only,29,0.1,M3,False,0.9411764705882353,0.011764705882352941,0.9882352941176471,4.8,85
pad,pad_only,29,0.1,B,False,1.0,,1.0,3.3333333333333335,24
