cohort,head,draw,alpha,stratum,degenerate,coverage,miss_rate,referral,set_size,n_test
hiba,pad_only,47,0.1,M1,False,0.9444444444444444,0.0,1.0,6.277777777777778,18
hiba,pad_only,47,0.1,M2,False,0.896551724137931,0.0,1.0,6.422413793103448,116
hiba,pad_only,47,0.1,M3,False,1.0,0.0,1.0,7.375,8
hiba,pad_only,47,0.1,B,False,0.9685534591194969,,1.0,6.10062893081761,159
hiba,primary,47,0.1,M1,False,0.8333333333333334,0.0,1.0,4.333333333333333,18
hiba,primary,47,0.1,M2,False,0.8275862068965517,0.034482758620689655,0.9655172413793104,4.068965517241379,116
hiba,primary,47,0.1,M3,False,1.0,0.0,1.0,5.375,8
hiba,primary,47,0.1,B,False,0.9371069182389937,,0.9119496855345912,3.3333333333333335,159
hiba,pad_only,47,0.15,M1,False,0.9444444444444444,0.0,1.0,4.944444444444445,18
hiba,pad_only,47,0.15,M2,False,0.8620689655172413,0.017241379310344827,0.9827586206896551,4.827586206896552,116
hiba,pad_only,47,0.15,M3,False,1.0,0.0,1.0,5.125,8
hiba,pad_only,47,0.15,B,False,0.9308176100628931,,0.9937106918238994,4.2578616352201255,159
hiba,primary,47,0.15,M1,False,0.8333333333333334,0.0,1.0,4.166666666666667,18
hiba,primary,47,0.15,M2,False,0.8103448275862069,0.05172413793103448,0.9482758620689655,3.706896551724138,116
hiba,primary,47,0.15,M3,False,1.0,0.0,1.0,4.75,8
hiba,primary,47,0.15,B,False,0.9245283018867925,,0.8553459119496856,2.9245283018867925,159
pad,pad_only,48,0.05,M1,False,1.0,0.0,1.0,6.620689655172414,29
pad,pad_only,48,0.05,M2,False,0.9444444444444444,0.0,1.0,6.2407407407407405,162
pad,pad_only,48,0.05,M3,False,0.9523809523809523,0.0,1.0,6.333333333333333,63
pad,pad_only,48,0.05,B,False,1.0,,1.0,5.214285714285714,14
pad,primary,48,0.05,M1,False,0.9655172413793104,0.0,1.0,4.206896551724138,29
pad,primary,48,0.05,M2,False,0.9691358024691358,0.0,1.0,4.018518518518518,162
pad,primary,48,0.05,M3,False,1.0,0.0,1.0,4.365079365079365,63
pad,primary,48,0.05,B,False,0.9285714285714286,,1.0,4.0,14
pad,pad_only,48,0.1,M1,False,1.0,0.0,1.0,4.793103448275862,29
pad,pad_only,48,0.1,M2,False,0.9074074074074074,0.012345679012345678,0.9876543209876543,4.425925925925926,162
pad,pad_only,48,0.1,M3,False,0.8571428571428571,0.015873015873015872,0.9841269841269841,4.825396825396825,63
pad,pad_only,48,0.1,B,False,1.0,,1.0,3.9285714285714284,14
pad,primary,48,0.1,M1,False,0.9655172413793104,0.0,1.0,3.793103448275862,29
pad,primary,48,0.1,M2,False,0.9382716049382716,0.0,1.0,3.246913580246914,162
pad,primary,48,0.1,M3,False,0.9047619047619048,0.0,1.0,3.2063492063492065,63
pad,primary,48,0.1,B,False,0.9285714285714286,,1.0,3.142857142857143,14
pad,pad_only,48,0.15,M1,False,0.9655172413793104,0.0,1.0,3.0689655172413794,29
pad,pad_only,48,0.15,M2,False,0.8888888888888888,0.0,1.0,2.6604938271604937,162
pad,pad_only,48,0.15,M3,False,0.7936507936507936,0.047619047619047616,0.9523809523809523,2.634920634920635,63
pad,pad_only,48,0.15,B,False,0.9285714285714286,,0.8571428571428571,2.5714285714285716,14
pad,primary,48,0.15,M1,False,0.896551724137931,0.0,1.0,2.896551724137931,29
pad,primary,48,0.15,M2,False,0.8580246913580247,0.0,1.0,2.808641975308642,162
pad,primary,48,0.15,M3,False,0.8888888888888888,0.0,1.0,2.9206349206349205,63
pad,primary,48,0.15,B,False,0.8571428571428571,,1.0,2.857142857142857,14
hiba,pad_only,48,0.05,M1,False,1.0,0.0,1.0,7.5,14
hiba,pad_only,48,0.05,M2,False,0.9603174603174603,0.0,1.0,7.031746031746032,126
hiba,pad_only,48,0.05,M3,False,1.0,0.0,1.0,7.785714285714286,14
hiba,pad_only,48,0.05,B,False,0.9747899159663865,,1.0,6.781512605042017,119
hiba,primary,48,0.05,M1,False,0.7857142857142857,0.0,1.0,5.714285714285714,14
hiba,primary,48,0.05,M2,False,0.9603174603174603,0.0,1.0,6.507936507936508,126
hiba,primary,48,0.05,M3,False,0.9285714285714286,0.0,1.0,6.071428571428571,14
hiba,primary,48,0.05,B,False,1.0,,1.0,5.689075630252101,119
hiba,pad_only,48,0.1,M1,False,0.9285714285714286,0.0,1.0,6.5,14
hiba,pad_only,48,0.1,M2,False,0.8650793650793651,0.0,1.0,6.365079365079365,126
hiba,pad_only,48,0.1,M3,False,0.5,0.0,1.0,5.714285714285714,14
hiba,pad_only,48,0.1,B,False,0.9747899159663865,,1.0,5.80672268907563,119
hiba,primary,48,0.1,M1,False,0.7857142857142857,0.0,1.0,5.0,14
hiba,primary,48,0.1,M2,False,0.8571428571428571,0.015873015873015872,0.9841269841269841,4.992063492063492,126
hiba,primary,48,0.1,M3,False,0.8571428571428571,0.0,1.0,5.428571428571429,14
hiba,primary,48,0.1,B,False,1.0,,1.0,4.294117647058823,119
hiba,pad_only,48,0.15,M1,False,0.7142857142857143,0.0,1.0,4.714285714285714,14
hiba,pad_only,48,0.15,M2,False,0.8174603174603174,0.007936507936507936,0.9920634920634921,4.690476190476191,126
hiba,pad_only,48,0.15,M3,False,0.5,0.07142857142857142,0.9285714285714286,4.142857142857143,14
hiba,pad_only,48,0.15,B,False,0.907563025210084,,1.0,4.579831932773109,119
hiba,primary,48,0.15,M1,False,0.7857142857142857,0.0,1.0,4.0,14
hiba,primary,48,0.15,M2,False,0.8095238095238095,0.031746031746031744,0.9682539682539683,3.8968253968253967,126
hiba,primary,48,0.15,M3,False,0.7857142857142857,0.0,1.0,3.9285714285714284,14
hiba,primary,48,0.15,B,False,0.957983193277311,,0.865546218487395,3.369747899159664,119
pad,pad_only,49,0.05,M1,False,0.9,0.0,1.0,5.866666666666666,30
pad,pad_only,49,0.05,M2,False,0.9741935483870968,0.0,1.0,6.27741935483871,155
pad,pad_only,49,0.05,M3,False,1.0,0.0,1.0,6.25,60
pad,pad_only,49,0.05,B,False,1.0,,1.0,5.333333333333333,15
pad,primary,49,0.05,M1,False,1.0,0.0,1.0,4.3,30
pad,primary,49,0.05,M2,False,0.9741935483870968,0.0,1.0,4.148387096774194,155
pad,primary,49,0.05,M3,False,0.9833333333333333,0.0,1.0,4.15,60
pad,primary,49,0.05,B,False,1.0,,1.0,4.2,15
pad,pad_only,49,0.1,M1,False,0.7333333333333333,0.0,1.0,2.3666666666666667,30
pad,pad_only,49,0.1,M2,False,0.9290322580645162,0.0,1.0,3.1032258064516127,155
pad,pad_only,49,0.1,M3,False,0.9833333333333333,0.016666666666666666,0.9833333333333333,3.15,60
pad,pad_only,49,0.1,B,False,0.8666666666666667,,0.8,3.1333333333333333,15
pad,primary,49,0.1,M1,False,0.9666666666666667,0.0,1.0,3.6,30
pad,primary,49,0.1,M2,False,0.9354838709677419,0.0,1.0,3.2,155
pad,primary,49,0.1,M3,False,0.9666666666666667,0.0,1.0,3.0833333333333335,60
pad,primary,49,0.1,B,False,0.9333333333333333,,1.0,3.6666666666666665,15
pad,pad_only,49,0.15,M1,False,0.7333333333333333,0.0,1.0,2.1,30
pad,pad_only,49,0.15,M2,False,0.8709677419354839,0.0,1.0,2.6451612903225805,155
pad,pad_only,49,0.15,M3,False,0.9333333333333333,0.016666666666666666,0.9833333333333333,2.6333333333333333,60
pad,pad_only,49,0.15,B,False,0.8,,0.7333333333333333,2.4,15
pad,primary,49,0.15,M1,False,0.9333333333333333,0.0,1.0,3.3666666666666667,30
pad,primary,49,0.15,M2,False,0.8903225806451613,0.0,1.0,2.8838709677419354,155
pad,primary,49,0.15,M3,False,0.95,0.0,1.0,2.9,60
pad,primary,49,0.15,B,False,0.9333333333333333,,1.0,3.1333333333333333,15
hiba,pad_only,49,0.05,M1,False,1.0,0.0,1.0,7.842105263157895,19
hiba,pad_only,49,0.05,M2,False,0.9310344827586207,0.0,1.0,7.198275862068965,116
hiba,pad_only,49,0.05,M3,False,1.0,0.0,1.0,7.9375,16
hiba,pad_only,49,0.05,B,False,1.0,,1.0,7.096256684491979,187
hiba,primary,49,0.05,M1,False,0.8421052631578947,0.0,1.0,5.0,19
hiba,primary,49,0.05,M2,False,0.9224137931034483,0.0,1.0,6.232758620689655,116
hiba,primary,49,0.05,M3,False,0.9375,0.0,1.0,5.875,16
hiba,primary,49,0.05,B,False,0.9732620320855615,,1.0,5.737967914438503,187
hiba,pad_only,49,0.1,M1,False,0.9473684210526315,0.0,1.0,6.315789473684211,19
hiba,pad_only,49,0.1,M2,False,0.853448275862069,0.0,1.0,6.163793103448276,116
hiba,pad_only,49,0.1,M3,False,0.875,0.0,1.0,6.9375,16
hiba,pad_only,49,0.1,B,False,1.0,,1.0,6.245989304812834,187
hiba,primary,49,0.1,M1,False,0.8421052631578947,0.0,1.0,4.368421052631579,19
hiba,primary,49,0.1,M2,False,0.8793103448275862,0.008620689655172414,0.9913793103448276,4.939655172413793,116
hiba,primary,49,0.1,M3,False,0.9375,0.0,1.0,4.8125,16
hiba,primary,49,0.1,B,False,0.9572192513368984,,0.9946524064171123,4.470588235294118,187
hiba,pad_only,49,0.15,M1,False,0.8947368421052632,0.0,1.0,4.7894736842105265,19
hiba,pad_only,49,0.15,M2,False,0.75,0.02586206896551724,0.9741379310344828,4.5344827586206895,116
hiba,pad_only,49,0.15,M3,False,0.875,0.0,1.0,5.25,16
hiba,pad_only,49,0.15,B,False,0.9411764705882353,,1.0,4.716577540106952,187
hiba,primary,49,0.15,M1,False,0.7894736842105263,0.0,1.0,3.6315789473684212,19
hiba,primary,49,0.15,M2,False,0.8275862068965517,0.02586206896551724,0.9741379310344828,3.663793103448276,116
hiba,primary,49,0.15,M3,False,0.9375,0.0,1.0,4.1875,16
hiba,primary,49,0.15,B,False,0.8983957219251337,,0.9732620320855615,3.3957219251336896,187
pad,pad_only,50,0.05,M1,True,1.0,0.0,1.0,7.228571428571429,35
pad,pad_only,50,0.05,M2,False,0.9241379310344827,0.0,1.0,6.027586206896552,145
pad,pad_only,50,0.05,M3,False,0.9433962264150944,0.0,1.0,6.377358490566038,53
pad,pad_only,50,0.05,B,False,1.0,,1.0,4.875,16
pad,primary,50,0.05,M1,True,1.0,0.0,1.0,4.942857142857143,35
pad,primary,50,0.05,M2,False,0.9724137931034482,0.0,1.0,4.117241379310345,145
pad,primary,50,0.05,M3,False,0.9622641509433962,0.0,1.0,3.9245283018867925,53
pad,primary,50,0.05,B,False,1.0,,1.0,4.0,16
pad,pad_only,50,0.1,M1,False,0.9714285714285714,0.0,1.0,4.6,35
pad,pad_only,50,0.1,M2,False,0.8689655172413793,0.027586206896551724,0.9724137931034482,4.3517241379310345,145
pad,pad_only,50,0.1,M3,False,0.9245283018867925,0.0,1.0,5.037735849056604,53
pad,pad_only,50,0.1,B,False,1.0,,1.0,3.1875,16
pad,primary,50,0.1,M1,False,0.9714285714285714,0.0,1.0,4.085714285714285,35
pad,primary,50,0.1,M2,False,0.9310344827586207,0.0,1.0,3.8,145
pad,primary,50,0.1,M3,False,0.9056603773584906,0.0,1.0,3.358490566037736,53
pad,primary,50,0.1,B,False,1.0,,1.0,3.6875,16
pad,pad_only,50,0.15,M1,False,0.8857142857142857,0.0,1.0,2.657142857142857,35
pad,pad_only,50,0.15,M2,False,0.8482758620689655,0.0,1.0,2.5724137931034483,145
pad,pad_only,50,0.15,M3,False,0.9245283018867925,0.0,1.0,2.8867924528301887,53
pad,pad_only,50,0.15,B,False,1.0,,0.625,2.375,16
pad,primary,50,0.15,M1,False,0.9714285714285714,0.0,1.0,3.4571428571428573,35
pad,primary,50,0.15,M2,False,0.8896551724137931,0.0,1.0,2.9931034482758623,145
pad,primary,50,0.15,M3,False,0.9056603773584906,0.0,1.0,2.849056603773585,53
pad,primary,50,0.15,B,False,1.0,,0.8125,3.25,16
hiba,pad_only,50,0.05,M1,False,1.0,0.0,1.0,7.384615384615385,13
hiba,pad_only,50,0.05,M2,False,0.9781021897810219,0.0,1.0,7.029197080291971,137
hiba,pad_only,50,0.05,M3,False,1.0,0.0,1.0,7.294117647058823,17
hiba,pad_only,50,0.05,B,False,0.9708333333333333,,1.0,7.120833333333334,240
hiba,primary,50,0.05,M1,False,1.0,0.0,1.0,6.6923076923076925,13
hiba,primary,50,0.05,M2,False,0.9927007299270073,0.0,1.0,7.007299270072993,137
hiba,primary,50,0.05,M3,False,1.0,0.0,1.0,6.470588235294118,17
hiba,primary,50,0.05,B,False,0.9958333333333333,,1.0,5.883333333333334,240
hiba,pad_only,50,0.1,M1,False,1.0,0.0,1.0,7.3076923076923075,13
hiba,pad_only,50,0.1,M2,False,0.9416058394160584,0.0,1.0,6.423357664233577,137
hiba,pad_only,50,0.1,M3,False,1.0,0.0,1.0,7.117647058823529,17
hiba,pad_only,50,0.1,B,False,0.9708333333333333,,1.0,6.566666666666666,240
hiba,primary,50,0.1,M1,False,1.0,0.0,1.0,4.923076923076923,13
hiba,primary,50,0.1,M2,False,0.9343065693430657,0.021897810218978103,0.9781021897810219,4.868613138686132,137
hiba,primary,50,0.1,M3,False,1.0,0.0,1.0,4.529411764705882,17
hiba,primary,50,0.1,B,False,0.9833333333333333,,0.9541666666666667,3.7416666666666667,240
hiba,pad_only,50,0.15,M1,False,0.9230769230769231,0.0,1.0,5.384615384615385,13
hiba,pad_only,50,0.15,M2,False,0.927007299270073,0.0,1.0,5.0510948905109485,137
hiba,pad_only,50,0.15,M3,False,0.9411764705882353,0.0,1.0,5.0,17
hiba,pad_only,50,0.15,B,False,0.9291666666666667,,0.975,4.05,240
hiba,primary,50,0.15,M1,False,1.0,0.0,1.0,4.153846153846154,13
hiba,primary,50,0.15,M2,False,0.927007299270073,0.021897810218978103,0.9781021897810219,4.313868613138686,137
hiba,primary,50,0.15,M3,False,0.9411764705882353,0.0,1.0,3.764705882352941,17
hiba,primary,50,0.15,B,False,0.9625,,0.8125,2.7666666666666666,240
pad,pad_only,51,0.05,M1,False,0.9375,0.0,1.0,5.71875,32
pad,pad_only,51,0.05,M2,False,0.9426751592356688,0.0,1.0,6.32484076433121,157
pad,pad_only,51,0.05,M3,False,1.0,0.0,1.0,6.818181818181818,77
pad,pad_only,51,0.05,B,False,1.0,,1.0,5.368421052631579,19
pad,primary,51,0.05,M1,False,0.875,0.0,1.0,3.625,32
pad,primary,51,0.05,M2,False,0.9044585987261147,0.0,1.0,3.662420382165605,157
pad,primary,51,0.05,M3,False,0.974025974025974,0.0,1.0,4.064935064935065,77
pad,primary,51,0.05,B,False,0.9473684210526315,,0.9473684210526315,4.2105263157894735,19
pad,pad_only,51,0.1,M1,False,0.8125,0.03125,0.96875,4.34375,32
pad,pad_only,51,0.1,M2,False,0.8726114649681529,0.01910828025477707,0.9808917197452229,4.261146496815287,157
pad,pad_only,51,0.1,M3,False,0.948051948051948,0.0,1.0,5.064935064935065,77
pad,pad_only,51,0.1,B,False,1.0,,1.0,3.6315789473684212,19
pad,primary,51,0.1,M1,False,0.71875,0.0,1.0,2.25,32
pad,primary,51,0.1,M2,False,0.8152866242038217,0.0,1.0,2.7770700636942673,157
pad,primary,51,0.1,M3,False,0.935064935064935,0.0,1.0,3.207792207792208,77
pad,primary,51,0.1,B,False,0.9473684210526315,,0.9473684210526315,3.0526315789473686,19
pad,pad_only,51,0.15,M1,False,0.8125,0.0,1.0,2.46875,32
pad,pad_only,51,0.15,M2,False,0.8407643312101911,0.006369426751592357,0.9936305732484076,2.624203821656051,157
pad,pad_only,51,0.15,M3,False,0.8701298701298701,0.0,1.0,2.8181818181818183,77
pad,pad_only,51,0.15,B,False,1.0,,0.7368421052631579,2.736842105263158,19
pad,primary,51,0.15,M1,False,0.6875,0.0,1.0,1.9375,32
pad,primary,51,0.15,M2,False,0.7579617834394905,0.0,1.0,2.5605095541401273,157
pad,primary,51,0.15,M3,False,0.8831168831168831,0.0,1.0,2.9220779220779223,77
pad,primary,51,0.15,B,False,0.9473684210526315,,0.8947368421052632,2.6842105263157894,19
hiba,pad_only,51,0.05,M1,False,0.6666666666666666,0.0,1.0,7.333333333333333,3
hiba,pad_only,51,0.05,M2,False,0.950354609929078,0.0,1.0,7.23404255319149,141
hiba,pad_only,51,0.05,M3,False,1.0,0.0,1.0,7.875,8
hiba,pad_only,51,0.05,B,False,1.0,,1.0,7.049689440993789,161
hiba,primary,51,0.05,M1,False,1.0,0.0,1.0,5.333333333333333,3
hiba,primary,51,0.05,M2,False,0.9716312056737588,0.0,1.0,6.6453900709219855,141
hiba,primary,51,0.05,M3,False,1.0,0.0,1.0,6.75,8
hiba,primary,51,0.05,B,False,0.9875776397515528,,1.0,5.788819875776397,161
hiba,pad_only,51,0.1,M1,False,0.6666666666666666,0.0,1.0,5.333333333333333,3
hiba,pad_only,51,0.1,M2,False,0.9078014184397163,0.0,1.0,6.375886524822695,141
hiba,pad_only,51,0.1,M3,False,1.0,0.0,1.0,7.0,8
hiba,pad_only,51,0.1,B,False,0.9813664596273292,,1.0,6.037267080745342,161
hiba,primary,51,0.1,M1,False,1.0,0.0,1.0,4.666666666666667,3
hiba,primary,51,0.1,M2,False,0.9361702127659575,0.0,1.0,5.212765957446808,141
hiba,primary,51,0.1,M3,False,1.0,0.0,1.0,5.125,8
hiba,primary,51,0.1,B,False,0.968944099378882,,0.9813664596273292,4.130434782608695,161
hiba,pad_only,51,0.15,M1,False,0.6666666666666666,0.0,1.0,4.666666666666667,3
hiba,pad_only,51,0.15,M2,False,0.8794326241134752,0.0070921985815602835,0.9929078014184397,4.886524822695035,141
hiba,pad_only,51,0.15,M3,False,0.875,0.0,1.0,4.625,8
hiba,pad_only,51,0.15,B,False,0.9316770186335404,,0.9875776397515528,3.9440993788819876,161
hiba,primary,51,0.15,M1,False,1.0,0.0,1.0,4.333333333333333,3
hiba,primary,51,0.15,M2,False,0.9148936170212766,0.0070921985815602835,0.9929078014184397,4.3120567375886525,141
hiba,primary,51,0.15,M3,False,1.0,0.0,1.0,3.875,8
hiba,primary,51,0.15,B,False,0.9503105590062112,,0.8571428571428571,3.1614906832298137,161
pad,pad_only,52,0.05,M1,False,1.0,0.0,1.0,7.481481481481482,27
pad,pad_only,52,0.05,M2,False,0.9302325581395349,0.0,1.0,6.598837209302325,172
pad,pad_only,52,0.05,M3,False,0.9384615384615385,0.0,1.0,6.476923076923077,65
pad,pad_only,52,0.05,B,True,1.0,,1.0,6.375,24
pad,primary,52,0.05,M1,False,1.0,0.0,1.0,7.592592592592593,27
pad,primary,52,0.05,M2,False,0.9418604651162791,0.0,1.0,6.97093023255814,172
pad,primary,52,0.05,M3,False,0.9846153846153847,0.0,1.0,7.184615384615385,65
pad,primary,52,0.05,B,True,1.0,,1.0,6.666666666666667,24
pad,pad_only,52,0.1,M1,False,1.0,0.0,1.0,5.0,27
pad,pad_only,52,0.1,M2,False,0.872093023255814,0.011627906976744186,0.9883720930232558,4.383720930232558,172
pad,pad_only,52,0.1,M3,False,0.9230769230769231,0.015384615384615385,0.9846153846153847,4.8307692307692305,65
pad,pad_only,52,0.1,B,False,0.9583333333333334,,1.0,3.7083333333333335,24
pad,primary,52,0.1,M1,False,1.0,0.0,1.0,4.444444444444445,27
pad,primary,52,0.1,M2,False,0.877906976744186,0.0,1.0,3.5988372093023258,172
pad,primary,52,0.1,M3,False,0.9230769230769231,0.0,1.0,3.4461538461538463,65
pad,primary,52,0.1,B,False,1.0,,1.0,3.8333333333333335,24
pad,pad_only,52,0.15,M1,False,1.0,0.0,1.0,3.3703703703703702,27
pad,pad_only,52,0.15,M2,False,0.7848837209302325,0.0,1.0,2.4651162790697674,172
pad,pad_only,52,0.15,M3,False,0.9076923076923077,0.015384615384615385,0.9846153846153847,2.8153846153846156,65
pad,pad_only,52,0.15,B,False,0.9166666666666666,,0.7916666666666666,2.7916666666666665,24
pad,primary,52,0.15,M1,False,1.0,0.0,1.0,4.333333333333333,27
pad,primary,52,0.15,M2,False,0.7848837209302325,0.023255813953488372,0.9767441860465116,3.1627906976744184,172
pad,primary,52,0.15,M3,False,0.7692307692307693,0.0,1.0,3.0307692307692307,65
pad,primary,52,0.15,B,False,1.0,,1.0,3.75,24
hiba,pad_only,52,0.05,M1,False,0.9333333333333333,0.0,1.0,7.2,15
hiba,pad_only,52,0.05,M2,False,0.9586776859504132,0.0,1.0,6.958677685950414,121
hiba,pad_only,52,0.05,M3,False,0.7777777777777778,0.0,1.0,6.388888888888889,18
hiba,pad_only,52,0.05,B,False,0.944,,1.0,6.128,125
hiba,primary,52,0.05,M1,False,1.0,0.0,1.0,6.333333333333333,15
hiba,primary,52,0.05,M2,False,0.9669421487603306,0.0,1.0,6.8347107438016526,121
hiba,primary,52,0.05,M3,False,0.7777777777777778,0.0,1.0,4.944444444444445,18
hiba,primary,52,0.05,B,False,0.984,,1.0,5.528,125
hiba,pad_only,52,0.1,M1,False,0.8666666666666667,0.0,1.0,5.866666666666666,15
hiba,pad_only,52,0.1,M2,False,0.9421487603305785,0.0,1.0,6.636363636363637,121
hiba,pad_only,52,0.1,M3,False,0.7777777777777778,0.0,1.0,6.388888888888889,18
hiba,pad_only,52,0.1,B,False,0.944,,1.0,5.56,125
hiba,primary,52,0.1,M1,False,1.0,0.0,1.0,4.466666666666667,15
hiba,primary,52,0.1,M2,False,0.9504132231404959,0.0,1.0,4.9421487603305785,121
hiba,primary,52,0.1,M3,False,0.7222222222222222,0.0,1.0,3.5555555555555554,18
hiba,primary,52,0.1,B,False,0.928,,0.928,3.664,125
hiba,pad_only,52,0.15,M1,False,0.8666666666666667,0.0,1.0,4.866666666666666,15
hiba,pad_only,52,0.15,M2,False,0.9256198347107438,0.0,1.0,5.256198347107438,121
hiba,pad_only,52,0.15,M3,False,0.7777777777777778,0.0,1.0,4.555555555555555,18
hiba,pad_only,52,0.15,B,False,0.872,,1.0,4.432,125
hiba,primary,52,0.15,M1,False,1.0,0.0,1.0,3.6,15
hiba,primary,52,0.15,M2,False,0.8842975206611571,0.0,1.0,3.6942148760330578,121
hiba,primary,52,0.15,M3,False,0.6666666666666666,0.0,1.0,3.0555555555555554,18
hiba,primary,52,0.15,B,False,0.832,,0.8,2.768,125
pad,pad_only,53,0.05,M1,False,1.0,0.0,1.0,5.32,25
pad,pad_only,53,0.05,M2,False,0.9591836734693877,0.006802721088435374,0.9931972789115646,4.938775510204081,147
pad,pad_only,53,0.05,M3,False,0.9696969696969697,0.0,1.0,5.0,66
pad,pad_only,53,0.05,B,False,0.9411764705882353,,1.0,4.588235294117647,17
pad,primary,53,0.05,M1,False,1.0,0.0,1.0,4.08,25
pad,primary,53,0.05,M2,False,0.9591836734693877,0.0,1.0,4.061224489795919,147
pad,primary,53,0.05,M3,False,0.9848484848484849,0.0,1.0,4.46969696969697,66
pad,primary,53,0.05,B,False,0.9411764705882353,,1.0,4.0,17
pad,pad_only,53,0.1,M1,False,0.84,0.0,1.0,2.64,25
pad,pad_only,53,0.1,M2,False,0.9115646258503401,0.0,1.0,3.074829931972789,147
pad,pad_only,53,0.1,M3,False,0.9696969696969697,0.0,1.0,3.409090909090909,66
pad,pad_only,53,0.1,B,False,0.9411764705882353,,0.7058823529411765,3.176470588235294,17
pad,primary,53,0.1,M1,False,0.88,0.0,1.0,2.84,25
pad,primary,53,0.1,M2,False,0.8843537414965986,0.0,1.0,3.197278911564626,147
pad,primary,53,0.1,M3,False,0.9393939393939394,0.0,1.0,3.1666666666666665,66
pad,primary,53,0.1,B,False,0.8823529411764706,,1.0,3.6470588235294117,17
pad,pad_only,53,0.15,M1,False,0.84,0.0,1.0,2.08,25
pad,pad_only,53,0.15,M2,False,0.8775510204081632,0.0,1.0,2.619047619047619,147
pad,pad_only,53,0.15,M3,False,0.8636363636363636,0.0,1.0,2.5303030303030303,66
pad,pad_only,53,0.15,B,False,0.6470588235294118,,0.8235294117647058,2.2941176470588234,17
pad,primary,53,0.15,M1,False,0.88,0.0,1.0,2.56,25
pad,primary,53,0.15,M2,False,0.8299319727891157,0.0,1.0,2.802721088435374,147
pad,primary,53,0.15,M3,False,0.8484848484848485,0.0,1.0,2.696969696969697,66
pad,primary,53,0.15,B,False,0.8823529411764706,,0.8823529411764706,2.8823529411764706,17
hiba,pad_only,53,0.05,M1,False,1.0,0.0,1.0,7.473684210526316,19
hiba,pad_only,53,0.05,M2,False,0.9416666666666667,0.0,1.0,6.791666666666667,120
hiba,pad_only,53,0.05,M3,False,1.0,0.0,1.0,7.454545454545454,11
hiba,pad_only,53,0.05,B,False,0.9766081871345029,,1.0,6.643274853801169,171
hiba,primary,53,0.05,M1,False,0.9473684210526315,0.0,1.0,6.052631578947368,19
hiba,primary,53,0.05,M2,False,0.9583333333333334,0.0,1.0,6.558333333333334,120
hiba,primary,53,0.05,M3,False,0.9090909090909091,0.0,1.0,5.363636363636363,11
hiba,primary,53,0.05,B,False,1.0,,1.0,5.883040935672515,171
hiba,pad_only,53,0.1,M1,False,0.9473684210526315,0.0,1.0,7.0,19
hiba,pad_only,53,0.1,M2,False,0.8666666666666667,0.0,1.0,6.316666666666666,120
hiba,pad_only,53,0.1,M3,False,0.7272727272727273,0.0,1.0,5.181818181818182,11
hiba,pad_only,53,0.1,B,False,0.9766081871345029,,1.0,5.9298245614035086,171
hiba,primary,53,0.1,M1,False,0.7368421052631579,0.0,1.0,4.631578947368421,19
hiba,primary,53,0.1,M2,False,0.9416666666666667,0.0,1.0,5.2,120
hiba,primary,53,0.1,M3,False,0.9090909090909091,0.0,1.0,4.545454545454546,11
hiba,primary,53,0.1,B,False,0.9824561403508771,,0.9883040935672515,4.538011695906433,171
hiba,pad_only,53,0.15,M1,False,0.8947368421052632,0.05263157894736842,0.9473684210526315,5.368421052631579,19
hiba,pad_only,53,0.15,M2,False,0.7833333333333333,0.008333333333333333,0.9916666666666667,4.6,120
hiba,pad_only,53,0.15,M3,False,0.7272727272727273,0.09090909090909091,0.9090909090909091,4.181818181818182,11
hiba,pad_only,53,0.15,B,False,0.9181286549707602,,1.0,4.578947368421052,171
hiba,primary,53,0.15,M1,False,0.7368421052631579,0.0,1.0,3.6315789473684212,19
hiba,primary,53,0.15,M2,False,0.875,0.016666666666666666,0.9833333333333333,4.008333333333334,120
hiba,primary,53,0.15,M3,False,0.9090909090909091,0.0,1.0,3.5454545454545454,11
hiba,primary,53,0.15,B,False,0.9473684210526315,,0.9298245614035088,3.56140350877193,171
pad,pad_only,54,0.05,M1,False,1.0,0.0,1.0,5.333333333333333,33
pad,pad_only,54,0.05,M2,False,0.9440559440559441,0.013986013986013986,0.986013986013986,4.804195804195804,143
pad,pad_only,54,0.05,M3,False,0.9523809523809523,0.0,1.0,5.035714285714286,84
pad,pad_only,54,0.05,B,False,0.9285714285714286,,1.0,3.857142857142857,14
pad,primary,54,0.05,M1,False,0.9696969696969697,0.0,1.0,4.03030303030303,33
pad,primary,54,0.05,M2,False,0.9300699300699301,0.0,1.0,3.7552447552447554,143
pad,primary,54,0.05,M3,False,0.9642857142857143,0.0,1.0,3.9047619047619047,84
pad,primary,54,0.05,B,False,0.9285714285714286,,0.9285714285714286,3.5,14
pad,pad_only,54,0.1,M1,False,0.9696969696969697,0.0,1.0,2.9393939393939394,33
pad,pad_only,54,0.1,M2,False,0.8601398601398601,0.0,1.0,2.7132867132867133,143
pad,pad_only,54,0.1,M3,False,0.9285714285714286,0.011904761904761904,0.9880952380952381,2.988095238095238,84
pad,pad_only,54,0.1,B,False,0.9285714285714286,,0.7142857142857143,2.357142857142857,14
pad,primary,54,0.1,M1,False,0.9696969696969697,0.0,1.0,3.393939393939394,33
pad,primary,54,0.1,M2,False,0.8461538461538461,0.0,1.0,2.7552447552447554,143
pad,primary,54,0.1,M3,False,0.9523809523809523,0.0,1.0,3.1904761904761907,84
