cohort,head,draw,top1,bal_acc,macro_f1,auc_ovr
hiba,pad_only,72,0.5104477611940299,0.32374900078492497,0.3049445272674444,0.7300552277115651
hiba,primary,72,0.5880597014925373,0.4642292782155852,0.4613912331893787,0.8536809681336643
pad,pad_only,73,0.636963696369637,0.5865988081595623,0.42593566977294367,0.8835286992428381
pad,primary,73,0.5907590759075908,0.5434169034203951,0.3917618355942958,0.8467790321760998
hiba,pad_only,73,0.502906976744186,0.3590643274853801,0.31174301037095686,0.7417428752509863
hiba,primary,73,0.6162790697674418,0.44745884141443354,0.45557727959103034,0.8537727613556527
pad,pad_only,74,0.6666666666666666,0.6145176051012337,0.4239688695978353,0.8911830345135586
pad,primary,74,0.57,0.4873798569025121,0.3315874337240352,0.8586954652145294
hiba,pad_only,74,0.47714285714285715,0.3187410700957499,0.29401328247557623,0.7105485658509174
hiba,primary,74,0.5342857142857143,0.4347611406108943,0.4453449235752607,0.845990836966287
pad,pad_only,75,0.6328671328671329,0.6010432593770806,0.44305535120487344,0.8712844711250068
pad,primary,75,0.5979020979020979,0.5662829715607657,0.4152954497932644,0.8421928468673614
hiba,pad_only,75,0.5264900662251656,0.34310360383121574,0.30411867009321036,0.7503818039797748
hiba,primary,75,0.5231788079470199,0.35418971230538393,0.35920811485031634,0.7541609992115812
pad,pad_only,76,0.6376811594202898,0.5706797235023041,0.41422014240376964,0.8789443243341424
pad,primary,76,0.5833333333333334,0.5238287250384024,0.37498568017167655,0.8292424380243911
