cohort,head,draw,top1,bal_acc,macro_f1,auc_ovr
hiba,pad_only,76,0.5174603174603175,0.3176156930211871,0.3029984464460271,0.728063694048491
hiba,primary,76,0.5365079365079365,0.398761361591916,0.4035150189681399,0.8462321914363005
pad,pad_only,77,0.6655052264808362,0.6401844090145373,0.4545256041350432,0.8961293991185441
pad,primary,77,0.5993031358885017,0.5242462013295347,0.37668326381743644,0.8713992688022559
hiba,pad_only,77,0.5045317220543807,0.33124496998560826,0.28249966806589655,0.7196451657776244
hiba,primary,77,0.5468277945619335,0.40739484519947955,0.39106568145097265,0.8110104047220901
pad,pad_only,78,0.6203389830508474,0.5745383023684911,0.36912301994896124,0.8854616022930203
pad,primary,78,0.5932203389830508,0.5997152218850332,0.3730224898078676,0.8605341715414568
hiba,pad_only,78,0.5145888594164456,0.3379883116035984,0.29892742807906625,0.7225867770284438
hiba,primary,78,0.6153846153846154,0.4495914556072974,0.4393671577045326,0.842468171310716
pad,pad_only,79,0.6431095406360424,0.6661686060270966,0.4751200204097319,0.8685768987520981
pad,primary,79,0.5759717314487632,0.6570486641241359,0.4153084796467149,0.8397757482590418
hiba,pad_only,79,0.46285714285714286,0.30666870603121477,0.2652459121716244,0.72872681397832
hiba,primary,79,0.5628571428571428,0.4604358301852963,0.44132022387836345,0.8175779632953146
pad,pad_only,80,0.6577181208053692,0.6287693540686173,0.44207505944348047,0.8741983355564592
pad,primary,80,0.5637583892617449,0.5184187640679353,0.3661574966901424,0.8270586781115022
hiba,pad_only,80,0.5620052770448549,0.3895044911168351,0.3058041409853216,0.7321012100393682
hiba,primary,80,0.5646437994722955,0.4096248108687429,0.374071954199933,0.8318081573310672
pad,pad_only,81,0.6442953020134228,0.6256054131054131,0.42958315464109453,0.8814641140338823
pad,primary,81,0.6040268456375839,0.5930759055759055,0.4134823257719671,0.8536689538570367
hiba,pad_only,81,0.4945652173913043,0.32414107138266285,0.28215023162278713,0.7212111038642199
hiba,primary,81,0.6331521739130435,0.417723510196849,0.4203525863575392,0.8183060514370699
pad,pad_only,82,0.5876623376623377,0.5236599713943861,0.3782568107272584,0.8593130879310525
pad,primary,82,0.551948051948052,0.5232985810270822,0.3769859431186663,0.833619572957175
hiba,pad_only,82,0.4875,0.32765939249522996,0.2886846767762515,0.7197913344617489
hiba,primary,82,0.54375,0.41252237743884,0.4073595456112789,0.8072857877936985
pad,pad_only,83,0.5888888888888889,0.5712501217468104,0.418546298521723,0.8572423550623052
pad,primary,83,0.5814814814814815,0.5330573186533452,0.3936673029064333,0.8301486962573686
hiba,pad_only,83,0.49019607843137253,0.3199708494898661,0.3022510460277301,0.7206338436888928
hiba,primary,83,0.5490196078431373,0.4566743819115736,0.4553374310044713,0.8490481013538647
pad,pad_only,84,0.6654135338345865,0.58137673258641,0.41394813795476043,0.8900462149392329
pad,primary,84,0.631578947368421,0.5723471271858368,0.3950807396560347,0.8804994122739661
hiba,pad_only,84,0.48493975903614456,0.32236418992884514,0.29223890671012603,0.7076313689106795
hiba,primary,84,0.5090361445783133,0.37245906983483046,0.35445899954967847,0.777591211061513
pad,pad_only,85,0.6843971631205674,0.634245108903044,0.45699278261706106,0.8947830311381045
pad,primary,85,0.599290780141844,0.5947575631190823,0.42678513935294504,0.8578805811247774
hiba,pad_only,85,0.5396825396825397,0.3638680193394177,0.33670033277884226,0.741850349775655
hiba,primary,85,0.5746031746031746,0.4380385973489787,0.4310711001473363,0.8299586588934411
pad,pad_only,86,0.6313868613138686,0.5766412448318248,0.43117321266176223,0.8774701052199316
pad,primary,86,0.5547445255474452,0.4999371438149514,0.34999165302730156,0.814503059053071
hiba,pad_only,86,0.5508274231678487,0.3214982430734953,0.2839891870184554,0.7333558512911864
hiba,primary,86,0.6170212765957447,0.37688277127179404,0.38539387442654355,0.8195754416013807
pad,pad_only,87,0.6666666666666666,0.5699362366029032,0.3914329502886077,0.8829984021194542
pad,primary,87,0.6007326007326007,0.47548670465337134,0.34247108257649,0.8396949628266186
hiba,pad_only,87,0.46226415094339623,0.33839275418471315,0.30700311751564546,0.7279746656729963
hiba,primary,87,0.4528301886792453,0.38354435634521983,0.39271821553069175,0.785458353842756
pad,pad_only,88,0.6232876712328768,0.5414112251687102,0.3898952329106218,0.8637545861005168
pad,primary,88,0.5273972602739726,0.4434333713525331,0.30025494611735887,0.8134279374348002
hiba,pad_only,88,0.48366013071895425,0.3450881824941975,0.3109463889584668,0.732546471646577
hiba,primary,88,0.545751633986928,0.4590531030532689,0.4721222425602605,0.8268106933189663
pad,pad_only,89,0.6223021582733813,0.5772665826705515,0.39142466444783935,0.8613139315220892
pad,primary,89,0.5827338129496403,0.5467373696466539,0.38304530716396146,0.8429813149734494
hiba,pad_only,89,0.5213414634146342,0.35423892036429105,0.31101318244299136,0.7273035793061345
hiba,primary,89,0.5365853658536586,0.42327575778557985,0.41963441513657773,0.8094584004424425
pad,pad_only,90,0.6537102473498233,0.5931408681408681,0.42146873428521964,0.8904532140820204
pad,primary,90,0.5724381625441696,0.532981232981233,0.3830784114614863,0.8618297771397154
hiba,pad_only,90,0.5118343195266272,0.35015432093770377,0.3281877555461008,0.7297447638360176
hiba,primary,90,0.5502958579881657,0.464909570662573,0.4595648012097598,0.8523825517006723
pad,pad_only,91,0.6565656565656566,0.6752389773674604,0.491127347514991,0.8936725881683318
pad,primary,91,0.5858585858585859,0.5748178021010838,0.38847530517400974,0.8449602142447006
hiba,pad_only,91,0.5,0.31867255247527165,0.27926900854385645,0.713780544987635
hiba,primary,91,0.546448087431694,0.4179702904383814,0.3979406136580633,0.7956790363672572
pad,pad_only,92,0.6688741721854304,0.6311807635620216,0.4495289616618425,0.8932987600268628
pad,primary,92,0.6291390728476821,0.5782882001752347,0.3962852185363872,0.8572302993341593
hiba,pad_only,92,0.5331632653061225,0.3472944781753255,0.3064027687734687,0.7406246210897227
hiba,primary,92,0.6020408163265306,0.4755610453661737,0.47256653656259573,0.8199957269415213
pad,pad_only,93,0.631578947368421,0.5757476771196283,0.4141939425587812,0.896429384826162
pad,primary,93,0.5649122807017544,0.5346439863208156,0.374328721515359,0.8447434536815527
hiba,pad_only,93,0.5645645645645646,0.3695487022964249,0.3178489679158383,0.7396858538732564
hiba,primary,93,0.5615615615615616,0.4002657019624672,0.3937064513139714,0.8493810208183806
pad,pad_only,94,0.5913978494623656,0.5062482128726368,0.35600828992782535,0.8597904236514357
pad,primary,94,0.5340501792114696,0.4575383525844356,0.3160590367411126,0.802334677324927
hiba,pad_only,94,0.4240506329113924,0.286774818401937,0.24962716705770366,0.7036985124866589
hiba,primary,94,0.49050632911392406,0.3953128867366156,0.41082080637899676,0.8120883668476655
pad,pad_only,95,0.6741573033707865,0.583950262114819,0.4088275804745902,0.8792170180510434
pad,primary,95,0.5543071161048689,0.41811389208541105,0.3056346614216461,0.8559323800503353
hiba,pad_only,95,0.422680412371134,0.2845950120920201,0.2650329968944099,0.708489800721686
hiba,primary,95,0.5085910652920962,0.3967567377174417,0.3944108092332336,0.7608423237664244
pad,pad_only,96,0.6360544217687075,0.6191177658154888,0.44435280748975015,0.8807276291448748
pad,primary,96,0.5986394557823129,0.5925724447093417,0.3969377540267951,0.8668502866847717
hiba,pad_only,96,0.4934640522875817,0.3540904321594859,0.3293483897980428,0.7222463424069134
hiba,primary,96,0.5098039215686274,0.4142941067173804,0.4119129245371437,0.7976150212990458
pad,pad_only,97,0.6484641638225256,0.5766318128606264,0.415005236448493,0.8641230464873305
pad,primary,97,0.552901023890785,0.4868626881338746,0.3298672957459035,0.8144538992523881
hiba,pad_only,97,0.4927536231884058,0.3147247691449461,0.28972852969158036,0.7233277787238519
hiba,primary,97,0.5971014492753624,0.4412470232700168,0.44374129223267156,0.8363835493422629
pad,pad_only,98,0.6655518394648829,0.5787568738696558,0.39799106399775536,0.8894025730453105
pad,primary,98,0.568561872909699,0.5050974505861724,0.3233404285824131,0.845382270332022
hiba,pad_only,98,0.49859943977591037,0.32030799062049065,0.2850748484118572,0.7234158117373064
hiba,primary,98,0.6386554621848739,0.41780303030303034,0.4255625128346752,0.7911494472636981
pad,pad_only,99,0.6064981949458483,0.566405806843192,0.3842663169783553,0.8634784968255628
pad,primary,99,0.5740072202166066,0.5586278730742178,0.3738190669216534,0.8424901692247898
hiba,pad_only,99,0.5259259259259259,0.33981604617617056,0.31627462126270944,0.7279694121467417
hiba,primary,99,0.5407407407407407,0.3615007687139186,0.3686959621266605,0.7951795748789334
