variant,draw,alpha,modality,n,n_mal,coverage,set_size,miss,release,referral
derm_only_for_mixed,53,0.15,all,321,150,0.9252336448598131,3.7196261682242993,0.0,0.08187134502923976,0.956386292834891
averaged,54,0.05,derm,318,91,0.9874213836477987,5.959119496855346,0.0,0.0,1.0
averaged,54,0.05,clin,15,10,1.0,6.466666666666667,0.0,0.0,1.0
averaged,54,0.05,both,80,50,0.9125,6.1875,0.0,0.0,1.0
averaged,54,0.05,all,413,151,0.9733656174334141,6.021791767554479,0.0,0.0,1.0
derm_only_for_mixed,54,0.05,derm,318,91,0.9811320754716981,4.871069182389937,0.0,0.004405286343612335,0.9968553459119497
derm_only_for_mixed,54,0.05,clin,15,10,0.9333333333333333,5.133333333333334,0.0,0.0,1.0
derm_only_for_mixed,54,0.05,both,80,50,0.9625,5.8125,0.0,0.0,1.0
derm_only_for_mixed,54,0.05,all,413,151,0.9757869249394673,5.062953995157385,0.0,0.003816793893129771,0.9975786924939467
averaged,54,0.1,derm,318,91,0.9654088050314465,4.462264150943396,0.0,0.00881057268722467,0.9937106918238994
averaged,54,0.1,clin,15,10,0.8666666666666667,4.4,0.0,0.0,1.0
averaged,54,0.1,both,80,50,0.85,4.525,0.0,0.0,1.0
averaged,54,0.1,all,413,151,0.9394673123486683,4.472154963680388,0.0,0.007633587786259542,0.9951573849878934
derm_only_for_mixed,54,0.1,derm,318,91,0.9559748427672956,3.7830188679245285,0.01098901098901099,0.07929515418502203,0.940251572327044
derm_only_for_mixed,54,0.1,clin,15,10,0.8666666666666667,3.933333333333333,0.0,0.0,1.0
derm_only_for_mixed,54,0.1,both,80,50,0.9375,4.625,0.02,0.0,0.9875
derm_only_for_mixed,54,0.1,all,413,151,0.9491525423728814,3.9515738498789346,0.013245033112582781,0.06870229007633588,0.9515738498789347
averaged,54,0.15,derm,318,91,0.940251572327044,3.3773584905660377,0.01098901098901099,0.15859030837004406,0.8836477987421384
averaged,54,0.15,clin,15,10,0.8666666666666667,3.2666666666666666,0.0,0.0,1.0
averaged,54,0.15,both,80,50,0.7875,3.5875,0.02,0.0,0.9875
averaged,54,0.15,all,413,151,0.9079903147699758,3.414043583535109,0.013245033112582781,0.13740458015267176,0.9079903147699758
derm_only_for_mixed,54,0.15,derm,318,91,0.949685534591195,3.207547169811321,0.02197802197802198,0.21145374449339208,0.8427672955974843
derm_only_for_mixed,54,0.15,clin,15,10,0.8666666666666667,3.2,0.0,0.0,1.0
derm_only_for_mixed,54,0.15,both,80,50,0.925,4.0375,0.0,0.03333333333333333,0.9875
derm_only_for_mixed,54,0.15,all,413,151,0.9418886198547215,3.3680387409200967,0.013245033112582781,0.18702290076335878,0.8765133171912833
averaged,55,0.05,derm,265,85,0.9773584905660377,5.184905660377359,0.0,0.0,1.0
averaged,55,0.05,clin,19,11,0.7894736842105263,5.2105263157894735,0.0,0.0,1.0
averaged,55,0.05,both,95,63,0.9263157894736842,5.484210526315789,0.0,0.0,1.0
averaged,55,0.05,all,379,159,0.9551451187335093,5.261213720316623,0.0,0.0,1.0
derm_only_for_mixed,55,0.05,derm,265,85,0.9509433962264151,4.139622641509434,0.03529411764705882,0.05555555555555555,0.9509433962264151
derm_only_for_mixed,55,0.05,clin,19,11,0.7368421052631579,4.052631578947368,0.0,0.0,1.0
derm_only_for_mixed,55,0.05,both,95,63,0.9789473684210527,4.957894736842105,0.0,0.0,1.0
derm_only_for_mixed,55,0.05,all,379,159,0.9472295514511874,4.3403693931398415,0.018867924528301886,0.045454545454545456,0.9656992084432717
averaged,55,0.1,derm,265,85,0.9320754716981132,3.7132075471698114,0.03529411764705882,0.09444444444444444,0.9245283018867925
averaged,55,0.1,clin,19,11,0.6842105263157895,3.5789473684210527,0.0,0.0,1.0
averaged,55,0.1,both,95,63,0.8631578947368421,3.8,0.015873015873015872,0.0,0.9894736842105263
averaged,55,0.1,all,379,159,0.9023746701846965,3.728232189973615,0.025157232704402517,0.07727272727272727,0.9445910290237467
derm_only_for_mixed,55,0.1,derm,265,85,0.9169811320754717,3.486792452830189,0.03529411764705882,0.2,0.8528301886792453
derm_only_for_mixed,55,0.1,clin,19,11,0.631578947368421,3.3157894736842106,0.0,0.0,1.0
derm_only_for_mixed,55,0.1,both,95,63,0.9263157894736842,4.11578947368421,0.015873015873015872,0.03125,0.9789473684210527
derm_only_for_mixed,55,0.1,all,379,159,0.9050131926121372,3.6358839050131926,0.025157232704402517,0.16818181818181818,0.8918205804749341
averaged,55,0.15,derm,265,85,0.8905660377358491,2.8377358490566036,0.058823529411764705,0.3611111111111111,0.7358490566037735
averaged,55,0.15,clin,19,11,0.5789473684210527,2.8947368421052633,0.0,0.0,1.0
averaged,55,0.15,both,95,63,0.8105263157894737,3.1894736842105265,0.0,0.0625,0.9789473684210527
averaged,55,0.15,all,379,159,0.8548812664907651,2.928759894459103,0.031446540880503145,0.30454545454545456,0.8100263852242744
derm_only_for_mixed,55,0.15,derm,265,85,0.8905660377358491,2.758490566037736,0.047058823529411764,0.37222222222222223,0.7320754716981132
derm_only_for_mixed,55,0.15,clin,19,11,0.5263157894736842,2.789473684210526,0.0,0.0,1.0
derm_only_for_mixed,55,0.15,both,95,63,0.8526315789473684,3.336842105263158,0.0,0.125,0.9578947368421052
derm_only_for_mixed,55,0.15,all,379,159,0.862796833773087,2.905013192612137,0.025157232704402517,0.32272727272727275,0.8021108179419525
averaged,56,0.05,derm,223,84,0.9955156950672646,6.42152466367713,0.0,0.0,1.0
averaged,56,0.05,clin,15,10,0.9333333333333333,6.2,0.0,0.0,1.0
averaged,56,0.05,both,81,53,0.9506172839506173,6.407407407407407,0.0,0.0,1.0
averaged,56,0.05,all,319,147,0.9811912225705329,6.407523510971787,0.0,0.0,1.0
derm_only_for_mixed,56,0.05,derm,223,84,0.9865470852017937,5.0941704035874436,0.0,0.007194244604316547,0.9955156950672646
derm_only_for_mixed,56,0.05,clin,15,10,0.8666666666666667,4.533333333333333,0.0,0.0,1.0
derm_only_for_mixed,56,0.05,both,81,53,0.9753086419753086,5.679012345679013,0.0,0.0,1.0
derm_only_for_mixed,56,0.05,all,319,147,0.9780564263322884,5.216300940438871,0.0,0.005813953488372093,0.9968652037617555
averaged,56,0.1,derm,223,84,0.9551569506726457,4.403587443946188,0.011904761904761904,0.05755395683453238,0.9596412556053812
averaged,56,0.1,clin,15,10,0.8666666666666667,4.0,0.0,0.0,1.0
averaged,56,0.1,both,81,53,0.8888888888888888,4.469135802469136,0.0,0.0,1.0
averaged,56,0.1,all,319,147,0.9341692789968652,4.401253918495298,0.006802721088435374,0.046511627906976744,0.9717868338557993
derm_only_for_mixed,56,0.1,derm,223,84,0.9596412556053812,4.278026905829597,0.011904761904761904,0.07913669064748201,0.9461883408071748
derm_only_for_mixed,56,0.1,clin,15,10,0.8666666666666667,3.8,0.0,0.0,1.0
derm_only_for_mixed,56,0.1,both,81,53,0.9629629629629629,4.827160493827161,0.0,0.0,1.0
derm_only_for_mixed,56,0.1,all,319,147,0.9561128526645768,4.394984326018808,0.006802721088435374,0.06395348837209303,0.9623824451410659
averaged,56,0.15,derm,223,84,0.9372197309417041,3.7399103139013454,0.011904761904761904,0.11510791366906475,0.9237668161434978
averaged,56,0.15,clin,15,10,0.7333333333333333,3.3333333333333335,0.0,0.0,1.0
averaged,56,0.15,both,81,53,0.8888888888888888,3.7901234567901234,0.0,0.0,1.0
averaged,56,0.15,all,319,147,0.9153605015673981,3.7335423197492164,0.006802721088435374,0.09302325581395349,0.9467084639498433
derm_only_for_mixed,56,0.15,derm,223,84,0.9417040358744395,3.5426008968609866,0.011904761904761904,0.14388489208633093,0.905829596412556
derm_only_for_mixed,56,0.15,clin,15,10,0.8,3.1333333333333333,0.0,0.0,1.0
derm_only_for_mixed,56,0.15,both,81,53,0.9382716049382716,4.111111111111111,0.0,0.0,1.0
derm_only_for_mixed,56,0.15,all,319,147,0.9341692789968652,3.6677115987460813,0.006802721088435374,0.11627906976744186,0.9341692789968652
averaged,57,0.05,derm,324,92,0.9814814814814815,5.675925925925926,0.0,0.0,1.0
averaged,57,0.05,clin,10,7,0.9,5.3,0.0,0.0,1.0
averaged,57,0.05,both,81,53,0.9506172839506173,6.3580246913580245,0.0,0.0,1.0
averaged,57,0.05,all,415,152,0.9734939759036144,5.8,0.0,0.0,1.0
derm_only_for_mixed,57,0.05,derm,324,92,0.9691358024691358,4.854938271604938,0.010869565217391304,0.004310344827586207,0.9938271604938271
derm_only_for_mixed,57,0.05,clin,10,7,0.9,4.1,0.0,0.0,1.0
derm_only_for_mixed,57,0.05,both,81,53,0.9629629629629629,5.7407407407407405,0.0,0.0,1.0
derm_only_for_mixed,57,0.05,all,415,152,0.9662650602409638,5.009638554216868,0.006578947368421052,0.0038022813688212928,0.9951807228915662
averaged,57,0.1,derm,324,92,0.9629629629629629,4.589506172839506,0.010869565217391304,0.004310344827586207,0.9938271604938271
averaged,57,0.1,clin,10,7,0.8,3.8,0.14285714285714285,0.0,0.9
averaged,57,0.1,both,81,53,0.9012345679012346,4.7407407407407405,0.0,0.0,1.0
averaged,57,0.1,all,415,152,0.946987951807229,4.6,0.013157894736842105,0.0038022813688212928,0.9927710843373494
derm_only_for_mixed,57,0.1,derm,324,92,0.9567901234567902,3.9382716049382718,0.021739130434782608,0.06465517241379311,0.9475308641975309
derm_only_for_mixed,57,0.1,clin,10,7,0.8,3.5,0.14285714285714285,0.0,0.9
derm_only_for_mixed,57,0.1,both,81,53,0.9506172839506173,4.802469135802469,0.0,0.0,1.0
derm_only_for_mixed,57,0.1,all,415,152,0.9518072289156626,4.096385542168675,0.019736842105263157,0.057034220532319393,0.9566265060240964
averaged,57,0.15,derm,324,92,0.9382716049382716,3.361111111111111,0.021739130434782608,0.17672413793103448,0.8672839506172839
averaged,57,0.15,clin,10,7,0.8,3.2,0.14285714285714285,0.0,0.9
averaged,57,0.15,both,81,53,0.8395061728395061,3.6296296296296298,0.018867924528301886,0.0,0.9876543209876543
averaged,57,0.15,all,415,152,0.9156626506024096,3.4096385542168677,0.02631578947368421,0.155893536121673,0.891566265060241
derm_only_for_mixed,57,0.15,derm,324,92,0.9259259259259259,3.064814814814815,0.021739130434782608,0.28448275862068967,0.7901234567901234
derm_only_for_mixed,57,0.15,clin,10,7,0.8,3.1,0.14285714285714285,0.0,0.9
derm_only_for_mixed,57,0.15,both,81,53,0.8888888888888888,3.9753086419753085,0.0,0.03571428571428571,0.9876543209876543
derm_only_for_mixed,57,0.15,all,415,152,0.9156626506024096,3.243373493975904,0.019736842105263157,0.25475285171102663,0.8313253012048193
averaged,58,0.05,derm,247,68,0.9878542510121457,5.647773279352227,0.0,0.0,1.0
averaged,58,0.05,clin,17,11,0.9411764705882353,5.352941176470588,0.0,0.0,1.0
averaged,58,0.05,both,98,60,0.9081632653061225,5.86734693877551,0.0,0.0,1.0
averaged,58,0.05,all,362,139,0.9640883977900553,5.693370165745856,0.0,0.0,1.0
derm_only_for_mixed,58,0.05,derm,247,68,0.9838056680161943,4.668016194331984,0.0,0.0,1.0
derm_only_for_mixed,58,0.05,clin,17,11,0.9411764705882353,4.352941176470588,0.0,0.0,1.0
derm_only_for_mixed,58,0.05,both,98,60,0.9693877551020408,5.785714285714286,0.0,0.0,1.0
derm_only_for_mixed,58,0.05,all,362,139,0.9779005524861878,4.955801104972376,0.0,0.0,1.0
averaged,58,0.1,derm,247,68,0.9838056680161943,4.040485829959514,0.0,0.0446927374301676,0.9676113360323887
averaged,58,0.1,clin,17,11,0.9411764705882353,3.8823529411764706,0.0,0.0,1.0
averaged,58,0.1,both,98,60,0.8979591836734694,4.428571428571429,0.0,0.0,1.0
averaged,58,0.1,all,362,139,0.9585635359116023,4.138121546961326,0.0,0.03587443946188341,0.9779005524861878
derm_only_for_mixed,58,0.1,derm,247,68,0.9757085020242915,3.8016194331983804,0.0,0.05027932960893855,0.9635627530364372
derm_only_for_mixed,58,0.1,clin,17,11,0.9411764705882353,3.6470588235294117,0.0,0.0,1.0
derm_only_for_mixed,58,0.1,both,98,60,0.9285714285714286,4.785714285714286,0.0,0.0,1.0
derm_only_for_mixed,58,0.1,all,362,139,0.9613259668508287,4.060773480662983,0.0,0.04035874439461883,0.9751381215469613
averaged,58,0.15,derm,247,68,0.9635627530364372,3.4615384615384617,0.0,0.15083798882681565,0.8906882591093117
averaged,58,0.15,clin,17,11,0.9411764705882353,3.0588235294117645,0.0,0.0,1.0
averaged,58,0.15,both,98,60,0.8775510204081632,3.857142857142857,0.0,0.02631578947368421,0.9897959183673469
averaged,58,0.15,all,362,139,0.9392265193370166,3.5497237569060776,0.0,0.12556053811659193,0.9226519337016574
derm_only_for_mixed,58,0.15,derm,247,68,0.9352226720647774,2.9635627530364372,0.0,0.26256983240223464,0.8097165991902834
derm_only_for_mixed,58,0.15,clin,17,11,0.9411764705882353,3.0588235294117645,0.0,0.0,1.0
derm_only_for_mixed,58,0.15,both,98,60,0.8673469387755102,4.071428571428571,0.016666666666666666,0.02631578947368421,0.9795918367346939
derm_only_for_mixed,58,0.15,all,362,139,0.9171270718232044,3.2679558011049723,0.007194244604316547,0.21524663677130046,0.8646408839779005
averaged,59,0.05,derm,232,90,0.9956896551724138,5.719827586206897,0.0,0.0,1.0
averaged,59,0.05,clin,22,15,0.9090909090909091,5.909090909090909,0.0,0.0,1.0
averaged,59,0.05,both,75,57,0.96,6.306666666666667,0.0,0.0,1.0
averaged,59,0.05,all,329,162,0.9817629179331308,5.866261398176292,0.0,0.0,1.0
derm_only_for_mixed,59,0.05,derm,232,90,0.9956896551724138,5.030172413793103,0.0,0.0,1.0
derm_only_for_mixed,59,0.05,clin,22,15,0.9090909090909091,4.7727272727272725,0.0,0.0,1.0
derm_only_for_mixed,59,0.05,both,75,57,1.0,6.026666666666666,0.0,0.0,1.0
derm_only_for_mixed,59,0.05,all,329,162,0.9908814589665653,5.240121580547113,0.0,0.0,1.0
averaged,59,0.1,derm,232,90,0.9655172413793104,4.383620689655173,0.0,0.0,1.0
averaged,59,0.1,clin,22,15,0.8181818181818182,4.136363636363637,0.06666666666666667,0.0,0.9545454545454546
averaged,59,0.1,both,75,57,0.8933333333333333,4.68,0.0,0.0,1.0
averaged,59,0.1,all,329,162,0.939209726443769,4.434650455927052,0.006172839506172839,0.0,0.9969604863221885
derm_only_for_mixed,59,0.1,derm,232,90,0.9612068965517241,3.8577586206896552,0.0,0.07746478873239436,0.9525862068965517
derm_only_for_mixed,59,0.1,clin,22,15,0.7727272727272727,3.8181818181818183,0.06666666666666667,0.0,0.9545454545454546
derm_only_for_mixed,59,0.1,both,75,57,0.9333333333333333,4.8,0.017543859649122806,0.0,0.9866666666666667
derm_only_for_mixed,59,0.1,all,329,162,0.9422492401215805,4.069908814589666,0.012345679012345678,0.0658682634730539,0.9604863221884499
averaged,59,0.15,derm,232,90,0.9353448275862069,3.086206896551724,0.011111111111111112,0.23943661971830985,0.8491379310344828
averaged,59,0.15,clin,22,15,0.6818181818181818,3.1363636363636362,0.06666666666666667,0.0,0.9545454545454546
averaged,59,0.15,both,75,57,0.7866666666666666,3.5733333333333333,0.03508771929824561,0.0,0.9733333333333334
averaged,59,0.15,all,329,162,0.8844984802431611,3.2006079027355625,0.024691358024691357,0.20359281437125748,0.8844984802431611
derm_only_for_mixed,59,0.15,derm,232,90,0.9310344827586207,2.896551724137931,0.03333333333333333,0.3380281690140845,0.7801724137931034
derm_only_for_mixed,59,0.15,clin,22,15,0.6363636363636364,3.0454545454545454,0.06666666666666667,0.0,0.9545454545454546
derm_only_for_mixed,59,0.15,both,75,57,0.88,3.7733333333333334,0.0,0.0,1.0
derm_only_for_mixed,59,0.15,all,329,162,0.8996960486322189,3.106382978723404,0.024691358024691357,0.2874251497005988,0.8419452887537994
averaged,60,0.05,derm,196,74,0.9846938775510204,5.989795918367347,0.0,0.0,1.0
averaged,60,0.05,clin,20,10,0.95,5.6,0.0,0.0,1.0
averaged,60,0.05,both,80,53,0.95,5.9875,0.0,0.0,1.0
averaged,60,0.05,all,296,137,0.972972972972973,5.962837837837838,0.0,0.0,1.0
derm_only_for_mixed,60,0.05,derm,196,74,0.9795918367346939,4.8520408163265305,0.0,0.0,1.0
derm_only_for_mixed,60,0.05,clin,20,10,0.9,4.6,0.0,0.0,1.0
derm_only_for_mixed,60,0.05,both,80,53,0.9875,5.5875,0.0,0.0,1.0
derm_only_for_mixed,60,0.05,all,296,137,0.9763513513513513,5.033783783783784,0.0,0.0,1.0
averaged,60,0.1,derm,196,74,0.9693877551020408,4.158163265306122,0.0,0.05737704918032787,0.9642857142857143
averaged,60,0.1,clin,20,10,0.85,4.0,0.1,0.0,0.95
averaged,60,0.1,both,80,53,0.925,4.375,0.0,0.0,1.0
averaged,60,0.1,all,296,137,0.9493243243243243,4.206081081081081,0.0072992700729927005,0.0440251572327044,0.972972972972973
derm_only_for_mixed,60,0.1,derm,196,74,0.9387755102040817,3.739795918367347,0.013513513513513514,0.10655737704918032,0.9285714285714286
derm_only_for_mixed,60,0.1,clin,20,10,0.85,3.65,0.1,0.0,0.95
derm_only_for_mixed,60,0.1,both,80,53,0.9125,4.425,0.0,0.0,1.0
derm_only_for_mixed,60,0.1,all,296,137,0.9256756756756757,3.918918918918919,0.014598540145985401,0.08176100628930817,0.9493243243243243
averaged,60,0.15,derm,196,74,0.9285714285714286,3.336734693877551,0.013513513513513514,0.14754098360655737,0.9030612244897959
averaged,60,0.15,clin,20,10,0.85,3.05,0.1,0.0,0.95
averaged,60,0.15,both,80,53,0.9,3.575,0.0,0.037037037037037035,0.9875
averaged,60,0.15,all,296,137,0.9155405405405406,3.3817567567567566,0.014598540145985401,0.11949685534591195,0.9290540540540541
derm_only_for_mixed,60,0.15,derm,196,74,0.9183673469387755,2.979591836734694,0.013513513513513514,0.28688524590163933,0.8163265306122449
derm_only_for_mixed,60,0.15,clin,20,10,0.8,2.9,0.1,0.0,0.95
derm_only_for_mixed,60,0.15,both,80,53,0.8875,3.7,0.0,0.0,1.0
derm_only_for_mixed,60,0.15,all,296,137,0.902027027027027,3.168918918918919,0.014598540145985401,0.22012578616352202,0.875
averaged,61,0.05,derm,193,83,0.9740932642487047,6.098445595854923,0.0,0.0,1.0
averaged,61,0.05,clin,11,7,0.7272727272727273,5.818181818181818,0.0,0.0,1.0
averaged,61,0.05,both,94,49,0.9574468085106383,6.329787234042553,0.0,0.0,1.0
averaged,61,0.05,all,298,139,0.959731543624161,6.1610738255033555,0.0,0.0,1.0
derm_only_for_mixed,61,0.05,derm,193,83,0.9585492227979274,5.2072538860103625,0.0,0.0,1.0
derm_only_for_mixed,61,0.05,clin,11,7,0.7272727272727273,4.545454545454546,0.0,0.0,1.0
derm_only_for_mixed,61,0.05,both,94,49,0.9787234042553191,5.776595744680851,0.0,0.0,1.0
derm_only_for_mixed,61,0.05,all,298,139,0.9563758389261745,5.3624161073825505,0.0,0.0,1.0
averaged,61,0.1,derm,193,83,0.927461139896373,4.5025906735751295,0.0,0.00909090909090909,0.9948186528497409
averaged,61,0.1,clin,11,7,0.7272727272727273,3.8181818181818183,0.0,0.0,1.0
averaged,61,0.1,both,94,49,0.8936170212765957,4.4787234042553195,0.0,0.0,1.0
averaged,61,0.1,all,298,139,0.9093959731543624,4.469798657718121,0.0,0.006289308176100629,0.9966442953020134
derm_only_for_mixed,61,0.1,derm,193,83,0.9119170984455959,3.8238341968911915,0.0,0.07272727272727272,0.9585492227979274
derm_only_for_mixed,61,0.1,clin,11,7,0.6363636363636364,3.1818181818181817,0.0,0.0,1.0
derm_only_for_mixed,61,0.1,both,94,49,0.8936170212765957,4.361702127659575,0.0,0.022222222222222223,0.9893617021276596
derm_only_for_mixed,61,0.1,all,298,139,0.8959731543624161,3.969798657718121,0.0,0.05660377358490566,0.9697986577181208
averaged,61,0.15,derm,193,83,0.8860103626943006,3.321243523316062,0.024096385542168676,0.10909090909090909,0.927461139896373
averaged,61,0.15,clin,11,7,0.5454545454545454,2.5454545454545454,0.14285714285714285,0.0,0.9090909090909091
averaged,61,0.15,both,94,49,0.8404255319148937,3.4361702127659575,0.0,0.0,1.0
averaged,61,0.15,all,298,139,0.8590604026845637,3.3288590604026846,0.02158273381294964,0.07547169811320754,0.9496644295302014
derm_only_for_mixed,61,0.15,derm,193,83,0.8756476683937824,3.1036269430051813,0.03614457831325301,0.11818181818181818,0.917098445595855
derm_only_for_mixed,61,0.15,clin,11,7,0.45454545454545453,2.4545454545454546,0.0,0.0,1.0
derm_only_for_mixed,61,0.15,both,94,49,0.8404255319148937,3.5851063829787235,0.0,0.06666666666666667,0.9680851063829787
derm_only_for_mixed,61,0.15,all,298,139,0.8489932885906041,3.2315436241610738,0.02158273381294964,0.10062893081761007,0.9362416107382551
averaged,62,0.05,derm,219,95,0.954337899543379,5.392694063926941,0.0,0.0,1.0
averaged,62,0.05,clin,15,9,0.8,4.8,0.0,0.0,1.0
averaged,62,0.05,both,90,58,0.8888888888888888,5.6,0.0,0.0,1.0
averaged,62,0.05,all,324,162,0.9290123456790124,5.422839506172839,0.0,0.0,1.0
derm_only_for_mixed,62,0.05,derm,219,95,0.9452054794520548,4.529680365296803,0.0,0.04838709677419355,0.9726027397260274
derm_only_for_mixed,62,0.05,clin,15,9,0.7333333333333333,4.0,0.0,0.0,1.0
derm_only_for_mixed,62,0.05,both,90,58,0.9555555555555556,5.0777777777777775,0.0,0.0,1.0
derm_only_for_mixed,62,0.05,all,324,162,0.9382716049382716,4.657407407407407,0.0,0.037037037037037035,0.9814814814814815
averaged,62,0.1,derm,219,95,0.908675799086758,4.036529680365297,0.010526315789473684,0.07258064516129033,0.954337899543379
averaged,62,0.1,clin,15,9,0.6666666666666666,3.533333333333333,0.0,0.0,1.0
averaged,62,0.1,both,90,58,0.8444444444444444,4.122222222222222,0.0,0.0,1.0
averaged,62,0.1,all,324,162,0.8796296296296297,4.037037037037037,0.006172839506172839,0.05555555555555555,0.9691358024691358
derm_only_for_mixed,62,0.1,derm,219,95,0.908675799086758,3.817351598173516,0.021052631578947368,0.12903225806451613,0.9178082191780822
derm_only_for_mixed,62,0.1,clin,15,9,0.6,3.2666666666666666,0.0,0.0,1.0
derm_only_for_mixed,62,0.1,both,90,58,0.9222222222222223,4.522222222222222,0.0,0.03125,0.9888888888888889
derm_only_for_mixed,62,0.1,all,324,162,0.8981481481481481,3.9876543209876543,0.012345679012345678,0.10493827160493827,0.941358024691358
averaged,62,0.15,derm,219,95,0.8767123287671232,3.3607305936073057,0.031578947368421054,0.16129032258064516,0.8949771689497716
averaged,62,0.15,clin,15,9,0.5333333333333333,2.933333333333333,0.0,0.0,1.0
averaged,62,0.15,both,90,58,0.7777777777777778,3.611111111111111,0.0,0.0,1.0
averaged,62,0.15,all,324,162,0.8333333333333334,3.4104938271604937,0.018518518518518517,0.12345679012345678,0.9290123456790124
derm_only_for_mixed,62,0.15,derm,219,95,0.867579908675799,2.963470319634703,0.021052631578947368,0.25806451612903225,0.8447488584474886
derm_only_for_mixed,62,0.15,clin,15,9,0.4666666666666667,2.8666666666666667,0.0,0.0,1.0
derm_only_for_mixed,62,0.15,both,90,58,0.7888888888888889,3.5444444444444443,0.0,0.0625,0.9777777777777777
derm_only_for_mixed,62,0.15,all,324,162,0.8271604938271605,3.1203703703703702,0.012345679012345678,0.20987654320987653,0.8888888888888888
averaged,63,0.05,derm,251,81,1.0,6.155378486055777,0.0,0.0,1.0
averaged,63,0.05,clin,24,19,0.875,5.875,0.0,0.0,1.0
averaged,63,0.05,both,87,57,0.9310344827586207,6.264367816091954,0.0,0.0,1.0
averaged,63,0.05,all,362,157,0.9751381215469613,6.162983425414365,0.0,0.0,1.0
derm_only_for_mixed,63,0.05,derm,251,81,0.9920318725099602,5.115537848605578,0.0,0.0058823529411764705,0.9960159362549801
derm_only_for_mixed,63,0.05,clin,24,19,0.8333333333333334,4.541666666666667,0.0,0.0,1.0
derm_only_for_mixed,63,0.05,both,87,57,0.9540229885057471,5.827586206896552,0.0,0.0,1.0
derm_only_for_mixed,63,0.05,all,362,157,0.9723756906077348,5.248618784530387,0.0,0.004878048780487805,0.9972375690607734
averaged,63,0.1,derm,251,81,0.9880478087649402,4.390438247011952,0.0,0.041176470588235294,0.9721115537848606
averaged,63,0.1,clin,24,19,0.7916666666666666,4.041666666666667,0.05263157894736842,0.0,0.9583333333333334
averaged,63,0.1,both,87,57,0.8735632183908046,4.344827586206897,0.0,0.0,1.0
averaged,63,0.1,all,362,157,0.9475138121546961,4.356353591160221,0.006369426751592357,0.03414634146341464,0.9779005524861878
derm_only_for_mixed,63,0.1,derm,251,81,0.9482071713147411,3.689243027888446,0.0,0.1411764705882353,0.9043824701195219
derm_only_for_mixed,63,0.1,clin,24,19,0.7083333333333334,3.4583333333333335,0.05263157894736842,0.0,0.9583333333333334
derm_only_for_mixed,63,0.1,both,87,57,0.8505747126436781,4.2988505747126435,0.0,0.03333333333333333,0.9885057471264368
derm_only_for_mixed,63,0.1,all,362,157,0.9088397790055248,3.820441988950276,0.006369426751592357,0.12195121951219512,0.9281767955801105
averaged,63,0.15,derm,251,81,0.9243027888446215,3.235059760956175,0.0,0.21176470588235294,0.8565737051792829
averaged,63,0.15,clin,24,19,0.6666666666666666,2.9166666666666665,0.10526315789473684,0.0,0.9166666666666666
averaged,63,0.15,both,87,57,0.8275862068965517,3.4597701149425286,0.0,0.03333333333333333,0.9885057471264368
averaged,63,0.15,all,362,157,0.8839779005524862,3.2679558011049723,0.012738853503184714,0.18048780487804877,0.8922651933701657
derm_only_for_mixed,63,0.15,derm,251,81,0.9123505976095617,2.860557768924303,0.0,0.28823529411764703,0.8047808764940239
derm_only_for_mixed,63,0.15,clin,24,19,0.6666666666666666,2.7083333333333335,0.05263157894736842,0.0,0.9583333333333334
derm_only_for_mixed,63,0.15,both,87,57,0.8045977011494253,3.4942528735632186,0.0,0.1,0.9655172413793104
derm_only_for_mixed,63,0.15,all,362,157,0.8701657458563536,3.0027624309392267,0.006369426751592357,0.25365853658536586,0.8535911602209945
averaged,64,0.05,derm,159,71,0.9559748427672956,5.59748427672956,0.0,0.0,1.0
averaged,64,0.05,clin,20,15,0.95,5.6,0.0,0.0,1.0
averaged,64,0.05,both,96,64,0.8958333333333334,5.822916666666667,0.0,0.0,1.0
averaged,64,0.05,all,275,150,0.9345454545454546,5.676363636363637,0.0,0.0,1.0
derm_only_for_mixed,64,0.05,derm,159,71,0.9182389937106918,4.40251572327044,0.014084507042253521,0.022727272727272728,0.9811320754716981
derm_only_for_mixed,64,0.05,clin,20,15,0.9,4.5,0.0,0.0,1.0
derm_only_for_mixed,64,0.05,both,96,64,0.96875,5.3125,0.0,0.0,1.0
derm_only_for_mixed,64,0.05,all,275,150,0.9345454545454546,4.7272727272727275,0.006666666666666667,0.016,0.9890909090909091
averaged,64,0.1,derm,159,71,0.8805031446540881,3.8050314465408803,0.04225352112676056,0.03409090909090909,0.9622641509433962
averaged,64,0.1,clin,20,15,0.85,4.05,0.0,0.0,1.0
averaged,64,0.1,both,96,64,0.8541666666666666,4.177083333333333,0.0,0.0,1.0
averaged,64,0.1,all,275,150,0.8690909090909091,3.9527272727272726,0.02,0.024,0.9781818181818182
derm_only_for_mixed,64,0.1,derm,159,71,0.8805031446540881,3.7672955974842766,0.056338028169014086,0.06818181818181818,0.9371069182389937
derm_only_for_mixed,64,0.1,clin,20,15,0.8,3.85,0.0,0.0,1.0
derm_only_for_mixed,64,0.1,both,96,64,0.9375,4.572916666666667,0.0,0.03125,0.9895833333333334
derm_only_for_mixed,64,0.1,all,275,150,0.8945454545454545,4.054545454545455,0.02666666666666667,0.056,0.96
averaged,64,0.15,derm,159,71,0.8427672955974843,3.106918238993711,0.07042253521126761,0.18181818181818182,0.8679245283018868
