cohort,draw,alpha,stratum,n_cal,degenerate,coverage,coverage_pw,miss_rate,referral,referral_pw,set_size,n_test
pad,3,0.05,M2,160,False,0.9565217391304348,0.9640672782874617,0.0,1.0,1.0,5.521739130434782,161
pad,3,0.05,M3,77,False,1.0,1.0,0.0,1.0,1.0,5.907407407407407,54
pad,3,0.05,M4,10,True,1.0,1.0,0.0,1.0,1.0,6.222222222222222,9
pad,3,0.05,M5,3,True,1.0,1.0,0.0,1.0,1.0,6.333333333333333,3
pad,3,0.1,B,19,False,0.9166666666666666,0.9,,1.0,1.0,4.541666666666667,24
pad,3,0.1,M1,26,False,1.0,1.0,0.0,1.0,1.0,5.2272727272727275,22
pad,3,0.1,M2,160,False,0.9254658385093167,0.9273700305810397,0.0,1.0,1.0,4.77639751552795,161
pad,3,0.1,M3,77,False,0.9259259259259259,0.9302325581395349,0.0,1.0,1.0,4.944444444444445,54
pad,3,0.1,M4,10,False,1.0,1.0,0.0,1.0,1.0,5.333333333333333,9
pad,3,0.1,M5,3,True,1.0,1.0,0.0,1.0,1.0,6.0,3
pad,3,0.15,B,19,False,0.8333333333333334,0.8,,1.0,1.0,3.8333333333333335,24
pad,3,0.15,M1,26,False,0.8636363636363636,0.9047619047619048,0.0,1.0,1.0,3.909090909090909,22
pad,3,0.15,M2,160,False,0.8633540372670807,0.8692660550458715,0.0,1.0,1.0,4.186335403726708,161
pad,3,0.15,M3,77,False,0.7962962962962963,0.8023255813953488,0.0,1.0,1.0,4.2592592592592595,54
pad,3,0.15,M4,10,False,1.0,1.0,0.0,1.0,1.0,5.0,9
pad,3,0.15,M5,3,True,1.0,1.0,0.0,1.0,1.0,6.0,3
hiba,4,0.05,B,163,False,0.9951923076923077,0.9966666666666667,,1.0,1.0,6.235576923076923,208
hiba,4,0.05,M1,23,False,1.0,1.0,0.0,1.0,1.0,6.7368421052631575,19
hiba,4,0.05,M2,230,False,0.9512195121951219,0.961764705882353,0.0,1.0,1.0,6.821138211382114,123
hiba,4,0.05,M3,22,False,1.0,1.0,0.0,1.0,1.0,7.071428571428571,14
hiba,4,0.1,B,163,False,0.9567307692307693,0.9233333333333333,,0.9951923076923077,0.9973333333333333,4.408653846153846,208
hiba,4,0.1,M1,23,False,0.9473684210526315,0.9545454545454546,0.0,1.0,1.0,4.368421052631579,19
hiba,4,0.1,M2,230,False,0.8861788617886179,0.888235294117647,0.0,1.0,1.0,5.227642276422764,123
hiba,4,0.1,M3,22,False,1.0,1.0,0.0,1.0,1.0,5.857142857142857,14
hiba,4,0.15,B,163,False,0.9182692307692307,0.8446666666666667,,0.9903846153846154,0.98,3.6778846153846154,208
hiba,4,0.15,M1,23,False,0.9473684210526315,0.9545454545454546,0.0,1.0,1.0,4.052631578947368,19
hiba,4,0.15,M2,230,False,0.8373983739837398,0.8535294117647059,0.0,1.0,1.0,4.585365853658536,123
hiba,4,0.15,M3,22,False,1.0,1.0,0.0,1.0,1.0,5.428571428571429,14
pad,4,0.05,B,18,True,1.0,1.0,,1.0,1.0,7.4,25
pad,4,0.05,M1,24,False,1.0,1.0,0.0,1.0,1.0,8.0,29
pad,4,0.05,M2,161,False,0.9634146341463414,0.9606481481481481,0.0,1.0,1.0,7.725609756097561,164
