cohort,draw,alpha,group,n_benign,benign_coverage,benign_referral,benign_set_size
pad,18,0.1,1,3,1.0,1.0,3.6666666666666665
pad,18,0.1,2,10,0.9,0.9,3.0
pad,18,0.1,3,4,1.0,1.0,3.5
pad,18,0.1,4,1,1.0,1.0,3.0
pad,18,0.15,1,3,0.6666666666666666,1.0,2.0
pad,18,0.15,2,10,0.9,0.9,2.8
pad,18,0.15,3,4,1.0,1.0,3.5
pad,18,0.15,4,1,1.0,1.0,3.0
hiba,19,0.05,1,12,1.0,1.0,4.0
hiba,19,0.05,2,107,0.9813084112149533,1.0,5.626168224299065
hiba,19,0.05,3,17,0.9411764705882353,1.0,5.764705882352941
hiba,19,0.1,1,12,1.0,0.9166666666666666,2.75
hiba,19,0.1,2,107,0.9439252336448598,0.9532710280373832,3.691588785046729
hiba,19,0.1,3,17,0.9411764705882353,1.0,4.0
hiba,19,0.15,1,12,1.0,0.9166666666666666,2.4166666666666665
hiba,19,0.15,2,107,0.9345794392523364,0.8785046728971962,3.0093457943925235
hiba,19,0.15,3,17,0.8823529411764706,1.0,3.588235294117647
pad,19,0.05,1,1,1.0,1.0,3.0
pad,19,0.05,2,11,0.9090909090909091,1.0,3.8181818181818183
pad,19,0.05,3,7,1.0,1.0,3.0
pad,19,0.05,4,3,1.0,1.0,6.0
pad,19,0.1,1,1,1.0,1.0,3.0
pad,19,0.1,2,11,0.9090909090909091,0.9090909090909091,3.1818181818181817
pad,19,0.1,3,7,0.8571428571428571,1.0,2.5714285714285716
pad,19,0.1,4,3,1.0,1.0,4.0
pad,19,0.15,1,1,1.0,1.0,3.0
pad,19,0.15,2,11,0.9090909090909091,0.9090909090909091,2.5454545454545454
pad,19,0.15,3,7,0.8571428571428571,0.7142857142857143,2.0
pad,19,0.15,4,3,1.0,1.0,4.0
hiba,20,0.05,1,8,0.875,1.0,5.0
hiba,20,0.05,2,157,0.9872611464968153,1.0,6.292993630573249
hiba,20,0.05,3,26,1.0,1.0,5.923076923076923
hiba,20,0.05,4,1,1.0,1.0,7.0
hiba,20,0.1,1,8,0.875,1.0,3.25
hiba,20,0.1,2,157,0.9681528662420382,0.9936305732484076,4.305732484076433
hiba,20,0.1,3,26,0.9615384615384616,1.0,3.6153846153846154
hiba,20,0.1,4,1,1.0,1.0,7.0
hiba,20,0.15,1,8,0.875,0.875,2.375
hiba,20,0.15,2,157,0.910828025477707,0.9299363057324841,3.0764331210191083
hiba,20,0.15,3,26,0.9615384615384616,0.7307692307692307,2.576923076923077
hiba,20,0.15,4,1,0.0,1.0,6.0
pad,20,0.05,2,8,0.875,1.0,3.25
pad,20,0.05,3,6,1.0,1.0,2.8333333333333335
pad,20,0.05,4,3,1.0,1.0,6.0
pad,20,0.1,2,8,0.875,1.0,2.75
pad,20,0.1,3,6,0.8333333333333334,1.0,2.6666666666666665
pad,20,0.1,4,3,1.0,1.0,5.333333333333333
pad,20,0.15,2,8,0.75,1.0,2.5
pad,20,0.15,3,6,0.8333333333333334,1.0,2.5
pad,20,0.15,4,3,1.0,1.0,3.0
hiba,21,0.05,1,14,0.9285714285714286,1.0,5.5
hiba,21,0.05,2,77,0.948051948051948,1.0,5.64935064935065
hiba,21,0.05,3,29,0.9655172413793104,1.0,5.793103448275862
hiba,21,0.1,1,14,0.9285714285714286,0.9285714285714286,3.357142857142857
hiba,21,0.1,2,77,0.8311688311688312,0.948051948051948,3.7012987012987013
hiba,21,0.1,3,29,0.9655172413793104,0.8620689655172413,3.3793103448275863
hiba,21,0.15,1,14,0.8571428571428571,0.9285714285714286,3.0
hiba,21,0.15,2,77,0.8051948051948052,0.8441558441558441,2.844155844155844
hiba,21,0.15,3,29,0.9655172413793104,0.7241379310344828,2.7586206896551726
pad,21,0.05,1,2,1.0,1.0,3.5
pad,21,0.05,2,5,1.0,0.8,3.2
pad,21,0.05,3,6,1.0,1.0,3.6666666666666665
pad,21,0.05,4,4,1.0,1.0,6.0
pad,21,0.1,1,2,1.0,1.0,3.5
pad,21,0.1,2,5,1.0,0.8,3.0
pad,21,0.1,3,6,1.0,1.0,3.6666666666666665
pad,21,0.1,4,4,1.0,1.0,4.5
pad,21,0.15,1,2,1.0,1.0,3.5
pad,21,0.15,2,5,1.0,0.8,2.8
pad,21,0.15,3,6,1.0,1.0,3.3333333333333335
pad,21,0.15,4,4,1.0,1.0,4.0
hiba,22,0.05,1,10,1.0,1.0,5.3
hiba,22,0.05,2,160,0.99375,1.0,5.93125
hiba,22,0.05,3,13,1.0,1.0,6.076923076923077
hiba,22,0.05,4,1,1.0,1.0,7.0
hiba,22,0.1,1,10,1.0,1.0,4.0
hiba,22,0.1,2,160,0.95625,0.9875,4.275
hiba,22,0.1,3,13,1.0,1.0,4.384615384615385
hiba,22,0.1,4,1,1.0,1.0,6.0
hiba,22,0.15,1,10,1.0,0.9,3.5
hiba,22,0.15,2,160,0.95,0.925,3.225
hiba,22,0.15,3,13,1.0,0.9230769230769231,3.8461538461538463
hiba,22,0.15,4,1,1.0,1.0,6.0
pad,22,0.05,1,4,0.5,1.0,3.25
pad,22,0.05,2,5,0.8,1.0,3.2
pad,22,0.05,3,7,0.8571428571428571,1.0,2.857142857142857
pad,22,0.05,4,1,1.0,1.0,6.0
pad,22,0.1,1,4,0.5,1.0,3.25
pad,22,0.1,2,5,0.8,0.8,3.0
pad,22,0.1,3,7,0.8571428571428571,1.0,2.5714285714285716
pad,22,0.1,4,1,1.0,1.0,6.0
pad,22,0.15,1,4,0.5,1.0,3.25
pad,22,0.15,2,5,0.8,0.8,2.2
pad,22,0.15,3,7,0.8571428571428571,1.0,2.5714285714285716
pad,22,0.15,4,1,1.0,1.0,5.0
hiba,23,0.05,1,16,1.0,1.0,6.25
hiba,23,0.05,2,111,1.0,1.0,6.18018018018018
hiba,23,0.05,3,10,1.0,1.0,6.5
hiba,23,0.1,1,16,1.0,1.0,4.625
hiba,23,0.1,2,111,0.9459459459459459,0.9819819819819819,4.18018018018018
hiba,23,0.1,3,10,0.9,1.0,4.1
hiba,23,0.15,1,16,1.0,1.0,3.875
hiba,23,0.15,2,111,0.9099099099099099,0.918918918918919,3.126126126126126
hiba,23,0.15,3,10,0.8,0.9,2.9
pad,23,0.05,1,2,1.0,1.0,4.0
pad,23,0.05,2,6,1.0,1.0,4.0
pad,23,0.05,3,4,1.0,1.0,4.75
pad,23,0.05,4,2,1.0,1.0,6.0
pad,23,0.1,1,2,0.5,1.0,3.5
pad,23,0.1,2,6,1.0,1.0,3.6666666666666665
pad,23,0.1,3,4,1.0,1.0,3.5
pad,23,0.1,4,2,1.0,1.0,3.5
pad,23,0.15,1,2,0.5,1.0,3.0
pad,23,0.15,2,6,0.8333333333333334,1.0,2.8333333333333335
pad,23,0.15,3,4,1.0,1.0,3.5
pad,23,0.15,4,2,1.0,1.0,3.5
hiba,24,0.05,1,8,1.0,1.0,3.5
hiba,24,0.05,2,121,0.9421487603305785,1.0,4.851239669421488
hiba,24,0.05,3,37,0.972972972972973,1.0,4.162162162162162
hiba,24,0.05,4,2,1.0,1.0,7.0
hiba,24,0.1,1,8,1.0,0.875,2.5
hiba,24,0.1,2,121,0.8842975206611571,0.9504132231404959,3.3057851239669422
hiba,24,0.1,3,37,0.972972972972973,0.8648648648648649,2.891891891891892
hiba,24,0.1,4,2,0.5,1.0,6.5
hiba,24,0.15,1,8,1.0,0.75,2.25
hiba,24,0.15,2,121,0.859504132231405,0.9090909090909091,2.834710743801653
hiba,24,0.15,3,37,0.9459459459459459,0.7837837837837838,2.7027027027027026
hiba,24,0.15,4,2,0.5,1.0,5.5
pad,24,0.05,1,3,1.0,1.0,3.0
pad,24,0.05,2,10,1.0,1.0,3.9
pad,24,0.05,3,6,1.0,1.0,3.3333333333333335
pad,24,0.05,4,3,1.0,1.0,6.0
pad,24,0.1,1,3,1.0,1.0,3.0
pad,24,0.1,2,10,1.0,0.9,3.4
pad,24,0.1,3,6,1.0,1.0,3.3333333333333335
pad,24,0.1,4,3,1.0,1.0,4.333333333333333
pad,24,0.15,1,3,1.0,1.0,2.6666666666666665
pad,24,0.15,2,10,1.0,0.9,3.3
pad,24,0.15,3,6,1.0,1.0,3.1666666666666665
pad,24,0.15,4,3,1.0,1.0,4.0
hiba,25,0.05,1,12,1.0,1.0,5.666666666666667
hiba,25,0.05,2,150,0.9733333333333334,1.0,5.746666666666667
hiba,25,0.05,3,25,1.0,1.0,4.44
hiba,25,0.05,4,2,1.0,1.0,7.0
hiba,25,0.1,1,12,1.0,1.0,4.833333333333333
hiba,25,0.1,2,150,0.96,0.9933333333333333,3.986666666666667
hiba,25,0.1,3,25,1.0,0.96,3.24
hiba,25,0.1,4,2,1.0,1.0,6.5
hiba,25,0.15,1,12,1.0,0.9166666666666666,3.9166666666666665
hiba,25,0.15,2,150,0.9333333333333333,0.92,2.966666666666667
hiba,25,0.15,3,25,1.0,0.72,2.36
hiba,25,0.15,4,2,1.0,1.0,6.5
pad,25,0.05,1,2,1.0,1.0,4.5
pad,25,0.05,2,4,1.0,0.75,2.25
pad,25,0.05,3,7,1.0,1.0,2.857142857142857
pad,25,0.05,4,2,1.0,1.0,6.0
pad,25,0.05,6,1,1.0,1.0,6.0
pad,25,0.1,1,2,0.5,1.0,3.5
pad,25,0.1,2,4,1.0,0.75,2.0
pad,25,0.1,3,7,1.0,1.0,2.7142857142857144
pad,25,0.1,4,2,1.0,1.0,2.5
pad,25,0.1,6,1,1.0,1.0,6.0
pad,25,0.15,1,2,0.0,1.0,3.0
pad,25,0.15,2,4,0.75,0.75,1.75
pad,25,0.15,3,7,1.0,0.7142857142857143,2.4285714285714284
pad,25,0.15,4,2,1.0,1.0,2.0
pad,25,0.15,6,1,1.0,1.0,6.0
hiba,26,0.05,1,7,0.8571428571428571,1.0,4.714285714285714
hiba,26,0.05,2,154,0.9545454545454546,1.0,5.285714285714286
hiba,26,0.05,3,86,1.0,1.0,5.116279069767442
hiba,26,0.05,4,1,1.0,1.0,7.0
hiba,26,0.1,1,7,0.8571428571428571,1.0,4.0
hiba,26,0.1,2,154,0.9285714285714286,0.987012987012987,3.9805194805194803
hiba,26,0.1,3,86,1.0,0.9418604651162791,3.441860465116279
hiba,26,0.1,4,1,1.0,1.0,7.0
hiba,26,0.15,1,7,0.8571428571428571,1.0,3.4285714285714284
hiba,26,0.15,2,154,0.8506493506493507,0.948051948051948,3.0584415584415585
hiba,26,0.15,3,86,1.0,0.5581395348837209,2.0232558139534884
hiba,26,0.15,4,1,0.0,1.0,6.0
pad,26,0.05,1,2,1.0,1.0,4.5
pad,26,0.05,2,11,1.0,1.0,3.3636363636363638
pad,26,0.05,3,2,1.0,1.0,4.0
pad,26,0.05,4,1,1.0,1.0,6.0
pad,26,0.1,1,2,1.0,1.0,4.5
pad,26,0.1,2,11,1.0,0.9090909090909091,3.090909090909091
pad,26,0.1,3,2,1.0,1.0,3.0
pad,26,0.1,4,1,1.0,1.0,3.0
pad,26,0.15,1,2,1.0,1.0,4.0
pad,26,0.15,2,11,1.0,0.9090909090909091,2.8181818181818183
pad,26,0.15,3,2,1.0,1.0,2.5
pad,26,0.15,4,1,1.0,1.0,3.0
hiba,27,0.05,1,9,0.8888888888888888,1.0,5.555555555555555
hiba,27,0.05,2,152,0.9868421052631579,1.0,5.184210526315789
hiba,27,0.05,3,91,1.0,1.0,5.648351648351649
hiba,27,0.05,4,1,1.0,1.0,8.0
hiba,27,0.1,1,9,0.7777777777777778,1.0,3.3333333333333335
hiba,27,0.1,2,152,0.9407894736842105,0.9407894736842105,3.4276315789473686
hiba,27,0.1,3,91,0.989010989010989,0.9230769230769231,3.3516483516483517
hiba,27,0.1,4,1,1.0,1.0,7.0
hiba,27,0.15,1,9,0.7777777777777778,1.0,3.2222222222222223
hiba,27,0.15,2,152,0.9144736842105263,0.868421052631579,2.7828947368421053
hiba,27,0.15,3,91,0.967032967032967,0.6813186813186813,2.241758241758242
hiba,27,0.15,4,1,1.0,1.0,6.0
pad,27,0.05,1,2,1.0,1.0,4.5
pad,27,0.05,2,7,0.8571428571428571,1.0,3.857142857142857
pad,27,0.05,3,7,1.0,1.0,3.2857142857142856
pad,27,0.05,4,3,1.0,1.0,6.0
pad,27,0.1,1,2,1.0,1.0,4.0
pad,27,0.1,2,7,0.8571428571428571,1.0,3.0
pad,27,0.1,3,7,1.0,1.0,3.0
pad,27,0.1,4,3,1.0,1.0,4.0
pad,27,0.15,1,2,0.5,1.0,2.5
pad,27,0.15,2,7,0.7142857142857143,1.0,2.7142857142857144
pad,27,0.15,3,7,1.0,1.0,2.857142857142857
pad,27,0.15,4,3,1.0,1.0,4.0
hiba,28,0.05,1,18,0.9444444444444444,1.0,5.888888888888889
hiba,28,0.05,2,79,0.9873417721518988,1.0,5.924050632911392
hiba,28,0.05,3,30,0.9666666666666667,1.0,5.433333333333334
hiba,28,0.05,4,23,1.0,1.0,7.608695652173913
hiba,28,0.1,1,18,0.9444444444444444,1.0,3.9444444444444446
hiba,28,0.1,2,79,0.9746835443037974,1.0,4.189873417721519
hiba,28,0.1,3,30,0.9666666666666667,0.9666666666666667,3.566666666666667
hiba,28,0.1,4,23,1.0,1.0,6.956521739130435
hiba,28,0.15,1,18,0.8888888888888888,1.0,3.2222222222222223
hiba,28,0.15,2,79,0.9367088607594937,0.9240506329113924,3.1645569620253164
hiba,28,0.15,3,30,0.9666666666666667,0.6333333333333333,2.066666666666667
hiba,28,0.15,4,23,0.9565217391304348,1.0,6.043478260869565
pad,28,0.05,1,2,0.5,1.0,3.5
pad,28,0.05,2,7,0.8571428571428571,1.0,3.5714285714285716
pad,28,0.05,3,5,1.0,1.0,4.0
pad,28,0.05,4,3,1.0,1.0,5.333333333333333
pad,28,0.1,1,2,0.5,1.0,3.5
pad,28,0.1,2,7,0.8571428571428571,0.8571428571428571,2.7142857142857144
pad,28,0.1,3,5,1.0,1.0,4.0
pad,28,0.1,4,3,1.0,1.0,5.333333333333333
pad,28,0.15,1,2,0.5,1.0,3.0
pad,28,0.15,2,7,0.7142857142857143,0.8571428571428571,2.2857142857142856
pad,28,0.15,3,5,1.0,1.0,4.0
pad,28,0.15,4,3,1.0,1.0,5.333333333333333
hiba,29,0.05,1,6,1.0,1.0,5.5
hiba,29,0.05,2,139,0.9640287769784173,1.0,5.805755395683454
hiba,29,0.05,3,96,1.0,1.0,5.354166666666667
hiba,29,0.05,4,3,1.0,1.0,7.0
hiba,29,0.1,1,6,1.0,1.0,3.8333333333333335
hiba,29,0.1,2,139,0.9136690647482014,1.0,3.9280575539568345
hiba,29,0.1,3,96,0.9895833333333334,0.9270833333333334,3.40625
hiba,29,0.1,4,3,1.0,1.0,6.666666666666667
hiba,29,0.15,1,6,0.8333333333333334,1.0,3.5
hiba,29,0.15,2,139,0.8992805755395683,0.935251798561151,3.2446043165467624
hiba,29,0.15,3,96,0.96875,0.7083333333333334,2.2083333333333335
hiba,29,0.15,4,3,0.6666666666666666,1.0,6.0
pad,29,0.05,1,1,1.0,1.0,4.0
pad,29,0.05,2,14,0.9285714285714286,1.0,3.357142857142857
pad,29,0.05,3,7,1.0,1.0,3.142857142857143
pad,29,0.05,4,2,1.0,1.0,6.0
pad,29,0.1,1,1,0.0,1.0,2.0
pad,29,0.1,2,14,0.35714285714285715,0.9285714285714286,1.9285714285714286
pad,29,0.1,3,7,0.8571428571428571,1.0,2.4285714285714284
pad,29,0.1,4,2,1.0,1.0,3.5
pad,29,0.15,1,1,0.0,1.0,1.0
pad,29,0.15,2,14,0.35714285714285715,0.9285714285714286,1.8571428571428572
pad,29,0.15,3,7,0.8571428571428571,0.8571428571428571,2.142857142857143
pad,29,0.15,4,2,1.0,1.0,3.5
hiba,30,0.05,1,3,0.6666666666666666,1.0,5.0
hiba,30,0.05,2,132,0.9621212121212122,1.0,5.848484848484849
hiba,30,0.05,3,58,1.0,1.0,5.017241379310345
hiba,30,0.05,4,23,1.0,1.0,7.304347826086956
hiba,30,0.1,1,3,0.6666666666666666,1.0,4.0
hiba,30,0.1,2,132,0.9318181818181818,0.9696969696969697,3.734848484848485
hiba,30,0.1,3,58,1.0,0.9310344827586207,3.2413793103448274
hiba,30,0.1,4,23,1.0,1.0,6.391304347826087
hiba,30,0.15,1,3,0.6666666666666666,1.0,3.6666666666666665
hiba,30,0.15,2,132,0.8863636363636364,0.9242424242424242,2.856060606060606
hiba,30,0.15,3,58,0.9655172413793104,0.5517241379310345,2.0344827586206895
hiba,30,0.15,4,23,0.9565217391304348,1.0,5.6521739130434785
pad,30,0.05,1,2,1.0,1.0,4.0
pad,30,0.05,2,7,1.0,1.0,3.7142857142857144
pad,30,0.05,3,7,1.0,1.0,2.7142857142857144
pad,30,0.05,4,4,1.0,1.0,6.0
pad,30,0.1,1,2,1.0,1.0,3.5
pad,30,0.1,2,7,1.0,0.8571428571428571,3.0
pad,30,0.1,3,7,1.0,1.0,2.4285714285714284
pad,30,0.1,4,4,1.0,1.0,4.5
pad,30,0.15,1,2,1.0,1.0,3.0
pad,30,0.15,2,7,1.0,0.8571428571428571,2.4285714285714284
pad,30,0.15,3,7,1.0,0.7142857142857143,2.142857142857143
pad,30,0.15,4,4,1.0,1.0,4.25
hiba,31,0.05,1,8,1.0,1.0,4.125
hiba,31,0.05,2,118,0.9491525423728814,1.0,5.754237288135593
hiba,31,0.05,3,27,1.0,1.0,5.333333333333333
hiba,31,0.05,4,22,1.0,1.0,7.318181818181818
hiba,31,0.1,1,8,1.0,0.875,3.0
hiba,31,0.1,2,118,0.8983050847457628,0.9745762711864406,3.983050847457627
hiba,31,0.1,3,27,1.0,0.8888888888888888,3.5555555555555554
hiba,31,0.1,4,22,1.0,1.0,6.409090909090909
hiba,31,0.15,1,8,1.0,0.875,2.75
hiba,31,0.15,2,118,0.8728813559322034,0.9322033898305084,3.1186440677966103
hiba,31,0.15,3,27,1.0,0.7037037037037037,2.4074074074074074
hiba,31,0.15,4,22,1.0,1.0,6.045454545454546
pad,31,0.05,2,11,1.0,0.9090909090909091,3.6363636363636362
pad,31,0.05,3,8,1.0,1.0,3.375
pad,31,0.05,4,4,1.0,1.0,6.0
pad,31,0.05,6,1,1.0,1.0,6.0
pad,31,0.1,2,11,1.0,0.9090909090909091,3.272727272727273
pad,31,0.1,3,8,1.0,1.0,3.125
pad,31,0.1,4,4,1.0,1.0,4.5
pad,31,0.1,6,1,1.0,1.0,6.0
pad,31,0.15,2,11,1.0,0.7272727272727273,2.5454545454545454
pad,31,0.15,3,8,1.0,1.0,2.75
pad,31,0.15,4,4,1.0,1.0,4.0
pad,31,0.15,6,1,1.0,1.0,6.0
hiba,32,0.05,1,17,0.9411764705882353,1.0,5.235294117647059
hiba,32,0.05,2,93,0.989247311827957,1.0,5.903225806451613
hiba,32,0.05,3,23,1.0,1.0,5.739130434782608
hiba,32,0.1,1,17,0.9411764705882353,0.9411764705882353,3.0588235294117645
hiba,32,0.1,2,93,0.8924731182795699,1.0,4.032258064516129
hiba,32,0.1,3,23,0.9565217391304348,0.8695652173913043,2.9130434782608696
hiba,32,0.15,1,17,0.8823529411764706,0.9411764705882353,2.7058823529411766
hiba,32,0.15,2,93,0.8817204301075269,0.9139784946236559,3.2688172043010755
hiba,32,0.15,3,23,0.9565217391304348,0.7391304347826086,2.260869565217391
pad,32,0.05,1,2,0.5,1.0,3.5
pad,32,0.05,2,7,0.8571428571428571,1.0,3.4285714285714284
pad,32,0.05,3,6,1.0,1.0,3.3333333333333335
pad,32,0.05,4,2,1.0,1.0,5.0
pad,32,0.05,6,1,1.0,1.0,6.0
pad,32,0.1,1,2,0.5,1.0,3.5
pad,32,0.1,2,7,0.8571428571428571,1.0,3.0
pad,32,0.1,3,6,1.0,1.0,3.1666666666666665
pad,32,0.1,4,2,1.0,1.0,3.5
pad,32,0.1,6,1,1.0,1.0,6.0
pad,32,0.15,1,2,0.5,1.0,3.0
pad,32,0.15,2,7,0.5714285714285714,1.0,2.0
pad,32,0.15,3,6,1.0,0.6666666666666666,2.8333333333333335
pad,32,0.15,4,2,1.0,1.0,3.5
pad,32,0.15,6,1,1.0,1.0,6.0
hiba,33,0.05,1,10,0.9,1.0,5.6
hiba,33,0.05,2,135,0.9851851851851852,1.0,5.866666666666666
hiba,33,0.05,3,96,0.9895833333333334,1.0,5.510416666666667
hiba,33,0.05,4,24,1.0,1.0,7.583333333333333
hiba,33,0.1,1,10,0.9,1.0,3.2
hiba,33,0.1,2,135,0.9555555555555556,0.9777777777777777,3.8814814814814813
hiba,33,0.1,3,96,0.96875,0.90625,3.1145833333333335
hiba,33,0.1,4,24,1.0,1.0,6.375
hiba,33,0.15,1,10,0.9,1.0,3.0
hiba,33,0.15,2,135,0.9333333333333333,0.9333333333333333,3.037037037037037
hiba,33,0.15,3,96,0.9583333333333334,0.6875,2.2291666666666665
hiba,33,0.15,4,24,0.9583333333333334,1.0,5.875
pad,33,0.05,1,2,0.5,1.0,4.5
pad,33,0.05,2,11,0.9090909090909091,1.0,3.5454545454545454
pad,33,0.05,3,5,1.0,1.0,3.2
pad,33,0.05,4,3,1.0,1.0,5.333333333333333
pad,33,0.05,6,1,1.0,1.0,6.0
pad,33,0.1,1,2,0.5,1.0,4.5
pad,33,0.1,2,11,0.9090909090909091,0.9090909090909091,3.1818181818181817
pad,33,0.1,3,5,1.0,1.0,3.2
pad,33,0.1,4,3,1.0,1.0,4.0
pad,33,0.1,6,1,1.0,1.0,6.0
pad,33,0.15,1,2,0.5,0.5,1.5
pad,33,0.15,2,11,0.8181818181818182,0.8181818181818182,2.4545454545454546
pad,33,0.15,3,5,1.0,1.0,3.2
pad,33,0.15,4,3,1.0,1.0,4.0
pad,33,0.15,6,1,1.0,1.0,6.0
hiba,34,0.05,1,11,0.9090909090909091,1.0,4.363636363636363
hiba,34,0.05,2,153,0.9477124183006536,1.0,5.1568627450980395
hiba,34,0.05,3,29,1.0,1.0,4.931034482758621
hiba,34,0.05,4,2,1.0,1.0,6.5
hiba,34,0.1,1,11,0.8181818181818182,1.0,3.6363636363636362
hiba,34,0.1,2,153,0.8954248366013072,0.9281045751633987,3.2222222222222223
hiba,34,0.1,3,29,0.9655172413793104,0.896551724137931,3.0689655172413794
hiba,34,0.1,4,2,1.0,1.0,6.0
hiba,34,0.15,1,11,0.8181818181818182,1.0,3.1818181818181817
hiba,34,0.15,2,153,0.8366013071895425,0.8888888888888888,2.5359477124183005
hiba,34,0.15,3,29,0.9310344827586207,0.7586206896551724,2.4827586206896552
hiba,34,0.15,4,2,1.0,1.0,5.5
pad,34,0.05,1,3,1.0,1.0,4.666666666666667
pad,34,0.05,2,8,1.0,1.0,3.75
pad,34,0.05,4,4,1.0,1.0,6.0
pad,34,0.05,6,1,1.0,1.0,6.0
pad,34,0.1,1,3,0.6666666666666666,1.0,4.0
pad,34,0.1,2,8,1.0,0.75,2.625
pad,34,0.1,4,4,1.0,1.0,3.5
pad,34,0.1,6,1,1.0,1.0,6.0
pad,34,0.15,1,3,0.3333333333333333,1.0,3.6666666666666665
pad,34,0.15,2,8,1.0,0.75,2.625
pad,34,0.15,4,4,1.0,1.0,3.5
pad,34,0.15,6,1,1.0,1.0,6.0
hiba,35,0.05,1,25,1.0,1.0,5.32
hiba,35,0.05,2,117,0.9914529914529915,1.0,5.914529914529915
hiba,35,0.05,3,45,0.9777777777777777,1.0,4.4222222222222225
hiba,35,0.05,4,2,1.0,1.0,7.0
hiba,35,0.1,1,25,1.0,1.0,3.88
hiba,35,0.1,2,117,0.9658119658119658,0.9743589743589743,3.982905982905983
hiba,35,0.1,3,45,0.9555555555555556,0.9555555555555556,3.466666666666667
hiba,35,0.1,4,2,1.0,1.0,6.5
hiba,35,0.15,1,25,1.0,0.96,3.16
hiba,35,0.15,2,117,0.9401709401709402,0.905982905982906,2.9316239316239314
hiba,35,0.15,3,45,0.9555555555555556,0.6,2.0444444444444443
hiba,35,0.15,4,2,0.5,1.0,6.0
pad,35,0.05,1,2,1.0,1.0,6.5
pad,35,0.05,2,13,1.0,1.0,6.076923076923077
pad,35,0.05,3,9,1.0,1.0,6.0
pad,35,0.05,4,3,1.0,1.0,8.0
pad,35,0.05,6,1,1.0,1.0,8.0
pad,35,0.1,1,2,0.5,1.0,3.0
pad,35,0.1,2,13,0.9230769230769231,0.9230769230769231,2.8461538461538463
pad,35,0.1,3,9,1.0,1.0,3.5555555555555554
pad,35,0.1,4,3,1.0,1.0,4.666666666666667
pad,35,0.1,6,1,1.0,1.0,6.0
pad,35,0.15,1,2,0.5,1.0,3.0
pad,35,0.15,2,13,0.9230769230769231,0.9230769230769231,2.5384615384615383
pad,35,0.15,3,9,1.0,1.0,3.4444444444444446
pad,35,0.15,4,3,1.0,1.0,4.666666666666667
pad,35,0.15,6,1,1.0,1.0,6.0
hiba,36,0.05,1,22,1.0,1.0,5.863636363636363
hiba,36,0.05,2,100,0.98,1.0,6.39
hiba,36,0.05,3,12,0.9166666666666666,1.0,6.416666666666667
hiba,36,0.1,1,22,1.0,1.0,4.7272727272727275
hiba,36,0.1,2,100,0.92,0.99,4.32
hiba,36,0.1,3,12,0.9166666666666666,1.0,4.333333333333333
hiba,36,0.15,1,22,0.9545454545454546,1.0,3.6363636363636362
hiba,36,0.15,2,100,0.9,0.93,3.31
hiba,36,0.15,3,12,0.8333333333333334,1.0,3.5
pad,36,0.05,1,1,1.0,1.0,3.0
pad,36,0.05,2,4,1.0,1.0,4.25
pad,36,0.05,3,4,1.0,1.0,4.0
pad,36,0.05,4,2,1.0,1.0,6.0
pad,36,0.1,1,1,1.0,1.0,3.0
pad,36,0.1,2,4,1.0,1.0,3.5
pad,36,0.1,3,4,1.0,1.0,4.0
pad,36,0.1,4,2,1.0,1.0,3.5
pad,36,0.15,1,1,1.0,1.0,3.0
pad,36,0.15,2,4,1.0,1.0,3.0
pad,36,0.15,3,4,1.0,1.0,4.0
pad,36,0.15,4,2,1.0,1.0,3.5
hiba,37,0.05,1,11,0.9090909090909091,1.0,6.181818181818182
hiba,37,0.05,2,109,0.9908256880733946,1.0,5.8807339449541285
hiba,37,0.05,3,37,0.972972972972973,1.0,5.405405405405405
hiba,37,0.05,4,22,1.0,1.0,7.681818181818182
hiba,37,0.1,1,11,0.9090909090909091,1.0,3.4545454545454546
hiba,37,0.1,2,109,0.963302752293578,0.9724770642201835,3.8623853211009176
hiba,37,0.1,3,37,0.9459459459459459,0.9459459459459459,3.4594594594594597
hiba,37,0.1,4,22,1.0,1.0,6.409090909090909
hiba,37,0.15,1,11,0.9090909090909091,1.0,3.1818181818181817
hiba,37,0.15,2,109,0.9357798165137615,0.8807339449541285,3.1743119266055047
hiba,37,0.15,3,37,0.9459459459459459,0.8648648648648649,2.945945945945946
hiba,37,0.15,4,22,1.0,1.0,6.045454545454546
pad,37,0.05,1,2,1.0,1.0,4.0
pad,37,0.05,2,10,1.0,0.9,3.4
pad,37,0.05,3,6,1.0,1.0,3.1666666666666665
pad,37,0.05,4,1,1.0,1.0,6.0
pad,37,0.1,1,2,1.0,1.0,4.0
pad,37,0.1,2,10,1.0,0.9,3.0
pad,37,0.1,3,6,1.0,1.0,3.1666666666666665
pad,37,0.1,4,1,1.0,1.0,5.0
pad,37,0.15,1,2,1.0,1.0,4.0
pad,37,0.15,2,10,1.0,0.9,2.5
pad,37,0.15,3,6,1.0,1.0,2.6666666666666665
pad,37,0.15,4,1,1.0,1.0,4.0
hiba,38,0.05,1,17,1.0,1.0,5.529411764705882
hiba,38,0.05,2,93,0.978494623655914,1.0,5.623655913978495
hiba,38,0.05,3,75,1.0,1.0,5.586666666666667
hiba,38,0.05,4,22,1.0,1.0,7.636363636363637
hiba,38,0.1,1,17,1.0,0.9411764705882353,3.2941176470588234
hiba,38,0.1,2,93,0.9139784946236559,1.0,4.021505376344086
