cohort,draw,alpha,group,n_benign,benign_coverage,benign_referral,benign_set_size
hiba,38,0.1,3,75,1.0,1.0,3.92
hiba,38,0.1,4,22,1.0,1.0,6.954545454545454
hiba,38,0.15,1,17,1.0,0.8823529411764706,2.8823529411764706
hiba,38,0.15,2,93,0.9032258064516129,0.9032258064516129,3.075268817204301
hiba,38,0.15,3,75,0.9866666666666667,0.8266666666666667,2.6933333333333334
hiba,38,0.15,4,22,0.9545454545454546,1.0,6.090909090909091
pad,38,0.05,1,2,1.0,1.0,4.5
pad,38,0.05,2,7,1.0,1.0,4.142857142857143
pad,38,0.05,3,4,1.0,1.0,3.5
pad,38,0.05,4,1,1.0,1.0,6.0
pad,38,0.05,6,1,1.0,1.0,6.0
pad,38,0.1,1,2,1.0,1.0,4.5
pad,38,0.1,2,7,1.0,0.8571428571428571,3.4285714285714284
pad,38,0.1,3,4,1.0,1.0,3.5
pad,38,0.1,4,1,1.0,1.0,5.0
pad,38,0.1,6,1,1.0,1.0,6.0
pad,38,0.15,1,2,0.5,1.0,1.5
pad,38,0.15,2,7,0.8571428571428571,0.7142857142857143,2.5714285714285716
pad,38,0.15,3,4,0.75,1.0,2.5
pad,38,0.15,4,1,1.0,1.0,4.0
pad,38,0.15,6,1,1.0,1.0,6.0
hiba,39,0.05,1,13,1.0,1.0,5.6923076923076925
hiba,39,0.05,2,134,1.0,1.0,5.955223880597015
hiba,39,0.05,3,76,1.0,1.0,4.973684210526316
hiba,39,0.05,4,1,1.0,1.0,8.0
hiba,39,0.1,1,13,1.0,1.0,3.3846153846153846
hiba,39,0.1,2,134,0.9776119402985075,0.9925373134328358,3.5074626865671643
hiba,39,0.1,3,76,1.0,1.0,3.4473684210526314
hiba,39,0.1,4,1,1.0,1.0,7.0
hiba,39,0.15,1,13,0.9230769230769231,0.8461538461538461,2.3846153846153846
hiba,39,0.15,2,134,0.9104477611940298,0.8582089552238806,2.656716417910448
hiba,39,0.15,3,76,0.9868421052631579,0.7368421052631579,2.4210526315789473
hiba,39,0.15,4,1,0.0,1.0,6.0
pad,39,0.05,1,2,0.5,1.0,3.0
pad,39,0.05,2,11,0.9090909090909091,1.0,3.6363636363636362
pad,39,0.05,3,1,1.0,1.0,5.0
pad,39,0.05,4,2,1.0,1.0,5.5
pad,39,0.1,1,2,0.5,1.0,3.0
pad,39,0.1,2,11,0.9090909090909091,1.0,3.4545454545454546
pad,39,0.1,3,1,1.0,1.0,5.0
pad,39,0.1,4,2,1.0,1.0,5.5
pad,39,0.15,1,2,0.5,1.0,3.0
pad,39,0.15,2,11,0.8181818181818182,1.0,2.8181818181818183
pad,39,0.15,3,1,1.0,1.0,5.0
pad,39,0.15,4,2,1.0,1.0,4.0
hiba,40,0.05,1,8,1.0,1.0,6.375
hiba,40,0.05,2,144,0.9861111111111112,1.0,6.034722222222222
hiba,40,0.05,3,43,1.0,1.0,5.6976744186046515
hiba,40,0.05,4,23,1.0,1.0,7.6521739130434785
hiba,40,0.1,1,8,1.0,1.0,4.625
hiba,40,0.1,2,144,0.9583333333333334,0.9930555555555556,4.305555555555555
hiba,40,0.1,3,43,1.0,0.9767441860465116,4.093023255813954
hiba,40,0.1,4,23,1.0,1.0,6.956521739130435
hiba,40,0.15,1,8,1.0,1.0,4.5
hiba,40,0.15,2,144,0.9444444444444444,0.9375,3.2152777777777777
hiba,40,0.15,3,43,1.0,0.8604651162790697,2.813953488372093
hiba,40,0.15,4,23,1.0,1.0,6.260869565217392
pad,40,0.05,1,2,0.0,1.0,3.0
pad,40,0.05,2,6,0.8333333333333334,1.0,3.3333333333333335
pad,40,0.05,3,4,0.75,1.0,3.25
pad,40,0.05,4,2,1.0,1.0,5.0
pad,40,0.05,6,1,1.0,1.0,6.0
pad,40,0.1,1,2,0.0,1.0,3.0
pad,40,0.1,2,6,0.5,1.0,2.6666666666666665
pad,40,0.1,3,4,0.75,1.0,3.0
pad,40,0.1,4,2,1.0,1.0,3.5
pad,40,0.1,6,1,1.0,1.0,6.0
pad,40,0.15,1,2,0.0,1.0,3.0
pad,40,0.15,2,6,0.5,1.0,2.3333333333333335
pad,40,0.15,3,4,0.75,1.0,2.5
pad,40,0.15,4,2,1.0,1.0,3.5
pad,40,0.15,6,1,1.0,1.0,6.0
hiba,41,0.05,1,13,1.0,1.0,4.6923076923076925
hiba,41,0.05,2,84,0.9761904761904762,1.0,5.738095238095238
hiba,41,0.05,3,118,1.0,1.0,4.567796610169491
hiba,41,0.05,4,1,1.0,1.0,7.0
hiba,41,0.1,1,13,1.0,0.9230769230769231,3.5384615384615383
hiba,41,0.1,2,84,0.9166666666666666,0.9642857142857143,3.7857142857142856
hiba,41,0.1,3,118,0.9915254237288136,0.923728813559322,2.9915254237288136
hiba,41,0.1,4,1,1.0,1.0,6.0
hiba,41,0.15,1,13,1.0,0.9230769230769231,3.3076923076923075
hiba,41,0.15,2,84,0.8452380952380952,0.8809523809523809,3.0
hiba,41,0.15,3,118,0.9830508474576272,0.7542372881355932,2.3983050847457625
hiba,41,0.15,4,1,1.0,1.0,6.0
pad,41,0.05,1,1,1.0,1.0,6.0
pad,41,0.05,2,16,1.0,1.0,6.1875
pad,41,0.05,3,2,1.0,1.0,5.5
pad,41,0.05,4,3,1.0,1.0,8.0
pad,41,0.05,6,1,1.0,1.0,8.0
pad,41,0.1,1,1,1.0,1.0,4.0
pad,41,0.1,2,16,0.9375,1.0,3.4375
pad,41,0.1,3,2,1.0,1.0,3.5
pad,41,0.1,4,3,1.0,1.0,4.333333333333333
pad,41,0.1,6,1,1.0,1.0,6.0
pad,41,0.15,1,1,1.0,1.0,2.0
pad,41,0.15,2,16,0.9375,0.9375,3.0
pad,41,0.15,3,2,1.0,1.0,3.0
pad,41,0.15,4,3,1.0,1.0,4.0
pad,41,0.15,6,1,1.0,1.0,6.0
hiba,42,0.05,1,5,1.0,1.0,7.2
hiba,42,0.05,2,124,0.9596774193548387,1.0,5.443548387096774
hiba,42,0.05,3,26,1.0,1.0,4.923076923076923
hiba,42,0.05,4,1,1.0,1.0,7.0
hiba,42,0.1,1,5,0.8,1.0,4.8
hiba,42,0.1,2,124,0.8951612903225806,0.9435483870967742,3.6774193548387095
hiba,42,0.1,3,26,1.0,0.8461538461538461,2.923076923076923
hiba,42,0.1,4,1,1.0,1.0,6.0
hiba,42,0.15,1,5,0.6,1.0,3.8
hiba,42,0.15,2,124,0.8629032258064516,0.8467741935483871,2.806451612903226
hiba,42,0.15,3,26,1.0,0.3076923076923077,1.6923076923076923
hiba,42,0.15,4,1,1.0,1.0,5.0
pad,42,0.05,1,2,1.0,1.0,2.5
pad,42,0.05,2,8,0.875,0.875,3.125
pad,42,0.05,3,8,1.0,1.0,3.0
pad,42,0.05,4,2,1.0,1.0,6.0
pad,42,0.1,1,2,1.0,1.0,2.5
pad,42,0.1,2,8,0.875,0.75,2.625
pad,42,0.1,3,8,1.0,0.75,2.5
pad,42,0.1,4,2,1.0,1.0,4.5
pad,42,0.15,1,2,1.0,1.0,2.5
pad,42,0.15,2,8,0.875,0.75,2.25
pad,42,0.15,3,8,1.0,0.75,2.5
pad,42,0.15,4,2,1.0,1.0,4.5
hiba,43,0.05,1,11,1.0,1.0,5.454545454545454
hiba,43,0.05,2,129,0.9534883720930233,1.0,4.992248062015504
hiba,43,0.05,3,32,0.90625,0.96875,4.78125
hiba,43,0.05,4,2,1.0,1.0,7.0
hiba,43,0.1,1,11,0.9090909090909091,1.0,4.181818181818182
hiba,43,0.1,2,129,0.9069767441860465,0.9302325581395349,3.511627906976744
hiba,43,0.1,3,32,0.875,0.71875,2.59375
hiba,43,0.1,4,2,0.5,1.0,6.5
hiba,43,0.15,1,11,0.9090909090909091,1.0,3.909090909090909
hiba,43,0.15,2,129,0.8914728682170543,0.8294573643410853,2.705426356589147
hiba,43,0.15,3,32,0.875,0.71875,2.375
hiba,43,0.15,4,2,0.5,1.0,5.5
pad,43,0.05,1,2,1.0,1.0,4.5
pad,43,0.05,2,8,1.0,1.0,3.5
pad,43,0.05,3,4,1.0,1.0,3.0
pad,43,0.05,4,3,1.0,1.0,6.0
pad,43,0.05,6,1,1.0,1.0,6.0
pad,43,0.1,1,2,1.0,1.0,4.5
pad,43,0.1,2,8,1.0,1.0,3.0
pad,43,0.1,3,4,1.0,1.0,2.75
pad,43,0.1,4,3,1.0,1.0,5.0
pad,43,0.1,6,1,1.0,1.0,6.0
pad,43,0.15,1,2,1.0,1.0,4.0
pad,43,0.15,2,8,1.0,1.0,2.875
pad,43,0.15,3,4,1.0,1.0,2.5
pad,43,0.15,4,3,1.0,1.0,4.333333333333333
pad,43,0.15,6,1,1.0,1.0,6.0
hiba,44,0.05,1,13,1.0,1.0,5.461538461538462
hiba,44,0.05,2,87,0.9080459770114943,1.0,5.448275862068965
hiba,44,0.05,3,104,0.9903846153846154,0.9903846153846154,3.7788461538461537
hiba,44,0.05,4,23,1.0,1.0,7.086956521739131
hiba,44,0.1,1,13,1.0,1.0,4.0
hiba,44,0.1,2,87,0.896551724137931,0.9770114942528736,3.8850574712643677
hiba,44,0.1,3,104,0.9903846153846154,0.875,2.923076923076923
hiba,44,0.1,4,23,1.0,1.0,6.391304347826087
hiba,44,0.15,1,13,1.0,1.0,3.076923076923077
hiba,44,0.15,2,87,0.8505747126436781,0.9310344827586207,3.310344827586207
hiba,44,0.15,3,104,0.9807692307692307,0.5961538461538461,1.9615384615384615
hiba,44,0.15,4,23,1.0,1.0,5.956521739130435
pad,44,0.05,2,8,0.875,1.0,3.875
pad,44,0.05,3,8,1.0,1.0,3.5
pad,44,0.05,4,3,1.0,1.0,6.0
pad,44,0.05,6,1,1.0,1.0,6.0
pad,44,0.1,2,8,0.875,1.0,3.25
pad,44,0.1,3,8,1.0,1.0,3.375
pad,44,0.1,4,3,1.0,1.0,4.666666666666667
pad,44,0.1,6,1,1.0,1.0,6.0
pad,44,0.15,2,8,0.875,1.0,2.875
pad,44,0.15,3,8,1.0,1.0,3.125
pad,44,0.15,4,3,1.0,1.0,4.666666666666667
pad,44,0.15,6,1,1.0,1.0,6.0
hiba,45,0.05,1,11,1.0,1.0,5.090909090909091
hiba,45,0.05,2,102,0.9901960784313726,1.0,5.745098039215686
hiba,45,0.05,3,4,1.0,1.0,5.75
hiba,45,0.05,4,2,1.0,1.0,7.0
hiba,45,0.1,1,11,1.0,0.9090909090909091,2.909090909090909
hiba,45,0.1,2,102,0.9509803921568627,0.9215686274509803,3.7450980392156863
hiba,45,0.1,3,4,1.0,1.0,5.0
hiba,45,0.1,4,2,1.0,1.0,6.5
hiba,45,0.15,1,11,1.0,0.7272727272727273,2.3636363636363638
hiba,45,0.15,2,102,0.8921568627450981,0.8627450980392157,2.9019607843137254
hiba,45,0.15,3,4,1.0,1.0,4.5
hiba,45,0.15,4,2,0.5,1.0,6.0
pad,45,0.05,1,3,1.0,1.0,3.6666666666666665
pad,45,0.05,2,7,1.0,1.0,3.2857142857142856
pad,45,0.05,3,8,1.0,1.0,3.625
pad,45,0.05,4,4,1.0,1.0,6.0
pad,45,0.05,6,1,1.0,1.0,6.0
pad,45,0.1,1,3,1.0,1.0,3.6666666666666665
pad,45,0.1,2,7,1.0,1.0,2.5714285714285716
pad,45,0.1,3,8,1.0,1.0,3.375
pad,45,0.1,4,4,1.0,1.0,4.75
pad,45,0.1,6,1,1.0,1.0,6.0
pad,45,0.15,1,3,1.0,1.0,3.3333333333333335
pad,45,0.15,2,7,1.0,0.8571428571428571,2.2857142857142856
pad,45,0.15,3,8,1.0,1.0,3.0
pad,45,0.15,4,4,1.0,1.0,4.0
pad,45,0.15,6,1,1.0,1.0,6.0
hiba,46,0.05,1,7,1.0,1.0,6.428571428571429
hiba,46,0.05,2,109,0.981651376146789,1.0,5.706422018348624
hiba,46,0.05,3,79,0.9873417721518988,1.0,5.493670886075949
hiba,46,0.05,4,2,1.0,1.0,7.0
hiba,46,0.1,1,7,1.0,1.0,4.571428571428571
hiba,46,0.1,2,109,0.926605504587156,1.0,3.761467889908257
hiba,46,0.1,3,79,0.9873417721518988,0.9746835443037974,3.9367088607594938
hiba,46,0.1,4,2,1.0,1.0,6.5
hiba,46,0.15,1,7,1.0,1.0,4.428571428571429
hiba,46,0.15,2,109,0.8899082568807339,0.8715596330275229,2.8073394495412844
hiba,46,0.15,3,79,0.9620253164556962,0.810126582278481,2.7974683544303796
hiba,46,0.15,4,2,0.5,1.0,6.0
pad,46,0.05,2,7,1.0,1.0,3.2857142857142856
pad,46,0.05,3,7,1.0,1.0,2.5714285714285716
pad,46,0.05,4,1,1.0,1.0,6.0
pad,46,0.05,6,1,1.0,1.0,6.0
pad,46,0.1,2,7,1.0,0.8571428571428571,3.0
pad,46,0.1,3,7,1.0,1.0,2.5714285714285716
pad,46,0.1,4,1,1.0,1.0,5.0
pad,46,0.1,6,1,1.0,1.0,6.0
pad,46,0.15,2,7,0.8571428571428571,0.8571428571428571,2.7142857142857144
pad,46,0.15,3,7,0.8571428571428571,0.7142857142857143,1.7142857142857142
pad,46,0.15,4,1,1.0,1.0,4.0
pad,46,0.15,6,1,1.0,1.0,6.0
hiba,47,0.05,1,13,1.0,1.0,4.0
hiba,47,0.05,2,93,0.9354838709677419,1.0,4.591397849462366
hiba,47,0.05,3,50,1.0,1.0,5.2
hiba,47,0.05,4,3,1.0,1.0,6.666666666666667
hiba,47,0.1,1,13,1.0,0.9230769230769231,3.1538461538461537
hiba,47,0.1,2,93,0.8924731182795699,0.9032258064516129,3.172043010752688
hiba,47,0.1,3,50,1.0,0.92,3.48
hiba,47,0.1,4,3,1.0,1.0,6.666666666666667
hiba,47,0.15,1,13,1.0,0.9230769230769231,2.8461538461538463
hiba,47,0.15,2,93,0.8817204301075269,0.8817204301075269,2.913978494623656
hiba,47,0.15,3,50,1.0,0.78,2.78
hiba,47,0.15,4,3,0.6666666666666666,1.0,6.0
pad,47,0.05,1,1,1.0,1.0,3.0
pad,47,0.05,2,9,0.8888888888888888,1.0,3.7777777777777777
pad,47,0.05,3,5,1.0,1.0,3.6
pad,47,0.05,4,2,1.0,1.0,6.0
pad,47,0.05,6,1,1.0,1.0,6.0
pad,47,0.1,1,1,1.0,1.0,3.0
pad,47,0.1,2,9,0.8888888888888888,1.0,3.3333333333333335
pad,47,0.1,3,5,0.8,1.0,3.0
pad,47,0.1,4,2,1.0,1.0,3.5
pad,47,0.1,6,1,1.0,1.0,6.0
pad,47,0.15,1,1,1.0,1.0,2.0
pad,47,0.15,2,9,0.7777777777777778,1.0,2.888888888888889
pad,47,0.15,3,5,0.8,1.0,3.0
pad,47,0.15,4,2,1.0,1.0,3.5
pad,47,0.15,6,1,1.0,1.0,6.0
hiba,48,0.05,1,13,1.0,1.0,4.230769230769231
hiba,48,0.05,2,74,1.0,1.0,5.54054054054054
hiba,48,0.05,3,10,1.0,1.0,4.4
hiba,48,0.05,4,22,1.0,1.0,7.636363636363637
hiba,48,0.1,1,13,1.0,1.0,3.6153846153846154
hiba,48,0.1,2,74,1.0,1.0,3.6216216216216215
hiba,48,0.1,3,10,1.0,1.0,3.9
hiba,48,0.1,4,22,1.0,1.0,7.136363636363637
hiba,48,0.15,1,13,1.0,0.9230769230769231,2.923076923076923
hiba,48,0.15,2,74,0.9459459459459459,0.7972972972972973,2.608108108108108
hiba,48,0.15,3,10,1.0,1.0,3.4
hiba,48,0.15,4,22,0.9545454545454546,1.0,6.181818181818182
pad,48,0.05,1,1,1.0,1.0,4.0
pad,48,0.05,2,10,0.9,1.0,3.7
pad,48,0.05,3,2,1.0,1.0,4.5
pad,48,0.05,4,1,1.0,1.0,6.0
pad,48,0.1,1,1,1.0,1.0,3.0
pad,48,0.1,2,10,0.9,1.0,3.1
pad,48,0.1,3,2,1.0,1.0,3.5
pad,48,0.1,4,1,1.0,1.0,3.0
pad,48,0.15,1,1,0.0,1.0,2.0
pad,48,0.15,2,10,0.9,1.0,2.8
pad,48,0.15,3,2,1.0,1.0,3.5
pad,48,0.15,4,1,1.0,1.0,3.0
hiba,49,0.05,1,12,1.0,1.0,4.25
hiba,49,0.05,2,143,0.972027972027972,1.0,5.664335664335664
hiba,49,0.05,3,10,0.9,1.0,4.9
hiba,49,0.05,4,22,1.0,1.0,7.409090909090909
hiba,49,0.1,1,12,1.0,1.0,3.5833333333333335
hiba,49,0.1,2,143,0.958041958041958,0.993006993006993,4.1678321678321675
hiba,49,0.1,3,10,0.8,1.0,4.4
hiba,49,0.1,4,22,1.0,1.0,6.954545454545454
hiba,49,0.15,1,12,1.0,0.9166666666666666,2.9166666666666665
hiba,49,0.15,2,143,0.8881118881118881,0.972027972027972,3.0489510489510487
hiba,49,0.15,3,10,0.7,1.0,3.8
hiba,49,0.15,4,22,1.0,1.0,5.7272727272727275
pad,49,0.05,1,3,1.0,1.0,4.0
pad,49,0.05,2,6,1.0,1.0,4.0
pad,49,0.05,3,3,1.0,1.0,3.0
pad,49,0.05,4,3,1.0,1.0,6.0
pad,49,0.1,1,3,0.6666666666666666,1.0,3.6666666666666665
pad,49,0.1,2,6,1.0,1.0,3.3333333333333335
pad,49,0.1,3,3,1.0,1.0,2.6666666666666665
pad,49,0.1,4,3,1.0,1.0,5.333333333333333
pad,49,0.15,1,3,0.6666666666666666,1.0,3.6666666666666665
pad,49,0.15,2,6,1.0,1.0,3.1666666666666665
pad,49,0.15,3,3,1.0,1.0,2.6666666666666665
pad,49,0.15,4,3,1.0,1.0,3.0
hiba,50,0.05,1,11,1.0,1.0,5.363636363636363
hiba,50,0.05,2,93,0.989247311827957,1.0,6.376344086021505
hiba,50,0.05,3,135,1.0,1.0,5.5777777777777775
hiba,50,0.05,4,1,1.0,1.0,7.0
hiba,50,0.1,1,11,1.0,1.0,3.4545454545454546
hiba,50,0.1,2,93,0.978494623655914,0.989247311827957,4.129032258064516
hiba,50,0.1,3,135,0.9851851851851852,0.9259259259259259,3.474074074074074
hiba,50,0.1,4,1,1.0,1.0,7.0
hiba,50,0.15,1,11,1.0,0.9090909090909091,2.6363636363636362
hiba,50,0.15,2,93,0.946236559139785,0.978494623655914,3.4731182795698925
hiba,50,0.15,3,135,0.9777777777777777,0.6888888888888889,2.2666666666666666
hiba,50,0.15,4,1,0.0,1.0,6.0
pad,50,0.05,1,1,1.0,1.0,5.0
pad,50,0.05,2,6,1.0,1.0,3.6666666666666665
pad,50,0.05,3,6,1.0,1.0,3.1666666666666665
pad,50,0.05,4,2,1.0,1.0,6.0
pad,50,0.05,6,1,1.0,1.0,6.0
pad,50,0.1,1,1,1.0,1.0,5.0
pad,50,0.1,2,6,1.0,1.0,3.3333333333333335
pad,50,0.1,3,6,1.0,1.0,3.0
pad,50,0.1,4,2,1.0,1.0,5.0
pad,50,0.1,6,1,1.0,1.0,6.0
pad,50,0.15,1,1,1.0,1.0,5.0
pad,50,0.15,2,6,1.0,0.8333333333333334,2.8333333333333335
pad,50,0.15,3,6,1.0,0.6666666666666666,2.5
pad,50,0.15,4,2,1.0,1.0,4.5
pad,50,0.15,6,1,1.0,1.0,6.0
hiba,51,0.05,1,19,1.0,1.0,5.2631578947368425
hiba,51,0.05,2,92,0.9891304347826086,1.0,5.967391304347826
hiba,51,0.05,3,48,0.9791666666666666,1.0,5.583333333333333
hiba,51,0.05,4,2,1.0,1.0,7.5
hiba,51,0.1,1,19,1.0,0.9473684210526315,3.3157894736842106
hiba,51,0.1,2,92,0.9565217391304348,0.9891304347826086,4.293478260869565
hiba,51,0.1,3,48,0.9791666666666666,0.9791666666666666,4.041666666666667
hiba,51,0.1,4,2,1.0,1.0,6.5
hiba,51,0.15,1,19,0.9473684210526315,0.9473684210526315,2.736842105263158
hiba,51,0.15,2,92,0.9347826086956522,0.9239130434782609,3.489130434782609
hiba,51,0.15,3,48,0.9791666666666666,0.6875,2.5625
hiba,51,0.15,4,2,1.0,1.0,6.5
pad,51,0.05,1,1,1.0,1.0,5.0
pad,51,0.05,2,12,0.9166666666666666,0.9166666666666666,3.5
pad,51,0.05,3,2,1.0,1.0,4.5
pad,51,0.05,4,4,1.0,1.0,6.0
pad,51,0.1,1,1,1.0,1.0,2.0
pad,51,0.1,2,12,0.9166666666666666,0.9166666666666666,2.9166666666666665
pad,51,0.1,3,2,1.0,1.0,3.5
pad,51,0.1,4,4,1.0,1.0,3.5
pad,51,0.15,1,1,1.0,0.0,1.0
pad,51,0.15,2,12,0.9166666666666666,0.9166666666666666,2.4166666666666665
pad,51,0.15,3,2,1.0,1.0,3.5
pad,51,0.15,4,4,1.0,1.0,3.5
hiba,52,0.05,1,10,1.0,1.0,4.7
hiba,52,0.05,2,100,0.98,1.0,5.76
hiba,52,0.05,3,13,1.0,1.0,4.153846153846154
hiba,52,0.05,4,2,1.0,1.0,7.0
hiba,52,0.1,1,10,1.0,0.8,2.9
hiba,52,0.1,2,100,0.92,0.95,3.76
hiba,52,0.1,3,13,0.9230769230769231,0.8461538461538461,3.076923076923077
hiba,52,0.1,4,2,1.0,1.0,6.5
hiba,52,0.15,1,10,0.9,0.7,2.1
hiba,52,0.15,2,100,0.84,0.8,2.79
hiba,52,0.15,3,13,0.7692307692307693,0.8461538461538461,2.6153846153846154
hiba,52,0.15,4,2,0.5,1.0,6.0
pad,52,0.05,1,3,1.0,1.0,6.333333333333333
pad,52,0.05,2,9,1.0,1.0,6.222222222222222
pad,52,0.05,3,6,1.0,1.0,6.166666666666667
pad,52,0.05,4,5,1.0,1.0,8.0
pad,52,0.05,6,1,1.0,1.0,8.0
pad,52,0.1,1,3,1.0,1.0,3.6666666666666665
pad,52,0.1,2,9,1.0,1.0,3.7777777777777777
pad,52,0.1,3,6,1.0,1.0,3.5
pad,52,0.1,4,5,1.0,1.0,4.0
pad,52,0.1,6,1,1.0,1.0,6.0
pad,52,0.15,1,3,1.0,1.0,3.6666666666666665
pad,52,0.15,2,9,1.0,1.0,3.5555555555555554
pad,52,0.15,3,6,1.0,1.0,3.5
pad,52,0.15,4,5,1.0,1.0,4.0
pad,52,0.15,6,1,1.0,1.0,6.0
hiba,53,0.05,1,21,1.0,1.0,4.857142857142857
hiba,53,0.05,2,116,1.0,1.0,5.853448275862069
hiba,53,0.05,3,13,1.0,1.0,4.923076923076923
hiba,53,0.05,4,21,1.0,1.0,7.666666666666667
hiba,53,0.1,1,21,1.0,0.9523809523809523,3.5714285714285716
hiba,53,0.1,2,116,0.9827586206896551,0.9913793103448276,4.293103448275862
hiba,53,0.1,3,13,0.9230769230769231,1.0,4.153846153846154
hiba,53,0.1,4,21,1.0,1.0,7.095238095238095
hiba,53,0.15,1,21,0.9523809523809523,0.8571428571428571,2.9047619047619047
hiba,53,0.15,2,116,0.9482758620689655,0.9224137931034483,3.2672413793103448
hiba,53,0.15,3,13,0.8461538461538461,1.0,3.1538461538461537
hiba,53,0.15,4,21,1.0,1.0,6.095238095238095
pad,53,0.05,1,2,1.0,1.0,4.0
pad,53,0.05,2,5,0.8,1.0,4.0
pad,53,0.05,3,7,1.0,1.0,3.142857142857143
pad,53,0.05,4,3,1.0,1.0,6.0
pad,53,0.1,1,2,1.0,1.0,3.5
pad,53,0.1,2,5,0.8,1.0,3.8
pad,53,0.1,3,7,0.8571428571428571,1.0,2.857142857142857
pad,53,0.1,4,3,1.0,1.0,5.333333333333333
pad,53,0.15,1,2,1.0,1.0,3.0
pad,53,0.15,2,5,0.8,1.0,3.2
pad,53,0.15,3,7,0.8571428571428571,0.7142857142857143,2.2857142857142856
pad,53,0.15,4,3,1.0,1.0,3.6666666666666665
hiba,54,0.05,1,3,1.0,1.0,4.333333333333333
hiba,54,0.05,2,100,0.97,1.0,5.59
hiba,54,0.05,3,137,1.0,1.0,5.554744525547445
hiba,54,0.05,4,22,1.0,1.0,7.681818181818182
hiba,54,0.1,1,3,1.0,1.0,2.6666666666666665
hiba,54,0.1,2,100,0.91,1.0,3.88
hiba,54,0.1,3,137,1.0,0.9854014598540146,3.934306569343066
hiba,54,0.1,4,22,1.0,1.0,6.954545454545454
hiba,54,0.15,1,3,1.0,0.6666666666666666,2.0
hiba,54,0.15,2,100,0.89,0.93,3.08
hiba,54,0.15,3,137,0.9927007299270073,0.7956204379562044,2.7007299270072993
hiba,54,0.15,4,22,1.0,1.0,6.181818181818182
pad,54,0.05,2,6,0.8333333333333334,0.8333333333333334,3.0
pad,54,0.05,3,7,1.0,1.0,3.5714285714285716
pad,54,0.05,4,1,1.0,1.0,6.0
pad,54,0.1,2,6,0.8333333333333334,0.6666666666666666,2.1666666666666665
pad,54,0.1,3,7,0.8571428571428571,1.0,3.0
pad,54,0.1,4,1,1.0,1.0,2.0
pad,54,0.15,2,6,0.8333333333333334,0.6666666666666666,2.0
pad,54,0.15,3,7,0.8571428571428571,1.0,2.7142857142857144
pad,54,0.15,4,1,1.0,1.0,2.0
hiba,55,0.05,1,5,1.0,1.0,5.4
hiba,55,0.05,2,94,0.9468085106382979,1.0,5.042553191489362
hiba,55,0.05,3,100,0.99,1.0,4.1
hiba,55,0.05,4,21,1.0,1.0,7.333333333333333
hiba,55,0.1,1,5,1.0,1.0,4.2
hiba,55,0.1,2,94,0.8829787234042553,0.9148936170212766,3.1595744680851063
hiba,55,0.1,3,100,0.99,0.91,3.05
hiba,55,0.1,4,21,1.0,1.0,6.380952380952381
hiba,55,0.15,1,5,0.8,1.0,4.0
hiba,55,0.15,2,94,0.7978723404255319,0.8085106382978723,2.5531914893617023
hiba,55,0.15,3,100,0.95,0.51,1.89
hiba,55,0.15,4,21,1.0,1.0,5.571428571428571
pad,55,0.05,1,3,1.0,1.0,4.0
pad,55,0.05,2,6,1.0,1.0,3.5
pad,55,0.05,3,7,1.0,1.0,3.7142857142857144
pad,55,0.05,4,1,1.0,1.0,6.0
pad,55,0.1,1,3,0.6666666666666666,1.0,3.6666666666666665
pad,55,0.1,2,6,1.0,1.0,2.6666666666666665
pad,55,0.1,3,7,1.0,1.0,3.5714285714285716
pad,55,0.1,4,1,1.0,1.0,6.0
pad,55,0.15,1,3,0.6666666666666666,1.0,3.3333333333333335
pad,55,0.15,2,6,1.0,1.0,2.6666666666666665
pad,55,0.15,3,7,1.0,1.0,3.5714285714285716
pad,55,0.15,4,1,1.0,1.0,5.0
hiba,56,0.05,1,15,1.0,1.0,5.466666666666667
hiba,56,0.05,2,109,0.9724770642201835,1.0,6.055045871559633
hiba,56,0.05,3,24,1.0,1.0,6.041666666666667
hiba,56,0.05,4,24,1.0,1.0,7.625
hiba,56,0.1,1,15,0.9333333333333333,0.9333333333333333,3.6
hiba,56,0.1,2,109,0.926605504587156,0.9541284403669725,3.8623853211009176
hiba,56,0.1,3,24,1.0,0.9166666666666666,3.3333333333333335
hiba,56,0.1,4,24,1.0,1.0,6.416666666666667
hiba,56,0.15,1,15,0.9333333333333333,0.9333333333333333,3.2
hiba,56,0.15,2,109,0.9174311926605505,0.908256880733945,3.091743119266055
hiba,56,0.15,3,24,1.0,0.7916666666666666,2.7916666666666665
hiba,56,0.15,4,24,0.9583333333333334,1.0,6.041666666666667
pad,56,0.05,1,3,1.0,1.0,4.333333333333333
pad,56,0.05,2,10,1.0,1.0,3.2
pad,56,0.05,3,5,1.0,1.0,2.8
pad,56,0.05,6,1,1.0,1.0,6.0
pad,56,0.1,1,3,0.3333333333333333,1.0,3.0
pad,56,0.1,2,10,0.8,0.9,2.3
pad,56,0.1,3,5,0.8,1.0,2.4
pad,56,0.1,6,1,1.0,1.0,6.0
pad,56,0.15,1,3,0.3333333333333333,1.0,3.0
pad,56,0.15,2,10,0.8,0.8,2.1
pad,56,0.15,3,5,0.8,1.0,2.0
pad,56,0.15,6,1,1.0,1.0,6.0
hiba,57,0.05,1,13,1.0,1.0,4.846153846153846
hiba,57,0.05,2,103,0.9902912621359223,1.0,5.941747572815534
