cohort,draw,alpha,stratum,coverage,n_test,referral
pad,21,0.1,cov-BKL,1.0,7,
pad,21,0.1,cov-SCC,0.8275862068965517,29,
pad,21,0.1,sens-SCC,,29,1.0
pad,21,0.15,cov-MEL,0.8461538461538461,13,
pad,21,0.15,sens-MEL,,13,1.0
pad,21,0.15,cov-NV,0.9230769230769231,13,
pad,21,0.15,cov-BCC,0.8670886075949367,158,
pad,21,0.15,sens-BCC,,158,1.0
pad,21,0.15,cov-AK,0.85,60,
pad,21,0.15,sens-AK,,60,1.0
pad,21,0.15,cov-BKL,1.0,7,
pad,21,0.15,cov-SCC,0.6896551724137931,29,
pad,21,0.15,sens-SCC,,29,1.0
hiba,22,0.05,cov-MEL,0.9795918367346939,49,
hiba,22,0.05,sens-MEL,,49,1.0
hiba,22,0.05,cov-NV,1.0,153,
hiba,22,0.05,cov-BCC,1.0,69,
hiba,22,0.05,sens-BCC,,69,1.0
hiba,22,0.05,cov-AK,0.8333333333333334,18,
hiba,22,0.05,sens-AK,,18,1.0
hiba,22,0.05,cov-BKL,1.0,11,
hiba,22,0.05,cov-DF,0.8333333333333334,6,
hiba,22,0.05,cov-VASC,0.9285714285714286,14,
hiba,22,0.05,cov-SCC,0.8,15,
hiba,22,0.05,sens-SCC,,15,1.0
hiba,22,0.1,cov-MEL,0.9387755102040817,49,
hiba,22,0.1,sens-MEL,,49,0.9795918367346939
hiba,22,0.1,cov-NV,0.9934640522875817,153,
hiba,22,0.1,cov-BCC,0.9420289855072463,69,
hiba,22,0.1,sens-BCC,,69,1.0
hiba,22,0.1,cov-AK,0.7777777777777778,18,
hiba,22,0.1,sens-AK,,18,1.0
hiba,22,0.1,cov-BKL,1.0,11,
hiba,22,0.1,cov-DF,0.6666666666666666,6,
hiba,22,0.1,cov-VASC,0.6428571428571429,14,
hiba,22,0.1,cov-SCC,0.7333333333333333,15,
hiba,22,0.1,sens-SCC,,15,1.0
hiba,22,0.15,cov-MEL,0.9387755102040817,49,
hiba,22,0.15,sens-MEL,,49,0.9795918367346939
hiba,22,0.15,cov-NV,0.9869281045751634,153,
hiba,22,0.15,cov-BCC,0.9130434782608695,69,
hiba,22,0.15,sens-BCC,,69,1.0
hiba,22,0.15,cov-AK,0.7777777777777778,18,
hiba,22,0.15,sens-AK,,18,1.0
hiba,22,0.15,cov-BKL,1.0,11,
hiba,22,0.15,cov-DF,0.5,6,
hiba,22,0.15,cov-VASC,0.6428571428571429,14,
hiba,22,0.15,cov-SCC,0.7333333333333333,15,
hiba,22,0.15,sens-SCC,,15,1.0
pad,22,0.05,cov-MEL,1.0,9,
pad,22,0.05,sens-MEL,,9,1.0
pad,22,0.05,cov-NV,1.0,12,
pad,22,0.05,cov-BCC,0.9939759036144579,166,
pad,22,0.05,sens-BCC,,166,1.0
pad,22,0.05,cov-AK,0.9183673469387755,49,
pad,22,0.05,sens-AK,,49,1.0
pad,22,0.05,cov-BKL,1.0,6,
pad,22,0.05,cov-SCC,0.8461538461538461,39,
pad,22,0.05,sens-SCC,,39,1.0
pad,22,0.1,cov-MEL,1.0,9,
pad,22,0.1,sens-MEL,,9,1.0
pad,22,0.1,cov-NV,1.0,12,
pad,22,0.1,cov-BCC,0.963855421686747,166,
pad,22,0.1,sens-BCC,,166,1.0
pad,22,0.1,cov-AK,0.9183673469387755,49,
pad,22,0.1,sens-AK,,49,1.0
pad,22,0.1,cov-BKL,1.0,6,
pad,22,0.1,cov-SCC,0.8205128205128205,39,
pad,22,0.1,sens-SCC,,39,1.0
pad,22,0.15,cov-MEL,0.8888888888888888,9,
pad,22,0.15,sens-MEL,,9,1.0
pad,22,0.15,cov-NV,1.0,12,
pad,22,0.15,cov-BCC,0.9397590361445783,166,
pad,22,0.15,sens-BCC,,166,1.0
pad,22,0.15,cov-AK,0.8979591836734694,49,
pad,22,0.15,sens-AK,,49,1.0
pad,22,0.15,cov-BKL,1.0,6,
pad,22,0.15,cov-SCC,0.717948717948718,39,
pad,22,0.15,sens-SCC,,39,1.0
hiba,23,0.05,cov-MEL,0.9782608695652174,46,
hiba,23,0.05,sens-MEL,,46,1.0
hiba,23,0.05,cov-NV,1.0,102,
hiba,23,0.05,cov-BCC,1.0,56,
hiba,23,0.05,sens-BCC,,56,1.0
hiba,23,0.05,cov-AK,0.9333333333333333,15,
hiba,23,0.05,sens-AK,,15,1.0
hiba,23,0.05,cov-BKL,1.0,21,
hiba,23,0.05,cov-DF,0.8888888888888888,9,
hiba,23,0.05,cov-VASC,0.8,5,
hiba,23,0.05,cov-SCC,0.8181818181818182,22,
hiba,23,0.05,sens-SCC,,22,1.0
hiba,23,0.1,cov-MEL,0.9565217391304348,46,
hiba,23,0.1,sens-MEL,,46,1.0
hiba,23,0.1,cov-NV,0.9901960784313726,102,
hiba,23,0.1,cov-BCC,1.0,56,
hiba,23,0.1,sens-BCC,,56,1.0
hiba,23,0.1,cov-AK,0.8666666666666667,15,
hiba,23,0.1,sens-AK,,15,1.0
hiba,23,0.1,cov-BKL,1.0,21,
hiba,23,0.1,cov-DF,0.7777777777777778,9,
hiba,23,0.1,cov-VASC,0.8,5,
hiba,23,0.1,cov-SCC,0.7727272727272727,22,
hiba,23,0.1,sens-SCC,,22,1.0
hiba,23,0.15,cov-MEL,0.9565217391304348,46,
hiba,23,0.15,sens-MEL,,46,1.0
hiba,23,0.15,cov-NV,0.9803921568627451,102,
hiba,23,0.15,cov-BCC,0.9642857142857143,56,
hiba,23,0.15,sens-BCC,,56,0.9821428571428571
hiba,23,0.15,cov-AK,0.8,15,
hiba,23,0.15,sens-AK,,15,1.0
hiba,23,0.15,cov-BKL,1.0,21,
hiba,23,0.15,cov-DF,0.1111111111111111,9,
hiba,23,0.15,cov-VASC,0.6,5,
hiba,23,0.15,cov-SCC,0.5909090909090909,22,
hiba,23,0.15,sens-SCC,,22,0.9545454545454546
pad,23,0.05,cov-MEL,1.0,11,
pad,23,0.05,sens-MEL,,11,1.0
pad,23,0.05,cov-NV,1.0,8,
pad,23,0.05,cov-BCC,0.9761904761904762,168,
pad,23,0.05,sens-BCC,,168,1.0
pad,23,0.05,cov-AK,0.9259259259259259,54,
pad,23,0.05,sens-AK,,54,1.0
pad,23,0.05,cov-BKL,1.0,5,
pad,23,0.05,cov-SCC,0.8,35,
pad,23,0.05,sens-SCC,,35,1.0
pad,23,0.1,cov-MEL,1.0,11,
pad,23,0.1,sens-MEL,,11,1.0
pad,23,0.1,cov-NV,1.0,8,
pad,23,0.1,cov-BCC,0.9583333333333334,168,
pad,23,0.1,sens-BCC,,168,1.0
pad,23,0.1,cov-AK,0.9259259259259259,54,
pad,23,0.1,sens-AK,,54,1.0
pad,23,0.1,cov-BKL,0.8,5,
pad,23,0.1,cov-SCC,0.7428571428571429,35,
pad,23,0.1,sens-SCC,,35,1.0
pad,23,0.15,cov-MEL,1.0,11,
pad,23,0.15,sens-MEL,,11,1.0
pad,23,0.15,cov-NV,1.0,8,
pad,23,0.15,cov-BCC,0.9047619047619048,168,
pad,23,0.15,sens-BCC,,168,1.0
pad,23,0.15,cov-AK,0.9259259259259259,54,
pad,23,0.15,sens-AK,,54,1.0
pad,23,0.15,cov-BKL,0.8,5,
pad,23,0.15,cov-SCC,0.6285714285714286,35,
pad,23,0.15,sens-SCC,,35,1.0
hiba,24,0.05,cov-MEL,1.0,39,
hiba,24,0.05,sens-MEL,,39,1.0
hiba,24,0.05,cov-NV,1.0,134,
hiba,24,0.05,cov-BCC,0.9629629629629629,54,
hiba,24,0.05,sens-BCC,,54,1.0
hiba,24,0.05,cov-AK,0.7692307692307693,13,
hiba,24,0.05,sens-AK,,13,1.0
hiba,24,0.05,cov-BKL,1.0,13,
hiba,24,0.05,cov-DF,0.4444444444444444,9,
hiba,24,0.05,cov-VASC,0.75,12,
hiba,24,0.05,cov-SCC,0.8275862068965517,29,
hiba,24,0.05,sens-SCC,,29,1.0
hiba,24,0.1,cov-MEL,0.8717948717948718,39,
hiba,24,0.1,sens-MEL,,39,0.9230769230769231
hiba,24,0.1,cov-NV,0.9850746268656716,134,
hiba,24,0.1,cov-BCC,0.9259259259259259,54,
hiba,24,0.1,sens-BCC,,54,1.0
hiba,24,0.1,cov-AK,0.6153846153846154,13,
hiba,24,0.1,sens-AK,,13,1.0
hiba,24,0.1,cov-BKL,0.8461538461538461,13,
hiba,24,0.1,cov-DF,0.1111111111111111,9,
hiba,24,0.1,cov-VASC,0.6666666666666666,12,
hiba,24,0.1,cov-SCC,0.7241379310344828,29,
hiba,24,0.1,sens-SCC,,29,1.0
hiba,24,0.15,cov-MEL,0.8717948717948718,39,
hiba,24,0.15,sens-MEL,,39,0.8974358974358975
hiba,24,0.15,cov-NV,0.9701492537313433,134,
hiba,24,0.15,cov-BCC,0.8888888888888888,54,
hiba,24,0.15,sens-BCC,,54,0.9814814814814815
hiba,24,0.15,cov-AK,0.6153846153846154,13,
hiba,24,0.15,sens-AK,,13,1.0
hiba,24,0.15,cov-BKL,0.7692307692307693,13,
hiba,24,0.15,cov-DF,0.1111111111111111,9,
hiba,24,0.15,cov-VASC,0.4166666666666667,12,
hiba,24,0.15,cov-SCC,0.7241379310344828,29,
hiba,24,0.15,sens-SCC,,29,0.9655172413793104
pad,24,0.05,cov-MEL,1.0,10,
pad,24,0.05,sens-MEL,,10,1.0
pad,24,0.05,cov-NV,0.8888888888888888,9,
pad,24,0.05,cov-BCC,0.9822485207100592,169,
pad,24,0.05,sens-BCC,,169,1.0
pad,24,0.05,cov-AK,0.9552238805970149,67,
pad,24,0.05,sens-AK,,67,1.0
pad,24,0.05,cov-BKL,1.0,3,
pad,24,0.05,cov-SCC,0.8888888888888888,36,
pad,24,0.05,sens-SCC,,36,1.0
pad,24,0.1,cov-MEL,0.9,10,
pad,24,0.1,sens-MEL,,10,1.0
pad,24,0.1,cov-NV,0.8888888888888888,9,
pad,24,0.1,cov-BCC,0.9349112426035503,169,
pad,24,0.1,sens-BCC,,169,1.0
pad,24,0.1,cov-AK,0.9402985074626866,67,
pad,24,0.1,sens-AK,,67,1.0
pad,24,0.1,cov-BKL,1.0,3,
pad,24,0.1,cov-SCC,0.7777777777777778,36,
pad,24,0.1,sens-SCC,,36,1.0
pad,24,0.15,cov-MEL,0.9,10,
pad,24,0.15,sens-MEL,,10,1.0
pad,24,0.15,cov-NV,0.6666666666666666,9,
pad,24,0.15,cov-BCC,0.893491124260355,169,
pad,24,0.15,sens-BCC,,169,1.0
pad,24,0.15,cov-AK,0.9104477611940298,67,
pad,24,0.15,sens-AK,,67,0.9850746268656716
pad,24,0.15,cov-BKL,0.6666666666666666,3,
pad,24,0.15,cov-SCC,0.7222222222222222,36,
pad,24,0.15,sens-SCC,,36,1.0
hiba,25,0.05,cov-MEL,0.9782608695652174,46,
hiba,25,0.05,sens-MEL,,46,1.0
hiba,25,0.05,cov-NV,1.0,144,
hiba,25,0.05,cov-BCC,0.9827586206896551,58,
hiba,25,0.05,sens-BCC,,58,1.0
hiba,25,0.05,cov-AK,0.8571428571428571,7,
hiba,25,0.05,sens-AK,,7,1.0
hiba,25,0.05,cov-BKL,1.0,28,
hiba,25,0.05,cov-DF,0.625,8,
hiba,25,0.05,cov-VASC,1.0,9,
hiba,25,0.05,cov-SCC,0.9545454545454546,22,
hiba,25,0.05,sens-SCC,,22,1.0
hiba,25,0.1,cov-MEL,0.8695652173913043,46,
hiba,25,0.1,sens-MEL,,46,0.9782608695652174
hiba,25,0.1,cov-NV,1.0,144,
hiba,25,0.1,cov-BCC,0.9655172413793104,58,
hiba,25,0.1,sens-BCC,,58,1.0
hiba,25,0.1,cov-AK,0.5714285714285714,7,
hiba,25,0.1,sens-AK,,7,1.0
hiba,25,0.1,cov-BKL,1.0,28,
hiba,25,0.1,cov-DF,0.625,8,
hiba,25,0.1,cov-VASC,0.6666666666666666,9,
hiba,25,0.1,cov-SCC,0.9090909090909091,22,
hiba,25,0.1,sens-SCC,,22,1.0
hiba,25,0.15,cov-MEL,0.8478260869565217,46,
hiba,25,0.15,sens-MEL,,46,0.9565217391304348
hiba,25,0.15,cov-NV,0.9930555555555556,144,
hiba,25,0.15,cov-BCC,0.8275862068965517,58,
hiba,25,0.15,sens-BCC,,58,0.9655172413793104
hiba,25,0.15,cov-AK,0.42857142857142855,7,
hiba,25,0.15,sens-AK,,7,1.0
hiba,25,0.15,cov-BKL,0.8928571428571429,28,
hiba,25,0.15,cov-DF,0.625,8,
hiba,25,0.15,cov-VASC,0.6666666666666666,9,
hiba,25,0.15,cov-SCC,0.8181818181818182,22,
hiba,25,0.15,sens-SCC,,22,1.0
pad,25,0.05,cov-MEL,1.0,8,
pad,25,0.05,sens-MEL,,8,1.0
pad,25,0.05,cov-NV,1.0,7,
pad,25,0.05,cov-BCC,1.0,154,
pad,25,0.05,sens-BCC,,154,1.0
pad,25,0.05,cov-AK,0.9791666666666666,48,
pad,25,0.05,sens-AK,,48,1.0
pad,25,0.05,cov-BKL,1.0,6,
pad,25,0.05,cov-SCC,0.9534883720930233,43,
pad,25,0.05,sens-SCC,,43,1.0
pad,25,0.1,cov-MEL,1.0,8,
pad,25,0.1,sens-MEL,,8,1.0
pad,25,0.1,cov-NV,1.0,7,
pad,25,0.1,cov-BCC,0.974025974025974,154,
pad,25,0.1,sens-BCC,,154,1.0
pad,25,0.1,cov-AK,0.9583333333333334,48,
pad,25,0.1,sens-AK,,48,1.0
pad,25,0.1,cov-BKL,1.0,6,
pad,25,0.1,cov-SCC,0.813953488372093,43,
pad,25,0.1,sens-SCC,,43,1.0
pad,25,0.15,cov-MEL,1.0,8,
pad,25,0.15,sens-MEL,,8,1.0
pad,25,0.15,cov-NV,0.8571428571428571,7,
pad,25,0.15,cov-BCC,0.9155844155844156,154,
pad,25,0.15,sens-BCC,,154,1.0
pad,25,0.15,cov-AK,0.8958333333333334,48,
pad,25,0.15,sens-AK,,48,1.0
pad,25,0.15,cov-BKL,0.8333333333333334,6,
pad,25,0.15,cov-SCC,0.7674418604651163,43,
pad,25,0.15,sens-SCC,,43,1.0
hiba,26,0.05,cov-MEL,0.9795918367346939,49,
hiba,26,0.05,sens-MEL,,49,1.0
hiba,26,0.05,cov-NV,1.0,195,
hiba,26,0.05,cov-BCC,1.0,68,
hiba,26,0.05,sens-BCC,,68,1.0
hiba,26,0.05,cov-AK,0.6923076923076923,13,
hiba,26,0.05,sens-AK,,13,1.0
hiba,26,0.05,cov-BKL,1.0,24,
hiba,26,0.05,cov-DF,0.6875,16,
hiba,26,0.05,cov-VASC,0.8461538461538461,13,
hiba,26,0.05,cov-SCC,0.9259259259259259,27,
hiba,26,0.05,sens-SCC,,27,1.0
hiba,26,0.1,cov-MEL,0.8775510204081632,49,
hiba,26,0.1,sens-MEL,,49,0.9387755102040817
hiba,26,0.1,cov-NV,0.9948717948717949,195,
hiba,26,0.1,cov-BCC,0.9852941176470589,68,
hiba,26,0.1,sens-BCC,,68,1.0
hiba,26,0.1,cov-AK,0.6923076923076923,13,
hiba,26,0.1,sens-AK,,13,1.0
hiba,26,0.1,cov-BKL,0.9583333333333334,24,
hiba,26,0.1,cov-DF,0.625,16,
hiba,26,0.1,cov-VASC,0.6923076923076923,13,
hiba,26,0.1,cov-SCC,0.9259259259259259,27,
hiba,26,0.1,sens-SCC,,27,1.0
hiba,26,0.15,cov-MEL,0.8163265306122449,49,
hiba,26,0.15,sens-MEL,,49,0.9183673469387755
hiba,26,0.15,cov-NV,0.9743589743589743,195,
hiba,26,0.15,cov-BCC,0.9411764705882353,68,
hiba,26,0.15,sens-BCC,,68,1.0
hiba,26,0.15,cov-AK,0.6923076923076923,13,
hiba,26,0.15,sens-AK,,13,1.0
hiba,26,0.15,cov-BKL,0.7916666666666666,24,
hiba,26,0.15,cov-DF,0.375,16,
hiba,26,0.15,cov-VASC,0.38461538461538464,13,
hiba,26,0.15,cov-SCC,0.8518518518518519,27,
hiba,26,0.15,sens-SCC,,27,1.0
pad,26,0.05,cov-MEL,1.0,7,
pad,26,0.05,sens-MEL,,7,1.0
pad,26,0.05,cov-NV,1.0,8,
pad,26,0.05,cov-BCC,0.9776536312849162,179,
pad,26,0.05,sens-BCC,,179,1.0
pad,26,0.05,cov-AK,0.94,50,
pad,26,0.05,sens-AK,,50,1.0
pad,26,0.05,cov-BKL,1.0,6,
pad,26,0.05,cov-SCC,0.8205128205128205,39,
pad,26,0.05,sens-SCC,,39,1.0
pad,26,0.1,cov-MEL,1.0,7,
pad,26,0.1,sens-MEL,,7,1.0
pad,26,0.1,cov-NV,1.0,8,
pad,26,0.1,cov-BCC,0.9050279329608939,179,
pad,26,0.1,sens-BCC,,179,1.0
pad,26,0.1,cov-AK,0.88,50,
pad,26,0.1,sens-AK,,50,1.0
pad,26,0.1,cov-BKL,1.0,6,
pad,26,0.1,cov-SCC,0.7435897435897436,39,
pad,26,0.1,sens-SCC,,39,1.0
pad,26,0.15,cov-MEL,1.0,7,
pad,26,0.15,sens-MEL,,7,1.0
pad,26,0.15,cov-NV,0.875,8,
pad,26,0.15,cov-BCC,0.8938547486033519,179,
pad,26,0.15,sens-BCC,,179,1.0
pad,26,0.15,cov-AK,0.84,50,
pad,26,0.15,sens-AK,,50,1.0
pad,26,0.15,cov-BKL,1.0,6,
pad,26,0.15,cov-SCC,0.717948717948718,39,
pad,26,0.15,sens-SCC,,39,1.0
hiba,27,0.05,cov-MEL,0.9130434782608695,46,
hiba,27,0.05,sens-MEL,,46,1.0
hiba,27,0.05,cov-NV,1.0,209,
hiba,27,0.05,cov-BCC,1.0,52,
hiba,27,0.05,sens-BCC,,52,1.0
hiba,27,0.05,cov-AK,0.7142857142857143,14,
hiba,27,0.05,sens-AK,,14,1.0
hiba,27,0.05,cov-BKL,1.0,17,
hiba,27,0.05,cov-DF,0.6666666666666666,9,
hiba,27,0.05,cov-VASC,0.9444444444444444,18,
hiba,27,0.05,cov-SCC,0.7647058823529411,34,
hiba,27,0.05,sens-SCC,,34,1.0
hiba,27,0.1,cov-MEL,0.8913043478260869,46,
hiba,27,0.1,sens-MEL,,46,0.9565217391304348
hiba,27,0.1,cov-NV,0.9952153110047847,209,
hiba,27,0.1,cov-BCC,1.0,52,
hiba,27,0.1,sens-BCC,,52,1.0
hiba,27,0.1,cov-AK,0.6428571428571429,14,
hiba,27,0.1,sens-AK,,14,1.0
hiba,27,0.1,cov-BKL,0.8823529411764706,17,
hiba,27,0.1,cov-DF,0.3333333333333333,9,
hiba,27,0.1,cov-VASC,0.8333333333333334,18,
hiba,27,0.1,cov-SCC,0.7058823529411765,34,
hiba,27,0.1,sens-SCC,,34,1.0
hiba,27,0.15,cov-MEL,0.8695652173913043,46,
hiba,27,0.15,sens-MEL,,46,0.9565217391304348
hiba,27,0.15,cov-NV,0.9856459330143541,209,
hiba,27,0.15,cov-BCC,0.9615384615384616,52,
hiba,27,0.15,sens-BCC,,52,0.9807692307692307
hiba,27,0.15,cov-AK,0.5714285714285714,14,
hiba,27,0.15,sens-AK,,14,1.0
hiba,27,0.15,cov-BKL,0.8235294117647058,17,
hiba,27,0.15,cov-DF,0.2222222222222222,9,
hiba,27,0.15,cov-VASC,0.7222222222222222,18,
hiba,27,0.15,cov-SCC,0.5882352941176471,34,
hiba,27,0.15,sens-SCC,,34,0.9705882352941176
pad,27,0.05,cov-MEL,0.9333333333333333,15,
pad,27,0.05,sens-MEL,,15,1.0
pad,27,0.05,cov-NV,1.0,15,
pad,27,0.05,cov-BCC,0.9807692307692307,156,
pad,27,0.05,sens-BCC,,156,1.0
pad,27,0.05,cov-AK,0.9333333333333333,60,
pad,27,0.05,sens-AK,,60,1.0
pad,27,0.05,cov-BKL,1.0,7,
pad,27,0.05,cov-SCC,0.8666666666666667,30,
pad,27,0.05,sens-SCC,,30,1.0
pad,27,0.1,cov-MEL,0.8666666666666667,15,
pad,27,0.1,sens-MEL,,15,1.0
pad,27,0.1,cov-NV,0.8666666666666667,15,
pad,27,0.1,cov-BCC,0.9294871794871795,156,
pad,27,0.1,sens-BCC,,156,1.0
pad,27,0.1,cov-AK,0.8666666666666667,60,
pad,27,0.1,sens-AK,,60,1.0
pad,27,0.1,cov-BKL,0.8571428571428571,7,
pad,27,0.1,cov-SCC,0.7666666666666667,30,
pad,27,0.1,sens-SCC,,30,1.0
pad,27,0.15,cov-MEL,0.8,15,
pad,27,0.15,sens-MEL,,15,1.0
pad,27,0.15,cov-NV,0.8,15,
pad,27,0.15,cov-BCC,0.8717948717948718,156,
pad,27,0.15,sens-BCC,,156,1.0
pad,27,0.15,cov-AK,0.85,60,
pad,27,0.15,sens-AK,,60,1.0
pad,27,0.15,cov-BKL,0.8571428571428571,7,
pad,27,0.15,cov-SCC,0.6,30,
pad,27,0.15,sens-SCC,,30,1.0
hiba,28,0.05,cov-MEL,0.9615384615384616,52,
hiba,28,0.05,sens-MEL,,52,1.0
hiba,28,0.05,cov-NV,1.0,116,
hiba,28,0.05,cov-BCC,1.0,71,
hiba,28,0.05,sens-BCC,,71,1.0
hiba,28,0.05,cov-AK,1.0,12,
hiba,28,0.05,sens-AK,,12,1.0
hiba,28,0.05,cov-BKL,1.0,15,
hiba,28,0.05,cov-DF,0.7272727272727273,11,
hiba,28,0.05,cov-VASC,1.0,8,
hiba,28,0.05,cov-SCC,0.8928571428571429,28,
hiba,28,0.05,sens-SCC,,28,1.0
hiba,28,0.1,cov-MEL,0.9423076923076923,52,
hiba,28,0.1,sens-MEL,,52,1.0
hiba,28,0.1,cov-NV,1.0,116,
hiba,28,0.1,cov-BCC,0.971830985915493,71,
hiba,28,0.1,sens-BCC,,71,1.0
hiba,28,0.1,cov-AK,0.9166666666666666,12,
hiba,28,0.1,sens-AK,,12,1.0
hiba,28,0.1,cov-BKL,1.0,15,
hiba,28,0.1,cov-DF,0.7272727272727273,11,
hiba,28,0.1,cov-VASC,1.0,8,
hiba,28,0.1,cov-SCC,0.8214285714285714,28,
hiba,28,0.1,sens-SCC,,28,1.0
hiba,28,0.15,cov-MEL,0.8269230769230769,52,
hiba,28,0.15,sens-MEL,,52,1.0
hiba,28,0.15,cov-NV,1.0,116,
hiba,28,0.15,cov-BCC,0.8873239436619719,71,
hiba,28,0.15,sens-BCC,,71,0.9859154929577465
hiba,28,0.15,cov-AK,0.8333333333333334,12,
hiba,28,0.15,sens-AK,,12,1.0
hiba,28,0.15,cov-BKL,1.0,15,
hiba,28,0.15,cov-DF,0.5454545454545454,11,
hiba,28,0.15,cov-VASC,1.0,8,
hiba,28,0.15,cov-SCC,0.7142857142857143,28,
hiba,28,0.15,sens-SCC,,28,1.0
pad,28,0.05,cov-MEL,1.0,13,
pad,28,0.05,sens-MEL,,13,1.0
pad,28,0.05,cov-NV,1.0,14,
pad,28,0.05,cov-BCC,0.9880239520958084,167,
pad,28,0.05,sens-BCC,,167,1.0
pad,28,0.05,cov-AK,0.9538461538461539,65,
pad,28,0.05,sens-AK,,65,1.0
pad,28,0.05,cov-BKL,1.0,8,
pad,28,0.05,cov-SCC,0.875,40,
pad,28,0.05,sens-SCC,,40,1.0
pad,28,0.1,cov-MEL,0.8461538461538461,13,
pad,28,0.1,sens-MEL,,13,1.0
pad,28,0.1,cov-NV,1.0,14,
pad,28,0.1,cov-BCC,0.9161676646706587,167,
pad,28,0.1,sens-BCC,,167,1.0
pad,28,0.1,cov-AK,0.8923076923076924,65,
pad,28,0.1,sens-AK,,65,0.9692307692307692
pad,28,0.1,cov-BKL,1.0,8,
pad,28,0.1,cov-SCC,0.625,40,
pad,28,0.1,sens-SCC,,40,1.0
pad,28,0.15,cov-MEL,0.8461538461538461,13,
pad,28,0.15,sens-MEL,,13,1.0
pad,28,0.15,cov-NV,1.0,14,
pad,28,0.15,cov-BCC,0.8682634730538922,167,
pad,28,0.15,sens-BCC,,167,1.0
pad,28,0.15,cov-AK,0.8769230769230769,65,
pad,28,0.15,sens-AK,,65,1.0
pad,28,0.15,cov-BKL,1.0,8,
pad,28,0.15,cov-SCC,0.55,40,
pad,28,0.15,sens-SCC,,40,1.0
hiba,29,0.05,cov-MEL,0.9795918367346939,49,
hiba,29,0.05,sens-MEL,,49,1.0
hiba,29,0.05,cov-NV,1.0,187,
hiba,29,0.05,cov-BCC,1.0,55,
hiba,29,0.05,sens-BCC,,55,1.0
hiba,29,0.05,cov-AK,0.7,10,
hiba,29,0.05,sens-AK,,10,1.0
hiba,29,0.05,cov-BKL,1.0,23,
hiba,29,0.05,cov-DF,0.75,16,
hiba,29,0.05,cov-VASC,0.9444444444444444,18,
hiba,29,0.05,cov-SCC,0.8571428571428571,28,
hiba,29,0.05,sens-SCC,,28,1.0
hiba,29,0.1,cov-MEL,0.9387755102040817,49,
hiba,29,0.1,sens-MEL,,49,1.0
hiba,29,0.1,cov-NV,1.0,187,
hiba,29,0.1,cov-BCC,0.9818181818181818,55,
hiba,29,0.1,sens-BCC,,55,1.0
hiba,29,0.1,cov-AK,0.6,10,
hiba,29,0.1,sens-AK,,10,1.0
hiba,29,0.1,cov-BKL,1.0,23,
hiba,29,0.1,cov-DF,0.5625,16,
hiba,29,0.1,cov-VASC,0.7222222222222222,18,
hiba,29,0.1,cov-SCC,0.8571428571428571,28,
hiba,29,0.1,sens-SCC,,28,1.0
hiba,29,0.15,cov-MEL,0.8571428571428571,49,
hiba,29,0.15,sens-MEL,,49,0.9795918367346939
hiba,29,0.15,cov-NV,1.0,187,
hiba,29,0.15,cov-BCC,0.8909090909090909,55,
hiba,29,0.15,sens-BCC,,55,0.9818181818181818
hiba,29,0.15,cov-AK,0.6,10,
hiba,29,0.15,sens-AK,,10,1.0
hiba,29,0.15,cov-BKL,0.9130434782608695,23,
hiba,29,0.15,cov-DF,0.375,16,
hiba,29,0.15,cov-VASC,0.6666666666666666,18,
hiba,29,0.15,cov-SCC,0.7142857142857143,28,
hiba,29,0.15,sens-SCC,,28,1.0
pad,29,0.05,cov-MEL,0.9,10,
pad,29,0.05,sens-MEL,,10,1.0
pad,29,0.05,cov-NV,1.0,9,
pad,29,0.05,cov-BCC,0.9634146341463414,164,
pad,29,0.05,sens-BCC,,164,1.0
pad,29,0.05,cov-AK,0.9230769230769231,65,
pad,29,0.05,sens-AK,,65,1.0
pad,29,0.05,cov-BKL,1.0,9,
pad,29,0.05,cov-SCC,0.8947368421052632,38,
pad,29,0.05,sens-SCC,,38,1.0
pad,29,0.1,cov-MEL,0.8,10,
pad,29,0.1,sens-MEL,,10,1.0
pad,29,0.1,cov-NV,1.0,9,
pad,29,0.1,cov-BCC,0.8841463414634146,164,
pad,29,0.1,sens-BCC,,164,1.0
pad,29,0.1,cov-AK,0.8307692307692308,65,
pad,29,0.1,sens-AK,,65,1.0
pad,29,0.1,cov-BKL,0.8888888888888888,9,
pad,29,0.1,cov-SCC,0.6842105263157895,38,
pad,29,0.1,sens-SCC,,38,1.0
pad,29,0.15,cov-MEL,0.8,10,
pad,29,0.15,sens-MEL,,10,1.0
pad,29,0.15,cov-NV,1.0,9,
pad,29,0.15,cov-BCC,0.8780487804878049,164,
pad,29,0.15,sens-BCC,,164,1.0
pad,29,0.15,cov-AK,0.7846153846153846,65,
pad,29,0.15,sens-AK,,65,1.0
pad,29,0.15,cov-BKL,0.8888888888888888,9,
pad,29,0.15,cov-SCC,0.5789473684210527,38,
pad,29,0.15,sens-SCC,,38,1.0
hiba,30,0.05,cov-MEL,1.0,52,
hiba,30,0.05,sens-MEL,,52,1.0
hiba,30,0.05,cov-NV,1.0,182,
hiba,30,0.05,cov-BCC,1.0,58,
hiba,30,0.05,sens-BCC,,58,1.0
hiba,30,0.05,cov-AK,1.0,12,
hiba,30,0.05,sens-AK,,12,1.0
hiba,30,0.05,cov-BKL,1.0,15,
hiba,30,0.05,cov-DF,0.6153846153846154,13,
hiba,30,0.05,cov-VASC,0.5,6,
