cohort,draw,alpha,stratum,coverage,n_test,referral
pad,73,0.1,sens-SCC,,38,1.0
pad,73,0.15,cov-MEL,0.7142857142857143,7,
pad,73,0.15,sens-MEL,,7,1.0
pad,73,0.15,cov-NV,0.9090909090909091,11,
pad,73,0.15,cov-BCC,0.9363057324840764,157,
pad,73,0.15,sens-BCC,,157,1.0
pad,73,0.15,cov-AK,0.8666666666666667,60,
pad,73,0.15,sens-AK,,60,1.0
pad,73,0.15,cov-BKL,0.75,4,
pad,73,0.15,cov-SCC,0.7631578947368421,38,
pad,73,0.15,sens-SCC,,38,1.0
hiba,74,0.05,cov-MEL,0.9827586206896551,58,
hiba,74,0.05,sens-MEL,,58,1.0
hiba,74,0.05,cov-NV,1.0,147,
hiba,74,0.05,cov-BCC,1.0,66,
hiba,74,0.05,sens-BCC,,66,1.0
hiba,74,0.05,cov-AK,1.0,14,
hiba,74,0.05,sens-AK,,14,1.0
hiba,74,0.05,cov-BKL,1.0,15,
hiba,74,0.05,cov-DF,0.6666666666666666,9,
hiba,74,0.05,cov-VASC,1.0,12,
hiba,74,0.05,cov-SCC,0.896551724137931,29,
hiba,74,0.05,sens-SCC,,29,1.0
hiba,74,0.1,cov-MEL,0.8620689655172413,58,
hiba,74,0.1,sens-MEL,,58,0.9655172413793104
hiba,74,0.1,cov-NV,1.0,147,
hiba,74,0.1,cov-BCC,0.8636363636363636,66,
hiba,74,0.1,sens-BCC,,66,1.0
hiba,74,0.1,cov-AK,0.9285714285714286,14,
hiba,74,0.1,sens-AK,,14,1.0
hiba,74,0.1,cov-BKL,1.0,15,
hiba,74,0.1,cov-DF,0.6666666666666666,9,
hiba,74,0.1,cov-VASC,1.0,12,
hiba,74,0.1,cov-SCC,0.7241379310344828,29,
hiba,74,0.1,sens-SCC,,29,1.0
hiba,74,0.15,cov-MEL,0.8448275862068966,58,
hiba,74,0.15,sens-MEL,,58,0.9310344827586207
hiba,74,0.15,cov-NV,0.9931972789115646,147,
hiba,74,0.15,cov-BCC,0.8181818181818182,66,
hiba,74,0.15,sens-BCC,,66,0.9848484848484849
hiba,74,0.15,cov-AK,0.8571428571428571,14,
hiba,74,0.15,sens-AK,,14,1.0
hiba,74,0.15,cov-BKL,0.8,15,
hiba,74,0.15,cov-DF,0.4444444444444444,9,
hiba,74,0.15,cov-VASC,0.9166666666666666,12,
hiba,74,0.15,cov-SCC,0.7241379310344828,29,
hiba,74,0.15,sens-SCC,,29,1.0
pad,74,0.05,cov-MEL,1.0,11,
pad,74,0.05,sens-MEL,,11,1.0
pad,74,0.05,cov-NV,0.9,10,
pad,74,0.05,cov-BCC,0.9806451612903225,155,
pad,74,0.05,sens-BCC,,155,1.0
pad,74,0.05,cov-AK,0.9636363636363636,55,
pad,74,0.05,sens-AK,,55,1.0
pad,74,0.05,cov-BKL,1.0,9,
pad,74,0.05,cov-SCC,0.972972972972973,37,
pad,74,0.05,sens-SCC,,37,1.0
pad,74,0.1,cov-MEL,0.9090909090909091,11,
pad,74,0.1,sens-MEL,,11,1.0
pad,74,0.1,cov-NV,0.8,10,
pad,74,0.1,cov-BCC,0.9612903225806452,155,
pad,74,0.1,sens-BCC,,155,1.0
pad,74,0.1,cov-AK,0.9636363636363636,55,
pad,74,0.1,sens-AK,,55,1.0
pad,74,0.1,cov-BKL,1.0,9,
pad,74,0.1,cov-SCC,0.8648648648648649,37,
pad,74,0.1,sens-SCC,,37,1.0
pad,74,0.15,cov-MEL,0.8181818181818182,11,
pad,74,0.15,sens-MEL,,11,1.0
pad,74,0.15,cov-NV,0.8,10,
pad,74,0.15,cov-BCC,0.9290322580645162,155,
pad,74,0.15,sens-BCC,,155,1.0
pad,74,0.15,cov-AK,0.9454545454545454,55,
pad,74,0.15,sens-AK,,55,1.0
pad,74,0.15,cov-BKL,0.8888888888888888,9,
pad,74,0.15,cov-SCC,0.7567567567567568,37,
pad,74,0.15,sens-SCC,,37,1.0
hiba,75,0.05,cov-MEL,1.0,54,
hiba,75,0.05,sens-MEL,,54,1.0
hiba,75,0.05,cov-NV,1.0,134,
hiba,75,0.05,cov-BCC,1.0,44,
hiba,75,0.05,sens-BCC,,44,1.0
hiba,75,0.05,cov-AK,0.7,10,
hiba,75,0.05,sens-AK,,10,1.0
hiba,75,0.05,cov-BKL,1.0,13,
hiba,75,0.05,cov-DF,0.6,10,
hiba,75,0.05,cov-VASC,0.8888888888888888,9,
hiba,75,0.05,cov-SCC,0.9642857142857143,28,
hiba,75,0.05,sens-SCC,,28,1.0
hiba,75,0.1,cov-MEL,0.9259259259259259,54,
hiba,75,0.1,sens-MEL,,54,0.9629629629629629
hiba,75,0.1,cov-NV,0.9850746268656716,134,
hiba,75,0.1,cov-BCC,1.0,44,
hiba,75,0.1,sens-BCC,,44,1.0
hiba,75,0.1,cov-AK,0.7,10,
hiba,75,0.1,sens-AK,,10,1.0
hiba,75,0.1,cov-BKL,1.0,13,
hiba,75,0.1,cov-DF,0.4,10,
hiba,75,0.1,cov-VASC,0.4444444444444444,9,
hiba,75,0.1,cov-SCC,0.8928571428571429,28,
hiba,75,0.1,sens-SCC,,28,1.0
hiba,75,0.15,cov-MEL,0.8703703703703703,54,
hiba,75,0.15,sens-MEL,,54,0.9629629629629629
hiba,75,0.15,cov-NV,0.9552238805970149,134,
hiba,75,0.15,cov-BCC,0.9318181818181818,44,
hiba,75,0.15,sens-BCC,,44,0.9772727272727273
hiba,75,0.15,cov-AK,0.7,10,
hiba,75,0.15,sens-AK,,10,1.0
hiba,75,0.15,cov-BKL,0.9230769230769231,13,
hiba,75,0.15,cov-DF,0.1,10,
hiba,75,0.15,cov-VASC,0.2222222222222222,9,
hiba,75,0.15,cov-SCC,0.75,28,
hiba,75,0.15,sens-SCC,,28,1.0
pad,75,0.05,cov-MEL,1.0,8,
pad,75,0.05,sens-MEL,,8,1.0
pad,75,0.05,cov-NV,1.0,9,
pad,75,0.05,cov-BCC,0.9878048780487805,164,
pad,75,0.05,sens-BCC,,164,1.0
pad,75,0.05,cov-AK,0.9811320754716981,53,
pad,75,0.05,sens-AK,,53,1.0
pad,75,0.05,cov-BKL,1.0,8,
pad,75,0.05,cov-SCC,0.9487179487179487,39,
pad,75,0.05,sens-SCC,,39,1.0
pad,75,0.1,cov-MEL,1.0,8,
pad,75,0.1,sens-MEL,,8,1.0
pad,75,0.1,cov-NV,1.0,9,
pad,75,0.1,cov-BCC,0.9329268292682927,164,
pad,75,0.1,sens-BCC,,164,1.0
pad,75,0.1,cov-AK,0.9622641509433962,53,
pad,75,0.1,sens-AK,,53,1.0
pad,75,0.1,cov-BKL,1.0,8,
pad,75,0.1,cov-SCC,0.8205128205128205,39,
pad,75,0.1,sens-SCC,,39,1.0
pad,75,0.15,cov-MEL,1.0,8,
pad,75,0.15,sens-MEL,,8,1.0
pad,75,0.15,cov-NV,0.7777777777777778,9,
pad,75,0.15,cov-BCC,0.8902439024390244,164,
pad,75,0.15,sens-BCC,,164,1.0
pad,75,0.15,cov-AK,0.9622641509433962,53,
pad,75,0.15,sens-AK,,53,1.0
pad,75,0.15,cov-BKL,1.0,8,
pad,75,0.15,cov-SCC,0.7692307692307693,39,
pad,75,0.15,sens-SCC,,39,1.0
hiba,76,0.05,cov-MEL,0.9803921568627451,51,
hiba,76,0.05,sens-MEL,,51,1.0
hiba,76,0.05,cov-NV,1.0,118,
hiba,76,0.05,cov-BCC,0.9733333333333334,75,
hiba,76,0.05,sens-BCC,,75,1.0
hiba,76,0.05,cov-AK,1.0,14,
hiba,76,0.05,sens-AK,,14,1.0
hiba,76,0.05,cov-BKL,1.0,19,
hiba,76,0.05,cov-DF,1.0,10,
hiba,76,0.05,cov-VASC,1.0,8,
hiba,76,0.05,cov-SCC,0.8,20,
hiba,76,0.05,sens-SCC,,20,1.0
hiba,76,0.1,cov-MEL,0.9215686274509803,51,
hiba,76,0.1,sens-MEL,,51,0.9803921568627451
hiba,76,0.1,cov-NV,1.0,118,
hiba,76,0.1,cov-BCC,0.9466666666666667,75,
hiba,76,0.1,sens-BCC,,75,1.0
hiba,76,0.1,cov-AK,0.9285714285714286,14,
hiba,76,0.1,sens-AK,,14,1.0
hiba,76,0.1,cov-BKL,1.0,19,
hiba,76,0.1,cov-DF,0.6,10,
hiba,76,0.1,cov-VASC,0.875,8,
hiba,76,0.1,cov-SCC,0.8,20,
hiba,76,0.1,sens-SCC,,20,1.0
hiba,76,0.15,cov-MEL,0.9019607843137255,51,
hiba,76,0.15,sens-MEL,,51,0.9607843137254902
hiba,76,0.15,cov-NV,0.9915254237288136,118,
hiba,76,0.15,cov-BCC,0.8933333333333333,75,
hiba,76,0.15,sens-BCC,,75,0.9733333333333334
hiba,76,0.15,cov-AK,0.8571428571428571,14,
hiba,76,0.15,sens-AK,,14,1.0
hiba,76,0.15,cov-BKL,1.0,19,
hiba,76,0.15,cov-DF,0.6,10,
hiba,76,0.15,cov-VASC,0.75,8,
hiba,76,0.15,cov-SCC,0.65,20,
hiba,76,0.15,sens-SCC,,20,1.0
pad,76,0.05,cov-MEL,1.0,10,
pad,76,0.05,sens-MEL,,10,1.0
pad,76,0.05,cov-NV,0.9090909090909091,11,
pad,76,0.05,cov-BCC,0.9705882352941176,170,
pad,76,0.05,sens-BCC,,170,1.0
pad,76,0.05,cov-AK,0.9433962264150944,53,
pad,76,0.05,sens-AK,,53,1.0
pad,76,0.05,cov-BKL,1.0,4,
pad,76,0.05,cov-SCC,0.9142857142857143,35,
pad,76,0.05,sens-SCC,,35,1.0
pad,76,0.1,cov-MEL,1.0,10,
pad,76,0.1,sens-MEL,,10,1.0
pad,76,0.1,cov-NV,0.9090909090909091,11,
pad,76,0.1,cov-BCC,0.9352941176470588,170,
pad,76,0.1,sens-BCC,,170,1.0
pad,76,0.1,cov-AK,0.9056603773584906,53,
pad,76,0.1,sens-AK,,53,1.0
pad,76,0.1,cov-BKL,1.0,4,
pad,76,0.1,cov-SCC,0.7428571428571429,35,
pad,76,0.1,sens-SCC,,35,1.0
pad,76,0.15,cov-MEL,1.0,10,
pad,76,0.15,sens-MEL,,10,1.0
pad,76,0.15,cov-NV,0.8181818181818182,11,
pad,76,0.15,cov-BCC,0.9,170,
pad,76,0.15,sens-BCC,,170,1.0
pad,76,0.15,cov-AK,0.8867924528301887,53,
pad,76,0.15,sens-AK,,53,1.0
pad,76,0.15,cov-BKL,1.0,4,
pad,76,0.15,cov-SCC,0.6857142857142857,35,
pad,76,0.15,sens-SCC,,35,1.0
hiba,77,0.05,cov-MEL,0.9565217391304348,46,
hiba,77,0.05,sens-MEL,,46,1.0
hiba,77,0.05,cov-NV,1.0,164,
hiba,77,0.05,cov-BCC,0.984375,64,
hiba,77,0.05,sens-BCC,,64,1.0
hiba,77,0.05,cov-AK,1.0,5,
hiba,77,0.05,sens-AK,,5,1.0
hiba,77,0.05,cov-BKL,1.0,14,
hiba,77,0.05,cov-DF,0.9411764705882353,17,
hiba,77,0.05,cov-VASC,1.0,7,
hiba,77,0.05,cov-SCC,0.9285714285714286,14,
hiba,77,0.05,sens-SCC,,14,1.0
hiba,77,0.1,cov-MEL,0.8260869565217391,46,
hiba,77,0.1,sens-MEL,,46,0.9347826086956522
hiba,77,0.1,cov-NV,0.9939024390243902,164,
hiba,77,0.1,cov-BCC,0.953125,64,
hiba,77,0.1,sens-BCC,,64,1.0
hiba,77,0.1,cov-AK,1.0,5,
hiba,77,0.1,sens-AK,,5,1.0
hiba,77,0.1,cov-BKL,1.0,14,
hiba,77,0.1,cov-DF,0.5882352941176471,17,
hiba,77,0.1,cov-VASC,0.5714285714285714,7,
hiba,77,0.1,cov-SCC,0.8571428571428571,14,
hiba,77,0.1,sens-SCC,,14,1.0
hiba,77,0.15,cov-MEL,0.8043478260869565,46,
hiba,77,0.15,sens-MEL,,46,0.9130434782608695
hiba,77,0.15,cov-NV,0.9695121951219512,164,
hiba,77,0.15,cov-BCC,0.859375,64,
hiba,77,0.15,sens-BCC,,64,1.0
hiba,77,0.15,cov-AK,0.8,5,
hiba,77,0.15,sens-AK,,5,1.0
hiba,77,0.15,cov-BKL,0.9285714285714286,14,
hiba,77,0.15,cov-DF,0.29411764705882354,17,
hiba,77,0.15,cov-VASC,0.5714285714285714,7,
hiba,77,0.15,cov-SCC,0.7857142857142857,14,
hiba,77,0.15,sens-SCC,,14,1.0
pad,77,0.05,cov-MEL,1.0,6,
pad,77,0.05,sens-MEL,,6,1.0
pad,77,0.05,cov-NV,1.0,9,
pad,77,0.05,cov-BCC,0.9664429530201343,149,
pad,77,0.05,sens-BCC,,149,1.0
pad,77,0.05,cov-AK,0.9375,48,
pad,77,0.05,sens-AK,,48,1.0
pad,77,0.05,cov-BKL,1.0,7,
pad,77,0.05,cov-SCC,0.8444444444444444,45,
pad,77,0.05,sens-SCC,,45,1.0
pad,77,0.1,cov-MEL,0.8333333333333334,6,
pad,77,0.1,sens-MEL,,6,1.0
pad,77,0.1,cov-NV,1.0,9,
pad,77,0.1,cov-BCC,0.8926174496644296,149,
pad,77,0.1,sens-BCC,,149,0.9932885906040269
pad,77,0.1,cov-AK,0.8958333333333334,48,
pad,77,0.1,sens-AK,,48,0.9791666666666666
pad,77,0.1,cov-BKL,1.0,7,
pad,77,0.1,cov-SCC,0.7111111111111111,45,
pad,77,0.1,sens-SCC,,45,1.0
pad,77,0.15,cov-MEL,0.8333333333333334,6,
pad,77,0.15,sens-MEL,,6,1.0
pad,77,0.15,cov-NV,0.8888888888888888,9,
pad,77,0.15,cov-BCC,0.8791946308724832,149,
pad,77,0.15,sens-BCC,,149,1.0
pad,77,0.15,cov-AK,0.875,48,
pad,77,0.15,sens-AK,,48,1.0
pad,77,0.15,cov-BKL,1.0,7,
pad,77,0.15,cov-SCC,0.6444444444444445,45,
pad,77,0.15,sens-SCC,,45,1.0
hiba,78,0.05,cov-MEL,1.0,55,
hiba,78,0.05,sens-MEL,,55,1.0
hiba,78,0.05,cov-NV,1.0,188,
hiba,78,0.05,cov-BCC,1.0,56,
hiba,78,0.05,sens-BCC,,56,1.0
hiba,78,0.05,cov-AK,1.0,13,
hiba,78,0.05,sens-AK,,13,1.0
hiba,78,0.05,cov-BKL,1.0,21,
hiba,78,0.05,cov-DF,0.5555555555555556,9,
hiba,78,0.05,cov-VASC,1.0,12,
hiba,78,0.05,cov-SCC,0.9565217391304348,23,
hiba,78,0.05,sens-SCC,,23,1.0
hiba,78,0.1,cov-MEL,0.9818181818181818,55,
hiba,78,0.1,sens-MEL,,55,1.0
hiba,78,0.1,cov-NV,1.0,188,
hiba,78,0.1,cov-BCC,0.9821428571428571,56,
hiba,78,0.1,sens-BCC,,56,1.0
hiba,78,0.1,cov-AK,0.9230769230769231,13,
hiba,78,0.1,sens-AK,,13,1.0
hiba,78,0.1,cov-BKL,0.9523809523809523,21,
hiba,78,0.1,cov-DF,0.2222222222222222,9,
hiba,78,0.1,cov-VASC,1.0,12,
hiba,78,0.1,cov-SCC,0.8260869565217391,23,
hiba,78,0.1,sens-SCC,,23,1.0
hiba,78,0.15,cov-MEL,0.9454545454545454,55,
hiba,78,0.15,sens-MEL,,55,1.0
hiba,78,0.15,cov-NV,1.0,188,
hiba,78,0.15,cov-BCC,0.9642857142857143,56,
hiba,78,0.15,sens-BCC,,56,1.0
hiba,78,0.15,cov-AK,0.9230769230769231,13,
hiba,78,0.15,sens-AK,,13,1.0
hiba,78,0.15,cov-BKL,0.9047619047619048,21,
hiba,78,0.15,cov-DF,0.1111111111111111,9,
hiba,78,0.15,cov-VASC,1.0,12,
hiba,78,0.15,cov-SCC,0.7391304347826086,23,
hiba,78,0.15,sens-SCC,,23,1.0
pad,78,0.05,cov-MEL,1.0,9,
pad,78,0.05,sens-MEL,,9,1.0
pad,78,0.05,cov-NV,1.0,8,
pad,78,0.05,cov-BCC,0.9805194805194806,154,
pad,78,0.05,sens-BCC,,154,1.0
pad,78,0.05,cov-AK,0.9508196721311475,61,
pad,78,0.05,sens-AK,,61,1.0
pad,78,0.05,cov-BKL,1.0,6,
pad,78,0.05,cov-SCC,0.8947368421052632,38,
pad,78,0.05,sens-SCC,,38,1.0
pad,78,0.1,cov-MEL,1.0,9,
pad,78,0.1,sens-MEL,,9,1.0
pad,78,0.1,cov-NV,1.0,8,
pad,78,0.1,cov-BCC,0.9545454545454546,154,
pad,78,0.1,sens-BCC,,154,1.0
pad,78,0.1,cov-AK,0.9344262295081968,61,
pad,78,0.1,sens-AK,,61,1.0
pad,78,0.1,cov-BKL,1.0,6,
pad,78,0.1,cov-SCC,0.868421052631579,38,
pad,78,0.1,sens-SCC,,38,1.0
pad,78,0.15,cov-MEL,1.0,9,
pad,78,0.15,sens-MEL,,9,1.0
pad,78,0.15,cov-NV,1.0,8,
pad,78,0.15,cov-BCC,0.9545454545454546,154,
pad,78,0.15,sens-BCC,,154,1.0
pad,78,0.15,cov-AK,0.9180327868852459,61,
pad,78,0.15,sens-AK,,61,1.0
pad,78,0.15,cov-BKL,1.0,6,
pad,78,0.15,cov-SCC,0.8421052631578947,38,
pad,78,0.15,sens-SCC,,38,1.0
hiba,79,0.05,cov-MEL,0.9767441860465116,43,
hiba,79,0.05,sens-MEL,,43,1.0
hiba,79,0.05,cov-NV,1.0,164,
hiba,79,0.05,cov-BCC,0.9852941176470589,68,
hiba,79,0.05,sens-BCC,,68,1.0
hiba,79,0.05,cov-AK,0.9230769230769231,13,
hiba,79,0.05,sens-AK,,13,1.0
hiba,79,0.05,cov-BKL,1.0,10,
hiba,79,0.05,cov-DF,0.6153846153846154,13,
hiba,79,0.05,cov-VASC,0.7142857142857143,14,
hiba,79,0.05,cov-SCC,0.84,25,
hiba,79,0.05,sens-SCC,,25,1.0
hiba,79,0.1,cov-MEL,0.9302325581395349,43,
hiba,79,0.1,sens-MEL,,43,0.9534883720930233
hiba,79,0.1,cov-NV,0.9817073170731707,164,
hiba,79,0.1,cov-BCC,0.9852941176470589,68,
hiba,79,0.1,sens-BCC,,68,1.0
hiba,79,0.1,cov-AK,0.7692307692307693,13,
hiba,79,0.1,sens-AK,,13,1.0
hiba,79,0.1,cov-BKL,0.9,10,
hiba,79,0.1,cov-DF,0.3076923076923077,13,
hiba,79,0.1,cov-VASC,0.6428571428571429,14,
hiba,79,0.1,cov-SCC,0.8,25,
hiba,79,0.1,sens-SCC,,25,1.0
hiba,79,0.15,cov-MEL,0.9069767441860465,43,
hiba,79,0.15,sens-MEL,,43,0.9534883720930233
hiba,79,0.15,cov-NV,0.9695121951219512,164,
hiba,79,0.15,cov-BCC,0.9852941176470589,68,
hiba,79,0.15,sens-BCC,,68,1.0
hiba,79,0.15,cov-AK,0.7692307692307693,13,
hiba,79,0.15,sens-AK,,13,1.0
hiba,79,0.15,cov-BKL,0.9,10,
hiba,79,0.15,cov-DF,0.23076923076923078,13,
hiba,79,0.15,cov-VASC,0.6428571428571429,14,
hiba,79,0.15,cov-SCC,0.68,25,
hiba,79,0.15,sens-SCC,,25,0.96
pad,79,0.05,cov-MEL,0.9,10,
pad,79,0.05,sens-MEL,,10,1.0
pad,79,0.05,cov-NV,1.0,10,
pad,79,0.05,cov-BCC,1.0,167,
pad,79,0.05,sens-BCC,,167,1.0
pad,79,0.05,cov-AK,0.9545454545454546,66,
pad,79,0.05,sens-AK,,66,1.0
pad,79,0.05,cov-BKL,1.0,9,
pad,79,0.05,cov-SCC,0.9130434782608695,46,
pad,79,0.05,sens-SCC,,46,1.0
pad,79,0.1,cov-MEL,0.9,10,
pad,79,0.1,sens-MEL,,10,1.0
pad,79,0.1,cov-NV,1.0,10,
pad,79,0.1,cov-BCC,0.9640718562874252,167,
pad,79,0.1,sens-BCC,,167,1.0
pad,79,0.1,cov-AK,0.8939393939393939,66,
pad,79,0.1,sens-AK,,66,1.0
pad,79,0.1,cov-BKL,1.0,9,
pad,79,0.1,cov-SCC,0.8043478260869565,46,
pad,79,0.1,sens-SCC,,46,1.0
pad,79,0.15,cov-MEL,0.9,10,
pad,79,0.15,sens-MEL,,10,1.0
pad,79,0.15,cov-NV,1.0,10,
pad,79,0.15,cov-BCC,0.8982035928143712,167,
pad,79,0.15,sens-BCC,,167,1.0
pad,79,0.15,cov-AK,0.8636363636363636,66,
pad,79,0.15,sens-AK,,66,1.0
pad,79,0.15,cov-BKL,1.0,9,
pad,79,0.15,cov-SCC,0.6739130434782609,46,
pad,79,0.15,sens-SCC,,46,1.0
hiba,80,0.05,cov-MEL,0.9591836734693877,49,
hiba,80,0.05,sens-MEL,,49,1.0
hiba,80,0.05,cov-NV,1.0,206,
hiba,80,0.05,cov-BCC,1.0,56,
hiba,80,0.05,sens-BCC,,56,1.0
hiba,80,0.05,cov-AK,1.0,6,
hiba,80,0.05,sens-AK,,6,1.0
hiba,80,0.05,cov-BKL,1.0,20,
hiba,80,0.05,cov-DF,0.4444444444444444,9,
hiba,80,0.05,cov-VASC,0.9090909090909091,11,
hiba,80,0.05,cov-SCC,0.8636363636363636,22,
hiba,80,0.05,sens-SCC,,22,1.0
hiba,80,0.1,cov-MEL,0.9387755102040817,49,
hiba,80,0.1,sens-MEL,,49,0.9795918367346939
hiba,80,0.1,cov-NV,0.9951456310679612,206,
hiba,80,0.1,cov-BCC,0.9642857142857143,56,
hiba,80,0.1,sens-BCC,,56,1.0
hiba,80,0.1,cov-AK,1.0,6,
hiba,80,0.1,sens-AK,,6,1.0
hiba,80,0.1,cov-BKL,1.0,20,
hiba,80,0.1,cov-DF,0.2222222222222222,9,
hiba,80,0.1,cov-VASC,0.9090909090909091,11,
hiba,80,0.1,cov-SCC,0.7727272727272727,22,
hiba,80,0.1,sens-SCC,,22,1.0
hiba,80,0.15,cov-MEL,0.8979591836734694,49,
hiba,80,0.15,sens-MEL,,49,0.9795918367346939
hiba,80,0.15,cov-NV,0.9854368932038835,206,
hiba,80,0.15,cov-BCC,0.875,56,
hiba,80,0.15,sens-BCC,,56,1.0
hiba,80,0.15,cov-AK,1.0,6,
hiba,80,0.15,sens-AK,,6,1.0
hiba,80,0.15,cov-BKL,1.0,20,
hiba,80,0.15,cov-DF,0.0,9,
hiba,80,0.15,cov-VASC,0.8181818181818182,11,
hiba,80,0.15,cov-SCC,0.7727272727272727,22,
hiba,80,0.15,sens-SCC,,22,1.0
pad,80,0.05,cov-MEL,1.0,12,
pad,80,0.05,sens-MEL,,12,1.0
pad,80,0.05,cov-NV,0.9166666666666666,12,
pad,80,0.05,cov-BCC,0.9808917197452229,157,
pad,80,0.05,sens-BCC,,157,1.0
pad,80,0.05,cov-AK,0.9387755102040817,49,
pad,80,0.05,sens-AK,,49,1.0
pad,80,0.05,cov-BKL,1.0,4,
pad,80,0.05,cov-SCC,0.9069767441860465,43,
pad,80,0.05,sens-SCC,,43,1.0
pad,80,0.1,cov-MEL,1.0,12,
pad,80,0.1,sens-MEL,,12,1.0
pad,80,0.1,cov-NV,0.75,12,
pad,80,0.1,cov-BCC,0.9426751592356688,157,
pad,80,0.1,sens-BCC,,157,1.0
pad,80,0.1,cov-AK,0.9183673469387755,49,
pad,80,0.1,sens-AK,,49,1.0
pad,80,0.1,cov-BKL,1.0,4,
pad,80,0.1,cov-SCC,0.7674418604651163,43,
pad,80,0.1,sens-SCC,,43,1.0
pad,80,0.15,cov-MEL,1.0,12,
pad,80,0.15,sens-MEL,,12,1.0
pad,80,0.15,cov-NV,0.6666666666666666,12,
pad,80,0.15,cov-BCC,0.89171974522293,157,
pad,80,0.15,sens-BCC,,157,1.0
pad,80,0.15,cov-AK,0.8775510204081632,49,
pad,80,0.15,sens-AK,,49,1.0
pad,80,0.15,cov-BKL,1.0,4,
pad,80,0.15,cov-SCC,0.6046511627906976,43,
pad,80,0.15,sens-SCC,,43,1.0
hiba,81,0.05,cov-MEL,0.9622641509433962,53,
hiba,81,0.05,sens-MEL,,53,1.0
hiba,81,0.05,cov-NV,1.0,182,
hiba,81,0.05,cov-BCC,0.9814814814814815,54,
hiba,81,0.05,sens-BCC,,54,1.0
hiba,81,0.05,cov-AK,1.0,10,
hiba,81,0.05,sens-AK,,10,1.0
hiba,81,0.05,cov-BKL,1.0,21,
hiba,81,0.05,cov-DF,0.45454545454545453,11,
hiba,81,0.05,cov-VASC,0.7142857142857143,14,
hiba,81,0.05,cov-SCC,0.8260869565217391,23,
hiba,81,0.05,sens-SCC,,23,1.0
hiba,81,0.1,cov-MEL,0.8679245283018868,53,
hiba,81,0.1,sens-MEL,,53,0.9433962264150944
hiba,81,0.1,cov-NV,0.989010989010989,182,
hiba,81,0.1,cov-BCC,0.9074074074074074,54,
hiba,81,0.1,sens-BCC,,54,1.0
hiba,81,0.1,cov-AK,1.0,10,
hiba,81,0.1,sens-AK,,10,1.0
hiba,81,0.1,cov-BKL,0.8095238095238095,21,
hiba,81,0.1,cov-DF,0.36363636363636365,11,
hiba,81,0.1,cov-VASC,0.7142857142857143,14,
hiba,81,0.1,cov-SCC,0.782608695652174,23,
hiba,81,0.1,sens-SCC,,23,1.0
hiba,81,0.15,cov-MEL,0.8301886792452831,53,
hiba,81,0.15,sens-MEL,,53,0.9245283018867925
hiba,81,0.15,cov-NV,0.978021978021978,182,
hiba,81,0.15,cov-BCC,0.8333333333333334,54,
hiba,81,0.15,sens-BCC,,54,1.0
hiba,81,0.15,cov-AK,1.0,10,
hiba,81,0.15,sens-AK,,10,1.0
hiba,81,0.15,cov-BKL,0.7619047619047619,21,
hiba,81,0.15,cov-DF,0.36363636363636365,11,
hiba,81,0.15,cov-VASC,0.5714285714285714,14,
hiba,81,0.15,cov-SCC,0.6956521739130435,23,
hiba,81,0.15,sens-SCC,,23,1.0
pad,81,0.05,cov-MEL,0.9090909090909091,11,
pad,81,0.05,sens-MEL,,11,1.0
pad,81,0.05,cov-NV,1.0,10,
pad,81,0.05,cov-BCC,0.9880239520958084,167,
pad,81,0.05,sens-BCC,,167,1.0
pad,81,0.05,cov-AK,0.9682539682539683,63,
pad,81,0.05,sens-AK,,63,1.0
pad,81,0.05,cov-BKL,1.0,5,
pad,81,0.05,cov-SCC,0.8571428571428571,28,
pad,81,0.05,sens-SCC,,28,1.0
pad,81,0.1,cov-MEL,0.9090909090909091,11,
pad,81,0.1,sens-MEL,,11,1.0
pad,81,0.1,cov-NV,1.0,10,
pad,81,0.1,cov-BCC,0.9401197604790419,167,
pad,81,0.1,sens-BCC,,167,1.0
pad,81,0.1,cov-AK,0.9523809523809523,63,
pad,81,0.1,sens-AK,,63,1.0
pad,81,0.1,cov-BKL,0.8,5,
pad,81,0.1,cov-SCC,0.8214285714285714,28,
pad,81,0.1,sens-SCC,,28,1.0
pad,81,0.15,cov-MEL,0.8181818181818182,11,
pad,81,0.15,sens-MEL,,11,1.0
pad,81,0.15,cov-NV,0.9,10,
pad,81,0.15,cov-BCC,0.9221556886227545,167,
pad,81,0.15,sens-BCC,,167,1.0
pad,81,0.15,cov-AK,0.8888888888888888,63,
pad,81,0.15,sens-AK,,63,1.0
pad,81,0.15,cov-BKL,0.8,5,
pad,81,0.15,cov-SCC,0.75,28,
pad,81,0.15,sens-SCC,,28,1.0
hiba,82,0.05,cov-MEL,0.9807692307692307,52,
hiba,82,0.05,sens-MEL,,52,1.0
hiba,82,0.05,cov-NV,1.0,139,
hiba,82,0.05,cov-BCC,0.9827586206896551,58,
hiba,82,0.05,sens-BCC,,58,1.0
hiba,82,0.05,cov-AK,1.0,13,
hiba,82,0.05,sens-AK,,13,1.0
hiba,82,0.05,cov-BKL,1.0,18,
hiba,82,0.05,cov-DF,0.5833333333333334,12,
hiba,82,0.05,cov-VASC,1.0,5,
hiba,82,0.05,cov-SCC,0.7391304347826086,23,
hiba,82,0.05,sens-SCC,,23,1.0
hiba,82,0.1,cov-MEL,0.9230769230769231,52,
hiba,82,0.1,sens-MEL,,52,0.9807692307692307
