cohort,draw,alpha,stratum,n_cal,degenerate,coverage,coverage_pw,miss_rate,referral,referral_pw,set_size,n_test,n_test_pat
pad,22,0.1,M1,20,False,1.0,1.0,0.0,1.0,1.0,3.6315789473684212,38,20.0
pad,22,0.1,M2,173,False,0.9020979020979021,0.8897569444444445,0.0,1.0,1.0,2.937062937062937,143,96.0
pad,22,0.1,M3,70,False,0.8441558441558441,0.8408333333333334,0.0,1.0,1.0,2.7142857142857144,77,50.0
pad,22,0.1,M4,8,True,1.0,1.0,0.0,1.0,1.0,4.7,10,9.0
pad,22,0.1,M5,5,True,,,,,,,0,0.0
pad,22,0.1,marginal-M1,292,False,0.868421052631579,,0.0,1.0,,3.1842105263157894,38,
pad,22,0.1,marginal-M2,292,False,0.8741258741258742,,0.0,1.0,,3.06993006993007,143,
pad,22,0.1,marginal-M3,292,False,0.9090909090909091,,0.0,1.0,,3.272727272727273,77,
pad,22,0.1,marginal-M4,292,False,0.9,,0.0,1.0,,3.4,10,
pad,22,0.15,B,24,False,0.7647058823529411,0.7333333333333333,,0.9411764705882353,0.9333333333333333,2.764705882352941,17,15.0
pad,22,0.15,M1,20,False,1.0,1.0,0.0,1.0,1.0,3.5789473684210527,38,20.0
pad,22,0.15,M2,173,False,0.8041958041958042,0.806671626984127,0.0,1.0,1.0,2.5174825174825175,143,96.0
pad,22,0.15,M3,70,False,0.8311688311688312,0.8308333333333334,0.0,1.0,1.0,2.6103896103896105,77,50.0
pad,22,0.15,M4,8,False,1.0,1.0,0.0,1.0,1.0,4.1,10,9.0
pad,22,0.15,M5,5,True,,,,,,,0,0.0
pad,22,0.15,marginal-M1,292,False,0.8421052631578947,,0.0,1.0,,2.789473684210526,38,
pad,22,0.15,marginal-M2,292,False,0.8041958041958042,,0.0,1.0,,2.629370629370629,143,
pad,22,0.15,marginal-M3,292,False,0.8441558441558441,,0.0,1.0,,2.844155844155844,77,
pad,22,0.15,marginal-M4,292,False,0.9,,0.0,1.0,,3.1,10,
hiba,23,0.05,B,161,False,1.0,1.0,,1.0,1.0,6.2773722627737225,137,77.0
hiba,23,0.05,M1,25,False,1.0,1.0,0.0,1.0,1.0,7.368421052631579,19,9.0
hiba,23,0.05,M2,223,False,0.9375,0.9375,0.0,1.0,1.0,6.919642857142857,112,92.0
hiba,23,0.05,M3,27,False,1.0,1.0,0.0,1.0,1.0,6.875,8,7.0
hiba,23,0.05,marginal-M1,396,False,1.0,,0.0,1.0,,6.526315789473684,19,
hiba,23,0.05,marginal-M2,396,False,0.9732142857142857,,0.0,1.0,,5.9375,112,
hiba,23,0.05,marginal-M3,396,False,1.0,,0.0,1.0,,6.25,8,
hiba,23,0.1,B,161,False,0.948905109489051,0.9372294372294373,,0.9854014598540146,0.9965367965367965,4.226277372262774,137,77.0
hiba,23,0.1,M1,25,False,1.0,1.0,0.0,1.0,1.0,5.7894736842105265,19,9.0
hiba,23,0.1,M2,223,False,0.9196428571428571,0.9157608695652174,0.0,1.0,1.0,5.098214285714286,112,92.0
hiba,23,0.1,M3,27,False,1.0,1.0,0.0,1.0,1.0,5.125,8,7.0
hiba,23,0.1,marginal-M1,396,False,1.0,,0.0,1.0,,4.947368421052632,19,
hiba,23,0.1,marginal-M2,396,False,0.9285714285714286,,0.0,1.0,,4.785714285714286,112,
hiba,23,0.1,marginal-M3,396,False,1.0,,0.0,1.0,,5.0,8,
hiba,23,0.15,B,161,False,0.9124087591240876,0.8787878787878789,,0.927007299270073,0.9251082251082251,3.197080291970803,137,77.0
hiba,23,0.15,M1,25,False,1.0,1.0,0.0,1.0,1.0,4.526315789473684,19,9.0
hiba,23,0.15,M2,223,False,0.8928571428571429,0.8903985507246376,0.008928571428571428,0.9910714285714286,0.9972826086956522,4.125,112,92.0
hiba,23,0.15,M3,27,False,1.0,1.0,0.0,1.0,1.0,4.25,8,7.0
hiba,23,0.15,marginal-M1,396,False,1.0,,0.0,1.0,,3.8947368421052633,19,
hiba,23,0.15,marginal-M2,396,False,0.9017857142857143,,0.0,1.0,,3.9285714285714284,112,
hiba,23,0.15,marginal-M3,396,False,1.0,,0.0,1.0,,4.0,8,
pad,23,0.05,B,26,False,1.0,1.0,,1.0,1.0,4.5,14,13.0
pad,23,0.05,M1,26,False,1.0,1.0,0.0,1.0,1.0,4.461538461538462,26,14.0
pad,23,0.05,M2,165,False,0.959731543624161,0.9631410256410255,0.0,1.0,1.0,4.154362416107382,149,104.0
pad,23,0.05,M3,79,False,0.9846153846153847,0.9878048780487805,0.0,1.0,1.0,4.338461538461538,65,41.0
pad,23,0.05,M4,10,True,1.0,1.0,0.0,1.0,1.0,5.222222222222222,9,7.0
pad,23,0.05,marginal-M1,298,False,0.9615384615384616,,0.0,1.0,,4.1923076923076925,26,
pad,23,0.05,marginal-M2,298,False,0.9530201342281879,,0.0,1.0,,4.053691275167785,149,
pad,23,0.05,marginal-M3,298,False,0.9846153846153847,,0.0,1.0,,4.138461538461539,65,
pad,23,0.05,marginal-M4,298,False,0.8888888888888888,,0.0,1.0,,4.666666666666667,9,
pad,23,0.05,marginal-M5,298,False,1.0,,0.0,1.0,,3.1666666666666665,6,
pad,23,0.1,B,26,False,0.9285714285714286,0.9230769230769231,,1.0,1.0,3.5714285714285716,14,13.0
pad,23,0.1,M1,26,False,1.0,1.0,0.0,1.0,1.0,3.6538461538461537,26,14.0
pad,23,0.1,M2,165,False,0.9328859060402684,0.9358974358974359,0.0,1.0,1.0,3.2818791946308723,149,104.0
pad,23,0.1,M3,79,False,0.9538461538461539,0.9390243902439024,0.0,1.0,1.0,3.1538461538461537,65,41.0
pad,23,0.1,M4,10,False,0.8888888888888888,0.8571428571428571,0.0,1.0,1.0,3.3333333333333335,9,7.0
pad,23,0.1,marginal-M1,298,False,0.9615384615384616,,0.0,1.0,,3.5384615384615383,26,
pad,23,0.1,marginal-M2,298,False,0.912751677852349,,0.0,1.0,,3.51006711409396,149,
pad,23,0.1,marginal-M3,298,False,0.9692307692307692,,0.0,1.0,,3.707692307692308,65,
pad,23,0.1,marginal-M4,298,False,0.8888888888888888,,0.0,1.0,,4.0,9,
pad,23,0.1,marginal-M5,298,False,1.0,,0.0,1.0,,3.0,6,
pad,23,0.15,B,26,False,0.8571428571428571,0.8461538461538461,,1.0,1.0,3.142857142857143,14,13.0
pad,23,0.15,M1,26,False,0.9615384615384616,0.9761904761904762,0.0,1.0,1.0,3.0384615384615383,26,14.0
pad,23,0.15,M2,165,False,0.8859060402684564,0.907051282051282,0.0,1.0,1.0,2.865771812080537,149,104.0
pad,23,0.15,M3,79,False,0.9076923076923077,0.899390243902439,0.0,1.0,1.0,2.876923076923077,65,41.0
pad,23,0.15,M4,10,False,0.8888888888888888,0.8571428571428571,0.0,1.0,1.0,3.3333333333333335,9,7.0
pad,23,0.15,marginal-M1,298,False,0.9230769230769231,,0.0,1.0,,2.730769230769231,26,
pad,23,0.15,marginal-M2,298,False,0.8322147651006712,,0.0,1.0,,2.7114093959731544,149,
pad,23,0.15,marginal-M3,298,False,0.9230769230769231,,0.0,1.0,,3.046153846153846,65,
pad,23,0.15,marginal-M4,298,False,0.8888888888888888,,0.0,1.0,,3.2222222222222223,9,
pad,23,0.15,marginal-M5,298,False,0.5,,0.0,1.0,,1.6666666666666667,6,
hiba,24,0.05,B,163,False,0.9523809523809523,0.9133333333333333,,1.0,1.0,4.660714285714286,168,75.0
hiba,24,0.05,M1,25,False,0.9166666666666666,0.8888888888888888,0.0,1.0,1.0,5.416666666666667,12,9.0
hiba,24,0.05,M2,226,False,0.9107142857142857,0.9185393258426966,0.0,1.0,1.0,5.892857142857143,112,89.0
hiba,24,0.05,M3,24,False,0.9090909090909091,0.9,0.0,1.0,1.0,5.090909090909091,11,10.0
hiba,24,0.05,marginal-M1,396,False,1.0,,0.0,1.0,,5.75,12,
hiba,24,0.05,marginal-M2,396,False,0.9285714285714286,,0.0,1.0,,5.375,112,
hiba,24,0.05,marginal-M3,396,False,0.9090909090909091,,0.0,1.0,,5.454545454545454,11,
hiba,24,0.1,B,163,False,0.9047619047619048,0.8433333333333334,,0.9285714285714286,0.9669597069597069,3.2142857142857144,168,75.0
hiba,24,0.1,M1,25,False,0.9166666666666666,0.8888888888888888,0.0,1.0,1.0,4.083333333333333,12,9.0
hiba,24,0.1,M2,226,False,0.8303571428571429,0.8286516853932584,0.026785714285714284,0.9732142857142857,0.9775280898876404,4.392857142857143,112,89.0
hiba,24,0.1,M3,24,False,0.8181818181818182,0.8,0.0,1.0,1.0,4.0,11,10.0
hiba,24,0.1,marginal-M1,396,False,0.9166666666666666,,0.0,1.0,,4.166666666666667,12,
hiba,24,0.1,marginal-M2,396,False,0.8839285714285714,,0.017857142857142856,0.9821428571428571,,4.589285714285714,112,
hiba,24,0.1,marginal-M3,396,False,0.9090909090909091,,0.0,1.0,,4.545454545454546,11,
hiba,24,0.15,B,163,False,0.8809523809523809,0.8283333333333334,,0.875,0.9220451770451772,2.8095238095238093,168,75.0
hiba,24,0.15,M1,25,False,0.9166666666666666,0.8888888888888888,0.0,1.0,1.0,3.6666666666666665,12,9.0
hiba,24,0.15,M2,226,False,0.8035714285714286,0.800561797752809,0.05357142857142857,0.9464285714285714,0.9438202247191011,3.75,112,89.0
hiba,24,0.15,M3,24,False,0.8181818181818182,0.8,0.0,1.0,1.0,3.727272727272727,11,10.0
hiba,24,0.15,marginal-M1,396,False,0.9166666666666666,,0.0,1.0,,3.25,12,
hiba,24,0.15,marginal-M2,396,False,0.8214285714285714,,0.03571428571428571,0.9642857142857143,,3.3482142857142856,112,
hiba,24,0.15,marginal-M3,396,False,0.8181818181818182,,0.0,1.0,,3.4545454545454546,11,
pad,24,0.05,B,20,False,1.0,1.0,,1.0,1.0,3.909090909090909,22,19.0
pad,24,0.05,M1,27,False,1.0,1.0,0.0,1.0,1.0,4.111111111111111,27,13.0
pad,24,0.05,M2,165,False,0.9862068965517241,0.9871794871794871,0.0,1.0,1.0,4.055172413793104,145,104.0
pad,24,0.05,M3,68,False,0.9878048780487805,0.9807692307692307,0.0,1.0,1.0,4.280487804878049,82,52.0
pad,24,0.05,M4,10,True,1.0,1.0,0.0,1.0,1.0,5.428571428571429,7,7.0
pad,24,0.05,M5,5,True,,,,,,,0,0.0
pad,24,0.05,marginal-M1,286,False,1.0,,0.0,1.0,,3.7777777777777777,27,
pad,24,0.05,marginal-M2,286,False,0.9862068965517241,,0.0,1.0,,4.006896551724138,145,
pad,24,0.05,marginal-M3,286,False,0.975609756097561,,0.0,1.0,,4.048780487804878,82,
pad,24,0.05,marginal-M4,286,False,1.0,,0.0,1.0,,4.714285714285714,7,
pad,24,0.1,B,20,False,1.0,1.0,,0.9545454545454546,0.9473684210526315,3.4545454545454546,22,19.0
pad,24,0.1,M1,27,False,1.0,1.0,0.0,1.0,1.0,3.925925925925926,27,13.0
pad,24,0.1,M2,165,False,0.9310344827586207,0.9310897435897435,0.0,1.0,1.0,3.6,145,104.0
pad,24,0.1,M3,68,False,0.9512195121951219,0.9503205128205128,0.0,1.0,1.0,3.6097560975609757,82,52.0
pad,24,0.1,M4,10,False,1.0,1.0,0.0,1.0,1.0,4.714285714285714,7,7.0
pad,24,0.1,M5,5,True,,,,,,,0,0.0
pad,24,0.1,marginal-M1,286,False,0.9629629629629629,,0.0,1.0,,3.2222222222222223,27,
pad,24,0.1,marginal-M2,286,False,0.9310344827586207,,0.0,1.0,,3.4275862068965517,145,
pad,24,0.1,marginal-M3,286,False,0.9512195121951219,,0.0,1.0,,3.548780487804878,82,
pad,24,0.1,marginal-M4,286,False,1.0,,0.0,1.0,,3.7142857142857144,7,
pad,24,0.15,B,20,False,1.0,1.0,,0.9545454545454546,0.9473684210526315,3.272727272727273,22,19.0
pad,24,0.15,M1,27,False,1.0,1.0,0.0,1.0,1.0,3.3333333333333335,27,13.0
pad,24,0.15,M2,165,False,0.8896551724137931,0.8918269230769231,0.0,1.0,1.0,2.9034482758620688,145,104.0
pad,24,0.15,M3,68,False,0.8414634146341463,0.8445512820512822,0.0,1.0,1.0,2.8536585365853657,82,52.0
pad,24,0.15,M4,10,False,1.0,1.0,0.0,1.0,1.0,4.571428571428571,7,7.0
pad,24,0.15,M5,5,True,,,,,,,0,0.0
pad,24,0.15,marginal-M1,286,False,0.9259259259259259,,0.0,1.0,,2.6296296296296298,27,
pad,24,0.15,marginal-M2,286,False,0.8827586206896552,,0.0,1.0,,2.9793103448275864,145,
pad,24,0.15,marginal-M3,286,False,0.8902439024390244,,0.0,1.0,,3.1341463414634148,82,
pad,24,0.15,marginal-M4,286,False,1.0,,0.0,1.0,,3.5714285714285716,7,
hiba,25,0.05,B,162,False,0.9788359788359788,0.9473684210526315,,1.0,1.0,5.597883597883598,189,76.0
hiba,25,0.05,M1,25,False,1.0,1.0,0.0,1.0,1.0,5.785714285714286,14,9.0
hiba,25,0.05,M2,224,False,0.9727272727272728,0.9725274725274725,0.0,1.0,1.0,6.363636363636363,110,91.0
hiba,25,0.05,M3,26,False,0.8888888888888888,0.875,0.0,1.0,1.0,5.666666666666667,9,8.0
hiba,25,0.05,marginal-M1,396,False,1.0,,0.0,1.0,,6.0,14,
hiba,25,0.05,marginal-M2,396,False,0.9818181818181818,,0.0,1.0,,6.1909090909090905,110,
hiba,25,0.05,marginal-M3,396,False,1.0,,0.0,1.0,,6.222222222222222,9,
hiba,25,0.1,B,162,False,0.9682539682539683,0.9429824561403507,,0.9894179894179894,0.9979532163742689,3.9682539682539684,189,76.0
hiba,25,0.1,M1,25,False,1.0,1.0,0.0,1.0,1.0,5.0,14,9.0
hiba,25,0.1,M2,224,False,0.9,0.8956043956043956,0.00909090909090909,0.990909090909091,0.9945054945054945,4.836363636363636,110,91.0
hiba,25,0.1,M3,26,False,0.6666666666666666,0.6875,0.0,1.0,1.0,3.6666666666666665,9,8.0
hiba,25,0.1,marginal-M1,396,False,1.0,,0.0,1.0,,4.285714285714286,14,
hiba,25,0.1,marginal-M2,396,False,0.9454545454545454,,0.00909090909090909,0.990909090909091,,4.872727272727273,110,
hiba,25,0.1,marginal-M3,396,False,0.8888888888888888,,0.0,1.0,,4.666666666666667,9,
hiba,25,0.15,B,162,False,0.9470899470899471,0.9166666666666665,,0.8941798941798942,0.9069444444444444,2.984126984126984,189,76.0
hiba,25,0.15,M1,25,False,1.0,1.0,0.0,1.0,1.0,4.214285714285714,14,9.0
hiba,25,0.15,M2,224,False,0.8,0.816849816849817,0.03636363636363636,0.9636363636363636,0.9743589743589742,3.8181818181818183,110,91.0
hiba,25,0.15,M3,26,False,0.6666666666666666,0.6875,0.0,1.0,1.0,3.111111111111111,9,8.0
hiba,25,0.15,marginal-M1,396,False,1.0,,0.0,1.0,,3.4285714285714284,14,
hiba,25,0.15,marginal-M2,396,False,0.8636363636363636,,0.01818181818181818,0.9818181818181818,,3.7545454545454544,110,
hiba,25,0.15,marginal-M3,396,False,0.7777777777777778,,0.0,1.0,,3.7777777777777777,9,
pad,25,0.05,B,27,False,1.0,1.0,,0.9375,0.9166666666666666,3.5,16,12.0
pad,25,0.05,M1,26,False,1.0,1.0,0.0,1.0,1.0,4.285714285714286,28,14.0
pad,25,0.05,M2,162,False,0.948051948051948,0.9408099688473519,0.0,1.0,1.0,4.01948051948052,154,107.0
pad,25,0.05,M3,69,False,0.9558823529411765,0.9509803921568627,0.0,1.0,1.0,3.926470588235294,68,51.0
pad,25,0.05,M4,13,True,1.0,1.0,0.0,1.0,1.0,5.75,4,4.0
pad,25,0.05,M5,2,True,1.0,1.0,0.0,1.0,1.0,5.333333333333333,3,3.0
pad,25,0.05,marginal-M1,289,False,0.9285714285714286,,0.0,1.0,,3.75,28,
pad,25,0.05,marginal-M2,289,False,0.948051948051948,,0.0,1.0,,3.8636363636363638,154,
pad,25,0.05,marginal-M3,289,False,0.9705882352941176,,0.0,1.0,,3.8529411764705883,68,
pad,25,0.05,marginal-M4,289,False,0.75,,0.0,1.0,,5.25,4,
pad,25,0.05,marginal-M5,289,False,1.0,,0.0,1.0,,4.333333333333333,3,
pad,25,0.1,B,27,False,0.9375,0.9166666666666666,,0.9375,0.9166666666666666,2.8125,16,12.0
pad,25,0.1,M1,26,False,1.0,1.0,0.0,1.0,1.0,3.7857142857142856,28,14.0
pad,25,0.1,M2,162,False,0.8181818181818182,0.8130841121495328,0.0,1.0,1.0,2.935064935064935,154,107.0
pad,25,0.1,M3,69,False,0.9264705882352942,0.9117647058823529,0.0,1.0,1.0,2.985294117647059,68,51.0
pad,25,0.1,M4,13,False,0.5,0.5,0.0,1.0,1.0,3.25,4,4.0
pad,25,0.1,M5,2,True,1.0,1.0,0.0,1.0,1.0,4.666666666666667,3,3.0
pad,25,0.1,marginal-M1,289,False,0.8928571428571429,,0.0,1.0,,2.7857142857142856,28,
pad,25,0.1,marginal-M2,289,False,0.8181818181818182,,0.0,1.0,,3.0,154,
pad,25,0.1,marginal-M3,289,False,0.9117647058823529,,0.0,1.0,,3.073529411764706,68,
pad,25,0.1,marginal-M4,289,False,0.5,,0.0,1.0,,4.25,4,
pad,25,0.1,marginal-M5,289,False,0.6666666666666666,,0.0,1.0,,3.0,3,
pad,25,0.15,B,27,False,0.8125,0.75,,0.8125,0.8611111111111112,2.5,16,12.0
pad,25,0.15,M1,26,False,0.9285714285714286,0.9107142857142857,0.0,1.0,1.0,3.25,28,14.0
pad,25,0.15,M2,162,False,0.7727272727272727,0.777481085892301,0.0,1.0,1.0,2.6103896103896105,154,107.0
pad,25,0.15,M3,69,False,0.8823529411764706,0.8725490196078431,0.0,1.0,1.0,2.7058823529411766,68,51.0
pad,25,0.15,M4,13,False,0.5,0.5,0.0,1.0,1.0,3.25,4,4.0
pad,25,0.15,M5,2,True,1.0,1.0,0.0,1.0,1.0,4.666666666666667,3,3.0
pad,25,0.15,marginal-M1,289,False,0.8928571428571429,,0.0,1.0,,2.642857142857143,28,
pad,25,0.15,marginal-M2,289,False,0.7922077922077922,,0.0,1.0,,2.772727272727273,154,
pad,25,0.15,marginal-M3,289,False,0.8823529411764706,,0.0,1.0,,2.8088235294117645,68,
pad,25,0.15,marginal-M4,289,False,0.5,,0.0,1.0,,3.75,4,
pad,25,0.15,marginal-M5,289,False,0.6666666666666666,,0.0,1.0,,3.0,3,
hiba,26,0.05,B,161,False,0.967741935483871,0.922077922077922,,1.0,1.0,5.217741935483871,248,77.0
hiba,26,0.05,M1,24,False,1.0,1.0,0.0,1.0,1.0,6.0,17,10.0
hiba,26,0.05,M2,220,False,0.9457364341085271,0.9552631578947368,0.0,1.0,1.0,5.961240310077519,129,95.0
hiba,26,0.05,M3,28,False,1.0,1.0,0.0,1.0,1.0,6.0,11,6.0
hiba,26,0.05,marginal-M1,396,False,1.0,,0.0,1.0,,6.294117647058823,17,
hiba,26,0.05,marginal-M2,396,False,0.9534883720930233,,0.0,1.0,,5.992248062015504,129,
hiba,26,0.05,marginal-M3,396,False,1.0,,0.0,1.0,,5.636363636363637,11,
hiba,26,0.1,B,161,False,0.9516129032258065,0.8961038961038961,,0.9717741935483871,0.9931972789115645,3.806451612903226,248,77.0
hiba,26,0.1,M1,24,False,1.0,1.0,0.0,1.0,1.0,5.176470588235294,17,10.0
hiba,26,0.1,M2,220,False,0.9147286821705426,0.9289473684210526,0.023255813953488372,0.9767441860465116,0.9842105263157894,4.883720930232558,129,95.0
hiba,26,0.1,M3,28,False,1.0,1.0,0.0,1.0,1.0,4.7272727272727275,11,6.0
hiba,26,0.1,marginal-M1,396,False,1.0,,0.0,1.0,,4.529411764705882,17,
hiba,26,0.1,marginal-M2,396,False,0.9147286821705426,,0.023255813953488372,0.9767441860465116,,4.503875968992248,129,
hiba,26,0.1,marginal-M3,396,False,1.0,,0.0,1.0,,4.7272727272727275,11,
hiba,26,0.15,B,161,False,0.8991935483870968,0.7923160173160173,,0.8145161290322581,0.9302360338074626,2.721774193548387,248,77.0
hiba,26,0.15,M1,24,False,0.8823529411764706,0.9333333333333333,0.0,1.0,1.0,4.0,17,10.0
hiba,26,0.15,M2,220,False,0.875968992248062,0.8921052631578947,0.023255813953488372,0.9767441860465116,0.9842105263157894,3.9767441860465116,129,95.0
hiba,26,0.15,M3,28,False,0.7272727272727273,0.638888888888889,0.0,1.0,1.0,3.0,11,6.0
hiba,26,0.15,marginal-M1,396,False,0.8823529411764706,,0.058823529411764705,0.9411764705882353,,3.4705882352941178,17,
hiba,26,0.15,marginal-M2,396,False,0.8837209302325582,,0.031007751937984496,0.9689922480620154,,3.6589147286821704,129,
hiba,26,0.15,marginal-M3,396,False,1.0,,0.0,1.0,,3.5454545454545454,11,
pad,26,0.05,B,24,False,1.0,1.0,,1.0,1.0,3.75,16,15.0
pad,26,0.05,M1,24,False,1.0,1.0,0.0,1.0,1.0,4.269230769230769,26,16.0
pad,26,0.05,M2,160,False,0.9753086419753086,0.9801223241590213,0.0,1.0,1.0,4.074074074074074,162,109.0
pad,26,0.05,M3,69,False,0.972972972972973,0.9705882352941176,0.0,1.0,1.0,4.054054054054054,74,51.0
pad,26,0.05,M4,9,True,1.0,1.0,0.0,1.0,1.0,5.444444444444445,9,8.0
pad,26,0.05,M5,1,True,1.0,1.0,0.0,1.0,1.0,5.0,5,4.0
pad,26,0.05,marginal-M1,277,False,0.9615384615384616,,0.0,1.0,,4.0,26,
pad,26,0.05,marginal-M2,277,False,0.9753086419753086,,0.0,1.0,,4.04320987654321,162,
pad,26,0.05,marginal-M3,277,False,0.972972972972973,,0.0,1.0,,4.054054054054054,74,
pad,26,0.05,marginal-M4,277,False,1.0,,0.0,1.0,,4.666666666666667,9,
pad,26,0.05,marginal-M5,277,False,1.0,,0.0,1.0,,3.6,5,
pad,26,0.1,B,24,False,1.0,1.0,,0.9375,0.9333333333333333,3.25,16,15.0
pad,26,0.1,M1,24,False,1.0,1.0,0.0,1.0,1.0,4.1923076923076925,26,16.0
pad,26,0.1,M2,160,False,0.9506172839506173,0.9617737003058103,0.0,1.0,1.0,3.8395061728395063,162,109.0
pad,26,0.1,M3,69,False,0.9324324324324325,0.9411764705882353,0.0,1.0,1.0,3.608108108108108,74,51.0
pad,26,0.1,M4,9,False,1.0,1.0,0.0,1.0,1.0,4.555555555555555,9,8.0
pad,26,0.1,M5,1,True,1.0,1.0,0.0,1.0,1.0,5.0,5,4.0
pad,26,0.1,marginal-M1,277,False,0.9230769230769231,,0.0,1.0,,3.6538461538461537,26,
pad,26,0.1,marginal-M2,277,False,0.9506172839506173,,0.0,1.0,,3.7839506172839505,162,
pad,26,0.1,marginal-M3,277,False,0.972972972972973,,0.0,1.0,,3.864864864864865,74,
pad,26,0.1,marginal-M4,277,False,1.0,,0.0,1.0,,4.111111111111111,9,
pad,26,0.1,marginal-M5,277,False,1.0,,0.0,1.0,,3.6,5,
pad,26,0.15,B,24,False,1.0,1.0,,0.9375,0.9333333333333333,2.9375,16,15.0
pad,26,0.15,M1,24,False,0.9615384615384616,0.9791666666666666,0.0,1.0,1.0,3.423076923076923,26,16.0
pad,26,0.15,M2,160,False,0.8641975308641975,0.8906727828746177,0.0,1.0,1.0,2.9135802469135803,162,109.0
pad,26,0.15,M3,69,False,0.918918918918919,0.9215686274509803,0.0,1.0,1.0,3.0135135135135136,74,51.0
pad,26,0.15,M4,9,False,1.0,1.0,0.0,1.0,1.0,4.222222222222222,9,8.0
pad,26,0.15,M5,1,True,1.0,1.0,0.0,1.0,1.0,4.4,5,4.0
pad,26,0.15,marginal-M1,277,False,0.8076923076923077,,0.0,1.0,,2.6538461538461537,26,
pad,26,0.15,marginal-M2,277,False,0.8580246913580247,,0.0,1.0,,2.9876543209876543,162,
pad,26,0.15,marginal-M3,277,False,0.918918918918919,,0.0,1.0,,3.108108108108108,74,
pad,26,0.15,marginal-M4,277,False,0.8888888888888888,,0.0,1.0,,2.888888888888889,9,
pad,26,0.15,marginal-M5,277,False,0.6,,0.0,1.0,,2.0,5,
hiba,27,0.05,B,166,False,0.9841897233201581,0.9618055555555556,,1.0,1.0,5.189723320158103,253,72.0
hiba,27,0.05,M1,27,False,1.0,1.0,0.0,1.0,1.0,6.375,16,7.0
hiba,27,0.05,M2,220,False,0.8666666666666667,0.881578947368421,0.0,1.0,1.0,6.075,120,95.0
hiba,27,0.05,M3,24,False,1.0,1.0,0.0,1.0,1.0,6.4,10,10.0
hiba,27,0.05,marginal-M1,396,False,1.0,,0.0,1.0,,5.4375,16,
hiba,27,0.05,marginal-M2,396,False,0.8833333333333333,,0.0,1.0,,5.25,120,
hiba,27,0.05,marginal-M3,396,False,1.0,,0.0,1.0,,5.4,10,
hiba,27,0.1,B,166,False,0.9525691699604744,0.8888888888888888,,0.9367588932806324,0.9446759259259259,3.411067193675889,253,72.0
hiba,27,0.1,M1,27,False,0.875,0.9,0.0,1.0,1.0,3.8125,16,7.0
hiba,27,0.1,M2,220,False,0.8333333333333334,0.8447368421052631,0.016666666666666666,0.9833333333333333,0.9894736842105263,4.425,120,95.0
hiba,27,0.1,M3,24,False,1.0,1.0,0.0,1.0,1.0,4.9,10,10.0
hiba,27,0.1,marginal-M1,396,False,1.0,,0.0,1.0,,4.0,16,
hiba,27,0.1,marginal-M2,396,False,0.85,,0.016666666666666666,0.9833333333333333,,4.416666666666667,120,
hiba,27,0.1,marginal-M3,396,False,1.0,,0.0,1.0,,4.4,10,
hiba,27,0.15,B,166,False,0.9288537549407114,0.8559027777777778,,0.8063241106719368,0.8324790564373898,2.616600790513834,253,72.0
hiba,27,0.15,M1,27,False,0.875,0.9,0.0625,0.9375,0.9285714285714286,3.3125,16,7.0
hiba,27,0.15,M2,220,False,0.7916666666666666,0.8096491228070174,0.025,0.975,0.9789473684210527,3.816666666666667,120,95.0
hiba,27,0.15,M3,24,False,0.9,0.9,0.0,1.0,1.0,3.7,10,10.0
hiba,27,0.15,marginal-M1,396,False,0.9375,,0.0,1.0,,2.875,16,
hiba,27,0.15,marginal-M2,396,False,0.8083333333333333,,0.025,0.975,,3.35,120,
hiba,27,0.15,marginal-M3,396,False,0.9,,0.0,1.0,,3.1,10,
pad,27,0.05,B,23,False,0.9473684210526315,0.9375,,1.0,1.0,4.052631578947368,19,16.0
pad,27,0.05,M1,25,False,0.9523809523809523,0.9666666666666667,0.0,1.0,1.0,3.761904761904762,21,15.0
pad,27,0.05,M2,154,False,0.9102564102564102,0.9014492753623188,0.0,1.0,1.0,3.91025641025641,156,115.0
pad,27,0.05,M3,76,False,1.0,1.0,0.0,1.0,1.0,4.370967741935484,62,44.0
pad,27,0.05,M4,9,True,1.0,1.0,0.0,1.0,1.0,5.2,10,8.0
pad,27,0.05,M5,1,True,1.0,1.0,0.0,1.0,1.0,5.0,5,4.0
pad,27,0.05,marginal-M1,280,False,0.8571428571428571,,0.0,1.0,,3.5238095238095237,21,
pad,27,0.05,marginal-M2,280,False,0.9358974358974359,,0.0,1.0,,4.0576923076923075,156,
pad,27,0.05,marginal-M3,280,False,0.9838709677419355,,0.0,1.0,,3.967741935483871,62,
pad,27,0.05,marginal-M4,280,False,1.0,,0.0,1.0,,4.4,10,
pad,27,0.05,marginal-M5,280,False,1.0,,0.0,1.0,,3.6,5,
pad,27,0.1,B,23,False,0.9473684210526315,0.9375,,1.0,1.0,3.263157894736842,19,16.0
pad,27,0.1,M1,25,False,0.8571428571428571,0.8777777777777778,0.0,1.0,1.0,3.142857142857143,21,15.0
pad,27,0.1,M2,154,False,0.8717948717948718,0.8637681159420291,0.0,1.0,1.0,3.0,156,115.0
pad,27,0.1,M3,76,False,0.967741935483871,0.9696969696969698,0.0,1.0,1.0,3.032258064516129,62,44.0
pad,27,0.1,M4,9,False,1.0,1.0,0.0,1.0,1.0,3.9,10,8.0
pad,27,0.1,M5,1,True,1.0,1.0,0.0,1.0,1.0,4.4,5,4.0
