draw,alpha,modality,n,n_mal,coverage,set_size,miss,release,referral
18,0.15,clin,21,11,0.7619047619047619,2.6666666666666665,0.09090909090909091,0.1,0.9047619047619048
18,0.15,both,83,50,0.891566265060241,3.4698795180722892,0.0,0.030303030303030304,0.9879518072289156
18,0.15,all,347,158,0.8962536023054755,3.07492795389049,0.012658227848101266,0.2275132275132275,0.8703170028818443
19,0.05,derm,182,78,0.9835164835164835,5.912087912087912,0.0,0.0,1.0
19,0.05,clin,13,10,0.8461538461538461,5.769230769230769,0.0,0.0,1.0
19,0.05,both,79,50,0.9367088607594937,6.253164556962025,0.0,0.0,1.0
19,0.05,all,274,138,0.9635036496350365,6.0036496350364965,0.0,0.0,1.0
19,0.1,derm,182,78,0.945054945054945,4.153846153846154,0.01282051282051282,0.057692307692307696,0.9615384615384616
19,0.1,clin,13,10,0.8461538461538461,3.8461538461538463,0.0,0.0,1.0
19,0.1,both,79,50,0.8987341772151899,4.329113924050633,0.0,0.0,1.0
19,0.1,all,274,138,0.927007299270073,4.189781021897811,0.007246376811594203,0.04411764705882353,0.9744525547445255
19,0.15,derm,182,78,0.9230769230769231,3.5549450549450547,0.01282051282051282,0.1346153846153846,0.9175824175824175
19,0.15,clin,13,10,0.7692307692307693,2.5384615384615383,0.1,0.0,0.9230769230769231
19,0.15,both,79,50,0.8607594936708861,3.607594936708861,0.02,0.0,0.9873417721518988
19,0.15,all,274,138,0.8978102189781022,3.521897810218978,0.021739130434782608,0.10294117647058823,0.9379562043795621
20,0.05,derm,251,88,0.9920318725099602,6.52191235059761,0.0,0.0,1.0
20,0.05,clin,13,7,0.9230769230769231,5.6923076923076925,0.0,0.0,1.0
20,0.05,both,70,47,0.9714285714285714,6.4,0.0,0.0,1.0
20,0.05,all,334,142,0.9850299401197605,6.4640718562874255,0.0,0.0,1.0
20,0.1,derm,251,88,0.9641434262948207,4.673306772908367,0.0,0.006134969325153374,0.9960159362549801
20,0.1,clin,13,7,0.8461538461538461,3.769230769230769,0.14285714285714285,0.0,0.9230769230769231
20,0.1,both,70,47,0.9285714285714286,4.6571428571428575,0.0,0.0,1.0
20,0.1,all,334,142,0.9520958083832335,4.634730538922156,0.007042253521126761,0.005208333333333333,0.9940119760479041
20,0.15,derm,251,88,0.9083665338645418,3.4262948207171315,0.011363636363636364,0.1165644171779141,0.9203187250996016
20,0.15,clin,13,7,0.7692307692307693,3.1538461538461537,0.14285714285714285,0.0,0.9230769230769231
20,0.15,both,70,47,0.9285714285714286,3.6714285714285713,0.0,0.0,1.0
20,0.15,all,334,142,0.907185628742515,3.467065868263473,0.014084507042253521,0.09895833333333333,0.937125748502994
21,0.05,derm,175,85,0.9942857142857143,6.0285714285714285,0.0,0.0,1.0
21,0.05,clin,13,11,0.8461538461538461,5.615384615384615,0.0,0.0,1.0
21,0.05,both,85,57,0.9294117647058824,6.329411764705882,0.0,0.0,1.0
21,0.05,all,273,153,0.967032967032967,6.102564102564102,0.0,0.0,1.0
21,0.1,derm,175,85,0.9371428571428572,4.051428571428572,0.023529411764705882,0.1,0.9371428571428572
21,0.1,clin,13,11,0.7692307692307693,3.769230769230769,0.0,0.0,1.0
21,0.1,both,85,57,0.8823529411764706,4.435294117647059,0.0,0.0,1.0
21,0.1,all,273,153,0.9120879120879121,4.157509157509158,0.013071895424836602,0.075,0.9597069597069597
21,0.15,derm,175,85,0.8742857142857143,3.24,0.023529411764705882,0.2222222222222222,0.8742857142857143
21,0.15,clin,13,11,0.6153846153846154,2.6153846153846154,0.09090909090909091,0.0,0.9230769230769231
21,0.15,both,85,57,0.8352941176470589,3.6588235294117646,0.0,0.03571428571428571,0.9882352941176471
21,0.15,all,273,153,0.8498168498168498,3.340659340659341,0.0196078431372549,0.175,0.9120879120879121
22,0.05,derm,246,89,0.983739837398374,6.182926829268292,0.0,0.0,1.0
22,0.05,clin,14,7,0.9285714285714286,5.785714285714286,0.0,0.0,1.0
22,0.05,both,75,55,0.96,6.52,0.0,0.0,1.0
22,0.05,all,335,151,0.9761194029850746,6.24179104477612,0.0,0.0,1.0
22,0.1,derm,246,89,0.943089430894309,4.699186991869919,0.0,0.012738853503184714,0.991869918699187
22,0.1,clin,14,7,0.9285714285714286,4.071428571428571,0.0,0.0,1.0
22,0.1,both,75,55,0.9066666666666666,4.88,0.0,0.0,1.0
22,0.1,all,335,151,0.9343283582089552,4.713432835820895,0.0,0.010869565217391304,0.9940298507462687
22,0.15,derm,246,89,0.9390243902439024,3.7357723577235773,0.011235955056179775,0.08917197452229299,0.9390243902439024
22,0.15,clin,14,7,0.8571428571428571,3.5,0.0,0.0,1.0
22,0.15,both,75,55,0.9066666666666666,4.0,0.0,0.0,1.0
22,0.15,all,335,151,0.9283582089552239,3.7850746268656716,0.006622516556291391,0.07608695652173914,0.9552238805970149
23,0.05,derm,180,76,0.9888888888888889,6.594444444444444,0.0,0.0,1.0
23,0.05,clin,10,7,0.9,6.3,0.0,0.0,1.0
23,0.05,both,86,56,0.9534883720930233,6.732558139534884,0.0,0.0,1.0
23,0.05,all,276,139,0.9746376811594203,6.6268115942028984,0.0,0.0,1.0
23,0.1,derm,180,76,0.9666666666666667,4.783333333333333,0.0,0.019230769230769232,0.9888888888888889
23,0.1,clin,10,7,0.9,4.0,0.0,0.0,1.0
23,0.1,both,86,56,0.8953488372093024,4.651162790697675,0.0,0.0,1.0
23,0.1,all,276,139,0.9420289855072463,4.713768115942029,0.0,0.014598540145985401,0.9927536231884058
23,0.15,derm,180,76,0.9388888888888889,3.738888888888889,0.0,0.09615384615384616,0.9444444444444444
23,0.15,clin,10,7,0.8,2.9,0.0,0.0,1.0
23,0.15,both,86,56,0.872093023255814,3.697674418604651,0.017857142857142856,0.0,0.9883720930232558
23,0.15,all,276,139,0.9130434782608695,3.6956521739130435,0.007194244604316547,0.072992700729927,0.9601449275362319
24,0.05,derm,211,78,0.95260663507109,5.180094786729858,0.0,0.0,1.0
24,0.05,clin,14,7,0.8571428571428571,4.285714285714286,0.0,0.0,1.0
24,0.05,both,78,50,0.8974358974358975,5.269230769230769,0.0,0.0,1.0
24,0.05,all,303,135,0.933993399339934,5.161716171617162,0.0,0.0,1.0
24,0.1,derm,211,78,0.8862559241706162,3.6824644549763033,0.02564102564102564,0.09022556390977443,0.933649289099526
24,0.1,clin,14,7,0.7857142857142857,3.2142857142857144,0.14285714285714285,0.0,0.9285714285714286
24,0.1,both,78,50,0.8589743589743589,3.8846153846153846,0.0,0.0,1.0
24,0.1,all,303,135,0.8745874587458746,3.712871287128713,0.022222222222222223,0.07142857142857142,0.9504950495049505
24,0.15,derm,211,78,0.8625592417061612,3.175355450236967,0.038461538461538464,0.15789473684210525,0.8862559241706162
24,0.15,clin,14,7,0.7857142857142857,2.9285714285714284,0.2857142857142857,0.0,0.8571428571428571
24,0.15,both,78,50,0.8333333333333334,3.41025641025641,0.02,0.0,0.9871794871794872
24,0.15,all,303,135,0.8514851485148515,3.2244224422442245,0.044444444444444446,0.125,0.9108910891089109
25,0.05,derm,231,75,1.0,5.874458874458875,0.0,0.0,1.0
25,0.05,clin,18,8,0.8888888888888888,5.555555555555555,0.0,0.0,1.0
25,0.05,both,73,50,0.9178082191780822,6.013698630136986,0.0,0.0,1.0
25,0.05,all,322,133,0.9751552795031055,5.888198757763975,0.0,0.0,1.0
