cohort,draw,alpha,stratum,n_cal,degenerate,coverage,coverage_pw,miss_rate,referral,referral_pw,set_size,n_test
pad,1,0.05,M5,2,True,1.0,1.0,0.0,1.0,1.0,5.0,1
pad,1,0.1,B,82,False,0.8974358974358975,0.9021164021164022,,0.9230769230769231,0.9206349206349206,3.128205128205128,78
pad,1,0.1,M1,16,False,0.9722222222222222,0.9782608695652174,0.0,1.0,1.0,3.5,36
pad,1,0.1,M2,154,False,0.9099099099099099,0.9022988505747126,0.018018018018018018,0.9819819819819819,0.9770114942528736,3.2522522522522523,111
pad,1,0.1,M3,59,False,0.94,0.9285714285714286,0.02,0.98,0.9761904761904762,3.32,50
pad,1,0.1,M4,6,True,1.0,1.0,0.0,1.0,1.0,4.875,8
pad,1,0.1,M5,2,True,1.0,1.0,0.0,1.0,1.0,4.0,1
pad,1,0.15,B,82,False,0.8076923076923077,0.7989417989417988,,0.8974358974358975,0.91005291005291,2.5384615384615383,78
pad,1,0.15,M1,16,False,0.9722222222222222,0.9782608695652174,0.0,1.0,1.0,3.1944444444444446,36
pad,1,0.15,M2,154,False,0.8378378378378378,0.8218390804597702,0.018018018018018018,0.9819819819819819,0.9770114942528736,2.765765765765766,111
pad,1,0.15,M3,59,False,0.92,0.9047619047619048,0.02,0.98,0.9761904761904762,2.94,50
pad,1,0.15,M4,6,False,0.875,0.875,0.0,1.0,1.0,3.375,8
pad,1,0.15,M5,2,True,1.0,1.0,0.0,1.0,1.0,4.0,1
hiba,2,0.05,B,187,False,0.9886363636363636,0.9810126582278481,,1.0,1.0,6.4375,176
hiba,2,0.05,M1,29,False,1.0,1.0,0.0,1.0,1.0,6.8,10
hiba,2,0.05,M2,210,False,0.956140350877193,0.956439393939394,0.0,1.0,1.0,6.587719298245614,114
hiba,2,0.05,M3,18,True,1.0,1.0,0.0,1.0,1.0,7.133333333333334,15
hiba,2,0.1,B,187,False,0.9602272727272727,0.9324894514767933,,0.9715909090909091,0.9960727036676403,3.914772727272727,176
hiba,2,0.1,M1,29,False,0.8,0.875,0.0,1.0,1.0,4.9,10
hiba,2,0.1,M2,210,False,0.9385964912280702,0.9393939393939394,0.008771929824561403,0.9912280701754386,0.9943181818181818,4.973684210526316,114
hiba,2,0.1,M3,18,False,0.7333333333333333,0.7307692307692307,0.0,1.0,1.0,4.4,15
hiba,2,0.15,B,187,False,0.9375,0.8902953586497891,,0.8977272727272727,0.9443362544628368,3.221590909090909,176
hiba,2,0.15,M1,29,False,0.8,0.875,0.0,1.0,1.0,4.3,10
hiba,2,0.15,M2,210,False,0.9122807017543859,0.9166666666666667,0.02631578947368421,0.9736842105263158,0.9715909090909091,4.342105263157895,114
hiba,2,0.15,M3,18,False,0.7333333333333333,0.7307692307692307,0.0,1.0,1.0,3.8666666666666667,15
pad,2,0.05,B,87,False,0.9210526315789473,0.9166666666666667,,0.9736842105263158,0.9885057471264368,3.6842105263157894,76
pad,2,0.05,M1,23,False,0.9629629629629629,0.96875,0.0,1.0,1.0,4.148148148148148,27
pad,2,0.05,M2,135,False,0.9583333333333334,0.9575471698113207,0.0,1.0,1.0,4.069444444444445,144
pad,2,0.05,M3,64,False,1.0,1.0,0.0,1.0,1.0,3.92,50
pad,2,0.05,M4,9,True,1.0,1.0,0.0,1.0,1.0,5.2,5
pad,2,0.05,M5,1,True,1.0,1.0,0.0,1.0,1.0,5.5,2
