cohort,draw,alpha,scheme,miss_cert,miss_all,worst_group_miss,any_group_over,release,release_pw,set_size,coverage,any_enforced_degenerate,n_test,n_mal,n_ben
pad,0,0.08,mondrian,0.0,0.0,0.0,False,0.10526315789473684,0.13333333333333333,3.50187265917603,0.9662921348314607,False,267,248,19
pad,0,0.08,marginal,0.0,0.0,0.0,False,0.05263157894736842,0.06666666666666667,3.7790262172284645,0.9550561797752809,False,267,248,19
pad,0,0.08,softmax,0.0423728813559322,0.04435483870967742,0.047619047619047616,False,0.6842105263157895,0.6333333333333333,,,False,267,248,19
pad,0,0.08,temp,0.0423728813559322,0.04435483870967742,0.047619047619047616,False,0.6842105263157895,0.6333333333333333,,,False,267,248,19
pad,0,0.1,mondrian,0.0,0.0,0.0,False,0.10526315789473684,0.13333333333333333,3.292134831460674,0.951310861423221,False,267,248,19
pad,0,0.1,marginal,0.0,0.0,0.0,False,0.05263157894736842,0.06666666666666667,3.385767790262172,0.9400749063670412,False,267,248,19
pad,0,0.1,softmax,0.0423728813559322,0.04435483870967742,0.047619047619047616,False,0.6842105263157895,0.6333333333333333,,,False,267,248,19
pad,0,0.1,temp,0.0423728813559322,0.04435483870967742,0.047619047619047616,False,0.6842105263157895,0.6333333333333333,,,False,267,248,19
pad,0,0.12,mondrian,0.0,0.0,0.0,False,0.10526315789473684,0.13333333333333333,3.0823970037453186,0.9400749063670412,False,267,248,19
pad,0,0.12,marginal,0.0,0.0,0.0,False,0.05263157894736842,0.06666666666666667,3.2209737827715355,0.9213483146067416,False,267,248,19
pad,0,0.12,softmax,0.0423728813559322,0.04435483870967742,0.047619047619047616,False,0.6842105263157895,0.6333333333333333,,,False,267,248,19
pad,0,0.12,temp,0.0423728813559322,0.04435483870967742,0.047619047619047616,False,0.6842105263157895,0.6333333333333333,,,False,267,248,19
pad,0,0.15,mondrian,0.0,0.0,0.0,False,0.10526315789473684,0.13333333333333333,2.9250936329588013,0.898876404494382,False,267,248,19
pad,0,0.15,marginal,0.0,0.0,0.0,False,0.05263157894736842,0.06666666666666667,3.0,0.8951310861423221,False,267,248,19
pad,0,0.15,softmax,0.0423728813559322,0.04435483870967742,0.047619047619047616,False,0.6842105263157895,0.6333333333333333,,,False,267,248,19
pad,0,0.15,temp,0.0423728813559322,0.04435483870967742,0.047619047619047616,False,0.6842105263157895,0.6333333333333333,,,False,267,248,19
pad,0,0.2,mondrian,0.0,0.0,0.0,False,0.15789473684210525,0.1111111111111111,2.48689138576779,0.8426966292134831,False,267,248,19
pad,0,0.2,marginal,0.0,0.0,0.0,False,0.21052631578947367,0.17777777777777776,2.741573033707865,0.8651685393258427,False,267,248,19
pad,0,0.2,softmax,0.0423728813559322,0.04435483870967742,0.047619047619047616,False,0.6842105263157895,0.6333333333333333,,,False,267,248,19
pad,0,0.2,temp,0.0423728813559322,0.04435483870967742,0.047619047619047616,False,0.6842105263157895,0.6333333333333333,,,False,267,248,19
pad,0,0.25,mondrian,0.0,0.0,0.0,False,0.15789473684210525,0.1111111111111111,2.250936329588015,0.8089887640449438,False,267,248,19
pad,0,0.25,marginal,0.0,0.0,0.0,False,0.3684210526315789,0.3111111111111111,2.3220973782771535,0.8014981273408239,False,267,248,19
