cohort,draw,variant,alpha,group,tau,T,miss,n_mal,release,n_ben
hiba,27,softmax,0.05,0,0.9766312053446781,1.0,,,0.3629032258064516,248.0
hiba,27,softmax,0.1,1,0.8285104380418201,1.0,0.15,20.0,,
hiba,27,softmax,0.1,2,0.8285104380418201,1.0,0.1282051282051282,117.0,,
hiba,27,softmax,0.1,3,0.8285104380418201,1.0,0.14285714285714285,14.0,,
hiba,27,softmax,0.1,0,0.8285104380418201,1.0,,,0.6854838709677419,248.0
hiba,27,softmax,0.15,1,0.6336836451996424,1.0,0.3,20.0,,
hiba,27,softmax,0.15,2,0.6336836451996424,1.0,0.19658119658119658,117.0,,
hiba,27,softmax,0.15,3,0.6336836451996424,1.0,0.2857142857142857,14.0,,
hiba,27,softmax,0.15,0,0.6336836451996424,1.0,,,0.8467741935483871,248.0
hiba,27,temp,0.05,1,0.4859810812024784,4.4961317865920405,0.0,20.0,,
hiba,27,temp,0.05,2,0.4859810812024784,4.4961317865920405,0.08547008547008547,117.0,,
hiba,27,temp,0.05,3,0.4859810812024784,4.4961317865920405,0.07142857142857142,14.0,,
hiba,27,temp,0.05,0,0.4859810812024784,4.4961317865920405,,,0.5,248.0
hiba,27,temp,0.1,1,0.3653494273462242,4.4961317865920405,0.15,20.0,,
hiba,27,temp,0.1,2,0.3653494273462242,4.4961317865920405,0.15384615384615385,117.0,,
hiba,27,temp,0.1,3,0.3653494273462242,4.4961317865920405,0.21428571428571427,14.0,,
hiba,27,temp,0.1,0,0.3653494273462242,4.4961317865920405,,,0.8064516129032258,248.0
hiba,27,temp,0.15,1,0.324042890220623,4.4961317865920405,0.3,20.0,,
hiba,27,temp,0.15,2,0.324042890220623,4.4961317865920405,0.1794871794871795,117.0,,
hiba,27,temp,0.15,3,0.324042890220623,4.4961317865920405,0.2857142857142857,14.0,,
hiba,27,temp,0.15,0,0.324042890220623,4.4961317865920405,,,0.8830645161290323,248.0
pad,27,softmax,0.05,1,0.0,1.0,0.0,25.0,,
pad,27,softmax,0.05,2,0.0,1.0,0.06,150.0,,
pad,27,softmax,0.05,3,0.0,1.0,0.08771929824561403,57.0,,
pad,27,softmax,0.05,4,0.0,1.0,0.09090909090909091,11.0,,
pad,27,softmax,0.05,5,0.0,1.0,0.0,3.0,,
pad,27,softmax,0.05,0,0.0,1.0,,,0.7142857142857143,14.0
pad,27,softmax,0.1,1,0.0,1.0,0.0,25.0,,
pad,27,softmax,0.1,2,0.0,1.0,0.06,150.0,,
pad,27,softmax,0.1,3,0.0,1.0,0.08771929824561403,57.0,,
pad,27,softmax,0.1,4,0.0,1.0,0.09090909090909091,11.0,,
pad,27,softmax,0.1,5,0.0,1.0,0.0,3.0,,
pad,27,softmax,0.1,0,0.0,1.0,,,0.7142857142857143,14.0
pad,27,softmax,0.15,1,0.0,1.0,0.0,25.0,,
pad,27,softmax,0.15,2,0.0,1.0,0.06,150.0,,
pad,27,softmax,0.15,3,0.0,1.0,0.08771929824561403,57.0,,
pad,27,softmax,0.15,4,0.0,1.0,0.09090909090909091,11.0,,
pad,27,softmax,0.15,5,0.0,1.0,0.0,3.0,,
pad,27,softmax,0.15,0,0.0,1.0,,,0.7142857142857143,14.0
pad,27,temp,0.05,1,0.0,3.8083764662608686,0.0,25.0,,
pad,27,temp,0.05,2,0.0,3.8083764662608686,0.06,150.0,,
pad,27,temp,0.05,3,0.0,3.8083764662608686,0.08771929824561403,57.0,,
pad,27,temp,0.05,4,0.0,3.8083764662608686,0.09090909090909091,11.0,,
pad,27,temp,0.05,5,0.0,3.8083764662608686,0.0,3.0,,
pad,27,temp,0.05,0,0.0,3.8083764662608686,,,0.7142857142857143,14.0
pad,27,temp,0.1,1,0.0,3.8083764662608686,0.0,25.0,,
pad,27,temp,0.1,2,0.0,3.8083764662608686,0.06,150.0,,
pad,27,temp,0.1,3,0.0,3.8083764662608686,0.08771929824561403,57.0,,
pad,27,temp,0.1,4,0.0,3.8083764662608686,0.09090909090909091,11.0,,
pad,27,temp,0.1,5,0.0,3.8083764662608686,0.0,3.0,,
pad,27,temp,0.1,0,0.0,3.8083764662608686,,,0.7142857142857143,14.0
pad,27,temp,0.15,1,0.0,3.8083764662608686,0.0,25.0,,
pad,27,temp,0.15,2,0.0,3.8083764662608686,0.06,150.0,,
pad,27,temp,0.15,3,0.0,3.8083764662608686,0.08771929824561403,57.0,,
pad,27,temp,0.15,4,0.0,3.8083764662608686,0.09090909090909091,11.0,,
pad,27,temp,0.15,5,0.0,3.8083764662608686,0.0,3.0,,
pad,27,temp,0.15,0,0.0,3.8083764662608686,,,0.7142857142857143,14.0
hiba,28,softmax,0.05,1,0.9601136284733924,1.0,0.09090909090909091,22.0,,
hiba,28,softmax,0.05,2,0.9601136284733924,1.0,0.10483870967741936,124.0,,
hiba,28,softmax,0.05,3,0.9601136284733924,1.0,0.0625,16.0,,
hiba,28,softmax,0.05,0,0.9601136284733924,1.0,,,0.4489795918367347,196.0
hiba,28,softmax,0.1,1,0.8877898165965884,1.0,0.13636363636363635,22.0,,
hiba,28,softmax,0.1,2,0.8877898165965884,1.0,0.14516129032258066,124.0,,
hiba,28,softmax,0.1,3,0.8877898165965884,1.0,0.125,16.0,,
hiba,28,softmax,0.1,0,0.8877898165965884,1.0,,,0.6020408163265306,196.0
hiba,28,softmax,0.15,1,0.7412239146396011,1.0,0.13636363636363635,22.0,,
hiba,28,softmax,0.15,2,0.7412239146396011,1.0,0.18548387096774194,124.0,,
hiba,28,softmax,0.15,3,0.7412239146396011,1.0,0.125,16.0,,
hiba,28,softmax,0.15,0,0.7412239146396011,1.0,,,0.7346938775510204,196.0
hiba,28,temp,0.05,1,0.4604218083911489,4.665402348070816,0.045454545454545456,22.0,,
hiba,28,temp,0.05,2,0.4604218083911489,4.665402348070816,0.11290322580645161,124.0,,
hiba,28,temp,0.05,3,0.4604218083911489,4.665402348070816,0.0625,16.0,,
hiba,28,temp,0.05,0,0.4604218083911489,4.665402348070816,,,0.5561224489795918,196.0
hiba,28,temp,0.1,1,0.37565707255059555,4.665402348070816,0.045454545454545456,22.0,,
hiba,28,temp,0.1,2,0.37565707255059555,4.665402348070816,0.16129032258064516,124.0,,
hiba,28,temp,0.1,3,0.37565707255059555,4.665402348070816,0.125,16.0,,
hiba,28,temp,0.1,0,0.37565707255059555,4.665402348070816,,,0.7346938775510204,196.0
hiba,28,temp,0.15,1,0.3440466042996774,4.665402348070816,0.13636363636363635,22.0,,
hiba,28,temp,0.15,2,0.3440466042996774,4.665402348070816,0.1693548387096774,124.0,,
hiba,28,temp,0.15,3,0.3440466042996774,4.665402348070816,0.125,16.0,,
hiba,28,temp,0.15,0,0.3440466042996774,4.665402348070816,,,0.8163265306122449,196.0
pad,28,softmax,0.05,1,0.5849435499033776,1.0,0.0,23.0,,
pad,28,softmax,0.05,2,0.5849435499033776,1.0,0.06896551724137931,145.0,,
pad,28,softmax,0.05,3,0.5849435499033776,1.0,0.029411764705882353,68.0,,
pad,28,softmax,0.05,4,0.5849435499033776,1.0,0.14285714285714285,7.0,,
pad,28,softmax,0.05,5,0.5849435499033776,1.0,0.0,3.0,,
pad,28,softmax,0.05,0,0.5849435499033776,1.0,,,0.6,20.0
pad,28,softmax,0.1,1,0.0,1.0,0.0,23.0,,
pad,28,softmax,0.1,2,0.0,1.0,0.07586206896551724,145.0,,
pad,28,softmax,0.1,3,0.0,1.0,0.029411764705882353,68.0,,
pad,28,softmax,0.1,4,0.0,1.0,0.14285714285714285,7.0,,
pad,28,softmax,0.1,5,0.0,1.0,0.0,3.0,,
pad,28,softmax,0.1,0,0.0,1.0,,,0.65,20.0
pad,28,softmax,0.15,1,0.0,1.0,0.0,23.0,,
pad,28,softmax,0.15,2,0.0,1.0,0.07586206896551724,145.0,,
pad,28,softmax,0.15,3,0.0,1.0,0.029411764705882353,68.0,,
pad,28,softmax,0.15,4,0.0,1.0,0.14285714285714285,7.0,,
pad,28,softmax,0.15,5,0.0,1.0,0.0,3.0,,
pad,28,softmax,0.15,0,0.0,1.0,,,0.65,20.0
pad,28,temp,0.05,1,0.35724426723223174,4.022574962625131,0.0,23.0,,
pad,28,temp,0.05,2,0.35724426723223174,4.022574962625131,0.07586206896551724,145.0,,
pad,28,temp,0.05,3,0.35724426723223174,4.022574962625131,0.029411764705882353,68.0,,
pad,28,temp,0.05,4,0.35724426723223174,4.022574962625131,0.14285714285714285,7.0,,
pad,28,temp,0.05,5,0.35724426723223174,4.022574962625131,0.0,3.0,,
pad,28,temp,0.05,0,0.35724426723223174,4.022574962625131,,,0.55,20.0
pad,28,temp,0.1,1,0.0,4.022574962625131,0.0,23.0,,
pad,28,temp,0.1,2,0.0,4.022574962625131,0.07586206896551724,145.0,,
pad,28,temp,0.1,3,0.0,4.022574962625131,0.029411764705882353,68.0,,
pad,28,temp,0.1,4,0.0,4.022574962625131,0.14285714285714285,7.0,,
pad,28,temp,0.1,5,0.0,4.022574962625131,0.0,3.0,,
pad,28,temp,0.1,0,0.0,4.022574962625131,,,0.65,20.0
pad,28,temp,0.15,1,0.0,4.022574962625131,0.0,23.0,,
pad,28,temp,0.15,2,0.0,4.022574962625131,0.07586206896551724,145.0,,
pad,28,temp,0.15,3,0.0,4.022574962625131,0.029411764705882353,68.0,,
pad,28,temp,0.15,4,0.0,4.022574962625131,0.14285714285714285,7.0,,
pad,28,temp,0.15,5,0.0,4.022574962625131,0.0,3.0,,
pad,28,temp,0.15,0,0.0,4.022574962625131,,,0.65,20.0
hiba,29,softmax,0.05,1,0.9785657998485305,1.0,0.0,20.0,,
hiba,29,softmax,0.05,2,0.9785657998485305,1.0,0.06153846153846154,130.0,,
hiba,29,softmax,0.05,3,0.9785657998485305,1.0,0.0,7.0,,
hiba,29,softmax,0.05,0,0.9785657998485305,1.0,,,0.466403162055336,253.0
hiba,29,softmax,0.1,1,0.8352327827299624,1.0,0.05,20.0,,
hiba,29,softmax,0.1,2,0.8352327827299624,1.0,0.16923076923076924,130.0,,
hiba,29,softmax,0.1,3,0.8352327827299624,1.0,0.14285714285714285,7.0,,
hiba,29,softmax,0.1,0,0.8352327827299624,1.0,,,0.758893280632411,253.0
hiba,29,softmax,0.15,1,0.6468900727708965,1.0,0.1,20.0,,
hiba,29,softmax,0.15,2,0.6468900727708965,1.0,0.23076923076923078,130.0,,
hiba,29,softmax,0.15,3,0.6468900727708965,1.0,0.2857142857142857,7.0,,
hiba,29,softmax,0.15,0,0.6468900727708965,1.0,,,0.8458498023715415,253.0
hiba,29,temp,0.05,1,0.4523162977958678,5.05097772766624,0.0,20.0,,
hiba,29,temp,0.05,2,0.4523162977958678,5.05097772766624,0.08461538461538462,130.0,,
hiba,29,temp,0.05,3,0.4523162977958678,5.05097772766624,0.14285714285714285,7.0,,
hiba,29,temp,0.05,0,0.4523162977958678,5.05097772766624,,,0.6482213438735178,253.0
hiba,29,temp,0.1,1,0.37192220207408977,5.05097772766624,0.0,20.0,,
hiba,29,temp,0.1,2,0.37192220207408977,5.05097772766624,0.12307692307692308,130.0,,
hiba,29,temp,0.1,3,0.37192220207408977,5.05097772766624,0.14285714285714285,7.0,,
hiba,29,temp,0.1,0,0.37192220207408977,5.05097772766624,,,0.7944664031620553,253.0
hiba,29,temp,0.15,1,0.3188677362465467,5.05097772766624,0.05,20.0,,
hiba,29,temp,0.15,2,0.3188677362465467,5.05097772766624,0.2153846153846154,130.0,,
hiba,29,temp,0.15,3,0.3188677362465467,5.05097772766624,0.2857142857142857,7.0,,
hiba,29,temp,0.15,0,0.3188677362465467,5.05097772766624,,,0.849802371541502,253.0
pad,29,softmax,0.05,1,0.5753962061874237,1.0,0.037037037037037035,27.0,,
pad,29,softmax,0.05,2,0.5753962061874237,1.0,0.06,150.0,,
pad,29,softmax,0.05,3,0.5753962061874237,1.0,0.078125,64.0,,
pad,29,softmax,0.05,4,0.5753962061874237,1.0,0.0,9.0,,
pad,29,softmax,0.05,0,0.5753962061874237,1.0,,,0.631578947368421,19.0
pad,29,softmax,0.1,1,0.0,1.0,0.037037037037037035,27.0,,
pad,29,softmax,0.1,2,0.0,1.0,0.07333333333333333,150.0,,
pad,29,softmax,0.1,3,0.0,1.0,0.078125,64.0,,
pad,29,softmax,0.1,4,0.0,1.0,0.0,9.0,,
pad,29,softmax,0.1,0,0.0,1.0,,,0.6842105263157895,19.0
pad,29,softmax,0.15,1,0.0,1.0,0.037037037037037035,27.0,,
pad,29,softmax,0.15,2,0.0,1.0,0.07333333333333333,150.0,,
pad,29,softmax,0.15,3,0.0,1.0,0.078125,64.0,,
pad,29,softmax,0.15,4,0.0,1.0,0.0,9.0,,
pad,29,softmax,0.15,0,0.0,1.0,,,0.6842105263157895,19.0
pad,29,temp,0.05,1,0.36376446022245845,3.869987522951018,0.037037037037037035,27.0,,
pad,29,temp,0.05,2,0.36376446022245845,3.869987522951018,0.05333333333333334,150.0,,
pad,29,temp,0.05,3,0.36376446022245845,3.869987522951018,0.078125,64.0,,
pad,29,temp,0.05,4,0.36376446022245845,3.869987522951018,0.0,9.0,,
pad,29,temp,0.05,0,0.36376446022245845,3.869987522951018,,,0.6842105263157895,19.0
pad,29,temp,0.1,1,0.0,3.869987522951018,0.037037037037037035,27.0,,
pad,29,temp,0.1,2,0.0,3.869987522951018,0.07333333333333333,150.0,,
pad,29,temp,0.1,3,0.0,3.869987522951018,0.078125,64.0,,
pad,29,temp,0.1,4,0.0,3.869987522951018,0.0,9.0,,
pad,29,temp,0.1,0,0.0,3.869987522951018,,,0.6842105263157895,19.0
pad,29,temp,0.15,1,0.0,3.869987522951018,0.037037037037037035,27.0,,
pad,29,temp,0.15,2,0.0,3.869987522951018,0.07333333333333333,150.0,,
pad,29,temp,0.15,3,0.0,3.869987522951018,0.078125,64.0,,
pad,29,temp,0.15,4,0.0,3.869987522951018,0.0,9.0,,
pad,29,temp,0.15,0,0.0,3.869987522951018,,,0.6842105263157895,19.0
hiba,30,softmax,0.05,1,0.9826021392114931,1.0,0.0,21.0,,
hiba,30,softmax,0.05,2,0.9826021392114931,1.0,0.05128205128205128,117.0,,
hiba,30,softmax,0.05,3,0.9826021392114931,1.0,0.0,18.0,,
hiba,30,softmax,0.05,0,0.9826021392114931,1.0,,,0.32661290322580644,248.0
hiba,30,softmax,0.1,1,0.9099442044371707,1.0,0.09523809523809523,21.0,,
hiba,30,softmax,0.1,2,0.9099442044371707,1.0,0.1282051282051282,117.0,,
hiba,30,softmax,0.1,3,0.9099442044371707,1.0,0.0,18.0,,
hiba,30,softmax,0.1,0,0.9099442044371707,1.0,,,0.625,248.0
hiba,30,softmax,0.15,1,0.7369854405958866,1.0,0.14285714285714285,21.0,,
hiba,30,softmax,0.15,2,0.7369854405958866,1.0,0.1623931623931624,117.0,,
hiba,30,softmax,0.15,3,0.7369854405958866,1.0,0.05555555555555555,18.0,,
hiba,30,softmax,0.15,0,0.7369854405958866,1.0,,,0.8225806451612904,248.0
hiba,30,temp,0.05,1,0.4985662990135576,4.838203776606566,0.0,21.0,,
hiba,30,temp,0.05,2,0.4985662990135576,4.838203776606566,0.03418803418803419,117.0,,
hiba,30,temp,0.05,3,0.4985662990135576,4.838203776606566,0.0,18.0,,
hiba,30,temp,0.05,0,0.4985662990135576,4.838203776606566,,,0.49193548387096775,248.0
hiba,30,temp,0.1,1,0.37673290410327354,4.838203776606566,0.047619047619047616,21.0,,
hiba,30,temp,0.1,2,0.37673290410327354,4.838203776606566,0.1452991452991453,117.0,,
hiba,30,temp,0.1,3,0.37673290410327354,4.838203776606566,0.05555555555555555,18.0,,
hiba,30,temp,0.1,0,0.37673290410327354,4.838203776606566,,,0.782258064516129,248.0
hiba,30,temp,0.15,1,0.33869048498395465,4.838203776606566,0.14285714285714285,21.0,,
hiba,30,temp,0.15,2,0.33869048498395465,4.838203776606566,0.15384615384615385,117.0,,
hiba,30,temp,0.15,3,0.33869048498395465,4.838203776606566,0.05555555555555555,18.0,,
hiba,30,temp,0.15,0,0.33869048498395465,4.838203776606566,,,0.842741935483871,248.0
pad,30,softmax,0.05,1,0.6882093147471148,1.0,0.02857142857142857,35.0,,
pad,30,softmax,0.05,2,0.6882093147471148,1.0,0.05,160.0,,
pad,30,softmax,0.05,3,0.6882093147471148,1.0,0.0,68.0,,
pad,30,softmax,0.05,4,0.6882093147471148,1.0,0.16666666666666666,6.0,,
pad,30,softmax,0.05,5,0.6882093147471148,1.0,0.0,1.0,,
pad,30,softmax,0.05,0,0.6882093147471148,1.0,,,0.4,10.0
pad,30,softmax,0.1,1,0.0,1.0,0.02857142857142857,35.0,,
pad,30,softmax,0.1,2,0.0,1.0,0.06875,160.0,,
pad,30,softmax,0.1,3,0.0,1.0,0.014705882352941176,68.0,,
pad,30,softmax,0.1,4,0.0,1.0,0.16666666666666666,6.0,,
pad,30,softmax,0.1,5,0.0,1.0,0.0,1.0,,
pad,30,softmax,0.1,0,0.0,1.0,,,0.4,10.0
pad,30,softmax,0.15,1,0.0,1.0,0.02857142857142857,35.0,,
pad,30,softmax,0.15,2,0.0,1.0,0.06875,160.0,,
pad,30,softmax,0.15,3,0.0,1.0,0.014705882352941176,68.0,,
pad,30,softmax,0.15,4,0.0,1.0,0.16666666666666666,6.0,,
pad,30,softmax,0.15,5,0.0,1.0,0.0,1.0,,
pad,30,softmax,0.15,0,0.0,1.0,,,0.4,10.0
pad,30,temp,0.05,1,0.39471377059175505,3.905911463415725,0.02857142857142857,35.0,,
pad,30,temp,0.05,2,0.39471377059175505,3.905911463415725,0.05,160.0,,
pad,30,temp,0.05,3,0.39471377059175505,3.905911463415725,0.0,68.0,,
pad,30,temp,0.05,4,0.39471377059175505,3.905911463415725,0.16666666666666666,6.0,,
pad,30,temp,0.05,5,0.39471377059175505,3.905911463415725,0.0,1.0,,
pad,30,temp,0.05,0,0.39471377059175505,3.905911463415725,,,0.4,10.0
pad,30,temp,0.1,1,0.0,3.905911463415725,0.02857142857142857,35.0,,
pad,30,temp,0.1,2,0.0,3.905911463415725,0.06875,160.0,,
pad,30,temp,0.1,3,0.0,3.905911463415725,0.014705882352941176,68.0,,
pad,30,temp,0.1,4,0.0,3.905911463415725,0.16666666666666666,6.0,,
pad,30,temp,0.1,5,0.0,3.905911463415725,0.0,1.0,,
pad,30,temp,0.1,0,0.0,3.905911463415725,,,0.4,10.0
pad,30,temp,0.15,1,0.0,3.905911463415725,0.02857142857142857,35.0,,
pad,30,temp,0.15,2,0.0,3.905911463415725,0.06875,160.0,,
pad,30,temp,0.15,3,0.0,3.905911463415725,0.014705882352941176,68.0,,
pad,30,temp,0.15,4,0.0,3.905911463415725,0.16666666666666666,6.0,,
pad,30,temp,0.15,5,0.0,3.905911463415725,0.0,1.0,,
pad,30,temp,0.15,0,0.0,3.905911463415725,,,0.4,10.0
hiba,31,softmax,0.05,1,0.9846141675845362,1.0,0.0,12.0,,
hiba,31,softmax,0.05,2,0.9846141675845362,1.0,0.03125,128.0,,
hiba,31,softmax,0.05,3,0.9846141675845362,1.0,0.0,15.0,,
hiba,31,softmax,0.05,0,0.9846141675845362,1.0,,,0.29493087557603687,217.0
hiba,31,softmax,0.1,1,0.9429983628334455,1.0,0.0,12.0,,
hiba,31,softmax,0.1,2,0.9429983628334455,1.0,0.078125,128.0,,
hiba,31,softmax,0.1,3,0.9429983628334455,1.0,0.13333333333333333,15.0,,
hiba,31,softmax,0.1,0,0.9429983628334455,1.0,,,0.45622119815668205,217.0
hiba,31,softmax,0.15,1,0.7756530674599967,1.0,0.08333333333333333,12.0,,
hiba,31,softmax,0.15,2,0.7756530674599967,1.0,0.1328125,128.0,,
hiba,31,softmax,0.15,3,0.7756530674599967,1.0,0.2,15.0,,
hiba,31,softmax,0.15,0,0.7756530674599967,1.0,,,0.6682027649769585,217.0
hiba,31,temp,0.05,1,0.49457397905043093,5.0069501632997975,0.0,12.0,,
hiba,31,temp,0.05,2,0.49457397905043093,5.0069501632997975,0.03125,128.0,,
hiba,31,temp,0.05,3,0.49457397905043093,5.0069501632997975,0.0,15.0,,
hiba,31,temp,0.05,0,0.49457397905043093,5.0069501632997975,,,0.4055299539170507,217.0
hiba,31,temp,0.1,1,0.395903498230026,5.0069501632997975,0.08333333333333333,12.0,,
hiba,31,temp,0.1,2,0.395903498230026,5.0069501632997975,0.0703125,128.0,,
hiba,31,temp,0.1,3,0.395903498230026,5.0069501632997975,0.2,15.0,,
hiba,31,temp,0.1,0,0.395903498230026,5.0069501632997975,,,0.6359447004608295,217.0
hiba,31,temp,0.15,1,0.34230963401006337,5.0069501632997975,0.08333333333333333,12.0,,
hiba,31,temp,0.15,2,0.34230963401006337,5.0069501632997975,0.1171875,128.0,,
hiba,31,temp,0.15,3,0.34230963401006337,5.0069501632997975,0.26666666666666666,15.0,,
hiba,31,temp,0.15,0,0.34230963401006337,5.0069501632997975,,,0.7511520737327189,217.0
pad,31,softmax,0.05,1,0.0,1.0,0.0,29.0,,
pad,31,softmax,0.05,2,0.0,1.0,0.05128205128205128,156.0,,
pad,31,softmax,0.05,3,0.0,1.0,0.10810810810810811,74.0,,
pad,31,softmax,0.05,4,0.0,1.0,0.15384615384615385,13.0,,
pad,31,softmax,0.05,5,0.0,1.0,0.0,2.0,,
pad,31,softmax,0.05,0,0.0,1.0,,,0.75,20.0
pad,31,softmax,0.1,1,0.0,1.0,0.0,29.0,,
pad,31,softmax,0.1,2,0.0,1.0,0.05128205128205128,156.0,,
pad,31,softmax,0.1,3,0.0,1.0,0.10810810810810811,74.0,,
pad,31,softmax,0.1,4,0.0,1.0,0.15384615384615385,13.0,,
pad,31,softmax,0.1,5,0.0,1.0,0.0,2.0,,
pad,31,softmax,0.1,0,0.0,1.0,,,0.75,20.0
pad,31,softmax,0.15,1,0.0,1.0,0.0,29.0,,
pad,31,softmax,0.15,2,0.0,1.0,0.05128205128205128,156.0,,
pad,31,softmax,0.15,3,0.0,1.0,0.10810810810810811,74.0,,
pad,31,softmax,0.15,4,0.0,1.0,0.15384615384615385,13.0,,
pad,31,softmax,0.15,5,0.0,1.0,0.0,2.0,,
pad,31,softmax,0.15,0,0.0,1.0,,,0.75,20.0
pad,31,temp,0.05,1,0.0,3.5713788618409223,0.0,29.0,,
pad,31,temp,0.05,2,0.0,3.5713788618409223,0.05128205128205128,156.0,,
pad,31,temp,0.05,3,0.0,3.5713788618409223,0.10810810810810811,74.0,,
pad,31,temp,0.05,4,0.0,3.5713788618409223,0.15384615384615385,13.0,,
pad,31,temp,0.05,5,0.0,3.5713788618409223,0.0,2.0,,
pad,31,temp,0.05,0,0.0,3.5713788618409223,,,0.75,20.0
pad,31,temp,0.1,1,0.0,3.5713788618409223,0.0,29.0,,
pad,31,temp,0.1,2,0.0,3.5713788618409223,0.05128205128205128,156.0,,
pad,31,temp,0.1,3,0.0,3.5713788618409223,0.10810810810810811,74.0,,
pad,31,temp,0.1,4,0.0,3.5713788618409223,0.15384615384615385,13.0,,
pad,31,temp,0.1,5,0.0,3.5713788618409223,0.0,2.0,,
pad,31,temp,0.1,0,0.0,3.5713788618409223,,,0.75,20.0
pad,31,temp,0.15,1,0.0,3.5713788618409223,0.0,29.0,,
pad,31,temp,0.15,2,0.0,3.5713788618409223,0.05128205128205128,156.0,,
pad,31,temp,0.15,3,0.0,3.5713788618409223,0.10810810810810811,74.0,,
pad,31,temp,0.15,4,0.0,3.5713788618409223,0.15384615384615385,13.0,,
pad,31,temp,0.15,5,0.0,3.5713788618409223,0.0,2.0,,
pad,31,temp,0.15,0,0.0,3.5713788618409223,,,0.75,20.0
hiba,32,softmax,0.05,1,0.9778988591973208,1.0,0.0,5.0,,
hiba,32,softmax,0.05,2,0.9778988591973208,1.0,0.04032258064516129,124.0,,
hiba,32,softmax,0.05,3,0.9778988591973208,1.0,0.06666666666666667,15.0,,
hiba,32,softmax,0.05,0,0.9778988591973208,1.0,,,0.22839506172839505,162.0
hiba,32,softmax,0.1,1,0.9323286277237457,1.0,0.0,5.0,,
hiba,32,softmax,0.1,2,0.9323286277237457,1.0,0.06451612903225806,124.0,,
hiba,32,softmax,0.1,3,0.9323286277237457,1.0,0.06666666666666667,15.0,,
hiba,32,softmax,0.1,0,0.9323286277237457,1.0,,,0.32098765432098764,162.0
hiba,32,softmax,0.15,1,0.7696721255665286,1.0,0.0,5.0,,
hiba,32,softmax,0.15,2,0.7696721255665286,1.0,0.10483870967741936,124.0,,
hiba,32,softmax,0.15,3,0.7696721255665286,1.0,0.13333333333333333,15.0,,
hiba,32,softmax,0.15,0,0.7696721255665286,1.0,,,0.5925925925925926,162.0
hiba,32,temp,0.05,1,0.5041765866932532,4.810848545068508,0.0,5.0,,
hiba,32,temp,0.05,2,0.5041765866932532,4.810848545068508,0.016129032258064516,124.0,,
hiba,32,temp,0.05,3,0.5041765866932532,4.810848545068508,0.0,15.0,,
hiba,32,temp,0.05,0,0.5041765866932532,4.810848545068508,,,0.2777777777777778,162.0
hiba,32,temp,0.1,1,0.3837274825989361,4.810848545068508,0.0,5.0,,
hiba,32,temp,0.1,2,0.3837274825989361,4.810848545068508,0.06451612903225806,124.0,,
hiba,32,temp,0.1,3,0.3837274825989361,4.810848545068508,0.13333333333333333,15.0,,
hiba,32,temp,0.1,0,0.3837274825989361,4.810848545068508,,,0.5432098765432098,162.0
hiba,32,temp,0.15,1,0.3390767652460345,4.810848545068508,0.0,5.0,,
hiba,32,temp,0.15,2,0.3390767652460345,4.810848545068508,0.0967741935483871,124.0,,
hiba,32,temp,0.15,3,0.3390767652460345,4.810848545068508,0.2,15.0,,
hiba,32,temp,0.15,0,0.3390767652460345,4.810848545068508,,,0.691358024691358,162.0
pad,32,softmax,0.05,1,0.3895924011467712,1.0,0.0,33.0,,
pad,32,softmax,0.05,2,0.3895924011467712,1.0,0.062111801242236024,161.0,,
pad,32,softmax,0.05,3,0.3895924011467712,1.0,0.04597701149425287,87.0,,
pad,32,softmax,0.05,4,0.3895924011467712,1.0,0.08333333333333333,12.0,,
pad,32,softmax,0.05,5,0.3895924011467712,1.0,0.0,1.0,,
pad,32,softmax,0.05,0,0.3895924011467712,1.0,,,0.7894736842105263,19.0
pad,32,softmax,0.1,1,0.0,1.0,0.0,33.0,,
pad,32,softmax,0.1,2,0.0,1.0,0.062111801242236024,161.0,,
pad,32,softmax,0.1,3,0.0,1.0,0.04597701149425287,87.0,,
pad,32,softmax,0.1,4,0.0,1.0,0.08333333333333333,12.0,,
pad,32,softmax,0.1,5,0.0,1.0,0.0,1.0,,
pad,32,softmax,0.1,0,0.0,1.0,,,0.7894736842105263,19.0
pad,32,softmax,0.15,1,0.0,1.0,0.0,33.0,,
pad,32,softmax,0.15,2,0.0,1.0,0.062111801242236024,161.0,,
pad,32,softmax,0.15,3,0.0,1.0,0.04597701149425287,87.0,,
pad,32,softmax,0.15,4,0.0,1.0,0.08333333333333333,12.0,,
pad,32,softmax,0.15,5,0.0,1.0,0.0,1.0,,
pad,32,softmax,0.15,0,0.0,1.0,,,0.7894736842105263,19.0
pad,32,temp,0.05,1,0.2519361791827529,4.296469530555915,0.0,33.0,,
pad,32,temp,0.05,2,0.2519361791827529,4.296469530555915,0.062111801242236024,161.0,,
pad,32,temp,0.05,3,0.2519361791827529,4.296469530555915,0.04597701149425287,87.0,,
pad,32,temp,0.05,4,0.2519361791827529,4.296469530555915,0.08333333333333333,12.0,,
pad,32,temp,0.05,5,0.2519361791827529,4.296469530555915,0.0,1.0,,
pad,32,temp,0.05,0,0.2519361791827529,4.296469530555915,,,0.7894736842105263,19.0
pad,32,temp,0.1,1,0.0,4.296469530555915,0.0,33.0,,
pad,32,temp,0.1,2,0.0,4.296469530555915,0.062111801242236024,161.0,,
pad,32,temp,0.1,3,0.0,4.296469530555915,0.04597701149425287,87.0,,
