cohort,draw,variant,alpha,group,tau,T,miss,n_mal,release,n_ben
pad,48,temp,0.15,3,0.0,3.9908224172344102,0.03260869565217391,92.0,,
pad,48,temp,0.15,4,0.0,3.9908224172344102,0.0,6.0,,
pad,48,temp,0.15,5,0.0,3.9908224172344102,0.0,4.0,,
pad,48,temp,0.15,0,0.0,3.9908224172344102,,,0.7272727272727273,22.0
hiba,49,softmax,0.05,1,0.9822602330936655,1.0,0.0,17.0,,
hiba,49,softmax,0.05,2,0.9822602330936655,1.0,0.05555555555555555,108.0,,
hiba,49,softmax,0.05,3,0.9822602330936655,1.0,0.0,8.0,,
hiba,49,softmax,0.05,0,0.9822602330936655,1.0,,,0.32196969696969696,264.0
hiba,49,softmax,0.1,1,0.9084149145403,1.0,0.11764705882352941,17.0,,
hiba,49,softmax,0.1,2,0.9084149145403,1.0,0.12037037037037036,108.0,,
hiba,49,softmax,0.1,3,0.9084149145403,1.0,0.125,8.0,,
hiba,49,softmax,0.1,0,0.9084149145403,1.0,,,0.5946969696969697,264.0
hiba,49,softmax,0.15,1,0.7632905652065421,1.0,0.17647058823529413,17.0,,
hiba,49,softmax,0.15,2,0.7632905652065421,1.0,0.14814814814814814,108.0,,
hiba,49,softmax,0.15,3,0.7632905652065421,1.0,0.125,8.0,,
hiba,49,softmax,0.15,0,0.7632905652065421,1.0,,,0.7613636363636364,264.0
hiba,49,temp,0.05,1,0.4644667796368784,5.22990152590431,0.0,17.0,,
hiba,49,temp,0.05,2,0.4644667796368784,5.22990152590431,0.05555555555555555,108.0,,
hiba,49,temp,0.05,3,0.4644667796368784,5.22990152590431,0.0,8.0,,
hiba,49,temp,0.05,0,0.4644667796368784,5.22990152590431,,,0.48863636363636365,264.0
hiba,49,temp,0.1,1,0.3669289503468276,5.22990152590431,0.058823529411764705,17.0,,
hiba,49,temp,0.1,2,0.3669289503468276,5.22990152590431,0.10185185185185185,108.0,,
hiba,49,temp,0.1,3,0.3669289503468276,5.22990152590431,0.125,8.0,,
hiba,49,temp,0.1,0,0.3669289503468276,5.22990152590431,,,0.7424242424242424,264.0
hiba,49,temp,0.15,1,0.32877496037482157,5.22990152590431,0.17647058823529413,17.0,,
hiba,49,temp,0.15,2,0.32877496037482157,5.22990152590431,0.1388888888888889,108.0,,
hiba,49,temp,0.15,3,0.32877496037482157,5.22990152590431,0.125,8.0,,
hiba,49,temp,0.15,0,0.32877496037482157,5.22990152590431,,,0.821969696969697,264.0
pad,49,softmax,0.05,1,0.6693533083454033,1.0,0.0,21.0,,
pad,49,softmax,0.05,2,0.6693533083454033,1.0,0.057971014492753624,138.0,,
pad,49,softmax,0.05,3,0.6693533083454033,1.0,0.015384615384615385,65.0,,
pad,49,softmax,0.05,4,0.6693533083454033,1.0,0.2,5.0,,
pad,49,softmax,0.05,5,0.6693533083454033,1.0,0.0,4.0,,
pad,49,softmax,0.05,0,0.6693533083454033,1.0,,,0.4117647058823529,17.0
pad,49,softmax,0.1,1,0.0,1.0,0.0,21.0,,
pad,49,softmax,0.1,2,0.0,1.0,0.07246376811594203,138.0,,
pad,49,softmax,0.1,3,0.0,1.0,0.03076923076923077,65.0,,
pad,49,softmax,0.1,4,0.0,1.0,0.2,5.0,,
pad,49,softmax,0.1,5,0.0,1.0,0.0,4.0,,
pad,49,softmax,0.1,0,0.0,1.0,,,0.6470588235294118,17.0
pad,49,softmax,0.15,1,0.0,1.0,0.0,21.0,,
pad,49,softmax,0.15,2,0.0,1.0,0.07246376811594203,138.0,,
pad,49,softmax,0.15,3,0.0,1.0,0.03076923076923077,65.0,,
pad,49,softmax,0.15,4,0.0,1.0,0.2,5.0,,
pad,49,softmax,0.15,5,0.0,1.0,0.0,4.0,,
pad,49,softmax,0.15,0,0.0,1.0,,,0.6470588235294118,17.0
pad,49,temp,0.05,1,0.40553544660941515,3.8011678869076255,0.0,21.0,,
pad,49,temp,0.05,2,0.40553544660941515,3.8011678869076255,0.050724637681159424,138.0,,
pad,49,temp,0.05,3,0.40553544660941515,3.8011678869076255,0.0,65.0,,
pad,49,temp,0.05,4,0.40553544660941515,3.8011678869076255,0.2,5.0,,
pad,49,temp,0.05,5,0.40553544660941515,3.8011678869076255,0.0,4.0,,
pad,49,temp,0.05,0,0.40553544660941515,3.8011678869076255,,,0.5294117647058824,17.0
pad,49,temp,0.1,1,0.0,3.8011678869076255,0.0,21.0,,
pad,49,temp,0.1,2,0.0,3.8011678869076255,0.07246376811594203,138.0,,
pad,49,temp,0.1,3,0.0,3.8011678869076255,0.03076923076923077,65.0,,
pad,49,temp,0.1,4,0.0,3.8011678869076255,0.2,5.0,,
pad,49,temp,0.1,5,0.0,3.8011678869076255,0.0,4.0,,
pad,49,temp,0.1,0,0.0,3.8011678869076255,,,0.6470588235294118,17.0
pad,49,temp,0.15,1,0.0,3.8011678869076255,0.0,21.0,,
pad,49,temp,0.15,2,0.0,3.8011678869076255,0.07246376811594203,138.0,,
pad,49,temp,0.15,3,0.0,3.8011678869076255,0.03076923076923077,65.0,,
pad,49,temp,0.15,4,0.0,3.8011678869076255,0.2,5.0,,
pad,49,temp,0.15,5,0.0,3.8011678869076255,0.0,4.0,,
pad,49,temp,0.15,0,0.0,3.8011678869076255,,,0.6470588235294118,17.0
hiba,50,softmax,0.05,1,0.9856962245681055,1.0,0.05,20.0,,
hiba,50,softmax,0.05,2,0.9856962245681055,1.0,0.008849557522123894,113.0,,
hiba,50,softmax,0.05,3,0.9856962245681055,1.0,0.0,16.0,,
hiba,50,softmax,0.05,0,0.9856962245681055,1.0,,,0.2832369942196532,173.0
hiba,50,softmax,0.1,1,0.9429983628334455,1.0,0.1,20.0,,
hiba,50,softmax,0.1,2,0.9429983628334455,1.0,0.061946902654867256,113.0,,
hiba,50,softmax,0.1,3,0.9429983628334455,1.0,0.0625,16.0,,
hiba,50,softmax,0.1,0,0.9429983628334455,1.0,,,0.43352601156069365,173.0
hiba,50,softmax,0.15,1,0.8055469274411758,1.0,0.15,20.0,,
hiba,50,softmax,0.15,2,0.8055469274411758,1.0,0.08849557522123894,113.0,,
hiba,50,softmax,0.15,3,0.8055469274411758,1.0,0.125,16.0,,
hiba,50,softmax,0.15,0,0.8055469274411758,1.0,,,0.6878612716763006,173.0
hiba,50,temp,0.05,1,0.5315428693478653,4.7771427085249485,0.05,20.0,,
hiba,50,temp,0.05,2,0.5315428693478653,4.7771427085249485,0.0,113.0,,
hiba,50,temp,0.05,3,0.5315428693478653,4.7771427085249485,0.0,16.0,,
hiba,50,temp,0.05,0,0.5315428693478653,4.7771427085249485,,,0.3352601156069364,173.0
hiba,50,temp,0.1,1,0.41930954768632733,4.7771427085249485,0.1,20.0,,
hiba,50,temp,0.1,2,0.41930954768632733,4.7771427085249485,0.07079646017699115,113.0,,
hiba,50,temp,0.1,3,0.41930954768632733,4.7771427085249485,0.0625,16.0,,
hiba,50,temp,0.1,0,0.41930954768632733,4.7771427085249485,,,0.5780346820809249,173.0
hiba,50,temp,0.15,1,0.36343287650374595,4.7771427085249485,0.1,20.0,,
hiba,50,temp,0.15,2,0.36343287650374595,4.7771427085249485,0.11504424778761062,113.0,,
hiba,50,temp,0.15,3,0.36343287650374595,4.7771427085249485,0.125,16.0,,
hiba,50,temp,0.15,0,0.36343287650374595,4.7771427085249485,,,0.6878612716763006,173.0
pad,50,softmax,0.05,1,0.0,1.0,0.0,24.0,,
pad,50,softmax,0.05,2,0.0,1.0,0.06493506493506493,154.0,,
pad,50,softmax,0.05,3,0.0,1.0,0.06578947368421052,76.0,,
pad,50,softmax,0.05,4,0.0,1.0,0.09090909090909091,11.0,,
pad,50,softmax,0.05,5,0.0,1.0,0.0,2.0,,
pad,50,softmax,0.05,0,0.0,1.0,,,0.5714285714285714,21.0
pad,50,softmax,0.1,1,0.0,1.0,0.0,24.0,,
pad,50,softmax,0.1,2,0.0,1.0,0.06493506493506493,154.0,,
pad,50,softmax,0.1,3,0.0,1.0,0.06578947368421052,76.0,,
pad,50,softmax,0.1,4,0.0,1.0,0.09090909090909091,11.0,,
pad,50,softmax,0.1,5,0.0,1.0,0.0,2.0,,
pad,50,softmax,0.1,0,0.0,1.0,,,0.5714285714285714,21.0
pad,50,softmax,0.15,1,0.0,1.0,0.0,24.0,,
pad,50,softmax,0.15,2,0.0,1.0,0.06493506493506493,154.0,,
pad,50,softmax,0.15,3,0.0,1.0,0.06578947368421052,76.0,,
pad,50,softmax,0.15,4,0.0,1.0,0.09090909090909091,11.0,,
pad,50,softmax,0.15,5,0.0,1.0,0.0,2.0,,
pad,50,softmax,0.15,0,0.0,1.0,,,0.5714285714285714,21.0
pad,50,temp,0.05,1,0.0,3.7077687294858745,0.0,24.0,,
pad,50,temp,0.05,2,0.0,3.7077687294858745,0.06493506493506493,154.0,,
pad,50,temp,0.05,3,0.0,3.7077687294858745,0.06578947368421052,76.0,,
pad,50,temp,0.05,4,0.0,3.7077687294858745,0.09090909090909091,11.0,,
pad,50,temp,0.05,5,0.0,3.7077687294858745,0.0,2.0,,
pad,50,temp,0.05,0,0.0,3.7077687294858745,,,0.5714285714285714,21.0
pad,50,temp,0.1,1,0.0,3.7077687294858745,0.0,24.0,,
pad,50,temp,0.1,2,0.0,3.7077687294858745,0.06493506493506493,154.0,,
pad,50,temp,0.1,3,0.0,3.7077687294858745,0.06578947368421052,76.0,,
pad,50,temp,0.1,4,0.0,3.7077687294858745,0.09090909090909091,11.0,,
pad,50,temp,0.1,5,0.0,3.7077687294858745,0.0,2.0,,
pad,50,temp,0.1,0,0.0,3.7077687294858745,,,0.5714285714285714,21.0
pad,50,temp,0.15,1,0.0,3.7077687294858745,0.0,24.0,,
pad,50,temp,0.15,2,0.0,3.7077687294858745,0.06493506493506493,154.0,,
pad,50,temp,0.15,3,0.0,3.7077687294858745,0.06578947368421052,76.0,,
pad,50,temp,0.15,4,0.0,3.7077687294858745,0.09090909090909091,11.0,,
pad,50,temp,0.15,5,0.0,3.7077687294858745,0.0,2.0,,
pad,50,temp,0.15,0,0.0,3.7077687294858745,,,0.5714285714285714,21.0
hiba,51,softmax,0.05,1,0.9846141675845362,1.0,0.0,19.0,,
hiba,51,softmax,0.05,2,0.9846141675845362,1.0,0.03636363636363636,110.0,,
hiba,51,softmax,0.05,3,0.9846141675845362,1.0,0.0,9.0,,
hiba,51,softmax,0.05,0,0.9846141675845362,1.0,,,0.3315508021390374,187.0
hiba,51,softmax,0.1,1,0.9073360195904814,1.0,0.0,19.0,,
hiba,51,softmax,0.1,2,0.9073360195904814,1.0,0.13636363636363635,110.0,,
hiba,51,softmax,0.1,3,0.9073360195904814,1.0,0.0,9.0,,
hiba,51,softmax,0.1,0,0.9073360195904814,1.0,,,0.5508021390374331,187.0
hiba,51,softmax,0.15,1,0.703420653944655,1.0,0.05263157894736842,19.0,,
hiba,51,softmax,0.15,2,0.703420653944655,1.0,0.17272727272727273,110.0,,
hiba,51,softmax,0.15,3,0.703420653944655,1.0,0.1111111111111111,9.0,,
hiba,51,softmax,0.15,0,0.703420653944655,1.0,,,0.7379679144385026,187.0
hiba,51,temp,0.05,1,0.5002709455696313,4.7047633074354405,0.0,19.0,,
hiba,51,temp,0.05,2,0.5002709455696313,4.7047633074354405,0.06363636363636363,110.0,,
hiba,51,temp,0.05,3,0.5002709455696313,4.7047633074354405,0.0,9.0,,
hiba,51,temp,0.05,0,0.5002709455696313,4.7047633074354405,,,0.45989304812834225,187.0
hiba,51,temp,0.1,1,0.3766339237815603,4.7047633074354405,0.0,19.0,,
hiba,51,temp,0.1,2,0.3766339237815603,4.7047633074354405,0.12727272727272726,110.0,,
hiba,51,temp,0.1,3,0.3766339237815603,4.7047633074354405,0.1111111111111111,9.0,,
hiba,51,temp,0.1,0,0.3766339237815603,4.7047633074354405,,,0.7112299465240641,187.0
hiba,51,temp,0.15,1,0.3419096555965087,4.7047633074354405,0.05263157894736842,19.0,,
hiba,51,temp,0.15,2,0.3419096555965087,4.7047633074354405,0.14545454545454545,110.0,,
hiba,51,temp,0.15,3,0.3419096555965087,4.7047633074354405,0.1111111111111111,9.0,,
hiba,51,temp,0.15,0,0.3419096555965087,4.7047633074354405,,,0.786096256684492,187.0
pad,51,softmax,0.05,1,0.581289981938558,1.0,0.0,30.0,,
pad,51,softmax,0.05,2,0.581289981938558,1.0,0.06790123456790123,162.0,,
pad,51,softmax,0.05,3,0.581289981938558,1.0,0.05555555555555555,54.0,,
pad,51,softmax,0.05,4,0.581289981938558,1.0,0.0,9.0,,
pad,51,softmax,0.05,5,0.581289981938558,1.0,0.0,1.0,,
pad,51,softmax,0.05,0,0.581289981938558,1.0,,,0.8571428571428571,14.0
pad,51,softmax,0.1,1,0.0,1.0,0.0,30.0,,
pad,51,softmax,0.1,2,0.0,1.0,0.07407407407407407,162.0,,
pad,51,softmax,0.1,3,0.0,1.0,0.05555555555555555,54.0,,
pad,51,softmax,0.1,4,0.0,1.0,0.0,9.0,,
pad,51,softmax,0.1,5,0.0,1.0,0.0,1.0,,
pad,51,softmax,0.1,0,0.0,1.0,,,0.9285714285714286,14.0
pad,51,softmax,0.15,1,0.0,1.0,0.0,30.0,,
pad,51,softmax,0.15,2,0.0,1.0,0.07407407407407407,162.0,,
pad,51,softmax,0.15,3,0.0,1.0,0.05555555555555555,54.0,,
pad,51,softmax,0.15,4,0.0,1.0,0.0,9.0,,
pad,51,softmax,0.15,5,0.0,1.0,0.0,1.0,,
pad,51,softmax,0.15,0,0.0,1.0,,,0.9285714285714286,14.0
pad,51,temp,0.05,1,0.4149060105911715,3.6528329403917494,0.0,30.0,,
pad,51,temp,0.05,2,0.4149060105911715,3.6528329403917494,0.043209876543209874,162.0,,
pad,51,temp,0.05,3,0.4149060105911715,3.6528329403917494,0.018518518518518517,54.0,,
pad,51,temp,0.05,4,0.4149060105911715,3.6528329403917494,0.0,9.0,,
pad,51,temp,0.05,5,0.4149060105911715,3.6528329403917494,0.0,1.0,,
pad,51,temp,0.05,0,0.4149060105911715,3.6528329403917494,,,0.7857142857142857,14.0
pad,51,temp,0.1,1,0.0,3.6528329403917494,0.0,30.0,,
pad,51,temp,0.1,2,0.0,3.6528329403917494,0.07407407407407407,162.0,,
pad,51,temp,0.1,3,0.0,3.6528329403917494,0.05555555555555555,54.0,,
pad,51,temp,0.1,4,0.0,3.6528329403917494,0.0,9.0,,
pad,51,temp,0.1,5,0.0,3.6528329403917494,0.0,1.0,,
pad,51,temp,0.1,0,0.0,3.6528329403917494,,,0.9285714285714286,14.0
pad,51,temp,0.15,1,0.0,3.6528329403917494,0.0,30.0,,
pad,51,temp,0.15,2,0.0,3.6528329403917494,0.07407407407407407,162.0,,
pad,51,temp,0.15,3,0.0,3.6528329403917494,0.05555555555555555,54.0,,
pad,51,temp,0.15,4,0.0,3.6528329403917494,0.0,9.0,,
pad,51,temp,0.15,5,0.0,3.6528329403917494,0.0,1.0,,
pad,51,temp,0.15,0,0.0,3.6528329403917494,,,0.9285714285714286,14.0
hiba,52,softmax,0.05,1,0.9778988591973208,1.0,0.09090909090909091,11.0,,
hiba,52,softmax,0.05,2,0.9778988591973208,1.0,0.04580152671755725,131.0,,
hiba,52,softmax,0.05,3,0.9778988591973208,1.0,0.0,7.0,,
hiba,52,softmax,0.05,0,0.9778988591973208,1.0,,,0.24855491329479767,173.0
hiba,52,softmax,0.1,1,0.794212871668523,1.0,0.18181818181818182,11.0,,
hiba,52,softmax,0.1,2,0.794212871668523,1.0,0.15267175572519084,131.0,,
hiba,52,softmax,0.1,3,0.794212871668523,1.0,0.0,7.0,,
hiba,52,softmax,0.1,0,0.794212871668523,1.0,,,0.630057803468208,173.0
hiba,52,softmax,0.15,1,0.625247380608572,1.0,0.2727272727272727,11.0,,
hiba,52,softmax,0.15,2,0.625247380608572,1.0,0.21374045801526717,131.0,,
hiba,52,softmax,0.15,3,0.625247380608572,1.0,0.14285714285714285,7.0,,
hiba,52,softmax,0.15,0,0.625247380608572,1.0,,,0.7687861271676301,173.0
hiba,52,temp,0.05,1,0.4646201362362363,4.773413991621065,0.09090909090909091,11.0,,
hiba,52,temp,0.05,2,0.4646201362362363,4.773413991621065,0.06870229007633588,131.0,,
hiba,52,temp,0.05,3,0.4646201362362363,4.773413991621065,0.0,7.0,,
hiba,52,temp,0.05,0,0.4646201362362363,4.773413991621065,,,0.36416184971098264,173.0
hiba,52,temp,0.1,1,0.3591510767877945,4.773413991621065,0.09090909090909091,11.0,,
hiba,52,temp,0.1,2,0.3591510767877945,4.773413991621065,0.16793893129770993,131.0,,
hiba,52,temp,0.1,3,0.3591510767877945,4.773413991621065,0.0,7.0,,
hiba,52,temp,0.1,0,0.3591510767877945,4.773413991621065,,,0.7167630057803468,173.0
hiba,52,temp,0.15,1,0.3199804144455608,4.773413991621065,0.2727272727272727,11.0,,
hiba,52,temp,0.15,2,0.3199804144455608,4.773413991621065,0.20610687022900764,131.0,,
hiba,52,temp,0.15,3,0.3199804144455608,4.773413991621065,0.14285714285714285,7.0,,
hiba,52,temp,0.15,0,0.3199804144455608,4.773413991621065,,,0.8092485549132948,173.0
pad,52,softmax,0.05,1,0.0,1.0,0.03333333333333333,30.0,,
pad,52,softmax,0.05,2,0.0,1.0,0.05625,160.0,,
pad,52,softmax,0.05,3,0.0,1.0,0.057971014492753624,69.0,,
pad,52,softmax,0.05,4,0.0,1.0,0.2,5.0,,
pad,52,softmax,0.05,5,0.0,1.0,0.0,5.0,,
pad,52,softmax,0.05,0,0.0,1.0,,,0.5,16.0
pad,52,softmax,0.1,1,0.0,1.0,0.03333333333333333,30.0,,
pad,52,softmax,0.1,2,0.0,1.0,0.05625,160.0,,
pad,52,softmax,0.1,3,0.0,1.0,0.057971014492753624,69.0,,
pad,52,softmax,0.1,4,0.0,1.0,0.2,5.0,,
pad,52,softmax,0.1,5,0.0,1.0,0.0,5.0,,
pad,52,softmax,0.1,0,0.0,1.0,,,0.5,16.0
pad,52,softmax,0.15,1,0.0,1.0,0.03333333333333333,30.0,,
pad,52,softmax,0.15,2,0.0,1.0,0.05625,160.0,,
pad,52,softmax,0.15,3,0.0,1.0,0.057971014492753624,69.0,,
pad,52,softmax,0.15,4,0.0,1.0,0.2,5.0,,
pad,52,softmax,0.15,5,0.0,1.0,0.0,5.0,,
pad,52,softmax,0.15,0,0.0,1.0,,,0.5,16.0
pad,52,temp,0.05,1,0.0,3.465711099774748,0.03333333333333333,30.0,,
pad,52,temp,0.05,2,0.0,3.465711099774748,0.05625,160.0,,
pad,52,temp,0.05,3,0.0,3.465711099774748,0.057971014492753624,69.0,,
pad,52,temp,0.05,4,0.0,3.465711099774748,0.2,5.0,,
pad,52,temp,0.05,5,0.0,3.465711099774748,0.0,5.0,,
pad,52,temp,0.05,0,0.0,3.465711099774748,,,0.5,16.0
pad,52,temp,0.1,1,0.0,3.465711099774748,0.03333333333333333,30.0,,
pad,52,temp,0.1,2,0.0,3.465711099774748,0.05625,160.0,,
pad,52,temp,0.1,3,0.0,3.465711099774748,0.057971014492753624,69.0,,
pad,52,temp,0.1,4,0.0,3.465711099774748,0.2,5.0,,
pad,52,temp,0.1,5,0.0,3.465711099774748,0.0,5.0,,
pad,52,temp,0.1,0,0.0,3.465711099774748,,,0.5,16.0
pad,52,temp,0.15,1,0.0,3.465711099774748,0.03333333333333333,30.0,,
pad,52,temp,0.15,2,0.0,3.465711099774748,0.05625,160.0,,
pad,52,temp,0.15,3,0.0,3.465711099774748,0.057971014492753624,69.0,,
pad,52,temp,0.15,4,0.0,3.465711099774748,0.2,5.0,,
pad,52,temp,0.15,5,0.0,3.465711099774748,0.0,5.0,,
pad,52,temp,0.15,0,0.0,3.465711099774748,,,0.5,16.0
hiba,53,softmax,0.05,1,0.9792741068870777,1.0,0.041666666666666664,24.0,,
hiba,53,softmax,0.05,2,0.9792741068870777,1.0,0.0423728813559322,118.0,,
hiba,53,softmax,0.05,3,0.9792741068870777,1.0,0.0,17.0,,
hiba,53,softmax,0.05,0,0.9792741068870777,1.0,,,0.36477987421383645,159.0
hiba,53,softmax,0.1,1,0.9125744603552982,1.0,0.08333333333333333,24.0,,
hiba,53,softmax,0.1,2,0.9125744603552982,1.0,0.07627118644067797,118.0,,
hiba,53,softmax,0.1,3,0.9125744603552982,1.0,0.058823529411764705,17.0,,
hiba,53,softmax,0.1,0,0.9125744603552982,1.0,,,0.5911949685534591,159.0
hiba,53,softmax,0.15,1,0.7158810020486889,1.0,0.16666666666666666,24.0,,
hiba,53,softmax,0.15,2,0.7158810020486889,1.0,0.1271186440677966,118.0,,
hiba,53,softmax,0.15,3,0.7158810020486889,1.0,0.17647058823529413,17.0,,
hiba,53,softmax,0.15,0,0.7158810020486889,1.0,,,0.7735849056603774,159.0
hiba,53,temp,0.05,1,0.4947621745002363,4.782517157077946,0.041666666666666664,24.0,,
hiba,53,temp,0.05,2,0.4947621745002363,4.782517157077946,0.0423728813559322,118.0,,
hiba,53,temp,0.05,3,0.4947621745002363,4.782517157077946,0.0,17.0,,
hiba,53,temp,0.05,0,0.4947621745002363,4.782517157077946,,,0.46540880503144655,159.0
hiba,53,temp,0.1,1,0.38124470794042126,4.782517157077946,0.08333333333333333,24.0,,
hiba,53,temp,0.1,2,0.38124470794042126,4.782517157077946,0.0847457627118644,118.0,,
hiba,53,temp,0.1,3,0.38124470794042126,4.782517157077946,0.058823529411764705,17.0,,
hiba,53,temp,0.1,0,0.38124470794042126,4.782517157077946,,,0.7358490566037735,159.0
hiba,53,temp,0.15,1,0.3378686364987506,4.782517157077946,0.125,24.0,,
hiba,53,temp,0.15,2,0.3378686364987506,4.782517157077946,0.11864406779661017,118.0,,
hiba,53,temp,0.15,3,0.3378686364987506,4.782517157077946,0.17647058823529413,17.0,,
hiba,53,temp,0.15,0,0.3378686364987506,4.782517157077946,,,0.779874213836478,159.0
pad,53,softmax,0.05,1,0.42232329812175445,1.0,0.0,28.0,,
pad,53,softmax,0.05,2,0.42232329812175445,1.0,0.06547619047619048,168.0,,
pad,53,softmax,0.05,3,0.42232329812175445,1.0,0.06172839506172839,81.0,,
pad,53,softmax,0.05,4,0.42232329812175445,1.0,0.1111111111111111,9.0,,
pad,53,softmax,0.05,5,0.42232329812175445,1.0,0.0,3.0,,
pad,53,softmax,0.05,0,0.42232329812175445,1.0,,,0.6842105263157895,19.0
pad,53,softmax,0.1,1,0.0,1.0,0.0,28.0,,
pad,53,softmax,0.1,2,0.0,1.0,0.06547619047619048,168.0,,
pad,53,softmax,0.1,3,0.0,1.0,0.06172839506172839,81.0,,
pad,53,softmax,0.1,4,0.0,1.0,0.1111111111111111,9.0,,
pad,53,softmax,0.1,5,0.0,1.0,0.0,3.0,,
pad,53,softmax,0.1,0,0.0,1.0,,,0.6842105263157895,19.0
pad,53,softmax,0.15,1,0.0,1.0,0.0,28.0,,
pad,53,softmax,0.15,2,0.0,1.0,0.06547619047619048,168.0,,
pad,53,softmax,0.15,3,0.0,1.0,0.06172839506172839,81.0,,
pad,53,softmax,0.15,4,0.0,1.0,0.1111111111111111,9.0,,
pad,53,softmax,0.15,5,0.0,1.0,0.0,3.0,,
pad,53,softmax,0.15,0,0.0,1.0,,,0.6842105263157895,19.0
pad,53,temp,0.05,1,0.26742540416315363,3.693349632484998,0.0,28.0,,
pad,53,temp,0.05,2,0.26742540416315363,3.693349632484998,0.06547619047619048,168.0,,
pad,53,temp,0.05,3,0.26742540416315363,3.693349632484998,0.06172839506172839,81.0,,
pad,53,temp,0.05,4,0.26742540416315363,3.693349632484998,0.1111111111111111,9.0,,
pad,53,temp,0.05,5,0.26742540416315363,3.693349632484998,0.0,3.0,,
pad,53,temp,0.05,0,0.26742540416315363,3.693349632484998,,,0.6842105263157895,19.0
pad,53,temp,0.1,1,0.0,3.693349632484998,0.0,28.0,,
pad,53,temp,0.1,2,0.0,3.693349632484998,0.06547619047619048,168.0,,
pad,53,temp,0.1,3,0.0,3.693349632484998,0.06172839506172839,81.0,,
pad,53,temp,0.1,4,0.0,3.693349632484998,0.1111111111111111,9.0,,
pad,53,temp,0.1,5,0.0,3.693349632484998,0.0,3.0,,
pad,53,temp,0.1,0,0.0,3.693349632484998,,,0.6842105263157895,19.0
pad,53,temp,0.15,1,0.0,3.693349632484998,0.0,28.0,,
pad,53,temp,0.15,2,0.0,3.693349632484998,0.06547619047619048,168.0,,
pad,53,temp,0.15,3,0.0,3.693349632484998,0.06172839506172839,81.0,,
pad,53,temp,0.15,4,0.0,3.693349632484998,0.1111111111111111,9.0,,
pad,53,temp,0.15,5,0.0,3.693349632484998,0.0,3.0,,
pad,53,temp,0.15,0,0.0,3.693349632484998,,,0.6842105263157895,19.0
hiba,54,softmax,0.05,1,0.9856962245681055,1.0,0.0,16.0,,
hiba,54,softmax,0.05,2,0.9856962245681055,1.0,0.02727272727272727,110.0,,
hiba,54,softmax,0.05,3,0.9856962245681055,1.0,0.0,13.0,,
hiba,54,softmax,0.05,0,0.9856962245681055,1.0,,,0.23121387283236994,173.0
hiba,54,softmax,0.1,1,0.9445072574669476,1.0,0.0625,16.0,,
hiba,54,softmax,0.1,2,0.9445072574669476,1.0,0.09090909090909091,110.0,,
hiba,54,softmax,0.1,3,0.9445072574669476,1.0,0.0,13.0,,
hiba,54,softmax,0.1,0,0.9445072574669476,1.0,,,0.3930635838150289,173.0
hiba,54,softmax,0.15,1,0.7681381522238583,1.0,0.1875,16.0,,
hiba,54,softmax,0.15,2,0.7681381522238583,1.0,0.14545454545454545,110.0,,
hiba,54,softmax,0.15,3,0.7681381522238583,1.0,0.0,13.0,,
hiba,54,softmax,0.15,0,0.7681381522238583,1.0,,,0.6647398843930635,173.0
hiba,54,temp,0.05,1,0.534019774724722,4.487394842683638,0.0,16.0,,
hiba,54,temp,0.05,2,0.534019774724722,4.487394842683638,0.03636363636363636,110.0,,
hiba,54,temp,0.05,3,0.534019774724722,4.487394842683638,0.0,13.0,,
hiba,54,temp,0.05,0,0.534019774724722,4.487394842683638,,,0.31213872832369943,173.0
hiba,54,temp,0.1,1,0.41898535881609067,4.487394842683638,0.0,16.0,,
hiba,54,temp,0.1,2,0.41898535881609067,4.487394842683638,0.1,110.0,,
hiba,54,temp,0.1,3,0.41898535881609067,4.487394842683638,0.07692307692307693,13.0,,
hiba,54,temp,0.1,0,0.41898535881609067,4.487394842683638,,,0.6242774566473989,173.0
hiba,54,temp,0.15,1,0.35127915455350556,4.487394842683638,0.125,16.0,,
hiba,54,temp,0.15,2,0.35127915455350556,4.487394842683638,0.16363636363636364,110.0,,
hiba,54,temp,0.15,3,0.35127915455350556,4.487394842683638,0.07692307692307693,13.0,,
hiba,54,temp,0.15,0,0.35127915455350556,4.487394842683638,,,0.7514450867052023,173.0
pad,54,softmax,0.05,1,0.0,1.0,0.03333333333333333,30.0,,
pad,54,softmax,0.05,2,0.0,1.0,0.042682926829268296,164.0,,
pad,54,softmax,0.05,3,0.0,1.0,0.1232876712328767,73.0,,
pad,54,softmax,0.05,4,0.0,1.0,0.09090909090909091,11.0,,
pad,54,softmax,0.05,5,0.0,1.0,0.0,3.0,,
pad,54,softmax,0.05,0,0.0,1.0,,,0.6666666666666666,21.0
pad,54,softmax,0.1,1,0.0,1.0,0.03333333333333333,30.0,,
pad,54,softmax,0.1,2,0.0,1.0,0.042682926829268296,164.0,,
pad,54,softmax,0.1,3,0.0,1.0,0.1232876712328767,73.0,,
pad,54,softmax,0.1,4,0.0,1.0,0.09090909090909091,11.0,,
pad,54,softmax,0.1,5,0.0,1.0,0.0,3.0,,
pad,54,softmax,0.1,0,0.0,1.0,,,0.6666666666666666,21.0
pad,54,softmax,0.15,1,0.0,1.0,0.03333333333333333,30.0,,
pad,54,softmax,0.15,2,0.0,1.0,0.042682926829268296,164.0,,
pad,54,softmax,0.15,3,0.0,1.0,0.1232876712328767,73.0,,
