cohort,draw,alpha,stratum,n_cal,degenerate,coverage,coverage_pw,miss_rate,referral,referral_pw,set_size,n_test
hiba,17,0.05,M2,223.0,False,0.9734513274336283,0.9728260869565217,0.0,1.0,1.0,6.787610619469026,113
hiba,17,0.05,M3,23.0,False,1.0,1.0,0.0,1.0,1.0,7.0,12
hiba,17,0.05,cov-MEL,,,1.0,,,,,,48
hiba,17,0.05,sens-MEL,,,,,,1.0,,,48
hiba,17,0.05,cov-NV,,,1.0,,,,,,274
hiba,17,0.05,cov-BCC,,,1.0,,,,,,57
hiba,17,0.05,sens-BCC,,,,,,1.0,,,57
hiba,17,0.05,cov-AK,,,1.0,,,,,,13
hiba,17,0.05,sens-AK,,,,,,1.0,,,13
hiba,17,0.05,cov-BKL,,,1.0,,,,,,16
hiba,17,0.05,cov-DF,,,0.75,,,,,,8
hiba,17,0.05,cov-VASC,,,1.0,,,,,,4
hiba,17,0.05,cov-SCC,,,0.8695652173913043,,,,,,23
hiba,17,0.05,sens-SCC,,,,,,1.0,,,23
hiba,17,0.1,B,167.0,False,0.9867549668874173,0.9600938967136151,,1.0,1.0,4.678807947019868,302
hiba,17,0.1,M1,25.0,False,1.0,1.0,0.0,1.0,1.0,5.0,16
hiba,17,0.1,M2,223.0,False,0.9469026548672567,0.9456521739130435,0.0,1.0,1.0,4.778761061946903,113
hiba,17,0.1,M3,23.0,False,1.0,1.0,0.0,1.0,1.0,5.583333333333333,12
hiba,17,0.1,cov-MEL,,,0.9791666666666666,,,,,,48
hiba,17,0.1,sens-MEL,,,,,,1.0,,,48
hiba,17,0.1,cov-NV,,,1.0,,,,,,274
hiba,17,0.1,cov-BCC,,,1.0,,,,,,57
hiba,17,0.1,sens-BCC,,,,,,1.0,,,57
hiba,17,0.1,cov-AK,,,0.9230769230769231,,,,,,13
hiba,17,0.1,sens-AK,,,,,,1.0,,,13
hiba,17,0.1,cov-BKL,,,1.0,,,,,,16
hiba,17,0.1,cov-DF,,,0.625,,,,,,8
hiba,17,0.1,cov-VASC,,,0.75,,,,,,4
hiba,17,0.1,cov-SCC,,,0.8260869565217391,,,,,,23
hiba,17,0.1,sens-SCC,,,,,,1.0,,,23
hiba,17,0.15,B,167.0,False,0.9867549668874173,0.9600938967136151,,1.0,1.0,3.7880794701986753,302
hiba,17,0.15,M1,25.0,False,0.9375,0.9722222222222222,0.0,1.0,1.0,4.4375,16
hiba,17,0.15,M2,223.0,False,0.8495575221238938,0.842391304347826,0.0,1.0,1.0,3.982300884955752,113
hiba,17,0.15,M3,23.0,False,1.0,1.0,0.0,1.0,1.0,4.75,12
hiba,17,0.15,cov-MEL,,,0.9375,,,,,,48
hiba,17,0.15,sens-MEL,,,,,,1.0,,,48
hiba,17,0.15,cov-NV,,,1.0,,,,,,274
hiba,17,0.15,cov-BCC,,,0.9298245614035088,,,,,,57
hiba,17,0.15,sens-BCC,,,,,,1.0,,,57
hiba,17,0.15,cov-AK,,,0.7692307692307693,,,,,,13
hiba,17,0.15,sens-AK,,,,,,1.0,,,13
hiba,17,0.15,cov-BKL,,,1.0,,,,,,16
hiba,17,0.15,cov-DF,,,0.625,,,,,,8
hiba,17,0.15,cov-VASC,,,0.75,,,,,,4
hiba,17,0.15,cov-SCC,,,0.6521739130434783,,,,,,23
hiba,17,0.15,sens-SCC,,,,,,1.0,,,23
pad,17,0.05,B,25.0,False,0.9375,0.9285714285714286,,1.0,1.0,4.5,16
pad,17,0.05,M1,26.0,False,1.0,1.0,0.0,1.0,1.0,3.9,20
pad,17,0.05,M2,157.0,False,0.9230769230769231,0.9362244897959184,0.0,1.0,1.0,3.8816568047337277,169
pad,17,0.05,M3,70.0,False,0.9868421052631579,0.98,0.0,1.0,1.0,4.197368421052632,76
pad,17,0.05,M4,8.0,True,1.0,1.0,0.0,1.0,1.0,5.181818181818182,11
pad,17,0.05,M5,5.0,True,,,,,,,0
pad,17,0.05,cov-MEL,,,0.8571428571428571,,,,,,7
pad,17,0.05,sens-MEL,,,,,,1.0,,,7
pad,17,0.05,cov-NV,,,0.875,,,,,,8
pad,17,0.05,cov-BCC,,,0.9887640449438202,,,,,,178
pad,17,0.05,sens-BCC,,,,,,1.0,,,178
pad,17,0.05,cov-AK,,,0.9827586206896551,,,,,,58
pad,17,0.05,sens-AK,,,,,,1.0,,,58
pad,17,0.05,cov-BKL,,,1.0,,,,,,8
pad,17,0.05,cov-SCC,,,0.696969696969697,,,,,,33
pad,17,0.05,sens-SCC,,,,,,1.0,,,33
pad,17,0.1,B,25.0,False,0.9375,0.9285714285714286,,1.0,1.0,3.625,16
pad,17,0.1,M1,26.0,False,0.95,0.9642857142857143,0.0,1.0,1.0,2.95,20
pad,17,0.1,M2,157.0,False,0.893491124260355,0.8960459183673469,0.0,1.0,1.0,2.8757396449704142,169
pad,17,0.1,M3,70.0,False,0.9210526315789473,0.8933333333333334,0.0,1.0,1.0,2.8684210526315788,76
pad,17,0.1,M4,8.0,True,1.0,1.0,0.0,1.0,1.0,4.636363636363637,11
pad,17,0.1,M5,5.0,True,,,,,,,0
pad,17,0.1,cov-MEL,,,0.7142857142857143,,,,,,7
pad,17,0.1,sens-MEL,,,,,,1.0,,,7
pad,17,0.1,cov-NV,,,0.875,,,,,,8
pad,17,0.1,cov-BCC,,,0.9550561797752809,,,,,,178
pad,17,0.1,sens-BCC,,,,,,1.0,,,178
pad,17,0.1,cov-AK,,,0.9827586206896551,,,,,,58
pad,17,0.1,sens-AK,,,,,,1.0,,,58
pad,17,0.1,cov-BKL,,,1.0,,,,,,8
pad,17,0.1,cov-SCC,,,0.5757575757575758,,,,,,33
pad,17,0.1,sens-SCC,,,,,,1.0,,,33
pad,17,0.15,B,25.0,False,0.875,0.8571428571428571,,1.0,1.0,2.875,16
pad,17,0.15,M1,26.0,False,0.85,0.8571428571428571,0.0,1.0,1.0,2.15,20
pad,17,0.15,M2,157.0,False,0.863905325443787,0.8769132653061223,0.0,1.0,1.0,2.408284023668639,169
pad,17,0.15,M3,70.0,False,0.868421052631579,0.8283333333333335,0.0,1.0,1.0,2.3684210526315788,76
pad,17,0.15,M4,8.0,False,1.0,1.0,0.0,1.0,1.0,4.090909090909091,11
pad,17,0.15,M5,5.0,True,,,,,,,0
pad,17,0.15,cov-MEL,,,0.7142857142857143,,,,,,7
pad,17,0.15,sens-MEL,,,,,,1.0,,,7
pad,17,0.15,cov-NV,,,0.75,,,,,,8
pad,17,0.15,cov-BCC,,,0.9213483146067416,,,,,,178
pad,17,0.15,sens-BCC,,,,,,1.0,,,178
pad,17,0.15,cov-AK,,,0.9482758620689655,,,,,,58
pad,17,0.15,sens-AK,,,,,,1.0,,,58
pad,17,0.15,cov-BKL,,,1.0,,,,,,8
pad,17,0.15,cov-SCC,,,0.48484848484848486,,,,,,33
pad,17,0.15,sens-SCC,,,,,,1.0,,,33
hiba,18,0.05,B,170.0,False,0.9735449735449735,0.9411764705882353,,1.0,1.0,5.783068783068783,189
hiba,18,0.05,M1,23.0,False,1.0,1.0,0.0,1.0,1.0,6.2272727272727275,22
hiba,18,0.05,M2,217.0,False,0.992,0.9897959183673469,0.0,1.0,1.0,6.392,125
hiba,18,0.05,M3,24.0,False,1.0,1.0,0.0,1.0,1.0,6.454545454545454,11
hiba,18,0.05,cov-MEL,,,1.0,,,,,,61
hiba,18,0.05,sens-MEL,,,,,,1.0,,,61
hiba,18,0.05,cov-NV,,,1.0,,,,,,144
hiba,18,0.05,cov-BCC,,,1.0,,,,,,63
hiba,18,0.05,sens-BCC,,,,,,1.0,,,63
hiba,18,0.05,cov-AK,,,1.0,,,,,,10
hiba,18,0.05,sens-AK,,,,,,1.0,,,10
hiba,18,0.05,cov-BKL,,,1.0,,,,,,20
hiba,18,0.05,cov-DF,,,0.7333333333333333,,,,,,15
hiba,18,0.05,cov-VASC,,,0.9,,,,,,10
hiba,18,0.05,cov-SCC,,,0.9583333333333334,,,,,,24
hiba,18,0.05,sens-SCC,,,,,,1.0,,,24
hiba,18,0.1,B,170.0,False,0.9629629629629629,0.9264705882352942,,1.0,1.0,4.211640211640212,189
hiba,18,0.1,M1,23.0,False,0.9545454545454546,0.9696969696969696,0.0,1.0,1.0,4.5,22
hiba,18,0.1,M2,217.0,False,0.936,0.9285714285714286,0.0,1.0,1.0,4.376,125
hiba,18,0.1,M3,24.0,False,1.0,1.0,0.0,1.0,1.0,5.2727272727272725,11
hiba,18,0.1,cov-MEL,,,0.9836065573770492,,,,,,61
hiba,18,0.1,sens-MEL,,,,,,1.0,,,61
hiba,18,0.1,cov-NV,,,1.0,,,,,,144
hiba,18,0.1,cov-BCC,,,0.9682539682539683,,,,,,63
hiba,18,0.1,sens-BCC,,,,,,1.0,,,63
hiba,18,0.1,cov-AK,,,0.8,,,,,,10
hiba,18,0.1,sens-AK,,,,,,1.0,,,10
hiba,18,0.1,cov-BKL,,,1.0,,,,,,20
hiba,18,0.1,cov-DF,,,0.6,,,,,,15
hiba,18,0.1,cov-VASC,,,0.9,,,,,,10
hiba,18,0.1,cov-SCC,,,0.8333333333333334,,,,,,24
hiba,18,0.1,sens-SCC,,,,,,1.0,,,24
hiba,18,0.15,B,170.0,False,0.9417989417989417,0.8848039215686275,,1.0,1.0,3.3015873015873014,189
hiba,18,0.15,M1,23.0,False,0.7727272727272727,0.8030303030303031,0.0,1.0,1.0,3.409090909090909,22
hiba,18,0.15,M2,217.0,False,0.872,0.8772108843537415,0.0,1.0,1.0,3.632,125
hiba,18,0.15,M3,24.0,False,0.9090909090909091,0.9,0.0,1.0,1.0,3.5454545454545454,11
hiba,18,0.15,cov-MEL,,,0.9836065573770492,,,,,,61
hiba,18,0.15,sens-MEL,,,,,,1.0,,,61
hiba,18,0.15,cov-NV,,,1.0,,,,,,144
hiba,18,0.15,cov-BCC,,,0.8888888888888888,,,,,,63
hiba,18,0.15,sens-BCC,,,,,,1.0,,,63
hiba,18,0.15,cov-AK,,,0.7,,,,,,10
hiba,18,0.15,sens-AK,,,,,,1.0,,,10
hiba,18,0.15,cov-BKL,,,0.95,,,,,,20
hiba,18,0.15,cov-DF,,,0.4666666666666667,,,,,,15
hiba,18,0.15,cov-VASC,,,0.8,,,,,,10
hiba,18,0.15,cov-SCC,,,0.5416666666666666,,,,,,24
hiba,18,0.15,sens-SCC,,,,,,1.0,,,24
pad,18,0.05,B,22.0,False,0.9444444444444444,0.9411764705882353,,1.0,1.0,4.055555555555555,18
pad,18,0.05,M1,31.0,False,1.0,1.0,0.0,1.0,1.0,4.473684210526316,19
pad,18,0.05,M2,154.0,False,0.8802395209580839,0.8782608695652174,0.0,1.0,1.0,3.6107784431137726,167
pad,18,0.05,M3,70.0,False,0.9871794871794872,0.98,0.0,1.0,1.0,4.3076923076923075,78
pad,18,0.05,M4,10.0,True,1.0,1.0,0.0,1.0,1.0,5.444444444444445,9
pad,18,0.05,M5,4.0,True,1.0,1.0,0.0,1.0,1.0,5.0,1
pad,18,0.05,cov-MEL,,,0.9090909090909091,,,,,,11
pad,18,0.05,sens-MEL,,,,,,1.0,,,11
pad,18,0.05,cov-NV,,,0.9090909090909091,,,,,,11
pad,18,0.05,cov-BCC,,,0.9811320754716981,,,,,,159
pad,18,0.05,sens-BCC,,,,,,1.0,,,159
pad,18,0.05,cov-AK,,,0.9104477611940298,,,,,,67
pad,18,0.05,sens-AK,,,,,,1.0,,,67
pad,18,0.05,cov-BKL,,,1.0,,,,,,7
pad,18,0.05,cov-SCC,,,0.7027027027027027,,,,,,37
pad,18,0.05,sens-SCC,,,,,,1.0,,,37
pad,18,0.1,B,22.0,False,0.7222222222222222,0.7058823529411765,,1.0,1.0,2.5,18
pad,18,0.1,M1,31.0,False,0.8947368421052632,0.9444444444444444,0.0,1.0,1.0,2.5789473684210527,19
pad,18,0.1,M2,154.0,False,0.8502994011976048,0.8478260869565217,0.0,1.0,1.0,2.37125748502994,167
pad,18,0.1,M3,70.0,False,0.9102564102564102,0.88,0.0,1.0,1.0,2.4871794871794872,78
pad,18,0.1,M4,10.0,False,0.7777777777777778,0.7142857142857143,0.0,1.0,1.0,2.888888888888889,9
pad,18,0.1,M5,4.0,True,1.0,1.0,0.0,1.0,1.0,4.0,1
pad,18,0.1,cov-MEL,,,0.8181818181818182,,,,,,11
pad,18,0.1,sens-MEL,,,,,,1.0,,,11
pad,18,0.1,cov-NV,,,0.7272727272727273,,,,,,11
pad,18,0.1,cov-BCC,,,0.949685534591195,,,,,,159
pad,18,0.1,sens-BCC,,,,,,1.0,,,159
pad,18,0.1,cov-AK,,,0.8955223880597015,,,,,,67
pad,18,0.1,sens-AK,,,,,,1.0,,,67
pad,18,0.1,cov-BKL,,,0.7142857142857143,,,,,,7
pad,18,0.1,cov-SCC,,,0.4864864864864865,,,,,,37
pad,18,0.1,sens-SCC,,,,,,1.0,,,37
pad,18,0.15,B,22.0,False,0.6666666666666666,0.6470588235294118,,0.8333333333333334,0.8823529411764706,2.0,18
pad,18,0.15,M1,31.0,False,0.8947368421052632,0.9444444444444444,0.0,1.0,1.0,2.263157894736842,19
pad,18,0.15,M2,154.0,False,0.8083832335329342,0.8043478260869565,0.0,1.0,1.0,2.035928143712575,167
pad,18,0.15,M3,70.0,False,0.8461538461538461,0.82,0.0,1.0,1.0,2.1666666666666665,78
pad,18,0.15,M4,10.0,False,0.7777777777777778,0.7142857142857143,0.0,1.0,1.0,2.888888888888889,9
pad,18,0.15,M5,4.0,True,1.0,1.0,0.0,1.0,1.0,4.0,1
pad,18,0.15,cov-MEL,,,0.7272727272727273,,,,,,11
pad,18,0.15,sens-MEL,,,,,,1.0,,,11
pad,18,0.15,cov-NV,,,0.6363636363636364,,,,,,11
pad,18,0.15,cov-BCC,,,0.8930817610062893,,,,,,159
pad,18,0.15,sens-BCC,,,,,,1.0,,,159
pad,18,0.15,cov-AK,,,0.8656716417910447,,,,,,67
pad,18,0.15,sens-AK,,,,,,1.0,,,67
pad,18,0.15,cov-BKL,,,0.7142857142857143,,,,,,7
pad,18,0.15,cov-SCC,,,0.4864864864864865,,,,,,37
pad,18,0.15,sens-SCC,,,,,,1.0,,,37
hiba,19,0.05,B,164.0,False,0.9779411764705882,0.9662162162162162,,1.0,1.0,6.0661764705882355,136
hiba,19,0.05,M1,23.0,False,0.8,0.7878787878787878,0.0,1.0,1.0,5.2,15
hiba,19,0.05,M2,224.0,False,0.9739130434782609,0.9725274725274725,0.0,1.0,1.0,6.48695652173913,115
hiba,19,0.05,M3,26.0,False,1.0,1.0,0.0,1.0,1.0,6.75,8
hiba,19,0.05,cov-MEL,,,1.0,,,,,,46
hiba,19,0.05,sens-MEL,,,,,,1.0,,,46
hiba,19,0.05,cov-NV,,,1.0,,,,,,105
hiba,19,0.05,cov-BCC,,,0.95,,,,,,60
hiba,19,0.05,sens-BCC,,,,,,1.0,,,60
hiba,19,0.05,cov-AK,,,1.0,,,,,,9
hiba,19,0.05,sens-AK,,,,,,1.0,,,9
hiba,19,0.05,cov-BKL,,,1.0,,,,,,14
hiba,19,0.05,cov-DF,,,0.7272727272727273,,,,,,11
hiba,19,0.05,cov-VASC,,,1.0,,,,,,6
hiba,19,0.05,cov-SCC,,,0.8695652173913043,,,,,,23
hiba,19,0.05,sens-SCC,,,,,,1.0,,,23
hiba,19,0.1,B,164.0,False,0.9411764705882353,0.9346846846846846,,1.0,1.0,3.8529411764705883,136
hiba,19,0.1,M1,23.0,False,0.8,0.7878787878787878,0.0,1.0,1.0,4.066666666666666,15
hiba,19,0.1,M2,224.0,False,0.9130434782608695,0.9038461538461539,0.0,1.0,1.0,4.3130434782608695,115
hiba,19,0.1,M3,26.0,False,1.0,1.0,0.0,1.0,1.0,5.25,8
hiba,19,0.1,cov-MEL,,,0.9565217391304348,,,,,,46
hiba,19,0.1,sens-MEL,,,,,,1.0,,,46
hiba,19,0.1,cov-NV,,,0.9904761904761905,,,,,,105
hiba,19,0.1,cov-BCC,,,0.9333333333333333,,,,,,60
hiba,19,0.1,sens-BCC,,,,,,1.0,,,60
hiba,19,0.1,cov-AK,,,0.8888888888888888,,,,,,9
hiba,19,0.1,sens-AK,,,,,,1.0,,,9
hiba,19,0.1,cov-BKL,,,1.0,,,,,,14
hiba,19,0.1,cov-DF,,,0.5454545454545454,,,,,,11
hiba,19,0.1,cov-VASC,,,0.6666666666666666,,,,,,6
hiba,19,0.1,cov-SCC,,,0.7391304347826086,,,,,,23
hiba,19,0.1,sens-SCC,,,,,,1.0,,,23
hiba,19,0.15,B,164.0,False,0.9044117647058824,0.8840090090090089,,1.0,1.0,3.25,136
hiba,19,0.15,M1,23.0,False,0.8,0.7878787878787878,0.0,1.0,1.0,3.3333333333333335,15
hiba,19,0.15,M2,224.0,False,0.8608695652173913,0.8562271062271063,0.0,1.0,1.0,3.5391304347826087,115
hiba,19,0.15,M3,26.0,False,1.0,1.0,0.0,1.0,1.0,3.0,8
hiba,19,0.15,cov-MEL,,,0.9565217391304348,,,,,,46
hiba,19,0.15,sens-MEL,,,,,,1.0,,,46
hiba,19,0.15,cov-NV,,,0.9809523809523809,,,,,,105
hiba,19,0.15,cov-BCC,,,0.9,,,,,,60
hiba,19,0.15,sens-BCC,,,,,,1.0,,,60
hiba,19,0.15,cov-AK,,,0.7777777777777778,,,,,,9
hiba,19,0.15,sens-AK,,,,,,1.0,,,9
hiba,19,0.15,cov-BKL,,,0.9285714285714286,,,,,,14
hiba,19,0.15,cov-DF,,,0.45454545454545453,,,,,,11
hiba,19,0.15,cov-VASC,,,0.3333333333333333,,,,,,6
hiba,19,0.15,cov-SCC,,,0.6086956521739131,,,,,,23
hiba,19,0.15,sens-SCC,,,,,,1.0,,,23
pad,19,0.05,B,21.0,False,1.0,1.0,,1.0,1.0,4.454545454545454,22
pad,19,0.05,M1,22.0,False,0.8333333333333334,0.8287037037037037,0.0,1.0,1.0,3.4,30
pad,19,0.05,M2,183.0,False,0.9851851851851852,0.9903100775193799,0.0,1.0,1.0,4.296296296296297,135
pad,19,0.05,M3,69.0,False,0.9736842105263158,0.9705882352941176,0.0,1.0,1.0,4.171052631578948,76
pad,19,0.05,M4,12.0,True,1.0,1.0,0.0,1.0,1.0,5.285714285714286,7
pad,19,0.05,M5,3.0,True,1.0,1.0,0.0,1.0,1.0,5.5,2
pad,19,0.05,cov-MEL,,,0.8333333333333334,,,,,,6
pad,19,0.05,sens-MEL,,,,,,1.0,,,6
pad,19,0.05,cov-NV,,,1.0,,,,,,13
pad,19,0.05,cov-BCC,,,0.9934640522875817,,,,,,153
pad,19,0.05,sens-BCC,,,,,,1.0,,,153
pad,19,0.05,cov-AK,,,0.9444444444444444,,,,,,54
pad,19,0.05,sens-AK,,,,,,1.0,,,54
pad,19,0.05,cov-BKL,,,1.0,,,,,,9
pad,19,0.05,cov-SCC,,,0.8918918918918919,,,,,,37
pad,19,0.05,sens-SCC,,,,,,1.0,,,37
pad,19,0.1,B,21.0,False,0.9090909090909091,0.8888888888888888,,1.0,1.0,3.1363636363636362,22
pad,19,0.1,M1,22.0,False,0.8,0.8009259259259259,0.0,1.0,1.0,2.6666666666666665,30
pad,19,0.1,M2,183.0,False,0.9111111111111111,0.9179125138427465,0.0,1.0,1.0,2.9185185185185185,135
pad,19,0.1,M3,69.0,False,0.8421052631578947,0.8186274509803921,0.0,1.0,1.0,2.6842105263157894,76
pad,19,0.1,M4,12.0,False,1.0,1.0,0.0,1.0,1.0,4.142857142857143,7
pad,19,0.1,M5,3.0,True,1.0,1.0,0.0,1.0,1.0,5.0,2
pad,19,0.1,cov-MEL,,,0.6666666666666666,,,,,,6
pad,19,0.1,sens-MEL,,,,,,1.0,,,6
pad,19,0.1,cov-NV,,,1.0,,,,,,13
pad,19,0.1,cov-BCC,,,0.9281045751633987,,,,,,153
pad,19,0.1,sens-BCC,,,,,,1.0,,,153
pad,19,0.1,cov-AK,,,0.9074074074074074,,,,,,54
pad,19,0.1,sens-AK,,,,,,1.0,,,54
pad,19,0.1,cov-BKL,,,0.7777777777777778,,,,,,9
pad,19,0.1,cov-SCC,,,0.6756756756756757,,,,,,37
pad,19,0.1,sens-SCC,,,,,,1.0,,,37
pad,19,0.15,B,21.0,False,0.8636363636363636,0.8333333333333334,,1.0,1.0,2.590909090909091,22
pad,19,0.15,M1,22.0,False,0.6333333333333333,0.6203703703703703,0.0,1.0,1.0,1.8333333333333333,30
pad,19,0.15,M2,183.0,False,0.8666666666666667,0.8639258028792913,0.0,1.0,1.0,2.311111111111111,135
pad,19,0.15,M3,69.0,False,0.7631578947368421,0.7549019607843137,0.0,1.0,1.0,1.9605263157894737,76
pad,19,0.15,M4,12.0,False,1.0,1.0,0.0,1.0,1.0,3.857142857142857,7
pad,19,0.15,M5,3.0,True,1.0,1.0,0.0,1.0,1.0,4.5,2
pad,19,0.15,cov-MEL,,,0.6666666666666666,,,,,,6
pad,19,0.15,sens-MEL,,,,,,1.0,,,6
pad,19,0.15,cov-NV,,,0.9230769230769231,,,,,,13
pad,19,0.15,cov-BCC,,,0.8366013071895425,,,,,,153
pad,19,0.15,sens-BCC,,,,,,1.0,,,153
pad,19,0.15,cov-AK,,,0.9074074074074074,,,,,,54
pad,19,0.15,sens-AK,,,,,,1.0,,,54
pad,19,0.15,cov-BKL,,,0.7777777777777778,,,,,,9
pad,19,0.15,cov-SCC,,,0.5945945945945946,,,,,,37
pad,19,0.15,sens-SCC,,,,,,1.0,,,37
hiba,20,0.05,B,162.0,False,0.984375,0.9605263157894737,,1.0,1.0,6.208333333333333,192
hiba,20,0.05,M1,29.0,False,1.0,1.0,0.0,1.0,1.0,6.375,8
hiba,20,0.05,M2,216.0,False,0.968,0.9646464646464646,0.0,1.0,1.0,6.536,125
hiba,20,0.05,M3,25.0,False,1.0,1.0,0.0,1.0,1.0,6.555555555555555,9
hiba,20,0.05,cov-MEL,,,1.0,,,,,,49
hiba,20,0.05,sens-MEL,,,,,,1.0,,,49
hiba,20,0.05,cov-NV,,,1.0,,,,,,161
hiba,20,0.05,cov-BCC,,,1.0,,,,,,58
hiba,20,0.05,sens-BCC,,,,,,1.0,,,58
hiba,20,0.05,cov-AK,,,1.0,,,,,,12
hiba,20,0.05,sens-AK,,,,,,1.0,,,12
hiba,20,0.05,cov-BKL,,,1.0,,,,,,17
hiba,20,0.05,cov-DF,,,0.75,,,,,,8
hiba,20,0.05,cov-VASC,,,0.8333333333333334,,,,,,6
hiba,20,0.05,cov-SCC,,,0.8260869565217391,,,,,,23
hiba,20,0.05,sens-SCC,,,,,,1.0,,,23
hiba,20,0.1,B,162.0,False,0.96875,0.9276315789473685,,1.0,1.0,4.567708333333333,192
hiba,20,0.1,M1,29.0,False,1.0,1.0,0.0,1.0,1.0,5.25,8
hiba,20,0.1,M2,216.0,False,0.952,0.9545454545454546,0.0,1.0,1.0,4.712,125
hiba,20,0.1,M3,25.0,False,1.0,1.0,0.0,1.0,1.0,5.222222222222222,9
hiba,20,0.1,cov-MEL,,,1.0,,,,,,49
hiba,20,0.1,sens-MEL,,,,,,1.0,,,49
hiba,20,0.1,cov-NV,,,1.0,,,,,,161
hiba,20,0.1,cov-BCC,,,0.9827586206896551,,,,,,58
hiba,20,0.1,sens-BCC,,,,,,1.0,,,58
hiba,20,0.1,cov-AK,,,1.0,,,,,,12
hiba,20,0.1,sens-AK,,,,,,1.0,,,12
hiba,20,0.1,cov-BKL,,,1.0,,,,,,17
hiba,20,0.1,cov-DF,,,0.5,,,,,,8
hiba,20,0.1,cov-VASC,,,0.6666666666666666,,,,,,6
hiba,20,0.1,cov-SCC,,,0.782608695652174,,,,,,23
hiba,20,0.1,sens-SCC,,,,,,1.0,,,23
hiba,20,0.15,B,162.0,False,0.9427083333333334,0.8618421052631579,,1.0,1.0,3.484375,192
hiba,20,0.15,M1,29.0,False,0.875,0.95,0.0,1.0,1.0,4.375,8
hiba,20,0.15,M2,216.0,False,0.888,0.9095959595959595,0.0,1.0,1.0,3.824,125
hiba,20,0.15,M3,25.0,False,1.0,1.0,0.0,1.0,1.0,4.555555555555555,9
hiba,20,0.15,cov-MEL,,,0.9795918367346939,,,,,,49
hiba,20,0.15,sens-MEL,,,,,,1.0,,,49
hiba,20,0.15,cov-NV,,,0.9875776397515528,,,,,,161
hiba,20,0.15,cov-BCC,,,0.9310344827586207,,,,,,58
hiba,20,0.15,sens-BCC,,,,,,1.0,,,58
hiba,20,0.15,cov-AK,,,0.9166666666666666,,,,,,12
hiba,20,0.15,sens-AK,,,,,,1.0,,,12
hiba,20,0.15,cov-BKL,,,1.0,,,,,,17
hiba,20,0.15,cov-DF,,,0.25,,,,,,8
hiba,20,0.15,cov-VASC,,,0.5,,,,,,6
hiba,20,0.15,cov-SCC,,,0.6086956521739131,,,,,,23
hiba,20,0.15,sens-SCC,,,,,,1.0,,,23
pad,20,0.05,B,25.0,False,1.0,1.0,,1.0,1.0,4.0,18
pad,20,0.05,M1,27.0,False,0.92,0.8974358974358974,0.0,1.0,1.0,3.68,25
pad,20,0.05,M2,167.0,False,0.9121621621621622,0.9166666666666666,0.0,1.0,1.0,3.9324324324324325,148
pad,20,0.05,M3,77.0,False,0.9846153846153847,0.9767441860465116,0.0,1.0,1.0,4.2615384615384615,65
pad,20,0.05,M4,8.0,True,1.0,1.0,0.0,1.0,1.0,5.5,10
pad,20,0.05,M5,4.0,True,1.0,1.0,0.0,1.0,1.0,6.0,1
pad,20,0.05,cov-MEL,,,0.9090909090909091,,,,,,11
pad,20,0.05,sens-MEL,,,,,,1.0,,,11
pad,20,0.05,cov-NV,,,1.0,,,,,,13
pad,20,0.05,cov-BCC,,,1.0,,,,,,152
pad,20,0.05,sens-BCC,,,,,,1.0,,,152
pad,20,0.05,cov-AK,,,0.9019607843137255,,,,,,51
pad,20,0.05,sens-AK,,,,,,1.0,,,51
pad,20,0.05,cov-BKL,,,1.0,,,,,,5
pad,20,0.05,cov-SCC,,,0.7142857142857143,,,,,,35
pad,20,0.05,sens-SCC,,,,,,1.0,,,35
pad,20,0.1,B,25.0,False,1.0,1.0,,1.0,1.0,3.7222222222222223,18
pad,20,0.1,M1,27.0,False,0.92,0.8974358974358974,0.0,1.0,1.0,3.68,25
pad,20,0.1,M2,167.0,False,0.8581081081081081,0.8619281045751633,0.0,1.0,1.0,3.5878378378378377,148
pad,20,0.1,M3,77.0,False,0.9230769230769231,0.8953488372093024,0.0,1.0,1.0,3.5538461538461537,65
pad,20,0.1,M4,8.0,True,1.0,1.0,0.0,1.0,1.0,5.3,10
pad,20,0.1,M5,4.0,True,1.0,1.0,0.0,1.0,1.0,6.0,1
pad,20,0.1,cov-MEL,,,0.7272727272727273,,,,,,11
pad,20,0.1,sens-MEL,,,,,,1.0,,,11
pad,20,0.1,cov-NV,,,1.0,,,,,,13
pad,20,0.1,cov-BCC,,,0.9539473684210527,,,,,,152
pad,20,0.1,sens-BCC,,,,,,1.0,,,152
pad,20,0.1,cov-AK,,,0.9019607843137255,,,,,,51
pad,20,0.1,sens-AK,,,,,,1.0,,,51
pad,20,0.1,cov-BKL,,,1.0,,,,,,5
pad,20,0.1,cov-SCC,,,0.6285714285714286,,,,,,35
pad,20,0.1,sens-SCC,,,,,,1.0,,,35
pad,20,0.15,B,25.0,False,1.0,1.0,,1.0,1.0,2.7777777777777777,18
pad,20,0.15,M1,27.0,False,0.88,0.8205128205128205,0.0,1.0,1.0,2.76,25
pad,20,0.15,M2,167.0,False,0.8243243243243243,0.8341503267973855,0.0,1.0,1.0,2.7094594594594597,148
pad,20,0.15,M3,77.0,False,0.8923076923076924,0.8604651162790697,0.0,1.0,1.0,2.7846153846153845,65
pad,20,0.15,M4,8.0,False,0.9,0.8888888888888888,0.0,1.0,1.0,3.8,10
pad,20,0.15,M5,4.0,True,1.0,1.0,0.0,1.0,1.0,6.0,1
